rk,player,nation,squad,comp,season,age,born,ninety_mins_played,touches,def_pen_area_touches,def_third_touches,mid_third_touches,att_third_touches,att_pen_area_touches,live_ball_touches,take_ons_attempted,take_ons_successful,take_on_succ_pct,take_ons_tackled,take_on_tackled_pct,carries,total_distance_carried,progressive_carries_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position,age_range,general_position,country,continent
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2026,Gianluca Pegolo,ITA,Sassuolo,Serie A,2020,39.0,1981.0,1.0,25,24,25,0,0,0,25,0,0,,0,,10,31,23,0,0,0,0,0,7,0,GK,35-39,Goalkeeper,Italy,Europe
2028,Yohann Pelé,FRA,Marseille,Ligue 1,2020,37.0,1982.0,1.0,25,22,25,0,0,0,25,0,0,,0,,14,78,59,0,0,0,0,0,11,0,GK,35-39,Goalkeeper,France,Europe
2029,Graziano Pellè,ITA,Parma,Serie A,2020,35.0,1985.0,6.8,259,8,26,123,111,37,259,3,1,33.3,2,66.7,123,435,140,3,4,2,15,9,212,38,FW,35-39,Forward,Italy,Europe
2030,Pietro Pellegri,ITA,Monaco,Ligue 1,2020,19.0,2001.0,2.6,73,0,3,31,42,16,73,9,5,55.6,4,44.4,47,606,204,6,4,5,10,7,55,16,"FW,MF",Under 20,Forward,Italy,Europe
2031,Lorenzo Pellegrini,ITA,Roma,Serie A,2020,24.0,1996.0,28.9,1772,33,211,930,654,61,1771,67,40,59.7,27,40.3,963,6507,3163,87,62,12,65,21,1177,149,MF,20-24,Midfielder,Italy,Europe
2032,Luca Pellegrini,ITA,Genoa,Serie A,2020,21.0,1999.0,7.1,411,19,126,167,122,11,411,30,18,60.0,12,40.0,250,1506,688,23,16,6,22,16,267,47,"DF,MF",20-24,Defender,Italy,Europe
2034,Andy Pelmard,FRA,Nice,Ligue 1,2020,20.0,2000.0,13.4,1026,63,400,589,46,3,1026,11,10,90.9,1,9.1,679,3835,2222,22,4,1,16,5,734,10,DF,20-24,Defender,France,Europe
2035,Lee Peltier,ENG,West Brom,Premier League,2020,33.0,1986.0,2.5,106,16,46,49,13,0,106,1,1,100.0,0,0.0,39,142,69,0,2,0,3,0,45,4,DF,30-34,Defender,England,Europe
2036,Federico Peluso,ITA,Sassuolo,Serie A,2020,36.0,1984.0,2.3,182,23,94,84,4,0,182,0,0,,0,,117,602,333,2,4,0,0,2,136,0,DF,35-39,Defender,Italy,Europe
2040,Nicolas Pépé,CIV,Arsenal,Premier League,2020,25.0,1995.0,18.0,948,19,122,322,517,115,947,66,27,40.9,39,59.1,585,3520,1646,56,28,36,56,23,704,199,FW,25-29,Forward,Ivory Coast,Africa
2042,Andreas Pereira,BRA,Lazio,Serie A,2020,24.0,1996.0,6.0,358,3,41,164,160,16,358,17,7,41.2,10,58.8,206,1277,595,17,9,5,12,11,239,53,"FW,MF",20-24,Forward,Brazil,South America
2043,Danilo Pereira,POR,Paris S-G,Ligue 1,2020,28.0,1991.0,15.9,1331,58,383,866,90,16,1331,8,7,87.5,1,12.5,875,3978,2115,10,11,0,12,6,1015,4,"MF,DF",25-29,Midfielder,Portugal,Europe
2044,Mathias Pereira Lage,POR,Angers,Ligue 1,2020,23.0,1996.0,16.3,666,18,122,317,238,27,666,39,17,43.6,22,56.4,356,1950,883,24,30,6,37,16,428,87,"FW,MF",20-24,Forward,Portugal,Europe
2045,Matheus Pereira,BRA,West Brom,Premier League,2020,24.0,1996.0,28.6,1411,27,177,589,659,69,1406,74,40,54.1,34,45.9,732,4513,2178,79,44,20,74,45,880,133,"MF,FW",20-24,Midfielder,Brazil,South America
2045,Matheus Pereira,BRA,West Brom,Premier League,2020,24.0,1996.0,28.6,1411,27,177,589,659,69,1406,74,40,54.1,34,45.9,732,4513,2178,79,44,20,74,45,880,133,"MF,FW",20-24,Midfielder,Brazil,South America
2045,Matheus Pereira,BRA,West Brom,Premier League,2020,24.0,1996.0,28.6,1411,27,177,589,659,69,1406,74,40,54.1,34,45.9,732,4513,2178,79,44,20,74,45,880,133,"MF,FW",20-24,Midfielder,Brazil,South America
2045,Matheus Pereira,BRA,West Brom,Premier League,2020,24.0,1996.0,28.6,1411,27,177,589,659,69,1406,74,40,54.1,34,45.9,732,4513,2178,79,44,20,74,45,880,133,"MF,FW",20-24,Midfielder,Brazil,South America
2045,Matheus Pereira,BRA,West Brom,Premier League,2020,24.0,1996.0,28.6,1411,27,177,589,659,69,1406,74,40,54.1,34,45.9,732,4513,2178,79,44,20,74,45,880,133,"MF,FW",20-24,Midfielder,Brazil,South America
2045,Matheus Pereira,BRA,West Brom,Premier League,2020,24.0,1996.0,28.6,1411,27,177,589,659,69,1406,74,40,54.1,34,45.9,732,4513,2178,79,44,20,74,45,880,133,"MF,FW",20-24,Midfielder,Brazil,South America
2045,Matheus Pereira,BRA,West Brom,Premier League,2020,24.0,1996.0,28.6,1411,27,177,589,659,69,1406,74,40,54.1,34,45.9,732,4513,2178,79,44,20,74,45,880,133,"MF,FW",20-24,Midfielder,Brazil,South America
2045,Matheus Pereira,BRA,West Brom,Premier League,2020,24.0,1996.0,28.6,1411,27,177,589,659,69,1406,74,40,54.1,34,45.9,732,4513,2178,79,44,20,74,45,880,133,"MF,FW",20-24,Midfielder,Brazil,South America
2045,Matheus Pereira,BRA,West Brom,Premier League,2020,24.0,1996.0,28.6,1411,27,177,589,659,69,1406,74,40,54.1,34,45.9,732,4513,2178,79,44,20,74,45,880,133,"MF,FW",20-24,Midfielder,Brazil,South America
2046,Pedro Pereira,POR,Crotone,Serie A,2020,22.0,1998.0,28.3,1200,90,311,494,408,36,1200,34,13,38.2,21,61.8,554,2678,1301,32,21,6,38,32,643,142,DF,20-24,Defender,Portugal,Europe
2046,Pedro Pereira,POR,Crotone,Serie A,2020,22.0,1998.0,28.3,1200,90,311,494,408,36,1200,34,13,38.2,21,61.8,554,2678,1301,32,21,6,38,32,643,142,DF,20-24,Defender,Portugal,Europe
2046,Pedro Pereira,POR,Crotone,Serie A,2020,22.0,1998.0,28.3,1200,90,311,494,408,36,1200,34,13,38.2,21,61.8,554,2678,1301,32,21,6,38,32,643,142,DF,20-24,Defender,Portugal,Europe
2046,Pedro Pereira,POR,Crotone,Serie A,2020,22.0,1998.0,28.3,1200,90,311,494,408,36,1200,34,13,38.2,21,61.8,554,2678,1301,32,21,6,38,32,643,142,DF,20-24,Defender,Portugal,Europe
2047,Ricardo Pereira,POR,Leicester City,Premier League,2020,26.0,1993.0,10.7,714,23,191,281,245,29,714,30,14,46.7,16,53.3,343,1478,691,20,17,4,21,16,427,53,"DF,FW",25-29,Defender,Portugal,Europe
2048,Gastón Pereiro,URU,Cagliari,Serie A,2020,25.0,1995.0,3.0,176,2,19,70,91,17,176,7,3,42.9,4,57.1,89,649,367,14,11,3,5,6,123,20,"MF,DF",25-29,Midfielder,Uruguay,South America
24,Adrián,ESP,Liverpool,Premier League,2020,33.0,1987.0,3.0,110,99,110,0,0,0,110,0,0,,0,,52,259,79,0,0,0,0,0,47,0,GK,30-34,Goalkeeper,Spain,Europe
53,Jordi Alba,ESP,Barcelona,La Liga,2020,31.0,1989.0,33.6,3199,77,636,1277,1300,118,3199,32,17,53.1,15,46.9,1972,7428,3552,48,44,14,32,14,2389,354,"DF,FW",30-34,Defender,Spain,Europe
54,Luis Alberto,ESP,Lazio,Serie A,2020,27.0,1992.0,29.1,2254,14,240,1244,817,63,2254,95,51,53.7,44,46.3,1344,8588,5655,143,124,19,46,39,1577,132,MF,25-29,Midfielder,Spain,Europe
55,Raúl Albiol,ESP,Villarreal,La Liga,2020,34.0,1985.0,34.6,2327,286,1186,1098,55,11,2327,6,4,66.7,2,33.3,1420,8867,5461,19,13,1,10,6,1634,2,DF,30-34,Defender,Spain,Europe
57,Paco Alcácer,ESP,Villarreal,La Liga,2020,26.0,1993.0,17.2,381,9,33,167,182,69,379,11,8,72.7,3,27.3,194,624,267,12,3,8,31,9,267,77,FW,25-29,Forward,Spain,Europe
58,Pedro Alcalá,ESP,Cádiz,La Liga,2020,31.0,1989.0,10.1,389,75,228,158,5,4,389,1,1,100.0,0,0.0,175,836,433,1,4,0,0,0,183,0,DF,30-34,Defender,Spain,Europe
59,Thiago Alcántara,ESP,Liverpool,Premier League,2020,29.0,1991.0,20.6,1946,31,296,1226,438,16,1946,48,33,68.8,15,31.3,1252,5861,2930,27,58,4,23,18,1475,25,MF,25-29,Midfielder,Spain,Europe
60,Rubén Alcaraz,ESP,Valladolid,La Liga,2020,29.0,1991.0,24.1,1383,61,337,877,186,23,1383,19,14,73.7,5,26.3,759,3942,1891,25,26,1,25,14,841,21,MF,25-29,Midfielder,Spain,Europe
63,Iván Alejo,ESP,Cádiz,La Liga,2020,25.0,1995.0,9.2,348,14,64,106,185,20,348,25,13,52.0,12,48.0,202,2031,1030,46,25,5,27,14,219,79,"MF,FW",25-29,Midfielder,Spain,Europe
64,Carles Aleñá,ESP,Barcelona,La Liga,2020,22.0,1998.0,0.5,46,1,12,24,10,1,46,0,0,,0,,24,109,65,1,0,0,2,1,42,1,MF,20-24,Midfielder,Spain,Europe
65,Carles Aleñá,ESP,Getafe,La Liga,2020,22.0,1998.0,15.2,719,8,62,361,315,16,719,36,23,63.9,13,36.1,434,2413,1054,20,31,1,28,18,491,51,"MF,FW",20-24,Midfielder,Spain,Europe
77,Marcos Alonso,ESP,Chelsea,Premier League,2020,29.0,1990.0,10.7,729,32,199,300,238,38,729,17,9,52.9,8,47.1,362,1815,1095,24,18,4,13,9,450,74,DF,25-29,Defender,Spain,Europe
78,Sergio Álvarez,ESP,Eibar,La Liga,2020,28.0,1992.0,17.4,869,35,187,544,143,19,869,10,8,80.0,2,20.0,392,1754,624,9,11,1,21,12,459,15,"MF,DF",25-29,Midfielder,Spain,Europe
78,Sergio Álvarez,ESP,Eibar,La Liga,2020,28.0,1992.0,17.4,869,35,187,544,143,19,869,10,8,80.0,2,20.0,392,1754,624,9,11,1,21,12,459,15,"MF,DF",25-29,Midfielder,Spain,Europe
78,Sergio Álvarez,ESP,Eibar,La Liga,2020,28.0,1992.0,17.4,869,35,187,544,143,19,869,10,8,80.0,2,20.0,392,1754,624,9,11,1,21,12,459,15,"MF,DF",25-29,Midfielder,Spain,Europe
78,Sergio Álvarez,ESP,Eibar,La Liga,2020,28.0,1992.0,17.4,869,35,187,544,143,19,869,10,8,80.0,2,20.0,392,1754,624,9,11,1,21,12,459,15,"MF,DF",25-29,Midfielder,Spain,Europe
79,Yeray Álvarez,ESP,Athletic Club,La Liga,2020,25.0,1995.0,21.6,1294,119,607,649,48,15,1294,12,11,91.7,1,8.3,681,4512,2621,19,11,0,8,2,769,2,DF,25-29,Defender,Spain,Europe
92,Jon Ander Garrido,ESP,Cádiz,La Liga,2020,30.0,1989.0,8.9,317,24,101,179,38,7,317,3,2,66.7,1,33.3,112,364,129,0,2,0,8,5,134,3,MF,30-34,Midfielder,Spain,Europe
105,José Ángel,ESP,Eibar,La Liga,2020,30.0,1989.0,10.0,775,24,172,401,212,3,775,8,8,100.0,0,0.0,396,1953,982,14,19,1,11,5,416,24,DF,30-34,Defender,Spain,Europe
107,Angeliño,ESP,RB Leipzig,Bundesliga,2020,23.0,1997.0,24.0,1723,35,339,743,649,79,1723,32,16,50.0,16,50.0,848,4039,2112,47,36,14,26,13,1072,242,"DF,FW",20-24,Defender,Spain,Europe
118,Aritz Arambarri,ESP,Real Sociedad,La Liga,2020,22.0,1998.0,0.3,23,0,4,16,3,1,23,1,0,0.0,1,100.0,10,30,11,0,0,0,1,0,12,0,DF,20-24,Defender,Spain,Europe
124,Anaitz Arbilla,ESP,Eibar,La Liga,2020,33.0,1987.0,31.2,2222,119,720,1256,284,13,2222,30,25,83.3,5,16.7,1109,6550,3244,37,26,3,22,9,1156,19,DF,30-34,Defender,Spain,Europe
133,Sergio Arribas,ESP,Real Madrid,La Liga,2020,18.0,2001.0,1.5,104,2,23,48,36,2,104,6,6,100.0,0,0.0,68,399,210,8,3,2,3,3,78,13,"MF,FW",Under 20,Midfielder,Spain,Europe
133,Sergio Arribas,ESP,Real Madrid,La Liga,2020,18.0,2001.0,1.5,104,2,23,48,36,2,104,6,6,100.0,0,0.0,68,399,210,8,3,2,3,3,78,13,"MF,FW",Under 20,Midfielder,Spain,Europe
133,Sergio Arribas,ESP,Real Madrid,La Liga,2020,18.0,2001.0,1.5,104,2,23,48,36,2,104,6,6,100.0,0,0.0,68,399,210,8,3,2,3,3,78,13,"MF,FW",Under 20,Midfielder,Spain,Europe
133,Sergio Arribas,ESP,Real Madrid,La Liga,2020,18.0,2001.0,1.5,104,2,23,48,36,2,104,6,6,100.0,0,0.0,68,399,210,8,3,2,3,3,78,13,"MF,FW",Under 20,Midfielder,Spain,Europe
134,Kepa Arrizabalaga,ESP,Chelsea,Premier League,2020,25.0,1994.0,6.5,258,233,255,3,0,0,258,0,0,,0,,145,605,379,0,0,0,2,0,149,0,GK,25-29,Goalkeeper,Spain,Europe
138,Sergio Asenjo,ESP,Villarreal,La Liga,2020,31.0,1989.0,36.0,1378,1165,1376,2,0,0,1378,0,0,,0,,743,3466,2213,0,0,0,1,0,658,0,GK,30-34,Goalkeeper,Spain,Europe
139,Marco Asensio,ESP,Real Madrid,La Liga,2020,24.0,1996.0,20.8,1179,17,126,444,617,71,1179,39,29,74.4,10,25.6,761,5310,2520,92,62,16,32,23,935,166,"FW,MF",20-24,Forward,Spain,Europe
140,Kristoffer Askildsen,NOR,Sampdoria,Serie A,2020,19.0,2001.0,1.1,31,2,13,13,5,1,31,1,1,100.0,0,0.0,15,37,7,1,1,0,3,3,16,2,MF,Under 20,Midfielder,Norway,Europe
141,Iago Aspas,ESP,Celta Vigo,La Liga,2020,32.0,1987.0,31.8,1559,29,146,699,731,147,1554,85,60,70.6,25,29.4,973,5564,2651,93,48,47,56,27,1231,269,FW,30-34,Forward,Spain,Europe
159,César Azpilicueta,ESP,Chelsea,Premier League,2020,30.0,1989.0,24.3,2302,113,813,1056,447,38,2302,14,6,42.9,8,57.1,1154,5118,2985,37,35,2,17,6,1603,83,DF,30-34,Defender,Spain,Europe
164,Édgar Badía,ESP,Elche,La Liga,2020,28.0,1992.0,30.0,1228,1117,1226,2,1,1,1228,0,0,,0,,591,2683,1693,1,1,1,1,0,507,0,GK,25-29,Goalkeeper,Spain,Europe
181,Mikel Balenziaga,ESP,Athletic Club,La Liga,2020,32.0,1988.0,18.8,1106,59,325,555,231,2,1106,15,10,66.7,5,33.3,550,2848,1630,28,15,1,19,10,614,48,DF,30-34,Defender,Spain,Europe
201,Kike Barja,ESP,Osasuna,La Liga,2020,23.0,1997.0,15.9,697,13,106,294,313,32,697,82,54,65.9,28,34.1,468,3015,1281,46,29,8,55,40,506,143,"MF,FW",20-24,Midfielder,Spain,Europe
207,Marc Baró,ESP,Cádiz,La Liga,2020,20.0,1999.0,1.0,28,2,10,10,9,1,28,1,1,100.0,0,0.0,9,71,47,3,1,1,0,0,4,2,DF,20-24,Defender,Spain,Europe
208,Antonio Barragán,ESP,Elche,La Liga,2020,33.0,1987.0,24.8,1527,133,691,630,210,11,1527,16,11,68.8,5,31.3,831,3526,1829,34,29,3,15,7,985,63,DF,30-34,Defender,Spain,Europe
211,Ander Barrenetxea,ESP,Real Sociedad,La Liga,2020,18.0,2001.0,14.5,612,8,87,251,286,32,612,67,39,58.2,28,41.8,389,2805,1247,37,23,12,50,35,424,106,"MF,FW",Under 20,Midfielder,Spain,Europe
216,Marc Bartra,ESP,Betis,La Liga,2020,29.0,1991.0,18.8,1173,132,605,530,44,14,1173,8,7,87.5,1,12.5,599,2610,1394,4,9,0,12,1,722,4,DF,25-29,Defender,Spain,Europe
230,Jon Bautista,ESP,Real Sociedad,La Liga,2020,25.0,1995.0,4.1,147,4,9,60,81,23,147,6,4,66.7,2,33.3,81,368,168,5,5,2,16,4,109,26,FW,25-29,Forward,Spain,Europe
233,Ihlas Bebou,TOG,Hoffenheim,Bundesliga,2020,26.0,1994.0,24.4,958,25,93,371,519,134,958,76,43,56.6,33,43.4,569,3617,1893,70,34,31,110,56,715,225,"FW,MF",25-29,Forward,Togo,Africa
237,Jan Bednarek,POL,Southampton,Premier League,2020,24.0,1996.0,34.4,2480,276,1277,1156,57,16,2480,6,5,83.3,1,16.7,1357,6240,3249,13,8,0,11,5,1516,3,DF,20-24,Defender,Poland,Europe
