rk,player,nation,squad,comp,season,age,born,ninety_mins_played,goals,shots,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,avg_shot_distance,free_kick_shots,penalty_kicks,penalty_kicks_attempted,xg,non_penalty_xg,non_penalty_xg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,position,age_range,general_position,country,continent
1630,Emiliano Martínez,ARG,Aston Villa,Premier League,2020,27.0,1992.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Argentina,South America
1630,Emiliano Martínez,ARG,Aston Villa,Premier League,2020,27.0,1992.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Argentina,South America
1630,Emiliano Martínez,ARG,Aston Villa,Premier League,2020,27.0,1992.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Argentina,South America
1630,Emiliano Martínez,ARG,Aston Villa,Premier League,2020,27.0,1992.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Argentina,South America
1635,Lautaro Martínez,ARG,Inter,Serie A,2020,22.0,1997.0,28.5,17,107,37,34.6,3.76,1.3,0.14,0.41,14.9,0,2,2,15.2,13.6,0.13,1.8,1.4,FW,20-24,Forward,Argentina,South America
1637,Lucas Martínez Quarta,ARG,Fiorentina,Serie A,2020,24.0,1996.0,16.5,1,16,4,25.0,0.97,0.24,0.06,0.25,16.7,0,0,0,1.5,1.5,0.09,-0.5,-0.5,DF,20-24,Defender,Argentina,South America
1640,Sylvain Marveaux,FRA,Lorient,Ligue 1,2020,34.0,1986.0,2.2,0,5,1,20.0,2.25,0.45,0.0,0.0,17.3,0,0,0,0.9,0.9,0.19,-0.9,-0.9,"MF,FW",30-34,Midfielder,France,Europe
1642,Omar Mascarell,EQG,Schalke 04,Bundesliga,2020,27.0,1993.0,19.6,1,10,3,30.0,0.51,0.15,0.1,0.33,26.3,1,0,0,0.4,0.4,0.04,0.6,0.6,MF,25-29,Midfielder,Equatorial Guinea,Africa
1643,Andrea Masiello,ITA,Genoa,Serie A,2020,34.0,1986.0,28.5,0,5,0,0.0,0.18,0.0,0.0,,16.4,0,0,0,0.5,0.5,0.09,-0.5,-0.5,DF,30-34,Defender,Italy,Europe
1645,Roberto Massimo,GER,Stuttgart,Bundesliga,2020,19.0,2000.0,8.4,0,15,4,26.7,1.78,0.48,0.0,0.0,14.6,0,0,0,1.3,1.3,0.09,-1.3,-1.3,"DF,FW",Under 20,Defender,Germany,Europe
1646,Giuseppe Mastinu,ITA,Spezia,Serie A,2020,28.0,1991.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FW,25-29,Forward,Italy,Europe
1651,Eliot Matazo,BEL,Monaco,Ligue 1,2020,18.0,2002.0,3.5,1,3,2,66.7,0.86,0.57,0.33,0.5,10.2,0,0,0,0.8,0.8,0.26,0.2,0.2,MF,Under 20,Midfielder,Belgium,Europe
1652,Jean-Philippe Mateta,FRA,Crystal Palace,Premier League,2020,23.0,1997.0,2.5,1,4,2,50.0,1.63,0.81,0.25,0.5,10.6,0,0,0,0.3,0.3,0.08,0.7,0.7,FW,20-24,Forward,France,Europe
1653,Jean-Philippe Mateta,FRA,Mainz 05,Bundesliga,2020,23.0,1997.0,11.1,7,28,13,46.4,2.53,1.17,0.21,0.46,12.7,1,1,1,8.6,7.8,0.28,-1.6,-1.8,FW,20-24,Forward,France,Europe
1657,Ryder Matos,BRA,Udinese,Serie A,2020,27.0,1993.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,25-29,Midfielder,Brazil,South America
1658,Henning Matriciani,GER,Schalke 04,Bundesliga,2020,20.0,2000.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,20-24,Defender,Germany,Europe
1659,Chrislain Matsima,FRA,Monaco,Ligue 1,2020,18.0,2002.0,3.9,0,4,0,0.0,1.02,0.0,0.0,,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,"DF,FW",Under 20,Defender,France,Europe
1661,Neal Maupay,FRA,Brighton,Premier League,2020,23.0,1996.0,27.9,8,67,22,32.8,2.4,0.79,0.07,0.23,14.8,0,3,4,13.2,10.1,0.15,-5.2,-5.1,"FW,MF",20-24,Forward,France,Europe
1662,Tony Mauricio,FRA,Lens,Ligue 1,2020,26.0,1994.0,5.6,0,13,2,15.4,2.33,0.36,0.0,0.0,27.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,MF,25-29,Midfielder,France,Europe
1663,Stephy Mavididi,ENG,Montpellier,Ligue 1,2020,22.0,1998.0,22.6,9,30,17,56.7,1.33,0.75,0.3,0.53,13.9,0,0,0,5.6,5.6,0.2,3.4,3.4,"FW,MF",20-24,Forward,England,Europe
1664,Konstantinos Mavropanos,GRE,Stuttgart,Bundesliga,2020,22.0,1997.0,16.3,0,15,4,26.7,0.92,0.25,0.0,0.0,13.0,0,0,0,1.6,1.6,0.11,-1.6,-1.6,DF,20-24,Defender,Greece,Europe
1669,Antonio Mazzotta,ITA,Crotone,Serie A,2020,30.0,1989.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
1671,Kylian Mbappé,FRA,Paris S-G,Ligue 1,2020,21.0,1998.0,26.4,27,98,47,48.0,3.71,1.78,0.21,0.45,15.4,2,6,6,22.1,17.4,0.18,4.9,3.6,FW,20-24,Forward,France,Europe
1672,Ibrahima Mbaye,SEN,Bologna,Serie A,2020,25.0,1994.0,4.8,1,1,1,100.0,0.21,0.21,1.0,1.0,3.1,0,0,0,0.6,0.0,0.0,0.4,1.0,DF,25-29,Defender,Senegal,Africa
1675,James McArthur,SCO,Crystal Palace,Premier League,2020,32.0,1987.0,16.3,0,6,0,0.0,0.37,0.0,0.0,,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,MF,30-34,Midfielder,Scotland,Europe
1677,Alex McCarthy,ENG,Southampton,Premier League,2020,30.0,1989.0,30.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,England,Europe
1679,John McGinn,SCO,Aston Villa,Premier League,2020,25.0,1994.0,37.0,3,45,11,24.4,1.22,0.3,0.07,0.27,23.7,0,0,0,2.5,2.5,0.06,0.5,0.5,MF,25-29,Midfielder,Scotland,Europe
1680,David McGoldrick,IRL,Sheffield Utd,Premier League,2020,32.0,1987.0,26.6,8,71,23,32.4,2.67,0.86,0.11,0.35,18.2,1,0,0,6.9,6.9,0.1,1.1,1.1,"FW,MF",30-34,Forward,Republic of Ireland,Europe
1681,Weston McKennie,USA,Juventus,Serie A,2020,21.0,1998.0,18.9,5,29,14,48.3,1.53,0.74,0.17,0.36,10.7,0,0,0,4.9,4.9,0.17,0.1,0.1,MF,20-24,Midfielder,United States,North America
1682,Dwight McNeil,ENG,Burnley,Premier League,2020,20.0,1999.0,34.1,2,26,9,34.6,0.76,0.26,0.08,0.22,22.3,1,0,0,1.1,1.1,0.04,0.9,0.9,MF,20-24,Midfielder,England,Europe
1683,Scott McTominay,SCO,Manchester Utd,Premier League,2020,23.0,1996.0,23.7,4,26,7,26.9,1.1,0.3,0.15,0.57,17.6,0,0,0,2.1,2.1,0.08,1.9,1.9,MF,20-24,Midfielder,Scotland,Europe
1684,Gary Medel,CHI,Bologna,Serie A,2020,32.0,1987.0,5.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,"DF,MF",30-34,Defender,Chile,South America
1685,Facundo Medina,ARG,Lens,Ligue 1,2020,21.0,1999.0,22.3,2,9,4,44.4,0.4,0.18,0.22,0.5,12.1,0,0,0,1.2,1.2,0.13,0.8,0.8,DF,20-24,Defender,Argentina,South America
1686,Nathan de Medina,BEL,Arminia,Bundesliga,2020,22.0,1997.0,7.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,20-24,Defender,Belgium,Europe
1687,Ben Mee,ENG,Burnley,Premier League,2020,30.0,1989.0,29.9,2,22,6,27.3,0.74,0.2,0.09,0.33,10.6,0,0,0,2.3,2.3,0.1,-0.3,-0.3,DF,30-34,Defender,England,Europe
1688,Joshua Mees,GER,Union Berlin,Bundesliga,2020,24.0,1996.0,0.1,0,2,0,0.0,36.0,0.0,0.0,,12.2,0,0,0,0.1,0.1,0.07,-0.1,-0.1,FW,20-24,Forward,Germany,Europe
1693,Farid El Melali,ALG,Angers,Ligue 1,2020,23.0,1997.0,4.6,1,13,5,38.5,2.83,1.09,0.08,0.2,18.5,0,0,0,1.2,1.2,0.09,-0.2,-0.2,"FW,MF",20-24,Forward,Algeria,Africa
1694,Filippo Melegoni,ITA,Genoa,Serie A,2020,21.0,1999.0,4.3,0,4,1,25.0,0.93,0.23,0.0,0.0,23.1,2,0,0,0.4,0.4,0.09,-0.4,-0.4,"MF,DF",20-24,Midfielder,Italy,Europe
1697,Arthur Melo,BRA,Juventus,Serie A,2020,23.0,1996.0,12.9,1,3,1,33.3,0.23,0.08,0.33,1.0,25.0,0,0,0,0.1,0.1,0.05,0.9,0.9,MF,20-24,Midfielder,Brazil,South America
1699,Houboulang Mendes,GNB,Lorient,Ligue 1,2020,22.0,1998.0,14.4,0,4,0,0.0,0.28,0.0,0.0,,26.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,DF,20-24,Defender,Guinea-Bissau,Africa
1701,Thiago Mendes,BRA,Lyon,Ligue 1,2020,28.0,1992.0,24.9,0,23,7,30.4,0.92,0.28,0.0,0.0,22.9,0,0,0,1.0,1.0,0.04,-1.0,-1.0,MF,25-29,Midfielder,Brazil,South America
1706,Benjamin Mendy,FRA,Manchester City,Premier League,2020,26.0,1994.0,10.6,2,6,2,33.3,0.57,0.19,0.33,1.0,17.2,0,0,0,0.3,0.3,0.06,1.7,1.7,DF,25-29,Defender,France,Europe
1707,Edouard Mendy,SEN,Chelsea,Premier League,2020,28.0,1992.0,30.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Senegal,Africa
1708,Edouard Mendy,SEN,Rennes,Ligue 1,2020,28.0,1992.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Senegal,Africa
1709,Ferland Mendy,FRA,Real Madrid,La Liga,2020,25.0,1995.0,24.5,1,12,2,16.7,0.49,0.08,0.08,0.5,19.0,0,0,0,0.8,0.8,0.07,0.2,0.2,DF,25-29,Defender,France,Europe
1710,Nampalys Mendy,SEN,Leicester City,Premier League,2020,28.0,1992.0,16.2,0,4,2,50.0,0.25,0.12,0.0,0.0,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,MF,25-29,Midfielder,Senegal,Africa
1714,Alex Meret,ITA,Napoli,Serie A,2020,23.0,1997.0,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,20-24,Goalkeeper,Italy,Europe
1720,Illan Meslier,FRA,Leeds United,Premier League,2020,20.0,2000.0,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,20-24,Goalkeeper,France,Europe
1721,Lionel Messi,ARG,Barcelona,La Liga,2020,33.0,1987.0,33.6,30,191,85,44.5,5.69,2.53,0.14,0.32,19.7,40,3,5,22.1,17.8,0.1,7.9,9.2,"FW,MF",30-34,Forward,Argentina,South America
1722,Junior Messias,BRA,Crotone,Serie A,2020,29.0,1991.0,35.7,9,98,31,31.6,2.74,0.87,0.09,0.29,21.8,9,0,0,7.6,7.6,0.08,1.4,1.4,"MF,FW",25-29,Midfielder,Brazil,South America
1723,Thomas Meunier,BEL,Dortmund,Bundesliga,2020,28.0,1991.0,16.4,1,12,3,25.0,0.73,0.18,0.08,0.33,18.7,0,0,0,1.0,1.0,0.08,0.0,0.0,DF,25-29,Defender,Belgium,Europe
1728,Jonas Michelbrink,GER,Hertha BSC,Bundesliga,2020,19.0,2001.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,Under 20,Midfielder,Germany,Europe
1738,Éder Militão,BRA,Real Madrid,La Liga,2020,22.0,1998.0,12.6,1,12,3,25.0,0.95,0.24,0.08,0.33,12.0,0,0,0,1.1,1.1,0.09,-0.1,-0.1,DF,20-24,Defender,Brazil,South America
1743,Vincenzo Millico,ITA,Torino,Serie A,2020,19.0,2000.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,"FW,MF",Under 20,Forward,Italy,Europe
1744,Enzo Millot,FRA,Monaco,Ligue 1,2020,18.0,2002.0,0.5,0,2,1,50.0,4.39,2.2,0.0,0.0,11.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,MF,Under 20,Midfielder,France,Europe
1745,James Milner,ENG,Liverpool,Premier League,2020,34.0,1986.0,11.9,0,12,3,25.0,1.01,0.25,0.0,0.0,24.8,0,0,0,0.4,0.4,0.03,-0.4,-0.4,"MF,DF",30-34,Midfielder,England,Europe
1747,Yerry Mina,COL,Everton,Premier League,2020,25.0,1994.0,21.5,2,17,4,23.5,0.79,0.19,0.12,0.5,11.2,0,0,0,1.6,1.6,0.09,0.4,0.4,DF,25-29,Defender,Colombia,South America
1748,Takumi Minamino,JPN,Southampton,Premier League,2020,25.0,1995.0,7.9,2,13,4,30.8,1.65,0.51,0.15,0.5,18.3,0,0,0,1.5,1.5,0.11,0.5,0.5,MF,25-29,Midfielder,Japan,Asia
1749,Takumi Minamino,JPN,Liverpool,Premier League,2020,25.0,1995.0,3.3,1,7,3,42.9,2.15,0.92,0.14,0.33,17.0,0,0,0,1.1,1.1,0.16,-0.1,-0.1,"MF,FW",25-29,Midfielder,Japan,Asia
1750,Tyrone Mings,ENG,Aston Villa,Premier League,2020,27.0,1993.0,35.5,2,19,7,36.8,0.54,0.2,0.11,0.29,9.9,0,0,0,1.9,1.9,0.1,0.1,0.1,DF,25-29,Defender,England,Europe
1756,Antonio Mirante,ITA,Roma,Serie A,2020,37.0,1983.0,12.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,35-39,Goalkeeper,Italy,Europe
1757,Tyrick Mitchell,ENG,Crystal Palace,Premier League,2020,20.0,1999.0,19.0,1,2,2,100.0,0.11,0.11,0.5,0.5,7.8,0,0,0,0.8,0.8,0.42,0.2,0.2,DF,20-24,Defender,England,Europe
1760,Maximilian Mittelstädt,GER,Hertha BSC,Bundesliga,2020,23.0,1997.0,20.0,0,16,5,31.3,0.8,0.25,0.0,0.0,25.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,"DF,FW",20-24,Defender,Germany,Europe
1761,Henrikh Mkhitaryan,ARM,Roma,Serie A,2020,31.0,1989.0,30.5,13,81,33,40.7,2.66,1.08,0.15,0.36,17.3,1,1,1,10.9,10.1,0.13,2.1,1.9,"MF,FW",30-34,Midfielder,Armenia,Asia
1763,Anthony Modeste,FRA,Saint-Étienne,Ligue 1,2020,32.0,1988.0,3.3,0,9,1,11.1,2.76,0.31,0.0,0.0,16.8,0,0,0,0.7,0.7,0.08,-0.7,-0.7,"FW,MF",30-34,Forward,France,Europe
1764,Anthony Modeste,FRA,Köln,Bundesliga,2020,32.0,1988.0,2.5,0,7,0,0.0,2.85,0.0,0.0,,16.9,0,0,1,1.8,1.0,0.15,-1.8,-1.0,FW,30-34,Forward,France,Europe
1766,Terem Moffi,NGA,Lorient,Ligue 1,2020,21.0,1999.0,23.0,14,55,24,43.6,2.39,1.04,0.24,0.54,15.0,0,1,1,10.3,9.5,0.17,3.7,3.5,FW,20-24,Forward,Nigeria,Africa
1768,Niklas Moisander,FIN,Werder Bremen,Bundesliga,2020,34.0,1985.0,13.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Finland,Europe
1770,Johan Mojica,COL,Atalanta,Serie A,2020,27.0,1992.0,3.3,0,4,0,0.0,1.2,0.0,0.0,,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,DF,25-29,Defender,Colombia,South America
1771,Johan Mojica,COL,Elche,La Liga,2020,27.0,1992.0,13.4,0,7,2,28.6,0.52,0.15,0.0,0.0,27.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,DF,25-29,Defender,Colombia,South America
1774,Nahuel Molina,ARG,Udinese,Serie A,2020,22.0,1998.0,20.3,2,16,6,37.5,0.79,0.3,0.13,0.33,18.4,0,0,0,1.4,1.4,0.09,0.6,0.6,DF,20-24,Defender,Argentina,South America
1775,Salvatore Molina,ITA,Crotone,Serie A,2020,28.0,1992.0,25.7,1,15,5,33.3,0.58,0.19,0.07,0.2,21.5,0,0,0,0.7,0.7,0.05,0.3,0.3,"MF,DF",25-29,Midfielder,Italy,Europe
1777,Florent Mollet,FRA,Montpellier,Ligue 1,2020,28.0,1991.0,26.2,3,51,16,31.4,1.95,0.61,0.06,0.19,20.8,9,0,0,4.2,4.2,0.08,-1.2,-1.2,MF,25-29,Midfielder,France,Europe
1778,Jayson Molumby,IRL,Brighton,Premier League,2020,20.0,1999.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,20-24,Midfielder,Republic of Ireland,Europe
1781,Gabriele Moncini,ITA,Benevento,Serie A,2020,24.0,1996.0,4.0,0,8,1,12.5,2.02,0.25,0.0,0.0,13.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7,"FW,MF",20-24,Forward,Italy,Europe
1782,Thomas Monconduit,FRA,Lorient,Ligue 1,2020,29.0,1991.0,12.8,2,22,4,18.2,1.72,0.31,0.09,0.5,27.5,2,0,0,1.2,1.2,0.05,0.8,0.8,MF,25-29,Midfielder,France,Europe
1783,Kévin Monnet-Paquet,FRA,Saint-Étienne,Ligue 1,2020,31.0,1988.0,6.3,0,6,0,0.0,0.96,0.0,0.0,,13.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,"MF,FW",30-34,Midfielder,France,Europe
1786,Lorenzo Montipò,ITA,Benevento,Serie A,2020,24.0,1996.0,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,20-24,Goalkeeper,Italy,Europe
1790,Luca Mora,ITA,Spezia,Serie A,2020,32.0,1988.0,1.3,0,1,1,100.0,0.8,0.8,0.0,0.0,10.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,MF,30-34,Midfielder,Italy,Europe
1791,Wesley Moraes,BRA,Aston Villa,Premier League,2020,23.0,1996.0,0.2,0,1,1,100.0,5.0,5.0,0.0,0.0,12.6,0,0,0,0.0,0.0,0.04,0.0,0.0,FW,20-24,Forward,Brazil,South America
1795,Jérémy Morel,MAD,Lorient,Ligue 1,2020,36.0,1984.0,27.7,0,6,1,16.7,0.22,0.04,0.0,0.0,11.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,DF,35-39,Defender,Madagascar,Africa
1801,Wes Morgan,JAM,Leicester City,Premier League,2020,36.0,1984.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,35-39,Defender,Jamaica,North America
1802,Ilaix Moriba,GUI,Barcelona,La Liga,2020,17.0,2003.0,6.0,1,13,3,23.1,2.16,0.5,0.08,0.33,14.7,0,0,0,0.8,0.8,0.06,0.2,0.2,MF,Under 20,Midfielder,Guinea,Africa
1807,Youssoufa Moukoko,GER,Dortmund,Bundesliga,2020,15.0,2004.0,4.7,3,20,8,40.0,4.27,1.71,0.15,0.38,15.5,0,0,0,2.2,2.2,0.11,0.8,0.8,"FW,MF",Under 20,Forward,Germany,Europe
1809,Jessy Moulin,FRA,Saint-Étienne,Ligue 1,2020,34.0,1986.0,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,France,Europe
1810,Steve Mounié,BEN,Brest,Ligue 1,2020,25.0,1994.0,29.8,9,78,33,42.3,2.62,1.11,0.1,0.24,12.9,0,1,2,12.1,10.5,0.13,-3.1,-2.5,FW,25-29,Forward,Benin,Africa
1811,Mason Mount,ENG,Chelsea,Premier League,2020,21.0,1999.0,32.1,6,81,25,30.9,2.52,0.78,0.06,0.2,21.1,6,1,1,6.3,5.5,0.07,-0.3,-0.5,MF,20-24,Midfielder,England,Europe
1812,Lucas Moura,BRA,Tottenham,Premier League,2020,27.0,1992.0,15.7,3,18,6,33.3,1.15,0.38,0.17,0.5,16.1,0,0,0,1.9,1.9,0.11,1.1,1.1,"FW,MF",25-29,Forward,Brazil,South America
1813,Lys Mousset,FRA,Sheffield Utd,Premier League,2020,24.0,1996.0,3.3,0,4,2,50.0,1.22,0.61,0.0,0.0,16.8,0,0,0,1.0,1.0,0.24,-1.0,-1.0,"FW,MF",20-24,Forward,France,Europe
1814,João Moutinho,POR,Wolves,Premier League,2020,33.0,1986.0,28.1,1,14,4,28.6,0.5,0.14,0.07,0.25,23.7,1,0,0,0.6,0.6,0.04,0.4,0.4,MF,30-34,Midfielder,Portugal,Europe
1814,João Moutinho,POR,Wolves,Premier League,2020,33.0,1986.0,28.1,1,14,4,28.6,0.5,0.14,0.07,0.25,23.7,1,0,0,0.6,0.6,0.04,0.4,0.4,MF,30-34,Midfielder,Portugal,Europe
1814,João Moutinho,POR,Wolves,Premier League,2020,33.0,1986.0,28.1,1,14,4,28.6,0.5,0.14,0.07,0.25,23.7,1,0,0,0.6,0.6,0.04,0.4,0.4,MF,30-34,Midfielder,Portugal,Europe
1814,João Moutinho,POR,Wolves,Premier League,2020,33.0,1986.0,28.1,1,14,4,28.6,0.5,0.14,0.07,0.25,23.7,1,0,0,0.6,0.6,0.04,0.4,0.4,MF,30-34,Midfielder,Portugal,Europe
1818,Nordi Mukiele,FRA,RB Leipzig,Bundesliga,2020,22.0,1997.0,18.6,3,21,7,33.3,1.13,0.38,0.14,0.43,13.0,0,0,0,2.6,2.6,0.12,0.4,0.4,DF,20-24,Defender,France,Europe
1820,Florian Müller,GER,Freiburg,Bundesliga,2020,22.0,1997.0,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,20-24,Goalkeeper,Germany,Europe
1821,Sebastian Müller,GER,Arminia,Bundesliga,2020,19.0,2001.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,"MF,DF",Under 20,Midfielder,Germany,Europe
1822,Thomas Müller,GER,Bayern Munich,Bundesliga,2020,30.0,1989.0,29.7,11,50,17,34.0,1.68,0.57,0.2,0.59,13.9,0,1,1,8.2,7.4,0.15,2.8,2.6,MF,30-34,Midfielder,Germany,Europe
1824,Marshall Munetsi,ZIM,Reims,Ligue 1,2020,24.0,1996.0,21.4,1,12,3,25.0,0.56,0.14,0.08,0.33,20.0,0,0,0,1.0,1.0,0.08,0.0,0.0,"MF,DF",20-24,Midfielder,Zimbabwe,Africa
1828,Luis Muriel,COL,Atalanta,Serie A,2020,29.0,1991.0,16.0,22,84,36,42.9,5.26,2.26,0.24,0.56,18.0,8,2,3,15.5,13.1,0.16,6.5,6.9,FW,25-29,Forward,Colombia,South America
1829,Jeison Murillo,COL,Celta Vigo,La Liga,2020,28.0,1992.0,30.0,2,9,3,33.3,0.3,0.1,0.22,0.67,10.8,0,0,0,0.8,0.8,0.09,1.2,1.2,DF,25-29,Defender,Colombia,South America
1831,Jacob Murphy,ENG,Newcastle Utd,Premier League,2020,25.0,1995.0,18.1,2,30,8,26.7,1.66,0.44,0.07,0.25,23.4,6,0,0,1.7,1.7,0.06,0.3,0.3,"DF,MF",25-29,Defender,England,Europe
1832,Nicola Murru,ITA,Torino,Serie A,2020,25.0,1994.0,6.3,0,5,1,20.0,0.79,0.16,0.0,0.0,16.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4,DF,25-29,Defender,Italy,Europe
1834,Mateo Musacchio,ARG,Lazio,Serie A,2020,29.0,1990.0,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,25-29,Defender,Argentina,South America
1835,Mateo Musacchio,ARG,Milan,Serie A,2020,29.0,1990.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,25-29,Defender,Argentina,South America
1836,Yunus Musah,USA,Valencia,La Liga,2020,17.0,2002.0,17.0,1,6,2,33.3,0.35,0.12,0.17,0.5,19.0,0,0,0,1.1,1.1,0.18,-0.1,-0.1,MF,Under 20,Midfielder,United States,North America
1837,Jamal Musiala,GER,Bayern Munich,Bundesliga,2020,17.0,2003.0,9.8,6,26,10,38.5,2.66,1.02,0.23,0.6,15.4,0,0,0,2.9,2.9,0.11,3.1,3.1,"FW,MF",Under 20,Forward,Germany,Europe
1838,Juan Musso,ARG,Udinese,Serie A,2020,26.0,1994.0,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Argentina,South America
1839,Shkodran Mustafi,GER,Arsenal,Premier League,2020,28.0,1992.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,25-29,Defender,Germany,Europe
1840,Shkodran Mustafi,GER,Schalke 04,Bundesliga,2020,28.0,1992.0,11.5,1,9,2,22.2,0.78,0.17,0.11,0.5,11.7,0,0,0,0.6,0.6,0.07,0.4,0.4,DF,25-29,Defender,Germany,Europe
1842,Phillipp Mwene,AUT,Mainz 05,Bundesliga,2020,26.0,1994.0,18.6,1,7,3,42.9,0.38,0.16,0.14,0.33,23.1,0,0,0,0.5,0.5,0.07,0.5,0.5,"DF,MF",25-29,Defender,Austria,Europe
1845,Kévin N'Doram,FRA,Metz,Ligue 1,2020,24.0,1996.0,3.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,20-24,Midfielder,France,Europe
1849,Yuto Nagatomo,JPN,Marseille,Ligue 1,2020,33.0,1986.0,17.7,0,4,0,0.0,0.23,0.0,0.0,,27.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,DF,30-34,Defender,Japan,Asia
1853,Marvelous Nakamba,ZIM,Aston Villa,Premier League,2020,26.0,1994.0,8.3,0,2,1,50.0,0.24,0.12,0.0,0.0,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0,MF,25-29,Midfielder,Zimbabwe,Africa
1854,Nahitan Nández,URU,Cagliari,Serie A,2020,24.0,1995.0,30.4,2,32,14,43.8,1.05,0.46,0.06,0.14,17.8,0,0,0,3.3,3.3,0.1,-1.3,-1.3,"MF,DF",20-24,Midfielder,Uruguay,South America
1861,Keylor Navas,CRC,Paris S-G,Ligue 1,2020,33.0,1986.0,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,Costa Rica,North America
1863,Papa Ndiaga Yade,MTN,Metz,Ligue 1,2020,20.0,2000.0,11.1,3,28,6,21.4,2.52,0.54,0.11,0.5,23.4,1,0,0,1.4,1.4,0.05,1.6,1.6,"FW,MF",20-24,Forward,Mauritania,Africa
1865,Wilfred Ndidi,NGA,Leicester City,Premier League,2020,23.0,1996.0,24.2,1,16,1,6.3,0.66,0.04,0.06,1.0,20.0,0,0,0,0.7,0.7,0.04,0.3,0.3,"MF,DF",20-24,Midfielder,Nigeria,Africa
