rk,player,nation,squad,comp,season,age,born,ninety_mins_played,shot_creating_actions,sca_per_90,pass_live_sca,pass_dead_sca,take_on_sca,shot_sca,foul_drawn_sca,defensive_action_sca,goal_creating_actions,gca_per_90,pass_live_gca,pass_dead_gca,take_on_gca,shot_gca,foul_drawn_gca,defensive_action_gca,position,age_range,general_position,country,continent
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1921,João Pedro,ITA,Cagliari,Serie A,2019,27.0,1992.0,35.0,78,2.23,56,2,3,8,8,1,12,0.34,8,0,1,2,1,0,"FW,MF",25-29,Forward,Italy,Europe
1925,Gianluca Pegolo,ITA,Sassuolo,Serie A,2019,38.0,1981.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,35-39,Goalkeeper,Italy,Europe
1927,Yohann Pelé,FRA,Marseille,Ligue 1,2019,36.0,1982.0,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,35-39,Goalkeeper,France,Europe
1928,Lorenzo Pellegrini,ITA,Roma,Serie A,2019,23.0,1996.0,23.3,139,5.97,80,35,5,5,12,2,20,0.86,15,2,0,1,2,0,MF,20-24,Midfielder,Italy,Europe
1929,Luca Pellegrini,ITA,Cagliari,Serie A,2019,20.0,1999.0,21.2,52,2.45,39,5,4,1,3,0,9,0.42,7,1,0,0,1,0,DF,20-24,Defender,Italy,Europe
1930,Théo Pellenard,FRA,Angers,Ligue 1,2019,25.0,1994.0,5.1,12,2.38,9,3,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,France,Europe
1931,Andy Pelmard,FRA,Nice,Ligue 1,2019,19.0,2000.0,8.5,3,0.35,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,Under 20,Defender,France,Europe
1932,Federico Peluso,ITA,Sassuolo,Serie A,2019,35.0,1984.0,16.8,11,0.65,9,1,0,1,0,0,2,0.12,1,0,0,1,0,0,DF,35-39,Defender,Italy,Europe
1934,Philipp Pentke,GER,Hoffenheim,Bundesliga,2019,34.0,1985.0,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Germany,Europe
1935,Nicolas Pépé,CIV,Arsenal,Premier League,2019,24.0,1995.0,22.3,72,3.22,39,16,10,4,3,0,9,0.4,7,2,0,0,0,0,FW,20-24,Forward,Ivory Coast,Africa
1937,Andreas Pereira,BRA,Manchester Utd,Premier League,2019,23.0,1996.0,16.5,63,3.82,50,5,5,2,1,0,8,0.49,7,1,0,0,0,0,"MF,FW",20-24,Midfielder,Brazil,South America
1938,Mathias Pereira Lage,POR,Angers,Ligue 1,2019,22.0,1996.0,17.1,51,2.98,37,2,2,3,7,0,6,0.35,4,0,1,0,1,0,MF,20-24,Midfielder,Portugal,Europe
1939,Ricardo Pereira,POR,Leicester City,Premier League,2019,25.0,1993.0,28.0,74,2.64,57,3,10,1,3,0,7,0.25,6,0,0,1,0,0,DF,25-29,Defender,Portugal,Europe
1940,Gastón Pereiro,URU,Cagliari,Serie A,2019,24.0,1995.0,3.9,10,2.59,4,1,5,0,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",20-24,Midfielder,Uruguay,South America
1952,Mattia Perin,ITA,Genoa,Serie A,2019,26.0,1992.0,21.0,2,0.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Italy,Europe
1954,Diego Perotti,ARG,Roma,Serie A,2019,31.0,1988.0,9.7,46,4.73,29,4,6,1,5,1,3,0.31,2,1,0,0,0,0,"FW,MF",30-34,Forward,Argentina,South America
1955,Romain Perraud,FRA,Brest,Ligue 1,2019,21.0,1997.0,18.6,32,1.72,28,2,1,0,0,1,3,0.16,3,0,0,0,0,0,DF,20-24,Defender,France,Europe
1956,Loïc Perrin,FRA,Saint-Étienne,Ligue 1,2019,33.0,1985.0,19.0,13,0.68,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,France,Europe
1958,Pavao Pervan,AUT,Wolfsburg,Bundesliga,2019,31.0,1987.0,8.0,3,0.37,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Austria,Europe
1959,Matteo Pessina,ITA,Hellas Verona,Serie A,2019,22.0,1997.0,27.7,59,2.13,47,2,1,4,5,0,3,0.11,2,0,1,0,0,0,MF,20-24,Midfielder,Italy,Europe
1960,Andrea Petagna,ITA,SPAL,Serie A,2019,24.0,1995.0,33.7,106,3.14,84,1,8,4,9,0,2,0.06,1,0,0,1,0,0,FW,20-24,Forward,Italy,Europe
1961,Nils Petersen,GER,Freiburg,Bundesliga,2019,30.0,1988.0,27.1,59,2.18,50,0,3,4,2,0,7,0.26,5,0,2,0,0,0,"FW,MF",30-34,Forward,Germany,Europe
1964,Jacopo Petriccione,ITA,Lecce,Serie A,2019,24.0,1995.0,23.8,98,4.13,76,19,0,0,2,1,7,0.29,6,1,0,0,0,0,MF,20-24,Midfielder,Italy,Europe
1965,Germán Pezzella,ARG,Fiorentina,Serie A,2019,28.0,1991.0,31.4,22,0.7,16,1,0,2,2,1,3,0.1,1,0,0,1,1,0,DF,25-29,Defender,Argentina,South America
1966,Giuseppe Pezzella,ITA,Udinese,Serie A,2019,21.0,1997.0,0.9,3,3.38,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Italy,Europe
1967,Giuseppe Pezzella,ITA,Parma,Serie A,2019,21.0,1997.0,10.5,19,1.79,15,2,0,0,2,0,1,0.09,0,1,0,0,0,0,DF,20-24,Defender,Italy,Europe
1969,Romain Philippoteaux,FRA,Nîmes,Ligue 1,2019,31.0,1988.0,22.2,64,2.89,40,8,8,3,5,0,4,0.18,2,1,0,0,1,0,"FW,MF",30-34,Forward,France,Europe
1972,Pablo Piatti,ARG,Espanyol,La Liga,2019,30.0,1989.0,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"DF,MF",30-34,Defender,Argentina,South America
1973,Cristiano Piccini,ITA,Valencia,La Liga,2019,26.0,1992.0,0.8,1,1.2,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Italy,Europe
1976,Jordan Pickford,ENG,Everton,Premier League,2019,25.0,1994.0,38.0,5,0.13,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,England,Europe
1977,Jérémy Pied,FRA,Lille,Ligue 1,2019,30.0,1989.0,5.0,10,2.0,6,2,0,1,1,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,France,Europe
1978,Ronaël Pierre-Gabriel,FRA,Mainz 05,Bundesliga,2019,21.0,1998.0,6.4,10,1.57,7,1,0,0,1,1,1,0.16,1,0,0,0,0,0,DF,20-24,Defender,France,Europe
1980,Erik Pieters,NED,Burnley,Premier League,2019,30.0,1988.0,20.9,26,1.25,23,2,0,1,0,0,4,0.19,4,0,0,0,0,0,"DF,MF",30-34,Defender,Netherlands,Europe
1982,Andrea Pinamonti,ITA,Genoa,Serie A,2019,20.0,1999.0,24.8,49,1.97,30,0,4,7,6,2,6,0.24,3,0,1,1,1,0,FW,20-24,Forward,Italy,Europe
1983,Simone Pinna,ITA,Cagliari,Serie A,2019,21.0,1997.0,1.0,3,3.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Italy,Europe
1984,Carlo Pinsoglio,ITA,Juventus,Serie A,2019,29.0,1990.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Italy,Europe
1988,Fabio Pisacane,ITA,Cagliari,Serie A,2019,33.0,1986.0,27.1,14,0.52,13,0,1,0,0,0,1,0.04,1,0,0,0,0,0,DF,30-34,Defender,Italy,Europe
1990,Claudio Pizarro,PER,Werder Bremen,Bundesliga,2019,40.0,1978.0,2.6,9,3.46,8,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"FW,MF",Over 40,Forward,Peru,South America
1993,Marvin Plattenhardt,GER,Hertha BSC,Bundesliga,2019,27.0,1992.0,15.5,43,2.77,18,19,0,2,3,1,7,0.45,4,3,0,0,0,0,DF,25-29,Defender,Germany,Europe
1994,Alassane Pléa,FRA,Gladbach,Bundesliga,2019,26.0,1993.0,23.8,88,3.7,62,0,10,9,6,1,13,0.55,10,0,0,2,1,0,FW,25-29,Forward,France,Europe
1995,Thomas Pledl,GER,Düsseldorf,Bundesliga,2019,25.0,1994.0,1.0,2,1.98,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",25-29,Midfielder,Germany,Europe
1997,Paul Pogba,FRA,Manchester Utd,Premier League,2019,26.0,1993.0,13.4,61,4.56,51,2,4,0,4,0,7,0.52,5,0,1,0,1,0,MF,25-29,Midfielder,France,Europe
1998,Joel Pohjanpalo,FIN,Leverkusen,Bundesliga,2019,24.0,1994.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Finland,Europe
2000,Matteo Politano,ITA,Napoli,Serie A,2019,25.0,1993.0,8.3,39,4.72,28,5,3,2,1,0,4,0.48,2,2,0,0,0,0,FW,25-29,Forward,Italy,Europe
2001,Matteo Politano,ITA,Inter,Serie A,2019,25.0,1993.0,2.9,19,6.6,9,1,5,2,2,0,0,0.0,0,0,0,0,0,0,"FW,MF",25-29,Forward,Italy,Europe
2002,Sebastian Polter,GER,Union Berlin,Bundesliga,2019,28.0,1991.0,3.7,14,3.76,11,0,0,2,1,0,3,0.81,2,0,0,0,1,0,FW,25-29,Forward,Germany,Europe
2003,Marin Pongračić,CRO,Wolfsburg,Bundesliga,2019,21.0,1997.0,10.3,8,0.78,7,0,1,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Croatia,Europe
2005,Nick Pope,ENG,Burnley,Premier League,2019,27.0,1992.0,38.0,13,0.34,6,7,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,England,Europe
2009,Stefan Posch,AUT,Hoffenheim,Bundesliga,2019,22.0,1997.0,25.6,24,0.94,14,1,2,5,2,0,2,0.08,1,0,0,1,0,0,DF,20-24,Defender,Austria,Europe
2012,Yussuf Poulsen,DEN,RB Leipzig,Bundesliga,2019,25.0,1994.0,13.6,40,2.95,29,1,3,5,2,0,12,0.88,7,1,1,2,1,0,FW,25-29,Forward,Denmark,Europe
2013,Maxime Poundjé,FRA,Bordeaux,Ligue 1,2019,26.0,1992.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,France,Europe
2021,Nicolas de Préville,FRA,Bordeaux,Ligue 1,2019,28.0,1991.0,22.2,98,4.42,46,24,7,7,12,2,12,0.54,6,2,2,2,0,0,"MF,FW",25-29,Midfielder,France,Europe
2022,Sebastian Prödl,AUT,Watford,Premier League,2019,32.0,1987.0,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Austria,Europe
2023,Kai Pröger,GER,Paderborn 07,Bundesliga,2019,27.0,1992.0,23.1,91,3.94,30,27,17,8,8,1,10,0.43,5,2,1,0,2,0,"MF,FW",25-29,Midfielder,Germany,Europe
2024,Grischa Prömel,GER,Union Berlin,Bundesliga,2019,24.0,1995.0,10.3,20,1.95,12,0,2,1,3,2,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Germany,Europe
2028,Teemu Pukki,FIN,Norwich City,Premier League,2019,29.0,1990.0,32.1,63,1.96,44,0,7,9,2,1,4,0.12,4,0,0,0,0,0,FW,25-29,Forward,Finland,Europe
2029,Erick Pulgar,CHI,Fiorentina,Serie A,2019,25.0,1994.0,32.8,127,3.87,60,59,0,4,2,2,12,0.37,5,7,0,0,0,0,MF,25-29,Midfielder,Chile,South America
2030,Christian Pulisic,USA,Chelsea,Premier League,2019,20.0,1998.0,19.1,87,4.55,55,0,19,6,7,0,16,0.84,8,0,4,1,3,0,FW,20-24,Forward,United States,North America
2031,Ignacio Pussetto,ARG,Watford,Premier League,2019,23.0,1995.0,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"FW,MF",20-24,Forward,Argentina,South America
2032,Ignacio Pussetto,ARG,Udinese,Serie A,2019,23.0,1995.0,3.8,16,4.22,13,0,1,1,1,0,0,0.0,0,0,0,0,0,0,"FW,MF",20-24,Forward,Argentina,South America
2033,Fabio Quagliarella,ITA,Sampdoria,Serie A,2019,36.0,1983.0,25.3,76,3.01,52,0,2,12,9,1,6,0.24,3,0,0,0,3,0,FW,35-39,Forward,Italy,Europe
2035,Domingos Quina,POR,Watford,Premier League,2019,19.0,1999.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",Under 20,Midfielder,Portugal,Europe
2039,Adrien Rabiot,FRA,Juventus,Serie A,2019,24.0,1995.0,21.2,53,2.49,38,0,5,3,5,2,6,0.28,2,0,2,1,1,0,MF,20-24,Midfielder,France,Europe
2046,Rafael,BRA,Cagliari,Serie A,2019,37.0,1982.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,35-39,Goalkeeper,Brazil,South America
2046,Rafael,BRA,Cagliari,Serie A,2019,37.0,1982.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,35-39,Goalkeeper,Brazil,South America
2046,Rafael,BRA,Cagliari,Serie A,2019,37.0,1982.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,35-39,Goalkeeper,Brazil,South America
2046,Rafael,BRA,Cagliari,Serie A,2019,37.0,1982.0,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,35-39,Goalkeeper,Brazil,South America
2047,Rafael,BRA,Lyon,Ligue 1,2019,29.0,1990.0,7.8,13,1.67,10,1,1,0,0,1,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Brazil,South America
2047,Rafael,BRA,Lyon,Ligue 1,2019,29.0,1990.0,7.8,13,1.67,10,1,1,0,0,1,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Brazil,South America
2047,Rafael,BRA,Lyon,Ligue 1,2019,29.0,1990.0,7.8,13,1.67,10,1,1,0,0,1,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Brazil,South America
2047,Rafael,BRA,Lyon,Ligue 1,2019,29.0,1990.0,7.8,13,1.67,10,1,1,0,0,1,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Brazil,South America
2048,Raffael,BRA,Gladbach,Bundesliga,2019,34.0,1985.0,0.7,10,14.06,2,2,1,3,2,0,0,0.0,0,0,0,0,0,0,"MF,FW",30-34,Midfielder,Brazil,South America
19,Adrián,ESP,Liverpool,Premier League,2019,32.0,1987.0,9.7,2,0.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Spain,Europe
20,Aritz Aduriz,ESP,Athletic Club,La Liga,2019,38.0,1981.0,2.3,2,0.87,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,"FW,MF",35-39,Forward,Spain,Europe
45,Jordi Alba,ESP,Barcelona,La Liga,2019,30.0,1989.0,24.3,51,2.1,50,1,0,0,0,0,6,0.25,6,0,0,0,0,0,DF,30-34,Defender,Spain,Europe
46,Luis Alberto,ESP,Lazio,Serie A,2019,26.0,1992.0,34.6,225,6.5,149,40,17,14,1,4,29,0.84,23,2,0,1,1,2,MF,25-29,Midfielder,Spain,Europe
47,Raúl Albiol,ESP,Villarreal,La Liga,2019,33.0,1985.0,36.0,19,0.53,17,0,0,1,1,0,1,0.03,1,0,0,0,0,0,DF,30-34,Defender,Spain,Europe
49,Paco Alcácer,ESP,Villarreal,La Liga,2019,25.0,1993.0,10.3,17,1.66,15,0,0,1,1,0,2,0.19,1,0,0,0,1,0,FW,25-29,Forward,Spain,Europe
50,Paco Alcácer,ESP,Dortmund,Bundesliga,2019,25.0,1993.0,5.9,12,2.04,8,1,1,0,2,0,2,0.34,1,1,0,0,0,0,FW,25-29,Forward,Spain,Europe
51,Thiago Alcántara,ESP,Bayern Munich,Bundesliga,2019,28.0,1991.0,19.7,60,3.05,49,3,3,4,0,1,10,0.51,8,0,2,0,0,0,MF,25-29,Midfielder,Spain,Europe
52,Rubén Alcaraz,ESP,Valladolid,La Liga,2019,28.0,1991.0,21.4,51,2.38,31,7,4,3,6,0,4,0.19,4,0,0,0,0,0,MF,25-29,Midfielder,Spain,Europe
55,Álex Alegría,ESP,Mallorca,La Liga,2019,26.0,1992.0,1.2,1,0.83,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,FW,25-29,Forward,Spain,Europe
56,Carles Aleñá,ESP,Barcelona,La Liga,2019,21.0,1998.0,1.9,1,0.52,1,0,0,0,0,0,1,0.52,1,0,0,0,0,0,MF,20-24,Midfielder,Spain,Europe
57,Carles Aleñá,ESP,Betis,La Liga,2019,21.0,1998.0,8.2,17,2.08,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",20-24,Midfielder,Spain,Europe
66,Marcos Alonso,ESP,Chelsea,Premier League,2019,28.0,1990.0,15.9,49,3.08,37,5,1,3,3,0,6,0.38,4,0,0,0,2,0,DF,25-29,Defender,Spain,Europe
68,Sergio Álvarez,ESP,Eibar,La Liga,2019,27.0,1992.0,12.7,9,0.71,6,0,1,1,0,1,0,0.0,0,0,0,0,0,0,"MF,DF",25-29,Midfielder,Spain,Europe
68,Sergio Álvarez,ESP,Eibar,La Liga,2019,27.0,1992.0,12.7,9,0.71,6,0,1,1,0,1,0,0.0,0,0,0,0,0,0,"MF,DF",25-29,Midfielder,Spain,Europe
68,Sergio Álvarez,ESP,Eibar,La Liga,2019,27.0,1992.0,12.7,9,0.71,6,0,1,1,0,1,0,0.0,0,0,0,0,0,0,"MF,DF",25-29,Midfielder,Spain,Europe
68,Sergio Álvarez,ESP,Eibar,La Liga,2019,27.0,1992.0,12.7,9,0.71,6,0,1,1,0,1,0,0.0,0,0,0,0,0,0,"MF,DF",25-29,Midfielder,Spain,Europe
69,Sergio Álvarez,ESP,Celta Vigo,La Liga,2019,32.0,1986.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Spain,Europe
69,Sergio Álvarez,ESP,Celta Vigo,La Liga,2019,32.0,1986.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Spain,Europe
69,Sergio Álvarez,ESP,Celta Vigo,La Liga,2019,32.0,1986.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Spain,Europe
69,Sergio Álvarez,ESP,Celta Vigo,La Liga,2019,32.0,1986.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Spain,Europe
70,Yeray Álvarez,ESP,Athletic Club,La Liga,2019,24.0,1995.0,31.2,21,0.67,17,1,1,0,2,0,1,0.03,1,0,0,0,0,0,DF,20-24,Defender,Spain,Europe
95,Miguel Ángel Moyá,ESP,Real Sociedad,La Liga,2019,35.0,1984.0,13.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,35-39,Goalkeeper,Spain,Europe
96,Angeliño,ESP,Manchester City,Premier League,2019,22.0,1997.0,4.7,15,3.19,15,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Spain,Europe
97,Angeliño,ESP,RB Leipzig,Bundesliga,2019,22.0,1997.0,12.2,41,3.37,27,9,3,1,1,0,5,0.41,4,0,1,0,0,0,"DF,FW",20-24,Defender,Spain,Europe
103,Antoñito,ESP,Valladolid,La Liga,2019,31.0,1987.0,11.4,19,1.66,17,1,0,0,0,1,0,0.0,0,0,0,0,0,0,"DF,MF",30-34,Defender,Spain,Europe
117,Anaitz Arbilla,ESP,Eibar,La Liga,2019,32.0,1987.0,22.3,23,1.03,18,2,1,2,0,0,1,0.04,0,0,1,0,0,0,DF,30-34,Defender,Spain,Europe
126,Kepa Arrizabalaga,ESP,Chelsea,Premier League,2019,24.0,1994.0,33.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,20-24,Goalkeeper,Spain,Europe
129,Sergio Asenjo,ESP,Villarreal,La Liga,2019,30.0,1989.0,34.0,4,0.12,2,2,0,0,0,0,1,0.03,1,0,0,0,0,0,GK,30-34,Goalkeeper,Spain,Europe
130,Marco Asensio,ESP,Real Madrid,La Liga,2019,23.0,1996.0,3.7,11,2.95,8,0,2,1,0,0,1,0.27,1,0,0,0,0,0,FW,20-24,Forward,Spain,Europe
131,Kristoffer Askildsen,NOR,Sampdoria,Serie A,2019,18.0,2001.0,0.8,6,7.11,3,0,2,0,0,1,0,0.0,0,0,0,0,0,0,MF,Under 20,Midfielder,Norway,Europe
132,Iago Aspas,ESP,Celta Vigo,La Liga,2019,31.0,1987.0,36.2,109,3.01,78,1,10,7,11,2,12,0.33,6,0,4,0,2,0,FW,30-34,Forward,Spain,Europe
135,Miguel Atienza,ESP,Eibar,La Liga,2019,20.0,1999.0,0.3,1,3.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Spain,Europe
152,César Azpilicueta,ESP,Chelsea,Premier League,2019,29.0,1989.0,35.9,87,2.42,78,2,2,3,1,1,7,0.2,5,1,0,1,0,0,DF,25-29,Defender,Spain,Europe
177,Mikel Balenziaga,ESP,Athletic Club,La Liga,2019,31.0,1988.0,6.3,4,0.64,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Spain,Europe
