rk,player,nation,squad,comp,season,age,born,ninety_mins_played,shot_creating_actions,sca_per_90,pass_live_sca,pass_dead_sca,take_on_sca,shot_sca,foul_drawn_sca,defensive_action_sca,goal_creating_actions,gca_per_90,pass_live_gca,pass_dead_gca,take_on_gca,shot_gca,foul_drawn_gca,defensive_action_gca,position,age_range,general_position,country,continent
1777,Marco Meyerhöfer,GER,Greuther Fürth,Bundesliga,2021,25.0,1995.0,25.3,44,1.74,32,3,3,1,2,3,2,0.08,1,1,0,0,0,0,DF,25-29,Defender,Germany,Europe
1778,Matt Miazga,USA,Alavés,La Liga,2021,26.0,1995.0,9.3,4,0.43,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,United States,North America
1779,Kingsley Michael,NGA,Bologna,Serie A,2021,21.0,1999.0,0.8,1,1.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Nigeria,Africa
1780,Sven Michel,GER,Union Berlin,Bundesliga,2021,31.0,1990.0,3.8,12,3.2,11,0,0,1,0,0,2,0.53,1,0,0,1,0,0,FW,30-34,Forward,Germany,Europe
1784,Mikael,BRA,Salernitana,Serie A,2021,22.0,1999.0,1.0,1,1.07,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,"FW,MF",20-24,Forward,Brazil,South America
1786,Georges Mikautadze,GEO,Metz,Ligue 1,2021,20.0,2000.0,0.0,1,90.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,FW,20-24,Forward,Georgia,Asia
1787,William Mikelbrencis,FRA,Metz,Ligue 1,2021,17.0,2004.0,6.8,8,1.18,4,2,1,0,1,0,0,0.0,0,0,0,0,0,0,DF,Under 20,Defender,France,Europe
1792,Éder Militão,BRA,Real Madrid,La Liga,2021,23.0,1998.0,33.7,36,1.07,26,1,0,4,3,2,5,0.15,2,0,0,1,1,1,DF,20-24,Defender,Brazil,South America
1796,Enzo Millot,FRA,Stuttgart,Bundesliga,2021,19.0,2002.0,0.6,3,5.09,3,0,0,0,0,0,1,1.7,1,0,0,0,0,0,MF,Under 20,Midfielder,France,Europe
1797,James Milner,ENG,Liverpool,Premier League,2021,35.0,1986.0,9.5,40,4.22,29,8,1,1,1,0,2,0.21,1,1,0,0,0,0,"MF,DF",35-39,Midfielder,England,Europe
1799,Yerry Mina,COL,Everton,Premier League,2021,26.0,1994.0,9.4,2,0.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Colombia,South America
1800,Takumi Minamino,JPN,Liverpool,Premier League,2021,26.0,1995.0,2.1,8,3.87,6,0,0,0,1,1,1,0.48,1,0,0,0,0,0,"FW,MF",25-29,Forward,Japan,Asia
1801,Tyrone Mings,ENG,Aston Villa,Premier League,2021,28.0,1993.0,35.4,30,0.85,23,0,1,3,2,1,5,0.14,4,0,0,1,0,0,DF,25-29,Defender,England,Europe
1807,Fabio Miretti,ITA,Juventus,Serie A,2021,17.0,2003.0,3.6,11,3.09,6,5,0,0,0,0,1,0.28,0,1,0,0,0,0,MF,Under 20,Midfielder,Italy,Europe
1808,Tyrick Mitchell,ENG,Crystal Palace,Premier League,2021,21.0,1999.0,34.5,51,1.48,42,5,1,0,1,2,7,0.2,6,1,0,0,0,0,DF,20-24,Defender,England,Europe
1810,Maximilian Mittelstädt,GER,Hertha BSC,Bundesliga,2021,24.0,1997.0,16.6,46,2.77,30,6,2,1,5,2,10,0.6,7,0,0,1,2,0,"DF,FW",20-24,Defender,Germany,Europe
1811,Henrikh Mkhitaryan,ARM,Roma,Serie A,2021,32.0,1989.0,27.7,94,3.39,69,1,5,9,7,3,13,0.47,10,0,1,1,1,0,"MF,FW",30-34,Midfielder,Armenia,Asia
1813,Anthony Modeste,FRA,Köln,Bundesliga,2021,33.0,1988.0,29.0,39,1.35,23,0,1,11,4,0,5,0.17,1,0,1,2,1,0,FW,30-34,Forward,France,Europe
1814,Marco Modolo,ITA,Venezia,Serie A,2021,32.0,1989.0,4.4,1,0.23,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Italy,Europe
1816,Terem Moffi,NGA,Lorient,Ligue 1,2021,22.0,1999.0,30.1,68,2.25,51,1,9,3,4,0,10,0.33,6,0,3,0,1,0,FW,20-24,Forward,Nigeria,Africa
1819,Johan Mojica,COL,Elche,La Liga,2021,28.0,1992.0,31.7,60,1.89,52,3,3,0,2,0,10,0.32,9,0,0,0,1,0,DF,25-29,Defender,Colombia,South America
1820,Clinton Mola,ENG,Stuttgart,Bundesliga,2021,20.0,2001.0,1.3,1,0.8,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,England,Europe
1822,Nahuel Molina,ARG,Udinese,Serie A,2021,23.0,1998.0,29.3,91,3.1,70,10,4,4,3,0,8,0.27,6,1,0,1,0,0,DF,20-24,Defender,Argentina,South America
1823,Cristian Molinaro,ITA,Venezia,Serie A,2021,38.0,1983.0,6.1,14,2.3,12,0,1,0,1,0,1,0.16,1,0,0,0,0,0,DF,35-39,Defender,Italy,Europe
1824,Florent Mollet,FRA,Montpellier,Ligue 1,2021,29.0,1991.0,29.2,88,3.01,53,14,2,8,9,2,6,0.21,4,1,0,1,0,0,"FW,MF",25-29,Forward,France,Europe
1827,Thomas Monconduit,FRA,Lorient,Ligue 1,2021,30.0,1991.0,25.0,67,2.68,45,10,2,4,3,3,3,0.12,2,1,0,0,0,0,MF,30-34,Midfielder,France,Europe
1828,Gonzalo Montiel,ARG,Sevilla,La Liga,2021,24.0,1997.0,11.8,23,1.94,21,0,0,1,1,0,4,0.34,4,0,0,0,0,0,DF,20-24,Defender,Argentina,South America
1829,Lorenzo Montipò,ITA,Hellas Verona,Serie A,2021,25.0,1996.0,34.0,3,0.09,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Italy,Europe
1832,Wesley Moraes,BRA,Aston Villa,Premier League,2021,24.0,1996.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,FW,20-24,Forward,Brazil,South America
1836,Jérémy Morel,MAD,Lorient,Ligue 1,2021,37.0,1984.0,6.7,4,0.6,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,35-39,Defender,Madagascar,Africa
1841,Ilaix Moriba,GUI,Valencia,La Liga,2021,18.0,2003.0,9.1,14,1.54,11,0,0,0,2,1,0,0.0,0,0,0,0,0,0,MF,Under 20,Midfielder,Guinea,Africa
1842,Ilaix Moriba,GUI,RB Leipzig,Bundesliga,2021,18.0,2003.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,Under 20,Midfielder,Guinea,Africa
1847,Tyler Morton,ENG,Liverpool,Premier League,2021,18.0,2002.0,0.7,1,1.36,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,Under 20,Midfielder,England,Europe
1849,Lebo Mothiba,RSA,Troyes,Ligue 1,2021,25.0,1996.0,5.8,6,1.03,4,0,0,0,2,0,1,0.17,0,0,0,0,1,0,"FW,MF",25-29,Forward,South Africa,Africa
1850,Lebo Mothiba,RSA,Strasbourg,Ligue 1,2021,25.0,1996.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,FW,25-29,Forward,South Africa,Africa
1851,Andrei Motoc,MDA,Salernitana,Serie A,2021,19.0,2002.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,Under 20,Defender,Moldova,Europe
1852,Baptiste Mouazan,FRA,Lorient,Ligue 1,2021,19.0,2001.0,1.1,1,0.94,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,Under 20,Midfielder,France,Europe
1854,Youssoufa Moukoko,GER,Dortmund,Bundesliga,2021,16.0,2004.0,2.5,5,2.01,4,0,0,1,0,0,1,0.4,0,0,0,1,0,0,"FW,MF",Under 20,Forward,Germany,Europe
1856,Jessy Moulin,FRA,Troyes,Ligue 1,2021,35.0,1986.0,7.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,35-39,Goalkeeper,France,Europe
1857,Steve Mounié,BEN,Brest,Ligue 1,2021,26.0,1994.0,25.7,50,1.95,36,0,1,7,6,0,9,0.35,6,0,0,2,1,0,FW,25-29,Forward,Benin,Africa
1858,Mason Mount,ENG,Chelsea,Premier League,2021,22.0,1999.0,26.3,119,4.53,80,22,2,10,5,0,19,0.72,12,5,0,1,1,0,MF,20-24,Midfielder,England,Europe
1859,Lucas Moura,BRA,Tottenham,Premier League,2021,28.0,1992.0,19.7,67,3.4,52,0,7,2,6,0,12,0.61,10,0,1,0,1,0,"FW,MF",25-29,Forward,Brazil,South America
1860,Lys Mousset,FRA,Salernitana,Serie A,2021,25.0,1996.0,1.8,5,2.8,5,0,0,0,0,0,1,0.56,1,0,0,0,0,0,"MF,FW",25-29,Midfielder,France,Europe
1861,João Moutinho,POR,Wolves,Premier League,2021,34.0,1986.0,33.0,82,2.48,53,22,1,4,0,2,4,0.12,3,1,0,0,0,0,MF,30-34,Midfielder,Portugal,Europe
1861,João Moutinho,POR,Wolves,Premier League,2021,34.0,1986.0,33.0,82,2.48,53,22,1,4,0,2,4,0.12,3,1,0,0,0,0,MF,30-34,Midfielder,Portugal,Europe
1861,João Moutinho,POR,Wolves,Premier League,2021,34.0,1986.0,33.0,82,2.48,53,22,1,4,0,2,4,0.12,3,1,0,0,0,0,MF,30-34,Midfielder,Portugal,Europe
1861,João Moutinho,POR,Wolves,Premier League,2021,34.0,1986.0,33.0,82,2.48,53,22,1,4,0,2,4,0.12,3,1,0,0,0,0,MF,30-34,Midfielder,Portugal,Europe
1865,Nordi Mukiele,FRA,RB Leipzig,Bundesliga,2021,23.0,1997.0,20.5,29,1.42,25,1,1,1,1,0,5,0.24,4,0,0,0,1,0,"DF,FW",20-24,Defender,France,Europe
1867,Florian Müller,GER,Stuttgart,Bundesliga,2021,23.0,1997.0,30.0,2,0.07,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,20-24,Goalkeeper,Germany,Europe
1868,Thomas Müller,GER,Bayern Munich,Bundesliga,2021,31.0,1989.0,28.4,152,5.35,135,2,1,9,3,2,27,0.95,26,0,0,0,0,1,MF,30-34,Midfielder,Germany,Europe
1869,Bali Mumba,ENG,Norwich City,Premier League,2021,19.0,2001.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,Under 20,Defender,England,Europe
1870,Marshall Munetsi,ZIM,Reims,Ligue 1,2021,25.0,1996.0,20.9,28,1.34,20,0,2,4,2,0,3,0.14,2,0,0,0,1,0,"MF,DF",25-29,Midfielder,Zimbabwe,Africa
1873,Luis Muriel,COL,Atalanta,Serie A,2021,30.0,1991.0,17.1,121,7.09,67,26,13,9,6,0,14,0.82,10,1,3,0,0,0,"FW,MF",30-34,Forward,Colombia,South America
1874,Jeison Murillo,COL,Celta Vigo,La Liga,2021,29.0,1992.0,12.4,6,0.48,4,0,0,1,1,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Colombia,South America
1877,Jacob Murphy,ENG,Newcastle Utd,Premier League,2021,26.0,1995.0,16.4,46,2.81,34,2,2,5,3,0,6,0.37,3,0,0,2,1,0,"FW,DF",25-29,Forward,England,Europe
1878,Nicola Murru,ITA,Sampdoria,Serie A,2021,26.0,1994.0,10.9,13,1.19,9,3,0,0,0,1,1,0.09,1,0,0,0,0,0,DF,25-29,Defender,Italy,Europe
1879,Yunus Musah,USA,Valencia,La Liga,2021,18.0,2002.0,14.0,33,2.36,23,2,7,0,1,0,4,0.29,3,1,0,0,0,0,"MF,FW",Under 20,Midfielder,United States,North America
1880,Torben Müsel,GER,Gladbach,Bundesliga,2021,22.0,1999.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Germany,Europe
1881,Jamal Musiala,GER,Bayern Munich,Bundesliga,2021,18.0,2003.0,16.3,77,4.73,59,0,9,5,2,2,10,0.61,8,0,2,0,0,0,"MF,FW",Under 20,Midfielder,Germany,Europe
1882,Juan Musso,ARG,Atalanta,Serie A,2021,27.0,1994.0,32.6,3,0.09,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Argentina,South America
1883,Shkodran Mustafi,GER,Levante,La Liga,2021,29.0,1992.0,7.3,4,0.55,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Germany,Europe
1885,Enock Mwepu,ZAM,Brighton,Premier League,2021,23.0,1998.0,11.1,26,2.35,18,0,2,3,3,0,7,0.63,6,0,0,0,1,0,MF,20-24,Midfielder,Zambia,Africa
1886,Vitaliy Mykolenko,UKR,Everton,Premier League,2021,22.0,1999.0,11.7,16,1.36,10,5,0,0,1,0,3,0.26,1,1,0,0,1,0,DF,20-24,Defender,Ukraine,Europe
1889,Kévin N'Doram,FRA,Metz,Ligue 1,2021,25.0,1996.0,13.7,23,1.68,21,0,0,2,0,0,2,0.15,1,0,0,1,0,0,MF,25-29,Midfielder,France,Europe
1894,Marvelous Nakamba,ZIM,Aston Villa,Premier League,2021,27.0,1994.0,10.0,10,1.0,9,0,0,0,1,0,0,0.0,0,0,0,0,0,0,MF,25-29,Midfielder,Zimbabwe,Africa
1895,Nahitan Nández,URU,Cagliari,Serie A,2021,25.0,1995.0,16.9,54,3.19,41,3,4,1,4,1,6,0.35,4,0,1,0,1,0,"MF,DF",25-29,Midfielder,Uruguay,South America
1898,Nikolas Nartey,DEN,Stuttgart,Bundesliga,2021,21.0,2000.0,4.5,9,2.01,8,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"MF,DF",20-24,Midfielder,Denmark,Europe
1903,Keylor Navas,CRC,Paris S-G,Ligue 1,2021,34.0,1986.0,20.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Costa Rica,North America
1904,Papa Ndiaga Yade,MTN,Metz,Ligue 1,2021,21.0,2000.0,7.7,16,2.07,11,1,1,2,1,0,1,0.13,1,0,0,0,0,0,"DF,FW",20-24,Defender,Mauritania,Africa
1905,Wilfred Ndidi,NGA,Leicester City,Premier League,2021,24.0,1996.0,18.0,18,1.0,13,0,0,3,1,1,2,0.11,1,0,0,1,0,0,"MF,DF",20-24,Midfielder,Nigeria,Africa
1908,Dan Ndoye,SUI,Nice,Ligue 1,2021,20.0,2000.0,2.3,5,2.2,5,0,0,0,0,0,1,0.44,1,0,0,0,0,0,"FW,MF",20-24,Forward,Switzerland,Europe
1909,Paul Nebel,GER,Mainz 05,Bundesliga,2021,18.0,2002.0,2.5,6,2.37,4,2,0,0,0,0,1,0.39,1,0,0,0,0,0,"MF,FW",Under 20,Midfielder,Germany,Europe
1911,Reiss Nelson,ENG,Arsenal,Premier League,2021,21.0,1999.0,0.2,3,13.5,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,FW,20-24,Forward,England,Europe
1912,David Nemeth,AUT,Mainz 05,Bundesliga,2021,20.0,2001.0,3.5,2,0.58,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Austria,Europe
1913,Ilija Nestorovski,MKD,Udinese,Serie A,2021,31.0,1990.0,2.1,4,1.91,4,0,0,0,0,0,1,0.48,1,0,0,0,0,0,FW,30-34,Forward,North Macedonia,Europe
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1914,Neto,BRA,Barcelona,La Liga,2021,32.0,1989.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Brazil,South America
1915,Pedro Neto,POR,Wolves,Premier League,2021,21.0,2000.0,5.2,25,4.82,11,4,3,2,3,2,1,0.19,1,0,0,0,0,0,"FW,MF",20-24,Forward,Portugal,Europe
1916,Luca Netz,GER,Gladbach,Bundesliga,2021,18.0,2003.0,15.5,33,2.27,20,9,1,3,0,0,6,0.41,3,2,1,0,0,0,"DF,FW",Under 20,Defender,Germany,Europe
1917,Manuel Neuer,GER,Bayern Munich,Bundesliga,2021,35.0,1986.0,27.9,6,0.22,6,0,0,0,0,0,2,0.07,2,0,0,0,0,0,GK,35-39,Goalkeeper,Germany,Europe
1918,Florian Neuhaus,GER,Gladbach,Bundesliga,2021,24.0,1997.0,23.6,61,2.7,53,0,2,2,3,1,6,0.27,6,0,0,0,0,0,MF,20-24,Midfielder,Germany,Europe
1920,Rúben Neves,POR,Wolves,Premier League,2021,24.0,1997.0,29.6,67,2.27,58,1,1,4,2,1,4,0.14,4,0,0,0,0,0,MF,20-24,Midfielder,Portugal,Europe
1921,Neymar,BRA,Paris S-G,Ligue 1,2021,29.0,1992.0,20.6,127,6.18,84,11,10,6,14,2,16,0.78,15,0,0,0,1,0,"FW,MF",25-29,Forward,Brazil,South America
1922,Yvan Neyou,CMR,Saint-Étienne,Ligue 1,2021,24.0,1997.0,10.4,19,1.83,15,1,1,0,2,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Cameroon,Africa
1923,Jeremy Ngakia,ENG,Watford,Premier League,2021,20.0,2000.0,10.0,16,1.59,8,4,0,1,3,0,2,0.2,1,0,0,0,1,0,DF,20-24,Defender,England,Europe
1924,Jessic Ngankam,GER,Greuther Fürth,Bundesliga,2021,21.0,2000.0,3.8,3,0.79,1,0,1,1,0,0,2,0.53,1,0,0,1,0,0,FW,20-24,Forward,Germany,Europe
1925,Opa Nguette,SEN,Metz,Ligue 1,2021,27.0,1994.0,11.6,28,2.41,18,0,5,1,3,1,6,0.52,4,0,1,0,1,0,"FW,MF",25-29,Forward,Senegal,Africa
1926,Aurélien Nguiamba,FRA,Spezia,Serie A,2021,22.0,1999.0,0.6,3,5.19,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,France,Europe
1929,Ibrahima Niane,SEN,Metz,Ligue 1,2021,22.0,1999.0,17.6,29,1.65,19,1,1,4,4,0,6,0.34,4,0,0,1,1,0,FW,20-24,Forward,Senegal,Africa
1931,Tanguy Nianzou,FRA,Bayern Munich,Bundesliga,2021,19.0,2002.0,6.5,8,1.24,7,0,0,1,0,0,2,0.31,2,0,0,0,0,0,DF,Under 20,Defender,France,Europe
1932,Cheikh Niasse,SEN,Lille,Ligue 1,2021,21.0,2000.0,0.5,1,2.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"FW,MF",20-24,Forward,Senegal,Africa
1933,Florian Niederlechner,GER,Augsburg,Bundesliga,2021,30.0,1990.0,12.9,32,2.5,25,0,2,2,3,0,6,0.47,4,0,0,0,2,0,FW,30-34,Forward,Germany,Europe
1938,Joakim Nilsson,SWE,Arminia,Bundesliga,2021,27.0,1994.0,30.4,16,0.53,13,1,1,0,0,1,1,0.03,1,0,0,0,0,0,DF,25-29,Defender,Sweden,Europe
1939,Casimir Ninga,CHA,Angers,Ligue 1,2021,28.0,1993.0,4.5,4,0.88,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,FW,25-29,Forward,Chad,Africa
1941,Eddie Nketiah,ENG,Arsenal,Premier League,2021,22.0,1999.0,9.3,26,2.81,17,0,5,3,1,0,2,0.22,1,0,0,1,0,0,FW,20-24,Forward,England,Europe
1943,Christopher Nkunku,FRA,RB Leipzig,Bundesliga,2021,23.0,1997.0,30.3,145,4.79,92,9,17,12,13,2,31,1.02,19,0,5,2,4,1,"FW,MF",20-24,Forward,France,Europe
1944,Felix Nmecha,GER,Wolfsburg,Bundesliga,2021,20.0,2000.0,3.6,12,3.35,6,0,1,3,2,0,1,0.28,0,0,0,1,0,0,"MF,FW",20-24,Midfielder,Germany,Europe
1945,Lukas Nmecha,GER,Wolfsburg,Bundesliga,2021,22.0,1998.0,18.1,54,2.99,34,0,7,7,6,0,6,0.33,4,0,0,1,1,0,"FW,MF",20-24,Forward,Germany,Europe
1946,Mark Noble,ENG,West Ham,Premier League,2021,34.0,1987.0,3.7,6,1.63,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,30-34,Midfielder,England,Europe
1949,Arnaud Nordin,FRA,Saint-Étienne,Ligue 1,2021,23.0,1998.0,20.8,51,2.45,25,12,7,2,5,0,11,0.53,4,3,3,0,1,0,"FW,MF",20-24,Forward,France,Europe
1954,Soma Novothny,HUN,Bochum,Bundesliga,2021,27.0,1994.0,0.9,2,2.28,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"FW,MF",25-29,Forward,Hungary,Europe
1955,Jean-Pierre Nsame,CMR,Venezia,Serie A,2021,28.0,1993.0,2.7,7,2.58,6,0,0,0,1,0,1,0.37,1,0,0,0,0,0,FW,25-29,Forward,Cameroon,Africa
1956,Randy Nteka,ANG,Rayo Vallecano,La Liga,2021,23.0,1997.0,16.2,36,2.22,29,0,1,1,5,0,4,0.25,1,0,1,0,2,0,"FW,MF",20-24,Forward,Angola,Africa
1957,Alexander Nübel,GER,Monaco,Ligue 1,2021,24.0,1996.0,38.0,2,0.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,20-24,Goalkeeper,Germany,Europe
1964,Allan Nyom,CMR,Getafe,La Liga,2021,33.0,1988.0,2.7,2,0.74,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Cameroon,Africa
1965,M'Bala Nzola,ANG,Spezia,Serie A,2021,24.0,1996.0,11.9,22,1.85,16,1,3,2,0,0,2,0.17,2,0,0,0,0,0,FW,20-24,Forward,Angola,Africa
1966,Christian Nørgaard,DEN,Brentford,Premier League,2021,27.0,1994.0,33.9,58,1.71,50,0,2,3,2,1,6,0.18,6,0,0,0,0,0,MF,25-29,Midfielder,Denmark,Europe
1967,Adam Obert,SVK,Cagliari,Serie A,2021,18.0,2002.0,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"DF,MF",Under 20,Defender,Slovakia,Europe
1968,Joel Obi,NGA,Salernitana,Serie A,2021,30.0,1991.0,12.7,21,1.65,15,5,0,1,0,0,2,0.16,2,0,0,0,0,0,"MF,DF",30-34,Midfielder,Nigeria,Africa
1970,Lucas Ocampos,ARG,Sevilla,La Liga,2021,27.0,1994.0,23.6,51,2.16,32,3,6,3,6,1,7,0.3,5,0,2,0,0,0,FW,25-29,Forward,Argentina,South America
1971,Bastian Oczipka,GER,Union Berlin,Bundesliga,2021,32.0,1989.0,10.4,36,3.48,21,12,1,0,2,0,3,0.29,3,0,0,0,0,0,DF,30-34,Defender,Germany,Europe
1972,Brian Oddei,ITA,Sassuolo,Serie A,2021,18.0,2002.0,0.1,1,11.25,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,FW,Under 20,Forward,Italy,Europe
1974,Angelo Ogbonna,ITA,West Ham,Premier League,2021,33.0,1988.0,10.2,3,0.29,2,0,0,1,0,0,1,0.1,1,0,0,0,0,0,DF,30-34,Defender,Italy,Europe
1975,Florent Ogier,FRA,Clermont Foot,Ligue 1,2021,32.0,1989.0,27.0,9,0.33,9,0,0,0,0,0,1,0.04,1,0,0,0,0,0,DF,30-34,Defender,France,Europe
1978,Masaya Okugawa,JPN,Arminia,Bundesliga,2021,25.0,1996.0,28.1,43,1.53,34,0,3,2,3,1,3,0.11,2,0,0,1,0,0,"MF,FW",25-29,Midfielder,Japan,Asia
1981,Mathias Olesen,LUX,Köln,Bundesliga,2021,20.0,2001.0,0.2,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",20-24,Midfielder,Luxembourg,Europe
1982,Michael Olise,FRA,Crystal Palace,Premier League,2021,19.0,2001.0,12.7,44,3.47,34,4,2,2,2,0,9,0.71,8,0,0,1,0,0,"FW,MF",Under 20,Forward,France,Europe
1983,Christian Oliva,URU,Cagliari,Serie A,2021,25.0,1996.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,25-29,Midfielder,Uruguay,South America
1986,Mathías Olivera,URU,Getafe,La Liga,2021,23.0,1997.0,31.1,84,2.7,54,8,3,5,9,5,4,0.13,4,0,0,0,0,0,DF,20-24,Defender,Uruguay,South America
1988,Robin Olsen,SWE,Aston Villa,Premier League,2021,31.0,1990.0,1.0,1,1.0,0,1,0,0,0,0,1,1.0,0,1,0,0,0,0,GK,30-34,Goalkeeper,Sweden,Europe
1990,Jonas Omlin,SUI,Montpellier,Ligue 1,2021,27.0,1994.0,28.7,2,0.07,2,0,0,0,0,0,2,0.07,2,0,0,0,0,0,GK,25-29,Goalkeeper,Switzerland,Europe
1991,Andrew Omobamidele,IRL,Norwich City,Premier League,2021,19.0,2002.0,4.2,3,0.71,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,Under 20,Defender,Republic of Ireland,Europe
1992,Amadou Onana,BEL,Lille,Ligue 1,2021,19.0,2001.0,15.1,33,2.18,28,0,2,2,1,0,2,0.13,0,0,0,1,1,0,MF,Under 20,Midfielder,Belgium,Europe
1993,Jean Onana,CMR,Bordeaux,Ligue 1,2021,21.0,2000.0,20.4,38,1.87,32,0,2,2,2,0,4,0.2,3,0,1,0,0,0,MF,20-24,Midfielder,Cameroon,Africa
1994,Karim Onisiwo,AUT,Mainz 05,Bundesliga,2021,29.0,1992.0,26.2,92,3.51,63,1,14,5,9,0,12,0.46,10,0,1,1,0,0,FW,25-29,Forward,Austria,Europe
1996,Tyler Onyango,ENG,Everton,Premier League,2021,18.0,2003.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,Under 20,Midfielder,England,Europe
1997,Frank Onyeka,NGA,Brentford,Premier League,2021,23.0,1998.0,11.6,17,1.46,11,0,0,2,4,0,1,0.09,0,0,0,0,1,0,MF,20-24,Midfielder,Nigeria,Africa
1999,Divock Origi,BEL,Liverpool,Premier League,2021,26.0,1995.0,1.5,3,2.03,1,0,0,2,0,0,2,1.35,1,0,0,1,0,0,FW,25-29,Forward,Belgium,Europe
2000,Riccardo Orsolini,ITA,Bologna,Serie A,2021,24.0,1997.0,19.8,57,2.87,26,15,4,5,7,0,6,0.3,3,2,0,1,0,0,"FW,MF",20-24,Forward,Italy,Europe
2001,Stefan Ortega,GER,Arminia,Bundesliga,2021,28.0,1992.0,33.0,16,0.48,14,2,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Germany,Europe
