rk,player,nation,squad,comp,season,age,born,ninety_mins_played,yellow_cards,red_cards,second_yellow_cards,fouls,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,position,age_range,general_position,country,continent
1232,Ben Johnson,ENG,West Ham,Premier League,2020,20.0,2000.0,5.8,1,0,0,6,3,0,19,11,5,0,0,0,29,6,7,46.2,"DF,FW",20-24,Defender,England,Europe
1233,Sam Johnstone,ENG,West Brom,Premier League,2020,27.0,1993.0,37.0,1,0,0,1,5,0,0,2,0,0,1,0,37,5,1,83.3,GK,25-29,Goalkeeper,England,Europe
1234,Curtis Jones,ENG,Liverpool,Premier League,2020,19.0,2001.0,13.1,2,0,0,18,13,1,7,19,6,0,0,0,80,14,18,43.8,MF,Under 20,Midfielder,England,Europe
1235,Frenkie de Jong,NED,Barcelona,La Liga,2020,23.0,1997.0,35.0,5,0,0,25,44,4,7,38,27,0,1,0,215,39,30,56.5,"MF,DF",20-24,Midfielder,Netherlands,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1239,Jorginho,ITA,Chelsea,Premier League,2020,28.0,1991.0,22.3,2,0,0,32,29,0,3,40,30,0,1,0,168,17,13,56.7,MF,25-29,Midfielder,Italy,Europe
1241,Willian José,BRA,Wolves,Premier League,2020,28.0,1991.0,12.3,0,0,0,8,10,2,6,1,1,1,0,0,40,26,34,43.3,FW,25-29,Forward,Brazil,South America
1242,Willian José,BRA,Real Sociedad,La Liga,2020,28.0,1991.0,7.7,0,0,0,3,10,3,6,0,1,0,0,0,30,14,18,43.8,FW,25-29,Forward,Brazil,South America
1247,Diogo Jota,POR,Liverpool,Premier League,2020,23.0,1996.0,12.4,2,0,0,25,20,1,18,5,6,0,0,0,53,14,37,27.5,FW,20-24,Forward,Portugal,Europe
1254,James Justin,ENG,Leicester City,Premier League,2020,22.0,1998.0,23.0,4,0,0,16,38,3,59,30,37,2,0,0,103,26,42,38.2,DF,20-24,Defender,England,Europe
1257,Ozan Kabak,TUR,Liverpool,Premier League,2020,20.0,2000.0,8.9,3,0,0,12,3,0,0,12,10,0,0,0,54,26,20,56.5,DF,20-24,Defender,Turkey,Asia
1258,Ozan Kabak,TUR,Schalke 04,Bundesliga,2020,20.0,2000.0,13.8,6,1,1,21,7,1,0,13,9,0,3,0,79,57,15,79.2,DF,20-24,Defender,Turkey,Asia
1259,Abdoul Kader Bamba,FRA,Nantes,Ligue 1,2020,26.0,1994.0,10.2,2,0,0,8,41,0,39,7,3,0,0,0,71,4,10,28.6,"FW,MF",25-29,Forward,France,Europe
1261,Tino Kadewere,ZIM,Lyon,Ligue 1,2020,24.0,1996.0,22.3,4,0,0,35,25,9,33,21,22,1,0,0,115,33,38,46.5,FW,20-24,Forward,Zimbabwe,Africa
1263,Florian Kainz,AUT,Köln,Bundesliga,2020,27.0,1992.0,5.0,0,0,0,6,14,0,23,3,2,0,0,0,33,3,5,37.5,"MF,FW",25-29,Midfielder,Austria,Europe
1264,Gaël Kakuta,COD,Lens,Ligue 1,2020,29.0,1991.0,26.6,3,0,0,31,38,2,114,17,23,0,1,0,129,21,51,29.2,"MF,FW",25-29,Midfielder,DR Congo,Africa
1265,Sasa Kalajdzic,AUT,Stuttgart,Bundesliga,2020,23.0,1997.0,23.7,1,0,0,31,35,3,4,9,12,1,0,0,61,93,72,56.4,FW,20-24,Forward,Austria,Europe
1266,Arnaud Kalimuendo,FRA,Paris S-G,Ligue 1,2020,18.0,2002.0,0.8,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,,FW,Under 20,Forward,France,Europe
1267,Arnaud Kalimuendo,FRA,Lens,Ligue 1,2020,18.0,2002.0,13.5,0,0,0,17,25,0,21,2,2,2,0,0,30,4,19,17.4,"FW,MF",Under 20,Forward,France,Europe
1269,Yayah Kallon,SLE,Genoa,Serie A,2020,19.0,2001.0,0.5,0,0,0,0,0,2,1,0,0,0,0,0,1,2,1,66.7,FW,Under 20,Forward,Sierra Leone,Africa
1270,Samuel Kalu,NGA,Bordeaux,Ligue 1,2020,22.0,1997.0,10.7,3,0,0,16,36,5,28,9,12,0,0,0,61,14,12,53.8,"FW,MF",20-24,Forward,Nigeria,Africa
1271,Pierre Kalulu,FRA,Milan,Serie A,2020,20.0,2000.0,8.1,1,0,0,9,2,0,17,19,14,0,1,0,51,11,13,45.8,DF,20-24,Defender,France,Europe
1272,Daichi Kamada,JPN,Eint Frankfurt,Bundesliga,2020,23.0,1996.0,26.2,3,0,0,41,30,7,96,14,28,1,0,0,126,16,34,32.0,MF,20-24,Midfielder,Japan,Asia
1275,Bingourou Kamara,SEN,Strasbourg,Ligue 1,2020,23.0,1996.0,8.0,0,0,0,1,1,0,0,1,1,0,0,1,15,0,0,,GK,20-24,Goalkeeper,Senegal,Africa
1276,Boubacar Kamara,FRA,Marseille,Ligue 1,2020,20.0,1999.0,32.2,6,0,0,49,55,0,3,34,51,0,0,0,211,63,42,60.0,MF,20-24,Midfielder,France,Europe
1277,Hassane Kamara,CIV,Nice,Ligue 1,2020,26.0,1994.0,32.9,3,0,0,22,31,1,112,55,39,0,0,0,178,36,38,48.6,"DF,FW",25-29,Defender,Ivory Coast,Africa
1280,Harry Kane,ENG,Tottenham,Premier League,2020,27.0,1993.0,34.2,1,0,0,26,60,13,38,11,12,2,0,0,89,75,113,39.9,FW,25-29,Forward,England,Europe
1283,N'Golo Kanté,FRA,Chelsea,Premier League,2020,29.0,1991.0,23.8,7,0,0,36,7,0,8,59,42,0,0,0,194,17,28,37.8,MF,25-29,Midfielder,France,Europe
1284,Jimmy Kaparos,GER,Schalke 04,Bundesliga,2020,18.0,2001.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MF,Under 20,Midfielder,Germany,Europe
1285,Yann Karamoh,FRA,Parma,Serie A,2020,22.0,1998.0,14.4,3,0,0,14,13,7,21,4,17,1,0,0,69,8,13,38.1,"FW,MF",20-24,Forward,France,Europe
1288,Augustus Kargbo,SLE,Crotone,Serie A,2020,20.0,1999.0,0.4,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,FW,20-24,Forward,Sierra Leone,Africa
1289,Loris Karius,GER,Union Berlin,Bundesliga,2020,27.0,1993.0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,100.0,GK,25-29,Goalkeeper,Germany,Europe
1292,Noah Katterbach,GER,Köln,Bundesliga,2020,19.0,2001.0,12.3,1,0,0,9,17,1,32,23,11,0,0,0,81,18,27,40.0,"DF,MF",Under 20,Defender,Germany,Europe
1293,Eiji Kawashima,JPN,Strasbourg,Ligue 1,2020,37.0,1983.0,24.0,1,0,0,1,1,0,0,0,0,0,1,0,28,7,1,87.5,GK,35-39,Goalkeeper,Japan,Asia
1294,Moise Kean,ITA,Everton,Premier League,2020,20.0,2000.0,0.2,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,,"FW,MF",20-24,Forward,Italy,Europe
1295,Moise Kean,ITA,Paris S-G,Ligue 1,2020,20.0,2000.0,18.9,4,0,0,33,6,5,8,8,8,0,0,0,46,14,14,50.0,FW,20-24,Forward,Italy,Europe
1296,Michael Keane,ENG,Everton,Premier League,2020,27.0,1993.0,33.2,4,0,0,15,8,0,1,51,15,0,0,0,125,109,48,69.4,DF,25-29,Defender,England,Europe
1297,Neeskens Kebano,COD,Fulham,Premier League,2020,28.0,1992.0,1.3,0,0,0,3,1,1,7,0,0,0,0,0,10,0,3,0.0,"FW,MF",25-29,Forward,DR Congo,Africa
1298,Thilo Kehrer,GER,Paris S-G,Ligue 1,2020,23.0,1996.0,18.0,3,0,0,26,9,1,10,15,26,0,0,0,106,30,19,61.2,DF,20-24,Defender,Germany,Europe
1300,Naby Keïta,GUI,Liverpool,Premier League,2020,25.0,1995.0,5.8,1,0,0,13,2,0,3,9,5,0,0,0,35,4,9,30.8,MF,25-29,Midfielder,Guinea,Africa
1301,Yannik Keitel,GER,Freiburg,Bundesliga,2020,20.0,2000.0,5.5,1,0,0,12,6,0,0,10,8,0,0,0,33,14,6,70.0,MF,20-24,Midfielder,Germany,Europe
1302,Caoimhín Kelleher,IRL,Liverpool,Premier League,2020,21.0,1998.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,GK,20-24,Goalkeeper,Republic of Ireland,Europe
1303,Stephane Keller,CMR,Alavés,La Liga,2020,18.0,2001.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0.0,DF,Under 20,Defender,Cameroon,Africa
1304,Martin Kelly,ENG,Crystal Palace,Premier League,2020,30.0,1990.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,DF,30-34,Defender,England,Europe
1306,Kenedy,BRA,Granada,La Liga,2020,24.0,1996.0,16.3,3,0,0,32,22,0,62,26,12,0,1,0,85,11,21,34.4,"FW,MF",20-24,Forward,Brazil,South America
1307,Jonjoe Kenny,ENG,Everton,Premier League,2020,23.0,1997.0,0.9,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,,DF,20-24,Defender,England,Europe
1308,Franck Kessié,CIV,Milan,Serie A,2020,23.0,1996.0,35.8,8,0,0,65,40,1,13,46,30,1,1,0,269,56,45,55.4,MF,20-24,Midfielder,Ivory Coast,Africa
1310,Omar Khailoti,ITA,Bologna,Serie A,2020,18.0,2001.0,0.3,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,,DF,Under 20,Defender,Italy,Europe
1311,Saîf-Eddine Khaoui,TUN,Marseille,Ligue 1,2020,25.0,1995.0,6.7,4,0,0,16,8,1,15,12,11,0,0,0,42,1,12,7.7,"FW,DF",25-29,Forward,Tunisia,Africa
1312,Wahbi Khazri,TUN,Saint-Étienne,Ligue 1,2020,29.0,1991.0,13.1,5,1,0,25,31,7,29,4,15,2,0,0,58,4,23,14.8,FW,25-29,Forward,Tunisia,Africa
1313,Rani Khedira,GER,Augsburg,Bundesliga,2020,26.0,1994.0,20.2,5,0,0,23,19,1,6,31,10,0,1,0,82,39,26,60.0,MF,25-29,Midfielder,Germany,Europe
1314,Sami Khedira,GER,Hertha BSC,Bundesliga,2020,33.0,1987.0,4.4,1,0,0,7,4,0,1,9,6,0,0,0,26,5,1,83.3,MF,30-34,Midfielder,Germany,Europe
1316,Luca Kilian,GER,Mainz 05,Bundesliga,2020,20.0,1999.0,4.2,1,0,0,4,3,0,0,13,7,0,0,0,17,15,6,71.4,DF,20-24,Defender,Germany,Europe
1318,Joshua Kimmich,GER,Bayern Munich,Bundesliga,2020,25.0,1995.0,24.4,4,0,0,19,43,0,176,36,28,0,0,0,205,19,14,57.6,MF,25-29,Midfielder,Germany,Europe
1319,Presnel Kimpembe,FRA,Paris S-G,Ligue 1,2020,24.0,1995.0,25.6,6,1,0,31,25,0,0,30,28,0,0,0,163,37,24,60.7,DF,20-24,Defender,France,Europe
1321,Simon Kjær,DEN,Milan,Serie A,2020,31.0,1989.0,26.6,3,0,0,26,10,1,3,42,26,0,0,0,126,54,43,55.7,DF,30-34,Defender,Denmark,Europe
1323,Felix Klaus,GER,Wolfsburg,Bundesliga,2020,27.0,1992.0,1.5,0,0,0,2,0,0,3,2,4,0,0,0,4,4,6,40.0,"DF,MF",25-29,Defender,Germany,Europe
1325,Ragnar Klavan,EST,Cagliari,Serie A,2020,34.0,1985.0,8.6,1,0,0,8,1,0,1,8,9,0,1,0,39,12,14,46.2,DF,30-34,Defender,Estonia,Europe
1326,Philipp Klement,GER,Stuttgart,Bundesliga,2020,27.0,1992.0,4.7,0,0,0,6,2,0,35,6,3,0,0,0,30,4,7,36.4,"MF,FW",25-29,Midfielder,Germany,Europe
1328,Mateo Klimowicz,GER,Stuttgart,Bundesliga,2020,20.0,2000.0,13.3,1,0,0,14,17,0,8,2,15,2,0,0,39,4,5,44.4,"MF,FW",20-24,Midfielder,Germany,Europe
1329,Fabian Klos,GER,Arminia,Bundesliga,2020,32.0,1987.0,30.1,4,0,0,48,56,12,28,4,13,0,0,0,69,218,171,56.0,FW,30-34,Forward,Germany,Europe
1330,Lukas Klostermann,GER,RB Leipzig,Bundesliga,2020,24.0,1996.0,16.1,2,0,0,7,8,1,7,18,19,0,0,0,112,15,22,40.5,DF,20-24,Defender,Germany,Europe
1331,Justin Kluivert,NED,Roma,Serie A,2020,21.0,1999.0,0.2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,,MF,20-24,Midfielder,Netherlands,Europe
1332,Justin Kluivert,NED,RB Leipzig,Bundesliga,2020,21.0,1999.0,9.0,2,0,0,14,14,7,24,5,1,0,0,0,28,6,14,30.0,"FW,MF",20-24,Forward,Netherlands,Europe
1333,Lukas Klünter,GER,Hertha BSC,Bundesliga,2020,24.0,1996.0,11.0,0,0,0,4,9,0,14,11,5,0,0,1,73,10,9,52.6,DF,20-24,Defender,Germany,Europe
1334,Ansgar Knauff,GER,Dortmund,Bundesliga,2020,18.0,2002.0,0.8,0,0,0,3,2,0,4,0,0,0,0,0,1,1,1,50.0,"MF,FW",Under 20,Midfielder,Germany,Europe
1335,Robin Knoche,GER,Union Berlin,Bundesliga,2020,28.0,1992.0,33.8,4,0,0,36,13,5,0,49,29,0,1,0,243,69,69,50.0,DF,25-29,Defender,Germany,Europe
1336,Gregor Kobel,SUI,Stuttgart,Bundesliga,2020,22.0,1997.0,33.0,0,0,0,0,5,0,0,2,2,0,0,0,65,4,2,66.7,GK,20-24,Goalkeeper,Switzerland,Europe
1337,Robin Koch,GER,Leeds United,Premier League,2020,24.0,1996.0,12.6,1,0,0,17,8,0,1,27,16,0,2,0,76,37,29,56.1,"DF,MF",20-24,Defender,Germany,Europe
1338,Giorgi Kochorashvili,GEO,Levante,La Liga,2020,21.0,1999.0,0.3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0.0,MF,20-24,Midfielder,Georgia,Asia
1341,Dominik Kohr,GER,Mainz 05,Bundesliga,2020,26.0,1994.0,14.1,3,0,0,26,19,0,4,27,31,0,0,0,105,26,17,60.5,MF,25-29,Midfielder,Germany,Europe
1342,Dominik Kohr,GER,Eint Frankfurt,Bundesliga,2020,26.0,1994.0,2.9,1,0,0,9,5,0,5,9,7,0,0,0,19,8,3,72.7,"MF,DF",25-29,Midfielder,Germany,Europe
1345,Aleksandr Kokorin,RUS,Fiorentina,Serie A,2020,29.0,1991.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0.0,"FW,MF",25-29,Forward,Russia,Europe
1349,Randal Kolo Muani,FRA,Nantes,Ligue 1,2020,21.0,1998.0,33.7,3,0,0,63,73,23,18,8,14,4,0,0,116,78,137,36.3,FW,20-24,Forward,France,Europe
1350,Timothée Kolodziejczak,FRA,Saint-Étienne,Ligue 1,2020,28.0,1991.0,22.6,4,1,0,28,6,0,10,36,15,0,1,0,149,45,44,50.6,DF,25-29,Defender,France,Europe
1351,Ghislain Konan,CIV,Reims,Ligue 1,2020,24.0,1995.0,29.0,5,0,0,24,24,3,64,30,32,0,2,0,174,25,27,48.1,DF,20-24,Defender,Ivory Coast,Africa
1352,Ibrahima Konaté,FRA,RB Leipzig,Bundesliga,2020,21.0,1999.0,7.7,2,0,0,13,15,0,0,8,4,0,1,0,50,29,9,76.3,DF,20-24,Defender,France,Europe
1354,Geoffrey Kondogbia,CTA,Valencia,La Liga,2020,27.0,1993.0,4.9,1,0,0,8,10,0,1,8,9,0,0,0,42,7,5,58.3,MF,25-29,Midfielder,Central African Republic,Africa
1355,Geoffrey Kondogbia,CTA,Atlético Madrid,La Liga,2020,27.0,1993.0,6.8,4,0,0,19,13,0,1,11,20,0,0,0,61,6,8,42.9,MF,25-29,Midfielder,Central African Republic,Africa
1356,Lamine Koné,CIV,Strasbourg,Ligue 1,2020,31.0,1989.0,11.6,3,0,0,10,8,0,2,15,6,0,1,0,57,21,18,53.8,DF,30-34,Defender,Ivory Coast,Africa
1360,Ezri Konsa,ENG,Aston Villa,Premier League,2020,22.0,1997.0,35.5,3,0,0,19,54,1,3,29,13,0,1,0,156,93,54,63.3,DF,20-24,Defender,England,Europe
1361,Laurent Koscielny,FRA,Bordeaux,Ligue 1,2020,34.0,1985.0,24.6,3,0,0,12,24,2,2,54,17,1,0,0,137,53,32,62.4,DF,30-34,Defender,France,Europe
1363,Márk Kosznovszky,HUN,Parma,Serie A,2020,18.0,2002.0,1.0,0,0,0,2,0,0,0,1,2,0,0,0,3,0,0,,MF,Under 20,Midfielder,Hungary,Europe
1364,Christian Kouamé,CIV,Fiorentina,Serie A,2020,22.0,1997.0,11.1,4,0,0,25,32,5,6,5,4,0,0,0,31,38,56,40.4,FW,20-24,Forward,Ivory Coast,Africa
1365,Kalidou Koulibaly,SEN,Napoli,Serie A,2020,29.0,1991.0,24.5,10,1,1,29,9,0,5,29,24,0,0,0,172,40,37,51.9,DF,25-29,Defender,Senegal,Africa
1366,Jules Koundé,FRA,Sevilla,La Liga,2020,21.0,1998.0,33.1,4,0,0,20,23,3,21,40,15,0,2,0,186,102,67,60.4,DF,20-24,Defender,France,Europe
1368,Cheikhou Kouyaté,SEN,Crystal Palace,Premier League,2020,30.0,1989.0,34.7,4,0,0,36,15,0,3,32,37,0,0,0,177,82,54,60.3,DF,30-34,Defender,Senegal,Africa
1370,Viktor Kovalenko,UKR,Atalanta,Serie A,2020,24.0,1996.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FW,20-24,Forward,Ukraine,Europe
1371,Emil Krafth,SWE,Newcastle Utd,Premier League,2020,25.0,1994.0,14.3,4,0,0,12,9,1,18,15,8,0,0,0,61,25,19,56.8,DF,25-29,Defender,Sweden,Europe
1373,Christoph Kramer,GER,Gladbach,Bundesliga,2020,29.0,1991.0,22.6,5,0,0,32,20,0,5,34,37,0,0,0,158,19,27,41.3,MF,25-29,Midfielder,Germany,Europe
1374,Jean-Philippe Krasso,CIV,Saint-Étienne,Ligue 1,2020,23.0,1997.0,2.5,0,0,0,2,4,5,2,1,3,0,0,0,11,3,5,37.5,FW,20-24,Forward,Ivory Coast,Africa
1375,Toni Kroos,GER,Real Madrid,La Liga,2020,30.0,1990.0,23.5,6,0,0,27,31,1,126,15,22,0,0,0,125,12,8,60.0,MF,30-34,Midfielder,Germany,Europe
1378,Max Kruse,GER,Union Berlin,Bundesliga,2020,32.0,1988.0,18.1,0,0,0,5,12,7,66,3,3,0,0,0,84,10,28,26.3,"FW,MF",30-34,Forward,Germany,Europe
1379,Lukas Kübler,GER,Freiburg,Bundesliga,2020,27.0,1992.0,9.8,2,0,0,18,10,1,23,21,8,0,2,0,48,23,9,71.9,"DF,MF",25-29,Defender,Germany,Europe
1380,Takefusa Kubo,JPN,Villarreal,La Liga,2020,19.0,2001.0,3.3,2,1,1,3,11,0,10,1,1,0,0,0,19,0,3,0.0,"MF,FW",Under 20,Midfielder,Japan,Asia
1381,Takefusa Kubo,JPN,Getafe,La Liga,2020,19.0,2001.0,8.9,2,0,0,18,22,4,28,14,4,0,0,0,34,5,17,22.7,"MF,FW",Under 20,Midfielder,Japan,Asia
1382,Juraj Kucka,SVK,Parma,Serie A,2020,33.0,1987.0,25.9,8,0,0,65,71,3,15,28,36,0,0,0,133,79,59,57.2,"MF,FW",30-34,Midfielder,Slovakia,Europe
1384,Dejan Kulusevski,SWE,Juventus,Serie A,2020,20.0,2000.0,21.4,7,0,0,41,29,5,59,9,19,0,0,0,97,11,29,27.5,"MF,FW",20-24,Midfielder,Sweden,Europe
1385,Marash Kumbulla,ALB,Roma,Serie A,2020,20.0,2000.0,15.1,8,0,0,26,14,0,1,24,11,0,0,0,52,26,19,57.8,DF,20-24,Defender,Albania,Europe
1387,Fabian Kunze,GER,Arminia,Bundesliga,2020,22.0,1998.0,14.1,6,0,0,36,25,0,2,18,26,0,0,0,81,39,19,67.2,MF,20-24,Midfielder,Germany,Europe
1394,Antonino La Gumina,ITA,Sampdoria,Serie A,2020,24.0,1996.0,3.8,0,0,0,5,6,2,4,3,2,0,0,0,9,11,22,33.3,FW,20-24,Forward,Italy,Europe
1395,Gaëtan Laborde,FRA,Montpellier,Ligue 1,2020,26.0,1994.0,36.2,3,0,0,62,30,6,55,16,22,0,0,0,118,134,127,51.3,"FW,MF",25-29,Forward,France,Europe
1396,Alexandre Lacazette,FRA,Arsenal,Premier League,2020,29.0,1991.0,21.4,3,0,0,37,54,8,3,12,10,1,0,0,59,27,61,30.7,FW,25-29,Forward,France,Europe
1398,Maxence Lacroix,FRA,Wolfsburg,Bundesliga,2020,20.0,2000.0,28.8,5,0,0,25,27,0,6,65,29,0,0,0,206,61,60,50.4,DF,20-24,Defender,France,Europe
1399,Alban Lafont,FRA,Nantes,Ligue 1,2020,21.0,1999.0,38.0,2,0,0,1,8,0,0,0,0,0,1,0,58,12,1,92.3,GK,20-24,Goalkeeper,France,Europe
1401,Konrad Laimer,AUT,RB Leipzig,Bundesliga,2020,23.0,1997.0,0.9,0,0,0,2,2,1,1,1,0,0,0,0,4,2,1,66.7,"DF,MF",20-24,Defender,Austria,Europe
1402,Stefan Lainer,AUT,Gladbach,Bundesliga,2020,27.0,1992.0,30.8,2,0,0,29,21,1,99,35,37,1,2,0,151,37,25,59.7,DF,25-29,Defender,Austria,Europe
1404,Kenny Lala,MAD,Strasbourg,Ligue 1,2020,28.0,1991.0,20.4,1,0,0,18,15,0,106,23,13,0,0,0,112,19,15,55.9,DF,25-29,Defender,Madagascar,Africa
1405,Adam Lallana,ENG,Brighton,Premier League,2020,32.0,1988.0,17.7,0,0,0,18,20,3,12,15,13,0,1,0,117,10,26,27.8,"MF,FW",30-34,Midfielder,England,Europe
1408,Tariq Lamptey,GHA,Brighton,Premier League,2020,19.0,2000.0,9.8,4,1,1,21,28,1,34,19,9,2,1,0,59,5,11,31.3,"DF,MF",Under 20,Defender,Ghana,Africa
1411,Manuel Lanzini,ARG,West Ham,Premier League,2020,27.0,1993.0,6.3,1,0,0,7,10,3,3,7,2,0,0,0,59,2,8,20.0,"MF,FW",25-29,Midfielder,Argentina,South America
1412,Gianluca Lapadula,PER,Benevento,Serie A,2020,30.0,1990.0,28.5,2,0,0,48,68,34,14,5,12,3,0,0,55,34,88,27.9,FW,30-34,Forward,Peru,South America
1414,Julien Laporte,FRA,Lorient,Ligue 1,2020,26.0,1993.0,29.5,8,1,1,31,19,0,0,65,39,1,3,0,140,80,50,61.5,DF,25-29,Defender,France,Europe
1416,Gautier Larsonneur,FRA,Brest,Ligue 1,2020,23.0,1997.0,35.0,2,0,0,1,6,0,0,0,1,0,1,0,38,6,0,100.0,GK,20-24,Goalkeeper,France,Europe
1419,Jamaal Lascelles,ENG,Newcastle Utd,Premier League,2020,26.0,1993.0,18.1,4,0,0,17,9,0,3,12,7,0,0,0,65,46,24,65.7,DF,25-29,Defender,England,Europe
1420,Paul Lasne,FRA,Brest,Ligue 1,2020,31.0,1989.0,18.7,4,1,0,27,17,1,4,47,26,0,1,0,107,22,20,52.4,MF,30-34,Midfielder,France,Europe
1422,Danny Latza,GER,Mainz 05,Bundesliga,2020,30.0,1989.0,20.0,8,0,0,32,29,1,42,27,26,0,0,0,150,28,36,43.8,MF,30-34,Midfielder,Germany,Europe
1424,Vincent Laurini,FRA,Parma,Serie A,2020,31.0,1989.0,9.7,1,0,0,12,18,0,28,17,11,0,0,0,31,6,12,33.3,DF,30-34,Defender,France,Europe
1426,Wesley Lautoa,NCL,Dijon,Ligue 1,2020,32.0,1987.0,17.9,4,0,0,42,14,0,4,29,20,0,0,1,84,22,13,62.9,"MF,DF",30-34,Midfielder,New Caledonia,Oceania
1427,Valentino Lazaro,AUT,Gladbach,Bundesliga,2020,24.0,1996.0,13.8,3,0,0,7,13,3,41,15,11,0,0,0,61,16,18,47.1,"DF,FW",20-24,Defender,Austria,Europe
1429,Manuel Lazzari,ITA,Lazio,Serie A,2020,26.0,1993.0,29.0,2,1,0,26,53,2,114,18,14,0,0,1,111,13,18,41.9,DF,25-29,Defender,Italy,Europe
1430,Jérémy Le Douaron,FRA,Brest,Ligue 1,2020,22.0,1998.0,9.1,0,0,0,18,17,1,12,8,10,1,0,0,36,28,26,51.9,"FW,MF",20-24,Forward,France,Europe
1431,Enzo Le Fée,FRA,Lorient,Ligue 1,2020,20.0,2000.0,20.2,6,0,0,24,41,0,70,25,28,0,0,0,142,4,21,16.0,MF,20-24,Midfielder,France,Europe
1432,Vincent Le Goff,FRA,Lorient,Ligue 1,2020,30.0,1989.0,25.6,0,0,0,16,12,1,64,44,29,0,0,0,126,20,38,34.5,DF,30-34,Defender,France,Europe
1433,Maxime Le Marchand,FRA,Fulham,Premier League,2020,30.0,1989.0,1.4,2,0,0,3,1,0,0,0,2,0,0,0,9,3,3,50.0,DF,30-34,Defender,France,Europe
1437,Rafael Leão,POR,Milan,Serie A,2020,21.0,1999.0,21.4,5,0,0,28,21,4,32,4,6,1,0,0,62,42,59,41.6,FW,20-24,Forward,Portugal,Europe
