"fact_id","player_id","age_id","position_id","club_id","season_id","market_id","Goals","Goals_per90","Assists","Assists_per90","Goals_Assists","Non_Penalty_xG","xG","xG_per90","Shots_per90","Shot_Creating_Actions","Passes_Completed","Progressive_Passes","Progressive_Carries","Key_Passes","Carries_into_Final_Third","Through_Balls","Dribblers_Tackled","Dribblers_Challenged","Tackles","Clearances","Interceptions","Blocks","Fouls","Errors","Aerials_Won","Yellow_Cards","Red_Cards","Market_Value"
5996,387047,11,1,44,7,45,1,"0.07",0,"0.0",1,"1.5","1.5","0.1","1.07",16,435,46,6,6,6,1,8,11,19,46,22,19,20,0,33,4,0,"17000000.00"
5997,387106,8,4,12,4,47,6,"0.29",8,"0.39",14,"5.3","5.3","0.26","2.21",102,801,147,77,45,73,6,11,42,32,9,11,26,35,0,3,1,0,"13000000.00"
5998,387106,9,4,12,5,10,2,"0.11",5,"0.27",7,"2.5","3.3","0.18","1.78",79,758,134,66,36,64,6,8,29,34,5,21,21,48,1,7,3,0,"18000000.00"
5999,387106,11,2,74,7,11,2,"1.24",0,"0.0",2,"0.4","1.1","0.71","1.24",3,30,2,2,1,2,0,0,2,0,1,0,2,5,0,2,1,0,"20000000.00"
6000,387234,8,2,40,4,3,6,"0.23",2,"0.08",8,"3.7","3.7","0.14","1.83",77,702,101,70,20,59,4,29,68,58,32,35,43,41,1,24,5,0,"2000000.00"
6001,387234,10,2,40,6,52,4,"0.41",0,"0.0",4,"1.0","1.0","0.1","1.66",17,193,20,17,4,15,0,5,15,15,11,6,5,19,0,7,4,0,"4500000.00"
6002,387234,10,2,40,6,52,4,"0.41",0,"0.0",4,"1.0","1.0","0.1","1.66",17,193,20,17,4,15,0,5,15,15,11,6,5,19,0,7,4,0,"4500000.00"
6003,387626,5,3,9,1,65,5,"0.24",1,"0.05",6,"5.0","5.0","0.24","2.63",90,623,72,102,47,46,0,6,20,15,11,14,20,17,0,13,4,0,"45000000.00"
6004,387626,6,5,9,2,7,5,"0.41",3,"0.25",8,"4.3","4.3","0.36","2.39",42,316,36,61,21,36,1,6,16,6,3,8,9,17,0,10,0,2,"40000000.00"
6005,387626,7,5,9,3,131,9,"0.38",8,"0.34",17,"6.2","6.2","0.26","2.44",100,668,63,112,48,68,1,4,15,14,3,9,13,24,0,18,6,0,"29500000.00"
6006,387626,8,5,48,4,22,1,"0.12",2,"0.24",3,"1.5","1.5","0.18","2.48",20,150,24,34,7,14,1,6,13,17,2,1,10,12,0,10,3,0,"35000000.00"
6007,387626,9,5,48,5,43,4,"0.18",4,"0.18",8,"5.3","5.3","0.24","2.33",62,337,28,85,30,33,4,5,20,14,12,6,13,29,0,24,4,0,"30000000.00"
6008,387626,10,4,48,6,49,10,"0.44",9,"0.39",19,"6.3","6.3","0.27","2.31",97,573,82,102,52,47,11,5,20,13,6,9,18,26,0,14,5,0,"28000000.00"
6009,387626,12,5,48,7,22,0,"0.0",2,"0.25",2,"0.6","0.6","0.07","1.35",19,168,21,35,10,13,4,0,3,3,7,2,6,8,0,3,2,0,"35000000.00"
6010,388160,6,5,1,4,48,0,"0.0",0,"0.0",0,"0.5","0.5","0.14","1.54",4,50,4,6,4,2,1,0,2,3,5,4,3,7,0,16,1,0,"1250000.00"
6011,388160,8,5,137,6,74,0,"0.0",0,"0.0",0,"0.7","0.7","0.27","4.15",8,35,2,7,4,3,0,0,1,0,4,0,2,5,0,11,1,0,"1200000.00"
6012,388165,8,4,3,3,23,10,"0.34",4,"0.13",14,"8.8","12.1","0.41","1.75",89,549,63,81,29,53,5,11,34,35,14,20,25,30,0,47,2,0,"3000000.00"
6013,388165,9,3,52,4,20,7,"0.49",1,"0.07",8,"3.1","3.1","0.22","2.24",27,188,29,19,9,12,2,1,16,12,6,8,12,8,0,20,0,0,"8000000.00"
6014,388165,10,3,52,5,5,7,"0.39",3,"0.17",10,"5.7","5.7","0.32","1.79",36,238,27,24,13,12,4,6,13,17,15,6,10,21,0,24,3,0,"12000000.00"
6015,388165,11,3,52,6,10,12,"0.43",3,"0.11",15,"10.6","10.6","0.38","2.42",64,327,48,45,30,33,3,5,20,28,15,9,24,38,0,38,7,0,"18000000.00"
6016,388165,13,3,52,7,49,9,"0.77",1,"0.09",10,"6.4","6.4","0.55","2.06",26,202,26,20,9,8,2,0,5,3,4,3,6,9,0,12,2,0,"28000000.00"
6017,388198,4,1,94,2,68,0,"0.0",0,"0.0",0,"0.2","0.2","0.06","0.72",6,158,13,6,3,7,0,2,5,6,20,3,7,6,1,24,0,0,"75000.00"
6018,388198,5,1,44,3,14,1,"0.07",0,"0.0",1,"2.3","2.3","0.16","1.54",23,657,74,23,3,20,0,18,28,34,29,31,13,23,1,43,4,1,"4000000.00"
6019,388198,5,1,44,3,14,1,"0.07",0,"0.0",1,"2.3","2.3","0.16","1.54",23,657,74,23,3,20,0,18,28,34,29,31,13,23,1,43,4,1,"4000000.00"
6020,388198,6,1,94,4,14,4,"0.13",1,"0.03",5,"3.6","3.6","0.11","1.16",56,1403,173,35,12,26,4,33,48,72,154,56,41,32,1,109,5,0,"4000000.00"
6021,388198,7,1,63,5,49,4,"0.16",5,"0.2",9,"1.6","1.6","0.06","0.72",32,1648,159,39,14,39,2,37,53,59,71,32,38,16,1,60,3,0,"28000000.00"
6022,388198,8,1,63,6,7,2,"0.06",1,"0.03",3,"3.0","3.0","0.1","0.85",46,2381,186,55,16,42,4,41,65,70,101,45,52,17,3,58,4,0,"40000000.00"
6023,388198,10,1,63,7,43,0,"0.0",2,"0.14",2,"0.6","0.6","0.05","0.51",32,1153,113,26,12,22,2,23,35,30,52,18,20,13,0,32,5,1,"30000000.00"
6024,388294,10,1,134,6,107,0,"0.0",2,"0.07",2,"0.3","0.3","0.01","0.4",44,881,78,61,19,40,1,32,56,60,54,40,32,30,1,15,5,0,"325000.00"
6025,388294,11,6,134,7,3,0,"0.0",1,"0.08",1,"0.0","0.0","0.0","0.08",17,353,49,38,5,19,0,12,15,21,26,10,14,12,0,9,2,0,"2000000.00"
6026,388382,13,3,115,5,17,6,"0.3",0,"0.0",6,"4.3","5.1","0.25","2.04",37,226,16,21,8,15,0,9,17,23,24,3,15,36,0,63,2,0,"1500000.00"
6027,388409,11,2,65,7,3,1,"0.16",0,"0.0",1,"0.5","0.5","0.09","1.28",10,259,30,4,2,3,1,6,10,15,16,7,9,6,0,20,1,0,"2000000.00"
6028,388795,9,1,139,5,17,0,"0.0",0,"0.0",0,"1.0","1.0","0.04","0.38",4,899,54,12,1,6,1,23,37,51,82,52,32,45,0,63,10,0,"1500000.00"
6029,389324,18,2,18,1,16,1,"0.04",3,"0.11",4,"1.6","1.6","0.06","1.14",72,1799,236,58,22,66,13,26,47,57,70,41,28,40,0,75,5,0,"15000000.00"
6030,389324,19,1,18,2,5,0,"0.0",1,"0.04",1,"1.0","1.0","0.04","0.64",31,2008,213,51,8,27,0,29,48,50,82,25,28,26,0,74,9,2,"12000000.00"
6031,389324,20,2,18,3,20,0,"0.0",2,"0.15",2,"0.7","0.7","0.05","1.06",31,889,114,31,14,42,1,20,43,31,17,23,11,22,0,30,6,0,"8000000.00"
6032,389324,21,8,18,4,28,2,"0.19",1,"0.09",3,"1.6","1.6","0.15","1.68",30,746,81,16,10,18,6,9,27,21,13,8,8,14,1,22,1,0,"2500000.00"
6033,389837,9,1,6,5,6,1,"0.04",1,"0.04",2,"0.6","0.6","0.02","0.3",12,1485,70,11,4,3,2,22,34,42,73,17,25,22,1,45,6,0,"6000000.00"
6034,389837,10,1,6,6,45,0,"0.0",0,"0.0",0,"0.9","0.9","0.05","0.4",12,940,49,20,2,9,0,6,15,15,61,12,19,24,0,23,5,0,"17000000.00"
6035,390160,6,2,11,5,80,1,"0.09",0,"0.0",1,"0.7","0.7","0.06","1.3",28,500,51,4,12,3,1,5,21,15,18,11,9,11,0,7,5,1,"2800000.00"
6036,391004,7,5,74,4,9,5,"0.38",1,"0.08",6,"4.5","4.5","0.34","2.75",39,244,57,9,15,11,7,1,4,10,13,6,8,14,0,54,0,0,"5000000.00"
6037,391004,8,3,74,5,41,6,"0.42",0,"0.0",6,"4.4","5.2","0.36","2.02",37,247,41,7,14,13,2,5,10,14,10,1,14,17,0,61,1,0,"10000000.00"
6038,391004,9,3,74,6,24,11,"0.37",7,"0.24",18,"8.5","9.4","0.32","2.44",76,473,88,17,38,21,11,7,17,13,21,3,13,28,0,90,3,0,"14000000.00"
6039,391004,10,4,74,7,11,6,"0.82",1,"0.14",7,"1.7","2.7","0.36","1.91",26,145,33,6,10,4,2,1,3,2,4,3,7,5,0,31,1,0,"20000000.00"
6040,391192,12,1,2,4,30,0,"0.0",0,"0.0",0,"0.2","0.2","0.01","0.46",4,417,21,4,1,1,0,8,11,17,35,10,9,7,0,29,2,0,"800000.00"
6041,391376,6,2,102,2,13,0,"0.0",0,"0.0",0,"1.4","1.4","0.09","0.98",22,278,41,11,10,10,0,21,43,65,11,25,29,43,1,40,5,0,"1000000.00"
6042,391376,7,2,102,3,142,1,"0.04",1,"0.04",2,"2.6","2.6","0.11","0.99",35,564,48,19,19,18,0,30,65,66,39,59,48,45,2,30,8,0,"3600000.00"
6043,391719,3,2,85,1,13,1,"0.27",0,"0.0",1,"0.2","0.2","0.04","1.33",9,195,20,8,2,5,0,3,11,9,1,3,6,7,0,2,0,0,"1000000.00"
6044,391719,5,2,36,3,108,2,"0.53",0,"0.0",2,"0.3","0.3","0.08","2.11",11,68,10,5,5,3,0,3,6,5,0,2,8,5,0,4,1,0,"3200000.00"
6045,391719,5,2,36,3,108,2,"0.53",0,"0.0",2,"0.3","0.3","0.08","2.11",11,68,10,5,5,3,0,3,6,5,0,2,8,5,0,4,1,0,"3200000.00"
6046,391780,10,1,111,7,106,2,"0.23",2,"0.23",4,"0.7","0.7","0.08","1.25",26,318,22,19,10,7,1,4,6,9,16,5,15,10,0,4,2,0,"4800000.00"
6047,392085,4,4,5,1,13,4,"0.2",2,"0.1",6,"4.4","4.4","0.23","2.45",63,450,50,48,18,38,2,7,37,35,8,13,14,46,0,12,8,0,"1000000.00"
6048,392085,5,5,5,2,7,6,"0.36",2,"0.12",8,"3.6","3.6","0.22","2.75",62,343,46,65,24,41,4,3,24,15,5,5,14,42,0,7,8,0,"40000000.00"
6049,392085,7,5,5,4,7,2,"0.09",1,"0.05",3,"5.6","5.6","0.25","3.2",86,356,57,87,28,67,2,6,28,24,6,7,19,52,0,19,12,2,"40000000.00"
6050,392085,8,4,5,5,95,1,"0.1",0,"0.0",1,"2.9","2.9","0.29","2.83",27,125,19,34,8,27,3,2,7,7,0,2,11,22,0,5,4,0,"33000000.00"
6051,392085,9,5,48,6,49,2,"0.21",0,"0.0",2,"2.6","2.6","0.28","2.9",30,150,30,35,10,16,0,9,17,19,11,1,13,24,0,7,7,0,"28000000.00"
6052,392085,9,5,48,6,49,2,"0.21",0,"0.0",2,"2.6","2.6","0.28","2.9",30,150,30,35,10,16,0,9,17,19,11,1,13,24,0,7,7,0,"28000000.00"
6053,392085,10,5,91,7,11,2,"0.65",2,"0.65",4,"0.8","0.8","0.25","3.26",13,66,12,5,7,6,0,0,1,0,0,0,0,6,0,4,4,0,"20000000.00"
6054,392085,10,5,91,7,11,2,"0.65",2,"0.65",4,"0.8","0.8","0.25","3.26",13,66,12,5,7,6,0,0,1,0,0,0,0,6,0,4,4,0,"20000000.00"
6055,392085,10,5,91,7,11,2,"0.65",2,"0.65",4,"0.8","0.8","0.25","3.26",13,66,12,5,7,6,0,0,1,0,0,0,0,6,0,4,4,0,"20000000.00"
6056,392163,5,8,94,5,63,0,"0.0",1,"0.21",1,"0.2","0.2","0.03","0.42",13,111,14,14,8,4,1,2,7,11,8,6,4,2,0,4,0,0,"1300000.00"
6057,392163,6,6,94,6,14,1,"0.12",2,"0.24",3,"0.4","0.4","0.05","0.36",32,284,26,41,16,27,1,5,11,9,12,8,8,8,0,3,1,0,"4000000.00"
6058,392516,7,1,115,5,13,0,"0.0",1,"0.04",1,"0.6","0.6","0.02","0.36",64,843,154,71,38,44,0,38,57,56,71,13,37,13,0,25,5,1,"1000000.00"
6059,392516,8,1,115,6,28,0,"0.0",3,"0.11",3,"0.5","0.5","0.02","0.54",72,995,125,69,47,53,0,31,49,43,67,25,34,9,0,25,2,0,"2500000.00"
6060,392516,9,1,115,7,23,0,"0.0",2,"0.16",2,"0.1","0.1","0.01","0.41",34,384,51,29,22,19,0,10,20,26,51,9,15,6,0,6,1,1,"3000000.00"
6061,392538,6,2,11,3,3,6,"0.44",0,"0.0",6,"3.2","3.2","0.23","1.61",23,342,38,12,7,10,0,11,31,24,22,9,10,28,0,17,6,0,"2000000.00"
6062,392538,6,2,11,3,3,6,"0.44",0,"0.0",6,"3.2","3.2","0.23","1.61",23,342,38,12,7,10,0,11,31,24,22,9,10,28,0,17,6,0,"2000000.00"
6063,392538,7,2,16,4,6,4,"0.16",2,"0.08",6,"3.2","3.2","0.13","1.93",63,918,128,33,24,42,0,21,40,48,38,25,32,75,0,77,11,0,"6000000.00"
6064,392538,7,2,16,4,6,4,"0.16",2,"0.08",6,"3.2","3.2","0.13","1.93",63,918,128,33,24,42,0,21,40,48,38,25,32,75,0,77,11,0,"6000000.00"
6065,392538,8,2,51,5,37,2,"0.2",0,"0.0",2,"1.4","1.4","0.15","2.04",22,307,36,8,5,12,0,13,20,27,11,9,12,30,0,13,4,0,"16000000.00"
6066,392538,9,2,51,6,16,0,"0.0",0,"0.0",0,"0.2","0.2","0.06","1.41",4,103,11,6,1,4,1,6,13,16,7,6,10,8,0,2,0,0,"15000000.00"
6067,392538,10,2,58,7,41,2,"0.36",0,"0.0",2,"0.9","1.1","0.19","2.0",11,165,12,5,4,6,0,10,16,16,7,8,11,14,0,6,5,1,"10000000.00"
6068,392545,8,3,138,5,59,3,"0.26",1,"0.09",4,"2.0","2.0","0.17","2.23",22,184,18,15,10,10,0,3,9,10,9,8,7,22,0,59,1,0,"900000.00"
6069,392569,6,1,23,4,25,0,"0.0",0,"0.0",0,"0.6","0.6","0.05","0.47",19,454,41,22,7,23,0,6,24,21,28,14,15,16,0,12,4,1,"7000000.00"
6070,392569,8,1,23,6,3,1,"0.04",3,"0.11",4,"1.5","1.5","0.05","0.67",60,1024,99,35,24,29,2,29,41,54,75,20,29,21,2,19,2,0,"2000000.00"
6071,392569,10,1,23,7,28,2,"0.12",0,"0.0",2,"0.6","0.6","0.04","0.42",27,730,75,28,13,16,0,10,16,21,45,10,22,12,0,17,3,0,"2500000.00"
6072,392591,11,8,130,6,3,4,"0.18",1,"0.05",5,"4.2","4.2","0.19","1.58",79,589,53,127,25,74,0,12,22,17,34,7,14,8,2,28,1,0,"2000000.00"
6073,392710,8,2,134,6,74,1,"0.04",1,"0.04",2,"0.8","0.8","0.03","0.55",20,698,62,3,8,8,0,25,59,43,88,25,33,44,0,67,1,0,"1200000.00"
6074,392763,5,2,45,3,61,0,"0.0",0,"0.0",0,"0.3","0.3","0.08","1.27",9,86,17,21,5,10,0,1,7,5,2,1,5,5,0,0,0,0,"750000.00"
6075,392765,5,4,41,3,23,2,"0.12",4,"0.25",6,"1.8","1.8","0.11","0.81",49,648,68,51,27,20,1,6,17,14,12,10,15,5,0,4,0,0,"3000000.00"
6076,392765,6,4,41,4,47,10,"0.47",2,"0.09",12,"6.0","6.0","0.28","1.87",67,682,85,65,30,44,4,4,20,14,10,15,18,5,1,7,1,0,"13000000.00"
6077,392765,7,4,41,5,7,0,"0.0",2,"1.05",2,"0.3","0.3","0.14","2.09",9,74,7,2,6,1,0,1,3,1,2,0,1,1,0,0,0,0,"40000000.00"
6078,392765,8,2,41,6,22,0,"0.0",1,"0.25",1,"2.0","2.0","0.5","3.82",13,188,23,11,4,8,0,2,4,4,1,3,3,5,0,3,0,0,"35000000.00"
6079,392765,9,2,116,7,42,3,"0.25",2,"0.17",5,"2.2","2.2","0.18","1.49",40,505,74,35,16,22,2,6,17,21,7,7,10,9,0,4,1,0,"22000000.00"
6080,392768,3,5,55,2,26,1,"0.1",5,"0.52",6,"1.9","1.9","0.2","2.19",46,380,43,63,20,27,0,1,7,10,4,5,9,11,1,2,1,0,"25000000.00"
6081,392768,4,9,55,3,135,2,"0.17",3,"0.25",5,"1.3","1.3","0.11","1.95",63,533,75,89,31,39,1,8,21,23,6,6,15,11,0,1,0,0,"31500000.00"
6082,392768,5,4,55,4,22,1,"0.09",2,"0.19",3,"2.5","2.5","0.23","1.68",55,317,41,67,25,31,0,8,23,14,6,2,8,10,1,4,1,0,"35000000.00"
6083,392768,6,5,9,5,43,0,"0.0",1,"0.15",1,"0.2","0.2","0.03","0.6",26,206,31,30,13,23,1,1,1,5,4,2,0,2,0,0,0,0,"30000000.00"
6084,392768,6,5,9,5,43,0,"0.0",1,"0.15",1,"0.2","0.2","0.03","0.6",26,206,31,30,13,23,1,1,1,5,4,2,0,2,0,0,0,0,"30000000.00"
6085,392768,7,5,131,6,45,8,"0.39",1,"0.05",9,"2.7","2.7","0.13","1.84",82,574,58,111,36,57,3,7,28,18,12,7,16,14,1,2,0,0,"17000000.00"
6086,392768,9,5,131,7,16,2,"0.15",1,"0.07",3,"1.4","1.4","0.1","1.61",63,392,40,74,29,33,1,6,9,13,4,9,4,7,1,0,1,0,"15000000.00"
6087,392770,5,4,31,4,6,1,"0.09",1,"0.09",2,"1.1","1.1","0.11","1.32",28,306,43,16,14,16,7,10,15,23,4,3,4,13,0,5,3,0,"6000000.00"
6088,392770,6,2,31,5,25,2,"0.06",6,"0.19",8,"3.8","4.6","0.15","1.76",89,1517,166,39,34,57,8,18,49,41,11,13,22,54,1,8,8,0,"7000000.00"
6089,392770,7,2,31,6,37,0,"0.0",8,"0.28",8,"2.0","2.0","0.07","1.19",107,1566,204,49,48,56,10,14,32,26,28,18,23,31,1,7,5,0,"16000000.00"
6090,392770,9,2,31,7,42,1,"0.15",1,"0.15",2,"0.9","1.7","0.24","0.88",24,222,35,13,13,14,2,1,7,7,2,0,0,4,0,4,1,0,"22000000.00"
6091,392771,4,7,108,3,21,0,"0.0",0,"0.0",0,"0.3","0.3","0.01","0.3",20,870,100,25,11,28,0,20,46,57,87,49,40,25,3,52,3,0,"9000000.00"
6092,392771,5,8,28,4,5,0,"0.0",3,"0.12",3,"0.3","0.3","0.01","0.28",45,867,112,26,15,23,4,24,58,67,76,51,49,46,0,66,13,2,"12000000.00"
6093,392771,6,7,11,5,47,0,"0.0",1,"0.03",1,"1.1","1.1","0.04","0.55",40,1254,125,28,13,21,3,17,41,66,98,36,48,44,0,61,10,1,"13000000.00"
6094,392775,3,9,116,1,26,2,"0.08",6,"0.23",8,"4.0","4.0","0.16","1.1",73,567,57,57,33,34,5,6,22,22,49,19,25,20,1,18,0,0,"25000000.00"
6095,392775,5,6,8,3,135,2,"0.11",3,"0.17",5,"0.8","0.8","0.05","0.29",31,716,68,45,16,31,1,15,34,47,46,30,26,35,0,16,4,0,"31500000.00"
6096,392775,5,6,8,3,135,2,"0.11",3,"0.17",5,"0.8","0.8","0.05","0.29",31,716,68,45,16,31,1,15,34,47,46,30,26,35,0,16,4,0,"31500000.00"
6097,392775,6,7,88,4,11,0,"0.0",2,"0.17",2,"0.3","0.3","0.03","0.52",20,315,22,30,14,7,0,11,22,25,26,7,18,19,0,11,2,0,"20000000.00"
6098,392775,7,1,88,5,10,2,"0.22",0,"0.0",2,"1.6","1.6","0.18","1.99",23,280,22,24,6,11,2,6,12,16,17,6,8,15,1,10,4,0,"18000000.00"
6099,392810,10,5,123,1,28,6,"0.22",3,"0.11",9,"4.8","5.6","0.2","1.9",54,384,27,95,24,97,3,20,49,53,12,22,22,64,0,30,9,0,"2500000.00"
6100,392810,11,4,66,2,23,3,"0.4",1,"0.13",4,"3.2","3.2","0.42","4.08",35,156,21,30,12,29,1,1,5,5,2,3,5,14,0,13,2,1,"3000000.00"
6101,392810,13,3,66,4,17,0,"0.0",0,"0.0",0,"0.8","0.8","0.18","1.98",4,56,5,6,1,11,0,2,5,5,0,1,2,11,0,2,2,0,"1500000.00"
6102,392959,8,2,135,5,28,4,"0.38",1,"0.09",5,"2.1","2.1","0.2","2.37",38,319,51,31,17,32,3,8,12,14,6,3,14,22,0,6,1,0,"2500000.00"
6103,392959,9,4,135,6,14,8,"0.27",4,"0.14",12,"4.8","4.8","0.16","2.2",120,752,120,90,56,69,2,11,20,25,14,14,11,23,0,9,1,0,"4000000.00"
6104,392959,10,5,70,7,10,2,"0.16",1,"0.08",3,"2.1","2.1","0.18","2.38",29,274,43,31,11,31,1,1,7,10,9,6,5,14,0,8,1,0,"18000000.00"
6105,392959,10,5,70,7,10,2,"0.16",1,"0.08",3,"2.1","2.1","0.18","2.38",29,274,43,31,11,31,1,1,7,10,9,6,5,14,0,8,1,0,"18000000.00"
6106,392966,7,7,73,4,56,1,"0.06",2,"0.13",3,"0.5","0.5","0.03","1.02",37,310,31,49,16,27,0,11,19,21,33,7,14,14,0,8,3,0,"550000.00"
6107,392966,7,7,73,4,56,1,"0.06",2,"0.13",3,"0.5","0.5","0.03","1.02",37,310,31,49,16,27,0,11,19,21,33,7,14,14,0,8,3,0,"550000.00"
6108,392966,8,7,91,5,62,1,"0.41",0,"0.0",1,"0.1","0.1","0.05","1.62",8,60,9,11,3,7,1,3,4,10,4,0,4,4,0,5,1,0,"1400000.00"
6109,392966,8,7,91,5,62,1,"0.41",0,"0.0",1,"0.1","0.1","0.05","1.62",8,60,9,11,3,7,1,3,4,10,4,0,4,4,0,5,1,0,"1400000.00"
6110,392966,9,1,122,6,3,1,"0.07",5,"0.36",6,"0.4","0.4","0.03","0.72",41,418,42,31,21,18,0,10,22,21,29,4,13,15,1,11,3,0,"2000000.00"
6111,392966,9,1,122,6,3,1,"0.07",5,"0.36",6,"0.4","0.4","0.03","0.72",41,418,42,31,21,18,0,10,22,21,29,4,13,15,1,11,3,0,"2000000.00"
6112,392966,10,6,23,7,23,2,"0.19",0,"0.0",2,"1.3","1.3","0.12","1.24",22,219,21,25,10,13,1,7,14,14,17,5,2,11,2,4,0,0,"3000000.00"
6113,393238,7,5,103,5,3,10,"0.36",5,"0.18",15,"11.5","11.5","0.42","3.02",80,576,72,100,22,48,1,14,45,33,23,22,18,41,0,12,4,0,"2000000.00"
6114,393238,8,4,103,6,25,3,"0.36",0,"0.0",3,"2.0","2.8","0.33","3.22",20,140,20,23,5,13,0,3,12,9,2,1,9,17,0,6,2,0,"7000000.00"
6115,393238,9,4,103,7,41,5,"0.38",2,"0.15",7,"6.7","7.5","0.57","3.05",23,147,18,24,8,17,0,4,14,12,5,6,10,26,0,17,3,0,"10000000.00"
6116,393323,6,4,45,5,11,1,"0.04",3,"0.11",4,"3.9","3.9","0.15","1.56",95,592,86,43,46,34,8,15,46,45,6,5,43,16,1,8,2,0,"20000000.00"
6117,393323,7,4,44,6,26,2,"0.14",2,"0.14",4,"2.0","2.0","0.14","1.28",53,365,56,37,22,29,5,16,32,32,4,2,26,15,0,13,3,1,"25000000.00"
6118,393323,7,4,44,6,26,2,"0.14",2,"0.14",4,"2.0","2.0","0.14","1.28",53,365,56,37,22,29,5,16,32,32,4,2,26,15,0,13,3,1,"25000000.00"
6119,393325,3,3,111,1,58,2,"0.85",0,"0.0",2,"1.5","1.5","0.63","1.7",4,48,1,5,2,4,0,2,2,2,3,0,2,6,0,3,1,0,"150000.00"
6120,393325,4,3,111,2,14,4,"0.25",2,"0.13",6,"4.2","4.2","0.26","1.91",34,242,21,17,12,12,0,2,12,11,21,14,17,22,0,45,2,0,"4000000.00"
6121,393325,5,5,111,3,143,5,"0.18",2,"0.07",7,"5.5","5.5","0.2","1.58",64,411,45,28,33,20,0,13,27,32,36,17,39,33,0,62,7,0,"6700000.00"
6122,393325,6,5,78,4,21,2,"0.11",1,"0.06",3,"2.5","2.5","0.14","1.37",25,292,12,21,11,14,1,14,39,26,18,11,29,9,2,40,1,0,"9000000.00"
6123,393512,5,1,111,3,3,1,"0.13",0,"0.0",1,"0.6","0.6","0.08","0.51",8,210,9,7,3,4,0,10,18,20,18,12,14,5,0,13,0,0,"2000000.00"
6124,393512,10,1,111,7,28,2,"0.23",0,"0.0",2,"0.7","0.7","0.07","0.34",17,306,16,17,11,6,0,5,11,10,23,8,6,7,0,9,1,0,"2500000.00"
6125,393904,7,1,73,4,34,0,"0.0",0,"0.0",0,"0.2","0.2","0.06","1.08",4,86,7,3,1,5,0,5,14,6,14,4,6,2,0,4,1,0,"200000.00"
6126,394033,15,5,134,7,2,0,"0.0",0,"0.0",0,"1.0","1.0","0.56","4.82",3,25,3,0,2,0,0,1,1,2,0,0,1,1,0,2,1,0,"500000.00"
6127,394285,7,3,53,2,34,0,"0.0",0,"0.0",0,"1.7","1.7","0.17","1.66",20,94,8,21,2,10,0,3,19,12,4,2,8,24,0,14,2,0,"200000.00"
6128,394300,6,2,67,4,25,4,"0.13",3,"0.09",7,"5.9","5.9","0.19","2.11",88,1035,113,79,30,61,5,26,52,46,62,29,44,46,1,26,6,0,"7000000.00"
6129,394300,7,2,67,5,11,7,"0.22",0,"0.0",7,"7.8","7.8","0.24","2.0",79,812,137,73,27,54,6,25,44,63,42,16,27,39,0,23,4,0,"20000000.00"
6130,394300,8,2,54,6,26,6,"0.57",3,"0.28",9,"7.1","7.1","0.67","3.02",26,235,37,27,10,17,2,4,8,10,19,5,9,12,0,14,1,0,"25000000.00"
6131,394300,8,2,54,6,26,6,"0.57",3,"0.28",9,"7.1","7.1","0.67","3.02",26,235,37,27,10,17,2,4,8,10,19,5,9,12,0,14,1,0,"25000000.00"
6132,394300,10,2,54,7,22,3,"0.46",1,"0.15",4,"1.5","1.5","0.23","2.01",7,161,17,12,3,8,4,6,11,8,2,2,4,5,1,6,1,0,"35000000.00"
6133,394327,3,1,49,1,33,1,"0.04",0,"0.0",1,"1.0","1.0","0.04","0.41",31,1219,88,19,7,16,6,32,49,67,95,45,24,25,2,61,6,0,"3500000.00"
6134,394327,4,7,49,2,16,1,"0.04",2,"0.08",3,"0.8","0.8","0.03","0.63",20,1120,87,9,7,13,2,27,57,67,53,34,27,23,1,53,7,1,"15000000.00"
6135,394327,5,2,49,3,43,0,"0.0",2,"0.06",2,"0.8","0.8","0.03","0.59",64,1762,201,41,26,33,0,40,74,88,51,34,36,49,0,63,6,0,"30000000.00"
6136,394327,6,8,49,4,92,1,"0.03",0,"0.0",1,"1.0","1.0","0.03","0.71",53,2193,206,25,24,38,7,26,47,68,44,46,29,40,1,40,5,0,"37000000.00"
6137,394327,7,2,48,5,26,0,"0.0",1,"0.05",1,"0.2","0.2","0.01","0.2",23,798,84,16,7,11,2,27,56,58,24,19,38,34,3,22,4,0,"25000000.00"
6138,394327,8,2,48,6,43,0,"0.0",1,"0.05",1,"0.1","0.1","0.01","0.27",38,922,83,19,20,22,6,24,47,43,16,21,21,35,0,19,7,1,"30000000.00"
6139,394346,2,4,125,1,30,1,"0.14",1,"0.14",2,"0.5","0.5","0.07","1.24",26,250,24,12,11,16,0,0,6,8,0,10,4,2,0,3,0,0,"800000.00"
6140,394346,4,5,58,3,149,1,"0.07",4,"0.3",5,"1.5","1.5","0.11","1.72",50,526,79,43,26,28,4,3,15,18,7,10,6,13,0,3,4,0,"3700000.00"
6141,394346,5,8,58,4,6,0,"0.0",1,"0.15",1,"0.3","0.3","0.04","0.76",28,341,55,22,12,17,2,6,13,12,5,2,2,5,0,6,2,0,"6000000.00"
6142,394694,13,2,36,6,13,0,"0.0",4,"0.14",4,"0.7","0.7","0.03","0.47",47,1080,113,34,12,24,3,38,84,83,43,28,24,42,1,32,9,0,"1000000.00"
