"fact_id","player_id","age_id","position_id","club_id","season_id","market_id","Goals","Goals_per90","Assists","Assists_per90","Goals_Assists","Non_Penalty_xG","xG","xG_per90","Shots_per90","Shot_Creating_Actions","Passes_Completed","Progressive_Passes","Progressive_Carries","Key_Passes","Carries_into_Final_Third","Through_Balls","Dribblers_Tackled","Dribblers_Challenged","Tackles","Clearances","Interceptions","Blocks","Fouls","Errors","Aerials_Won","Yellow_Cards","Red_Cards","Market_Value"
1,532,24,3,111,1,2,5,"0.65",2,"0.26",7,"3.1","3.1","0.4","3.38",23,186,26,7,10,11,6,4,7,10,7,1,14,18,0,36,1,0,"500000.00"
2,3333,17,8,21,1,5,5,"0.25",4,"0.2",9,"1.1","3.4","0.17","1.06",85,1313,164,38,44,43,6,15,41,43,30,18,40,28,0,19,6,1,"12000000.00"
3,3333,18,8,21,2,16,2,"0.19",2,"0.19",4,"0.6","2.2","0.21","0.96",28,682,71,18,10,17,3,6,26,16,17,7,12,11,1,13,4,0,"15000000.00"
4,3333,19,8,21,3,20,0,"0.0",1,"0.08",1,"0.4","0.4","0.03","1.01",27,779,100,21,13,25,1,11,33,26,16,14,30,19,1,24,3,0,"8000000.00"
5,3333,20,8,21,4,23,0,"0.0",1,"0.11",1,"0.4","0.4","0.04","1.06",40,646,73,9,22,9,2,12,29,28,20,17,19,17,0,13,2,0,"3000000.00"
6,3333,21,8,21,5,3,0,"0.0",1,"0.1",1,"0.4","0.4","0.04","0.69",36,563,70,21,13,17,2,15,34,26,15,12,14,16,0,13,2,0,"2000000.00"
7,3333,22,7,25,6,17,0,"0.0",2,"0.23",2,"0.3","0.3","0.03","0.58",24,492,69,11,16,6,4,9,14,20,16,8,9,10,0,6,3,0,"1500000.00"
8,3455,22,3,51,2,33,10,"0.66",5,"0.33",15,"8.3","10.6","0.7","4.16",59,424,63,17,26,21,6,1,13,5,21,5,4,30,0,79,1,0,"3500000.00"
9,3455,23,3,51,3,80,15,"0.9",2,"0.12",17,"11.9","16.2","0.98","4.52",65,380,61,31,20,27,5,3,6,5,27,6,5,33,1,83,2,1,"2800000.00"
10,3455,24,3,51,4,14,8,"0.71",2,"0.18",10,"6.4","7.2","0.64","4.43",47,304,50,13,23,14,3,0,2,0,9,3,2,16,0,44,2,0,"4000000.00"
11,4018,19,2,59,1,13,0,"0.0",1,"0.03",1,"0.9","0.9","0.03","0.83",66,1229,187,50,22,38,3,24,66,62,48,60,27,51,2,28,7,0,"1000000.00"
12,4018,20,2,59,2,30,1,"0.05",0,"0.0",1,"0.5","0.5","0.02","0.74",35,667,77,7,10,15,1,15,43,33,27,58,19,31,0,31,6,0,"800000.00"
13,5017,17,1,111,1,28,0,"0.0",0,"0.0",0,"0.4","0.4","0.01","0.27",36,1669,197,45,12,19,1,22,51,34,140,39,42,34,2,47,7,1,"2500000.00"
14,5017,18,1,111,2,3,0,"0.0",0,"0.0",0,"1.1","1.1","0.05","0.64",22,1355,133,33,5,19,0,11,26,27,85,49,37,31,0,31,5,1,"2000000.00"
15,5303,20,5,82,1,2,3,"1.97",0,"0.0",3,"0.9","0.9","0.59","5.91",6,40,5,4,2,7,1,0,2,0,3,0,0,3,0,6,0,0,"500000.00"
16,5348,24,2,99,2,46,0,"0.0",0,"0.0",0,"0.2","0.2","0.04","1.57",8,213,31,7,2,2,0,7,12,12,3,1,6,4,0,2,1,0,"250000.00"
17,5672,20,2,127,1,2,1,"0.04",1,"0.04",2,"0.8","0.8","0.03","1.03",45,924,150,15,17,11,1,17,44,41,35,37,37,42,0,23,4,0,"500000.00"
18,5928,24,3,125,1,34,4,"0.38",1,"0.09",5,"3.9","5.5","0.52","2.36",29,139,13,12,12,7,1,3,4,4,8,2,8,10,0,25,1,0,"200000.00"
19,5947,20,2,5,1,33,1,"0.07",1,"0.07",2,"1.5","1.5","0.11","0.35",38,811,115,16,16,19,4,3,14,16,33,26,18,12,0,9,3,0,"3500000.00"
20,6636,18,1,57,2,23,0,"0.0",0,"0.0",0,"0.2","0.2","0.03","0.58",11,517,46,8,2,10,0,8,19,14,33,17,8,2,1,19,0,0,"3000000.00"
21,7101,20,2,122,1,44,1,"0.16",0,"0.0",1,"0.2","0.2","0.03","0.98",19,253,49,7,6,8,0,6,9,16,1,3,5,8,2,8,1,0,"300000.00"
22,7663,22,5,80,1,2,6,"0.32",0,"0.0",6,"3.2","3.2","0.17","1.22",84,779,85,85,45,59,0,3,7,10,31,14,13,8,1,14,5,0,"500000.00"
23,7663,23,4,80,2,3,8,"0.35",3,"0.13",11,"3.7","6.0","0.26","1.35",116,919,140,90,61,69,4,4,11,14,22,15,10,11,1,18,4,0,"2000000.00"
24,7663,24,5,80,3,82,2,"0.14",6,"0.42",8,"0.6","0.6","0.04","0.7",54,606,77,46,32,43,1,4,12,9,11,17,8,10,0,13,2,0,"1600000.00"
25,7663,25,5,80,4,17,0,"0.0",1,"0.19",1,"2.0","2.0","0.38","1.91",33,212,28,31,14,20,0,3,8,6,10,3,5,1,0,3,0,0,"1500000.00"
26,7663,26,4,80,5,17,0,"0.0",2,"0.36",2,"0.7","0.7","0.13","1.45",29,258,26,23,21,16,4,1,3,3,5,4,7,1,0,1,2,0,"1500000.00"
27,7971,17,5,39,1,33,8,"0.31",2,"0.08",10,"7.7","10.1","0.39","1.71",74,509,87,77,30,74,9,6,24,21,25,6,23,29,0,38,0,0,"3500000.00"
28,7971,18,5,39,2,23,1,"0.62",0,"0.0",1,"1.1","1.1","0.65","3.08",0,27,7,2,1,2,1,0,2,1,1,0,2,4,0,2,0,0,"3000000.00"
29,8198,18,3,68,1,4,21,"0.7",8,"0.27",29,"17.5","22.2","0.74","5.73",145,915,130,145,47,106,3,1,11,10,32,6,7,19,0,32,3,0,"120000000.00"
30,8198,19,3,68,2,51,31,"0.96",5,"0.15",36,"18.4","28.6","0.88","6.02",148,1052,118,167,51,126,2,4,20,14,21,6,10,25,1,36,3,0,"90000000.00"
31,8198,20,3,68,3,55,29,"0.93",2,"0.06",31,"21.4","27.7","0.89","5.14",122,838,117,154,36,124,3,3,15,6,15,5,11,17,1,21,3,0,"60000000.00"
32,8198,22,3,60,5,43,1,"0.17",0,"0.0",1,"1.9","1.9","0.32","4.29",10,121,12,9,6,6,2,1,2,2,9,1,0,7,0,15,2,0,"30000000.00"
33,8806,17,2,13,2,11,0,"0.0",3,"0.29",3,"0.5","0.5","0.05","0.97",47,636,116,11,23,13,8,6,29,11,3,7,8,11,0,15,1,1,"20000000.00"
34,8806,18,4,13,3,20,2,"0.21",3,"0.31",5,"1.6","3.2","0.33","0.82",59,634,115,10,25,6,2,9,22,20,3,13,11,14,0,7,2,0,"8000000.00"
35,10003,19,1,57,1,23,3,"0.14",0,"0.0",3,"1.8","1.8","0.08","0.65",14,725,43,6,3,6,0,6,7,27,109,32,24,18,1,93,3,2,"3000000.00"
36,10003,20,1,57,2,3,0,"0.0",0,"0.0",0,"0.5","0.5","0.11","0.83",6,218,3,1,0,0,0,0,3,4,19,7,5,4,0,19,0,0,"2000000.00"
37,10503,18,1,104,2,29,1,"0.07",0,"0.0",1,"0.7","1.5","0.11","0.82",15,704,68,13,6,0,0,10,20,20,63,24,22,17,0,38,7,1,"400000.00"
38,11111,12,7,43,1,5,2,"0.07",1,"0.03",3,"2.4","2.4","0.08","0.89",26,985,65,13,6,21,1,19,44,41,149,42,36,32,2,67,15,0,"12000000.00"
39,11111,14,1,43,3,106,0,"0.0",0,"0.0",0,"1.0","1.0","0.13","0.5",4,423,25,19,0,14,0,7,11,12,42,8,7,7,1,22,1,0,"4800000.00"
40,11268,21,2,107,1,46,3,"0.26",0,"0.0",3,"0.7","0.7","0.06","1.02",26,230,51,15,6,8,0,12,38,38,19,13,20,25,0,70,4,0,"250000.00"
41,12249,15,2,87,1,5,3,"0.1",5,"0.17",8,"1.2","2.8","0.09","1.01",136,1823,318,50,53,33,6,20,70,71,28,28,26,57,0,11,17,2,"12000000.00"
42,12249,16,2,87,2,16,3,"0.11",7,"0.25",10,"1.6","3.2","0.11","1.38",132,1959,363,66,59,60,9,21,70,43,5,15,19,31,0,16,10,0,"15000000.00"
43,12282,18,1,129,6,23,1,"0.03",2,"0.06",3,"1.7","1.7","0.05","0.51",48,2304,209,48,17,30,0,29,47,47,113,21,37,19,0,39,6,0,"3000000.00"
44,12282,19,1,129,7,23,0,"0.0",1,"0.08",1,"0.2","0.2","0.01","0.31",21,1123,141,35,6,40,2,12,17,21,38,14,17,8,1,10,2,0,"3000000.00"
45,12384,18,8,78,2,3,1,"0.04",1,"0.04",2,"0.8","0.8","0.03","0.89",24,1142,54,19,5,17,1,11,39,23,72,43,20,21,1,35,5,0,"2000000.00"
46,12563,20,5,27,1,2,4,"0.32",2,"0.16",6,"3.2","3.2","0.26","2.17",53,272,51,34,21,31,8,2,8,14,3,1,7,16,0,9,6,0,"500000.00"
47,12563,21,5,27,2,29,9,"0.48",1,"0.05",10,"5.4","5.4","0.29","1.98",72,441,80,44,22,30,1,3,25,12,5,0,4,17,1,15,6,1,"400000.00"
48,12563,22,5,27,3,107,7,"0.45",3,"0.19",10,"3.4","4.2","0.27","1.22",34,337,44,23,14,16,0,4,10,9,7,2,6,12,1,16,5,0,"325000.00"
49,12563,23,5,27,4,2,0,"0.0",1,"0.11",1,"0.5","0.5","0.06","0.64",20,167,25,9,10,10,4,0,9,2,0,2,3,5,0,6,1,0,"500000.00"
50,13507,18,1,22,1,41,0,"0.0",0,"0.0",0,"0.1","0.1","0.02","0.48",10,208,17,6,4,6,0,4,6,8,8,2,2,2,0,2,0,0,"10000000.00"
51,13572,21,10,85,2,23,0,"0.0",0,"0.0",0,"0.1","0.1","0.0","0.03",4,552,0,0,1,0,0,1,3,1,16,0,1,2,2,9,1,0,"3000000.00"
52,13573,18,1,100,1,28,0,"0.0",2,"0.15",2,"0.1","0.1","0.01","0.22",26,590,69,18,10,14,0,12,24,25,73,19,15,11,1,47,1,0,"2500000.00"
53,14086,18,1,60,1,9,2,"0.07",2,"0.07",4,"0.5","0.5","0.02","0.42",77,1369,155,71,39,35,2,20,39,52,74,55,36,37,0,20,9,1,"5000000.00"
54,14086,20,1,54,3,108,1,"0.06",4,"0.25",5,"1.2","1.3","0.08","0.95",44,542,42,31,29,16,0,3,13,15,31,6,13,13,0,3,4,0,"3200000.00"
55,14086,21,6,48,4,13,0,"0.0",2,"0.14",2,"0.4","0.4","0.03","0.72",31,492,45,27,13,16,0,11,16,18,25,13,10,16,1,6,2,0,"1000000.00"
56,14086,22,1,48,5,13,1,"0.04",0,"0.0",1,"0.5","0.5","0.02","0.66",40,897,107,29,14,20,2,37,50,50,65,21,25,24,0,13,7,0,"1000000.00"
57,14086,23,7,22,6,27,0,"0.0",0,"0.0",0,"0.6","0.6","0.02","0.51",58,723,82,40,21,24,2,30,54,53,50,22,24,33,3,19,7,1,"600000.00"
58,14086,24,1,22,7,2,1,"0.07",3,"0.23",4,"0.2","0.2","0.02","0.37",30,469,73,15,16,20,2,26,41,43,43,18,6,17,0,5,5,1,"500000.00"
59,14221,16,2,56,1,9,1,"0.07",1,"0.07",2,"0.8","0.8","0.06","0.3",20,227,18,21,7,5,1,6,14,26,18,10,24,12,0,1,1,0,"5000000.00"
60,14221,19,4,56,4,79,2,"0.12",0,"0.0",2,"1.1","1.1","0.06","0.7",33,252,19,38,9,10,0,10,34,33,14,9,26,19,0,7,2,0,"1100000.00"
61,14533,16,2,121,1,23,0,"0.0",1,"0.04",1,"0.3","0.3","0.01","0.52",70,924,117,13,41,14,1,34,60,63,54,41,21,46,0,33,7,0,"3000000.00"
62,14942,21,1,23,1,13,0,"0.0",3,"0.13",3,"0.5","0.5","0.02","0.43",79,1234,130,44,45,33,2,9,14,24,66,18,24,23,0,29,5,1,"1000000.00"
63,15773,18,1,56,1,17,0,"0.0",0,"0.0",0,"0.3","0.3","0.02","0.65",20,526,68,19,7,21,0,12,21,32,68,31,25,22,1,32,9,0,"1500000.00"
64,15773,19,1,56,2,17,0,"0.0",1,"0.05",1,"0.3","0.3","0.02","0.52",22,604,70,23,10,20,3,24,37,49,73,30,24,35,0,36,6,0,"1500000.00"
65,15799,18,4,43,1,9,4,"0.14",10,"0.34",14,"2.1","4.4","0.15","0.95",136,1415,255,69,71,50,8,24,69,69,17,28,35,22,1,9,2,0,"5000000.00"
66,15799,19,2,43,2,14,11,"0.4",9,"0.33",20,"2.4","8.7","0.32","1.51",148,1407,232,55,71,57,8,20,57,48,16,19,23,29,2,11,3,0,"4000000.00"
67,15951,20,8,90,1,6,1,"0.06",7,"0.39",8,"1.8","1.8","0.1","1.5",60,1316,163,41,33,47,21,13,38,42,11,8,18,43,0,11,4,0,"6000000.00"
68,15951,23,1,24,4,63,1,"0.08",3,"0.25",4,"0.3","0.3","0.02","0.41",34,915,72,33,22,35,6,14,26,30,10,11,10,27,2,9,2,1,"1300000.00"
69,15956,17,6,87,1,6,1,"0.03",5,"0.17",6,"1.5","1.5","0.05","1.06",87,1366,184,170,41,96,3,16,24,28,62,29,23,12,0,15,8,0,"6000000.00"
70,15956,18,1,87,2,14,0,"0.0",7,"0.19",7,"0.3","0.3","0.01","0.29",111,2041,244,203,62,113,4,15,32,27,70,31,20,18,0,15,4,0,"4000000.00"
71,15956,19,1,87,3,108,0,"0.0",6,"0.19",6,"1.1","1.1","0.04","0.48",102,1668,152,108,64,66,1,15,22,27,62,37,10,10,1,20,4,0,"3200000.00"
72,15956,20,1,87,4,23,0,"0.0",3,"0.15",3,"0.4","0.4","0.02","0.5",62,1095,117,58,35,28,0,9,17,18,26,17,15,5,1,13,4,0,"3000000.00"
73,15956,21,6,87,5,23,0,"0.0",0,"0.0",0,"0.3","0.3","0.01","0.45",60,1000,99,46,26,33,2,11,22,19,52,22,18,7,1,15,5,0,"3000000.00"
74,15956,22,1,87,6,23,0,"0.0",2,"0.09",2,"0.1","0.1","0.01","0.31",49,922,103,54,22,39,1,22,40,37,48,22,15,12,0,10,6,1,"3000000.00"
75,15956,24,5,87,7,28,1,"0.21",0,"0.0",1,"0.5","0.5","0.11","0.64",15,203,23,13,10,7,0,0,3,5,6,4,1,1,0,5,0,0,"2500000.00"
76,16136,19,1,75,1,3,1,"0.03",1,"0.03",2,"1.8","1.8","0.05","0.59",21,2198,81,10,6,5,1,24,41,54,156,38,56,44,2,75,11,0,"2000000.00"
77,16136,20,1,75,2,17,1,"0.05",0,"0.0",1,"1.7","1.7","0.08","0.86",22,1492,89,8,7,2,5,17,25,34,79,26,27,17,0,51,7,0,"1500000.00"
78,16136,21,1,75,3,30,2,"0.23",1,"0.12",3,"0.9","0.9","0.1","0.81",8,628,27,3,2,2,0,3,7,10,20,10,6,6,0,21,2,0,"800000.00"
79,16136,22,1,75,4,13,0,"0.0",0,"0.0",0,"0.5","0.5","0.01","0.38",27,2175,131,13,6,10,0,23,33,42,96,49,43,26,1,50,7,3,"1000000.00"
80,16136,23,1,75,5,30,1,"0.03",2,"0.05",3,"1.5","1.5","0.04","0.63",34,2376,160,12,12,11,4,36,59,70,125,47,52,38,2,74,6,0,"800000.00"
81,16136,24,1,75,6,27,1,"0.03",1,"0.03",2,"0.9","0.9","0.03","0.47",51,2540,185,13,13,20,4,38,52,62,77,37,43,42,2,55,5,1,"600000.00"
82,16306,11,2,19,1,7,3,"0.12",0,"0.0",3,"2.6","2.6","0.1","1.56",54,1431,111,15,14,32,1,38,94,86,56,41,52,47,3,83,7,1,"40000000.00"
83,16306,12,2,19,2,55,4,"0.12",3,"0.09",7,"4.2","4.2","0.12","1.31",68,1817,201,16,13,40,7,39,99,96,72,68,53,87,0,100,12,0,"60000000.00"
84,16306,13,2,19,3,15,6,"0.19",4,"0.12",10,"6.2","6.2","0.19","1.43",55,1630,135,20,25,28,1,33,73,84,62,70,50,55,0,97,11,1,"80000000.00"
85,16306,14,2,19,4,31,1,"0.04",3,"0.11",4,"2.5","2.5","0.09","1.44",65,1695,162,23,26,23,9,30,67,79,65,38,65,54,3,101,11,0,"70000000.00"
86,16306,16,8,60,6,7,1,"0.05",2,"0.09",3,"3.5","3.5","0.16","1.77",41,1165,112,12,16,22,4,51,106,83,71,18,74,30,1,42,7,0,"40000000.00"
87,16306,17,2,60,7,11,1,"0.12",0,"0.0",1,"1.0","1.0","0.11","1.81",36,393,40,3,14,7,5,17,35,35,27,7,20,9,3,16,1,0,"20000000.00"
88,16311,15,3,107,1,17,7,"0.34",4,"0.2",11,"7.7","8.5","0.42","2.85",54,296,53,15,28,8,5,2,13,14,20,4,16,22,0,52,3,0,"1500000.00"
89,16311,16,3,107,2,17,15,"0.55",0,"0.0",15,"7.7","10.8","0.4","2.53",63,434,58,13,22,14,3,3,18,11,33,2,12,24,0,48,4,0,"1500000.00"
90,16631,16,1,51,1,23,0,"0.0",0,"0.0",0,"0.1","0.1","0.01","0.07",23,763,88,27,7,13,0,14,22,34,50,18,19,13,0,13,4,0,"3000000.00"
91,16831,17,1,44,2,27,0,"0.0",0,"0.0",0,"0.2","0.2","0.04","0.84",8,180,16,8,2,5,0,3,13,6,12,9,8,9,0,8,0,0,"600000.00"
92,16873,21,1,11,3,44,1,"0.05",1,"0.05",2,"0.4","0.4","0.02","0.24",13,1125,83,20,5,18,0,19,28,34,55,35,23,24,1,35,9,1,"300000.00"
93,16922,16,3,67,1,38,4,"0.38",1,"0.1",5,"2.3","3.8","0.37","2.59",29,249,24,7,16,4,2,1,4,5,13,3,7,25,0,20,1,0,"6500000.00"
94,16922,17,3,70,2,25,1,"0.15",0,"0.0",1,"1.3","1.3","0.19","2.7",21,152,19,3,7,5,0,2,8,3,7,1,3,12,0,20,2,0,"7000000.00"
95,16922,19,4,39,4,28,0,"0.0",0,"0.0",0,"0.3","0.3","0.03","1.29",19,256,35,0,7,4,2,3,9,6,11,6,7,21,0,26,8,0,"2500000.00"
96,18644,19,3,17,3,82,8,"0.33",4,"0.16",12,"5.7","5.7","0.23","1.97",46,322,44,18,20,13,5,5,11,11,19,3,7,21,0,126,5,1,"1600000.00"
97,18644,20,3,17,4,74,7,"0.29",2,"0.08",9,"4.9","7.3","0.3","2.67",47,321,50,20,22,13,4,3,6,5,23,2,11,16,0,114,3,0,"1200000.00"
98,18644,21,3,17,5,17,1,"0.12",2,"0.24",3,"1.8","1.8","0.21","2.62",21,106,17,4,10,5,3,2,2,5,8,0,4,5,0,31,0,0,"1500000.00"
99,18900,16,5,12,1,20,7,"0.31",2,"0.09",9,"4.6","7.0","0.31","2.26",104,749,112,121,36,104,9,7,16,15,0,4,9,18,0,5,1,0,"8000000.00"
100,18900,18,4,10,3,9,2,"0.11",4,"0.21",6,"2.3","2.3","0.12","1.74",81,719,87,81,31,72,4,2,9,11,0,2,3,20,0,4,2,0,"5000000.00"
101,18900,19,5,31,4,9,0,"0.0",1,"0.29",1,"0.3","0.3","0.07","0.86",13,132,14,12,6,13,1,2,4,4,1,0,3,7,0,0,1,0,"5000000.00"
102,18909,17,3,10,1,28,7,"0.25",3,"0.11",10,"6.2","7.0","0.25","1.84",61,511,72,26,35,26,5,4,24,14,29,4,14,37,0,49,1,0,"2500000.00"
103,18909,18,3,10,2,28,7,"0.41",1,"0.06",8,"4.5","5.2","0.31","1.59",32,258,15,9,18,5,1,3,13,12,12,6,8,9,0,33,1,0,"2500000.00"
104,18909,19,3,10,3,82,1,"0.16",2,"0.32",3,"1.0","1.8","0.28","1.89",5,124,7,3,2,3,1,1,1,7,3,1,2,14,0,30,2,0,"1600000.00"
105,18909,20,5,10,4,79,2,"0.8",1,"0.4",3,"0.7","2.2","0.89","3.19",18,64,7,2,11,4,0,0,2,2,2,1,0,5,0,6,1,0,"1100000.00"
106,18918,16,2,39,1,14,0,"0.0",1,"0.09",1,"0.5","0.5","0.04","0.45",20,494,57,14,8,18,1,5,22,26,14,20,10,15,0,12,3,0,"4000000.00"
107,18922,15,3,19,1,8,21,"0.64",6,"0.18",27,"15.3","17.7","0.54","3.08",117,985,135,110,48,67,6,2,17,24,25,8,16,23,0,43,1,0,"50000000.00"
108,18922,16,3,19,2,7,21,"0.6",8,"0.23",29,"16.3","20.3","0.58","3.41",121,1108,173,110,59,55,9,2,16,18,30,7,16,21,1,29,0,0,"40000000.00"
109,18922,17,3,19,3,50,23,"0.72",9,"0.28",32,"17.7","18.5","0.58","3.79",98,1029,114,107,38,66,4,5,15,8,24,8,9,17,0,26,2,0,"32000000.00"
110,18922,18,3,19,4,26,27,"0.94",12,"0.42",39,"15.1","23.7","0.83","4.06",128,1043,177,88,62,66,6,2,9,11,13,4,10,13,0,18,0,0,"25000000.00"
111,18922,19,3,19,5,43,19,"0.84",3,"0.13",22,"14.9","21.5","0.95","4.37",102,924,138,72,48,43,9,2,11,9,5,2,11,10,0,14,1,0,"30000000.00"
112,18934,16,2,66,1,33,3,"0.17",0,"0.0",3,"0.8","3.9","0.22","0.9",53,962,125,16,32,16,0,19,62,42,24,23,13,13,0,12,2,1,"3500000.00"
113,18934,17,2,66,2,28,2,"0.1",2,"0.1",4,"1.7","1.7","0.08","1.44",84,1083,157,31,50,16,0,14,47,33,20,12,17,25,1,25,0,0,"2500000.00"
114,18934,18,2,66,3,82,3,"0.1",3,"0.1",6,"0.9","3.3","0.11","0.7",81,1700,265,22,43,19,2,30,90,54,39,38,31,17,0,21,3,0,"1600000.00"
115,18934,19,2,66,4,13,7,"0.29",2,"0.08",9,"0.9","5.7","0.23","0.49",52,1165,165,8,28,22,1,31,68,58,29,36,38,25,0,26,6,0,"1000000.00"
116,18944,16,1,24,1,7,4,"0.11",2,"0.06",6,"3.3","3.3","0.09","0.51",23,2196,127,32,6,28,0,24,37,42,154,36,41,24,5,116,6,0,"40000000.00"
117,18944,17,1,24,2,22,1,"0.03",0,"0.0",1,"2.4","2.4","0.07","0.41",13,2470,169,29,5,25,1,16,26,32,157,36,39,32,0,127,15,0,"35000000.00"
118,18944,18,1,24,3,11,0,"0.0",0,"0.0",0,"0.8","0.8","0.05","0.55",5,1170,67,9,2,8,0,9,12,16,46,26,9,13,0,61,4,0,"20000000.00"
119,18944,19,1,24,4,5,1,"0.04",0,"0.0",1,"1.6","1.6","0.07","0.82",24,1514,132,25,5,8,2,11,14,22,86,34,19,30,1,80,10,1,"12000000.00"
120,19112,17,4,32,1,3,0,"0.0",5,"0.22",5,"2.5","2.5","0.11","1.29",50,715,134,33,17,31,4,16,50,61,41,31,30,29,1,36,3,0,"2000000.00"
121,19112,18,2,44,2,17,3,"0.11",2,"0.07",5,"2.4","2.4","0.09","1.29",68,743,109,23,27,27,2,22,73,53,50,54,46,31,0,33,4,0,"1500000.00"
122,19305,17,1,65,1,28,1,"0.03",1,"0.03",2,"0.5","0.5","0.02","0.26",53,1478,151,50,28,35,0,31,53,45,90,19,37,25,0,25,2,0,"2500000.00"
123,19305,18,1,65,2,3,2,"0.11",2,"0.11",4,"1.2","1.2","0.06","0.48",33,795,62,18,22,14,0,12,31,26,45,20,27,14,0,15,3,0,"2000000.00"
124,19305,19,1,65,3,74,1,"0.07",1,"0.07",2,"1.0","1.0","0.07","0.5",18,548,47,6,8,9,0,4,12,12,23,14,18,18,0,14,3,0,"1200000.00"
125,19354,16,2,32,1,17,0,"0.0",0,"0.0",0,"0.5","0.5","0.04","0.88",26,474,38,12,15,6,0,6,15,15,19,9,8,9,0,11,1,0,"1500000.00"
126,19447,19,5,69,2,30,4,"1.17",0,"0.0",4,"1.7","4.0","1.18","2.93",6,49,6,2,4,1,0,0,4,1,4,1,2,7,0,8,0,0,"800000.00"
127,19819,18,3,65,1,14,2,"0.33",1,"0.17",3,"2.1","2.1","0.35","1.82",26,178,24,16,16,15,0,2,7,8,0,1,5,9,0,3,0,0,"4000000.00"
128,19819,19,4,65,2,28,0,"0.0",0,"0.0",0,"1.1","1.1","1.55","11.25",10,36,4,1,4,3,0,0,2,0,0,0,2,1,0,0,0,0,"2500000.00"
129,20005,15,4,91,1,10,7,"0.22",11,"0.34",18,"8.4","8.4","0.26","3.26",225,1492,238,239,109,186,16,6,30,19,4,16,21,26,0,9,5,0,"18000000.00"
130,20005,16,4,91,2,37,7,"0.22",16,"0.51",23,"7.8","7.8","0.25","3.01",199,1566,276,241,101,192,15,13,45,27,6,17,24,19,1,4,2,0,"16000000.00"
131,20005,17,4,91,3,47,4,"0.54",2,"0.27",6,"2.5","2.5","0.34","3.92",37,354,70,32,19,23,1,2,8,3,1,1,8,10,0,0,0,0,"13000000.00"
132,20005,18,5,87,4,21,5,"0.25",1,"0.05",6,"2.0","2.0","0.1","1.72",59,832,105,91,23,88,3,9,35,19,12,7,15,21,2,10,4,0,"9000000.00"
133,20005,19,5,87,5,6,1,"0.08",1,"0.08",2,"1.4","1.4","0.12","1.86",46,450,82,34,14,36,2,2,10,6,5,4,8,6,0,3,4,0,"6000000.00"
134,20007,18,1,64,1,9,0,"0.0",1,"0.04",1,"0.2","0.2","0.01","0.3",22,852,103,31,7,15,0,17,44,47,96,48,39,17,3,47,4,0,"5000000.00"
135,20081,16,2,7,1,17,1,"0.04",0,"0.0",1,"0.8","0.8","0.03","0.16",13,704,72,3,4,5,0,23,65,74,16,53,45,56,0,34,10,1,"1500000.00"
136,20463,8,5,103,1,28,0,"0.0",0,"0.0",0,"1.5","1.5","0.21","2.0",15,144,12,17,8,8,0,2,8,9,5,2,8,8,0,13,1,0,"2500000.00"
137,20463,10,5,84,3,3,1,"0.16",1,"0.16",2,"1.7","1.7","0.26","3.26",27,124,9,9,8,6,0,0,5,4,2,2,4,14,0,5,3,0,"2000000.00"
138,20463,11,5,84,4,82,1,"0.35",0,"0.0",1,"1.0","1.0","0.35","2.47",8,85,11,4,2,3,0,3,6,9,0,1,5,7,0,3,2,0,"1600000.00"
139,20506,16,8,80,1,9,0,"0.0",4,"0.15",4,"1.4","1.4","0.06","1.0",71,1453,151,57,31,59,7,11,47,24,28,28,27,44,1,15,8,0,"5000000.00"
140,20506,17,2,80,2,9,0,"0.0",3,"0.13",3,"1.0","1.0","0.04","0.53",57,887,113,29,26,33,1,15,41,30,22,18,15,36,1,13,9,0,"5000000.00"
141,20506,18,2,80,3,108,1,"0.07",0,"0.0",1,"0.3","0.3","0.02","0.75",26,654,88,26,8,26,1,10,25,25,19,18,13,21,0,23,4,0,"3200000.00"
142,20506,19,2,80,4,40,0,"0.0",1,"0.06",1,"0.9","0.9","0.06","0.97",33,798,95,13,10,10,1,13,34,30,29,21,18,24,1,12,4,0,"1800000.00"
143,20506,20,2,80,5,17,1,"0.07",1,"0.07",2,"0.3","0.3","0.02","0.52",32,739,72,14,12,16,3,18,43,41,29,23,14,16,0,17,7,0,"1500000.00"
144,20778,18,2,107,2,29,0,"0.0",0,"0.0",0,"0.8","0.8","0.04","0.4",25,574,74,4,8,7,0,14,46,42,39,25,34,32,0,33,10,0,"400000.00"
145,21725,17,1,79,1,10,2,"0.09",2,"0.09",4,"0.8","0.8","0.04","0.44",30,1254,110,71,15,62,0,32,58,66,47,44,18,26,0,18,4,0,"18000000.00"
146,21763,19,1,67,1,30,1,"0.07",0,"0.0",1,"0.5","0.5","0.03","0.13",5,711,47,10,0,7,0,13,16,23,70,23,8,9,0,30,5,0,"800000.00"
147,21905,18,2,38,1,13,1,"0.07",0,"0.0",1,"0.8","0.8","0.06","0.6",16,386,19,4,6,1,0,18,44,65,26,18,29,46,0,24,6,0,"1000000.00"
148,21905,19,2,27,2,13,0,"0.0",0,"0.0",0,"0.2","0.2","0.02","0.41",14,365,38,5,0,6,0,8,32,34,16,9,25,36,0,12,4,1,"1000000.00"
149,21905,20,2,27,3,27,0,"0.0",0,"0.0",0,"0.5","0.5","0.05","0.4",7,162,23,5,2,4,0,9,26,21,13,9,13,28,0,12,3,1,"600000.00"
