player_id,Name,Height,Foot,Country_of_Birth,City_of_Birth,Continent_of_Birth
234803,Andrew Robertson,178.0,left,Scotland,Glasgow,Europe
235412,Jawad El Yamiq,193.0,right,Morocco,Khouribga,Africa
235568,João Pedro,177.0,right,Portugal,Vermil,Europe
235931,Alessandro Deiola,190.0,right,Italy,San Gavino Monreale,Europe
236041,Alexis Blin,186.0,right,France,Le Mans,Europe
236045,Denis Bouanga,180.0,right,France,Le Mans,Europe
236490,Ola Aina,184.0,right,England,London,Europe
236953,Sam Byram,183.0,right,England,Thurrock,Europe
236981,Timo Hübers,190.0,right,Germany,Hildesheim,Europe
237164,Ihlas Bebou,185.0,right,Togo,Aledjo Kadara,Africa
237499,Aleksandar Sedlar,180.0,right,Jugoslawien (SFR),Novi Sad,
237617,Cristian Herrera,182.0,both,Spain,Las Palmas de Gran Canaria,Europe
237662,Breel Embolo,187.0,right,Cameroon,Yaound,Africa
237666,Silvan Hefti,183.0,right,Switzerland,Rorschach,Europe
238407,Alexander Sørloth,195.0,left,Norway,Trondheim,Europe
238626,Laurent Abergel,170.0,right,France,Marseille,Europe
238639,Steve Mounié,189.0,right,Benin,Parakou,Africa
238654,Jaime Báez,178.0,right,Uruguay,Montevideo,South America
238716,Théo Pellenard,182.0,left,Unknown,Lille,
238752,Keita Baldé,178.0,both,Spain,Arbcies,Europe
238868,Rubén Peña,170.0,right,Spain,vila,Europe
238977,Gabriele Moncini,183.0,right,Italy,Pistoia,Europe
238981,Vittorio Parigini,180.0,right,Italy,Moncalieri,Europe
239099,Pietro Ceccaroni,188.0,left,Italy,Sarzana,Europe
239962,Denis Vavro,189.0,right,Slovakia,Partiznske,Europe
240158,Francesco Vicari,190.0,right,Italy,Roma,Europe
240219,Lorenzo Venuti,179.0,right,Italy,Montevarchi,Europe
240274,Anderson Lucoqui,180.0,left,Germany,Zweibrcken,Europe
240306,Bruno Fernandes,179.0,right,Portugal,Maia,Europe
240360,Esteban Saveljich,187.0,right,Argentina,Tandil,South America
240897,Arturo Calabresi,186.0,right,Unknown,Roma,
240934,Filippo Bandinelli,180.0,left,Italy,Firenze,Europe
241076,Emmanuel Gyasi,181.0,right,Italy,Palermo,Europe
241229,Jordan Amavi,176.0,left,France,Toulon,Europe
241307,Finn Porath,180.0,right,Germany,Eutin,Europe
241527,Federico Bonazzoli,185.0,left,Italy,Manerbio,Europe
241641,Bernardo Silva,173.0,left,Portugal,Lisboa,Europe
241889,Antonio Barreca,180.0,left,Italy,Torino,Europe
242086,Patrik Schick,191.0,left,Czech Republic,Praha,Europe
242497,Pere Pons,177.0,right,Spain,Sant Mart Vell,Europe
242606,Josh Cullen,175.0,right,England,Westcliff-on-Sea,Europe
242631,Alex Iwobi,183.0,right,Nigeria,Lagos,Africa
242940,Edoardo Goldaniga,193.0,right,Italy,Milano,Europe
243028,Jan Bednarek,189.0,right,Poland,Supca,Europe
243541,Deyverson,187.0,left,Brazil,Santa Margarida,South America
243589,Josh Onomah,185.0,right,England,London,Europe
243606,Anastasios Donis,178.0,right,England,Blackburn,Europe
243714,Kingsley Coman,181.0,right,France,Paris,Europe
243737,Roli Pereira de Sa,178.0,right,France,Mantes-la-Jolie,Europe
243760,Álex Muñoz,187.0,left,Spain,Sant Joan d'Alacant,Europe
243856,Cedric Itten,189.0,right,Switzerland,Basel,Europe
243879,Charles Pickel,187.0,right,Switzerland,Solothurn,Europe
244338,Pelly Ruddock Mpanzu,175.0,right,England,London,Europe
244940,Salih Özcan,183.0,right,Germany,Kln,Europe
245056,Saša Lukić,182.0,right,Yugoslavia (Republic),abac,
245078,Nemanja Radonjić,185.0,both,Yugoslavia (Republic),Ni,
245537,Nabil Bentaleb,187.0,left,France,Lille,Europe
245744,Takuma Asano,173.0,right,Japan,"Komono, Mie",Asia
246277,Burgui,186.0,right,Spain,Burguillos del Cerro,Europe
246291,Diego Llorente,186.0,right,Spain,Madrid,Europe
246963,Carlton Morris,185.0,right,England,Cambridge,Europe
246968,Ayoze Pérez,178.0,right,Spain,Santa Cruz de Tenerife,Europe
247250,Rubén Alcaraz,180.0,right,Spain,Barcelona,Europe
247377,Kevin Bonifazi,187.0,right,Italy,Rieti,Europe
247459,Chadrac Akolo,172.0,right,Zaire,Kinshasa,
247555,Edimilson Fernandes,187.0,right,Switzerland,Sion,Europe
247652,Shon Weissman,174.0,right,Israel,Haifa,Asia
248732,Paweł Dawidowicz,189.0,both,Poland,Olsztyn,Europe
248999,Lucas Höler,184.0,right,Germany,Achim,Europe
249089,Lewis Cook,175.0,right,England,York,Europe
249126,Harry Winks,178.0,right,England,Hemel Hempstead,Europe
249157,Fredrik Jensen,183.0,right,Finland,Porvoo,Europe
249356,Jack Stacey,180.0,right,England,Ascot,Europe
249513,Diego Rico,183.0,left,Spain,Burgos,Europe
249565,Youri Tielemans,177.0,right,Belgium,Sint-Pieters-Leeuw,Europe
249636,Gautier Lloris,191.0,left,France,Nice,Europe
249730,Guillermo Maripán,193.0,right,Chile,Vitacura,South America
250013,Angelo Fulgini,182.0,right,Cote d'Ivoire,Abidjan,
250153,Pasquale Mazzocchi,183.0,right,Italy,Napoli,Europe
250426,Adam Armstrong,173.0,right,England,West Denton,Europe
250779,Brendan Chardonnet,181.0,right,France,Saint-Renan,Europe
250845,José María Giménez,185.0,right,Uruguay,Toledo,South America
251075,Zeki Çelik,180.0,right,Trkiye,Bursa,
251106,Enes Ünal,187.0,right,Trkiye,Bursa,
251302,Niklas Dorsch,178.0,right,Germany,Lichtenfels,Europe
251303,Johannes Eggestein,183.0,right,Germany,Hannover,Europe
251309,Dennis Geiger,173.0,right,Germany,Mosbach,Europe
251664,Ivan Toney,185.0,right,England,Northampton,Europe
251845,Sergi Canós,177.0,right,Spain,Nules,Europe
251876,Pablo Maffeo,172.0,right,Spain,Sant Joan Desp,Europe
251878,Aarón Martín,178.0,left,Spain,Montmel,Europe
251897,Asier Villalibre,182.0,left,Spain,Gernika,Europe
251912,Semi Ajayi,193.0,right,England,London,Europe
252345,Ken Sema,180.0,left,Sweden,Norrkping,Europe
252667,Fali,186.0,right,Spain,Valencia,Europe
252677,José Luis Morales,180.0,right,Spain,Madrid,Europe
253677,Tyrone Mings,196.0,left,England,Bath,Europe
253839,Álvaro Medrán,177.0,right,Spain,Dos Torres (Crdoba),Europe
254934,Jamilu Collins,183.0,left,Nigeria,Kaduna,Africa
255220,Romain Philippoteaux,170.0,Unknown,France,Apt,Europe
255284,Álex Granell,181.0,left,Spain,Girona,Europe
255488,Yeray Álvarez,182.0,right,Spain,Barakaldo,Europe
255501,Iñigo Lekue,180.0,right,Spain,Bilbao,Europe
255508,Iñaki Williams,186.0,right,Spain,Bilbao,Europe
255653,Santi Mina,181.0,right,Spain,Vigo,Europe
255729,Awer Mabil,178.0,right,Kenya,Kakuma,Africa
255731,Wes Burns,173.0,right,Wales,Cardiff,Europe
255755,Alex Telles,181.0,left,Unknown,Caxias do Sul,
255838,Patrick Ciurria,178.0,both,Italy,Sassuolo,Europe
255942,Nicolò Barella,175.0,right,Italy,Cagliari,Europe
256120,Wilfrid Kaptoum,174.0,right,Cameroon,Douala,Africa
256178,Joe Gomez,188.0,right,England,London,Europe
256361,Daniele Verde,168.0,left,Italy,Napoli,Europe
256429,Sergi Guardiola,185.0,left,Spain,Manacor,Europe
256448,Gianluca Mancini,190.0,right,Italy,Pontedera,Europe
256678,Filippo Romagna,186.0,right,Italy,Fano,Europe
256866,Carlos Salcedo,188.0,right,Mexico,Guadalajara,North America
257062,Álvaro García,167.0,both,Spain,Utrera,Europe
257097,Ben Davies,185.0,left,England,Barrow-in-Furness,Europe
257376,Domingos Duarte,192.0,right,Portugal,Cascais,Europe
257455,João Palhinha,190.0,right,Portugal,Lisboa,Europe
257462,Luka Jović,182.0,right,Yugoslavia (Republic),Loznica,
257751,Simone Bastoni,181.0,left,Italy,La Spezia,Europe
258004,Rúben Dias,187.0,right,Portugal,Amadora,Europe
258039,Aurélio Buta,172.0,right,Angola,Miconge,Africa
258254,Jemerson,184.0,right,Brazil,Jeremoabo,South America
258878,Tosin Adarabioyo,197.0,right,England,London,Europe
258883,Jonjoe Kenny,176.0,right,England,Liverpool,Europe
258889,Dominic Solanke,186.0,right,England,Basingstoke,Europe
258987,Carl Starfelt,187.0,right,Sweden,Stockholm,Europe
259461,Paulinho,178.0,right,Brazil,So Paulo,South America
259930,Gabriel Fernández,188.0,right,Uruguay,Montevideo,South America
260655,Eduard Löwen,188.0,right,Germany,Idar-Oberstein,Europe
260827,Joachim Andersen,192.0,right,Denmark,Frederiksberg,Europe
261504,Aleix García,173.0,right,Spain,Ulldecona,Europe
261905,Suat Serdar,184.0,right,Germany,Bingen,Europe
262226,Timothy Castagne,185.0,right,Belgium,Arlon,Europe
262365,Antonio Puertas,183.0,right,Spain,Benahadux,Europe
262523,Davide Calabria,176.0,right,Italy,Brescia,Europe
262608,Adama Traoré,178.0,left,Mali,Bamako,Africa
262939,Johan Mojica,185.0,left,Colombia,Santiago de Cali,South America
262980,Jefferson Lerma,179.0,right,Colombia,Cerrito,South America
263183,Roger Assalé,167.0,right,Cote d'Ivoire,Abengourou,
263236,Kevin Danso,190.0,right,Austria,Voitsberg,Europe
263727,Joan Jordán,185.0,right,Spain,Regencs,Europe
263856,Víctor Camarasa,183.0,right,Spain,Meliana,Europe
263918,Aleksandr Golovin,178.0,right,Russia,"Kaltan, Kemerovo Oblast",Europe
263951,Hamza Sakhi,176.0,right,Morocco,Rabat,Africa
264116,Gastón Pereiro,188.0,left,Uruguay,Montevideo,South America
264956,Jean-Kévin Augustin,179.0,right,France,Paris,Europe
265078,Patrick Cutrone,183.0,right,Italy,Como,Europe
266302,Sergej Milinković-Savić,191.0,right,Unknown,Lleida,
266359,Benjamin Bourigeaud,178.0,right,France,Calais,Europe
266795,Gonzalo Escalante,182.0,right,Argentina,Bella Vista,South America
266807,Ángel Correa,171.0,right,Argentina,Rosario,South America
267147,Cyrille Bayala,181.0,right,Burkina Faso,Ouagadougou,Africa
268176,Sergi Palencia,172.0,right,Spain,Badalona,Europe
268178,Arkadiusz Reca,187.0,left,Unknown,Chojnice,
268429,Sandi Lovrić,180.0,right,Austria,Lienz,Europe
268670,Gerard Gumbau,188.0,left,Spain,Campllong,Europe
270051,Andrei Girotto,186.0,right,Brazil,Bento Gonalves,South America
270171,Vitaly Janelt,184.0,left,Germany,Hamburg,Europe
270411,Saîf-Eddine Khaoui,180.0,left,France,Paris,Europe
270541,Serhou Guirassy,187.0,right,France,Arles,Europe
271988,Borja Fernández,178.0,right,Spain,Vigo,Europe
272278,Chris Führich,181.0,right,Germany,Castrop-Rauxel,Europe
272549,Tony Mauricio,169.0,left,France,Limoges,Europe
272622,Issa Diop,194.0,right,France,Toulouse,Europe
272812,Kingsley Ehizibue,189.0,right,Germany,Mnchen,Europe
272855,Paul Onuachu,201.0,right,Nigeria,Lagos,Africa
273438,Danilo Barbosa,183.0,right,Brazil,Simes Filho,South America
273669,Adrian Beck,186.0,right,Germany,Crailsheim,Europe
274461,Felix Passlack,170.0,right,Germany,Bottrop,Europe
274839,Wilfred Ndidi,183.0,right,Nigeria,Lagos,Africa
274862,Moses Simon,168.0,right,Nigeria,Jos,Africa
275249,Niklas Schmidt,184.0,both,Germany,Kassel,Europe
275303,Hans Hateboer,187.0,right,Netherlands,Beerta,Europe
275361,Karim Azamoum,178.0,right,France,Rognac,Europe
275423,Christian Gebauer,187.0,right,Austria,Innsbruck,Europe
275590,Kieffer Moore,196.0,right,England,Torquay,Europe
276111,David Costas,184.0,right,Spain,Vigo,Europe
276895,Steven Fortes,192.0,right,France,Marseille,Europe
276896,Samuel Gigot,187.0,right,France,Avignon,Europe
277033,David Brooks,173.0,left,England,Warrington,Europe
277111,Jorginho,171.0,right,Guinea-Bissau,Bissau,Africa
277114,Jason Denayer,184.0,right,Belgium,Jette,Europe
277167,Gian Marco Ferrari,189.0,left,Italy,Parma,Europe
277179,Angeliño,171.0,left,Spain,Coristanco,Europe
277533,Josan,176.0,right,Spain,Crevillente,Europe
277635,Rominigue Kouamé,177.0,left,Cote d'Ivoire,Lopou,
278166,Amari'i Bell,180.0,left,England,Burton upon Trent,Europe
278323,Alexander Fuchs,186.0,right,Germany,Mnchen,Europe
278332,Florian Neuhaus,185.0,right,Germany,Landsberg am Lech,Europe
278359,Borja Iglesias,187.0,right,Spain,Santiago de Compostela,Europe
278531,Sebastiano Luperto,191.0,left,Italy,Lecce,Europe
278837,Luis Rioja,176.0,left,Spain,Sevilla,Europe
279079,Lukas Mühl,189.0,right,Germany,Zwiesel,Europe
279455,Harry Wilson,173.0,left,Wales,Wrexham,Europe
279570,Daler Kuzyaev,182.0,right,Russia,"Naberezhnye Chelny, Tatarstan Republic",Europe
280387,Vincent Sierro,185.0,right,Switzerland,Sion,Europe
280730,Álvaro Odriozola,176.0,right,Spain,Donostia-San Sebastin,Europe
281319,Alberth Elis,185.0,right,Honduras,San Pedro Sula,North America
281404,Kenedy,180.0,left,Brazil,Santa Rita do Sapuca,South America
281755,Iván Alejo,186.0,right,Spain,Valladolid,Europe
281963,Lucas Hernández,184.0,left,France,Marseille,Europe
281989,Luis Milla,175.0,right,Spain,Madrid,Europe
282041,Presnel Kimpembe,183.0,left,France,Beaumont-sur-Oise,Europe
282058,Cheikh N'Doye,193.0,right,Senegal,Rufisque,Africa
282349,Timo Becker,190.0,right,Germany,Herten,Europe
282388,Giovanni Simeone,180.0,right,Argentina,Buenos Aires,South America
282406,Álvaro Jiménez,175.0,right,Spain,Crdoba,Europe
282429,Sergio Reguilón,178.0,left,Spain,Madrid,Europe
282577,Lukas Klünter,184.0,right,Germany,Euskirchen,Europe
282672,Benito Ramírez,179.0,left,Spain,La Aldea de San Nicols,Europe
282694,Augusto Solari,176.0,right,Argentina,Rosario,South America
282700,Enric Franquesa,175.0,left,Spain,Sant Cugat del Valls,Europe
282722,Álex Collado,177.0,left,Spain,Sabadell,Europe
282810,Carles Pérez,173.0,left,Spain,Granollers,Europe
282900,Pablo Martínez,182.0,left,France,Orange,Europe
283001,Noah Joel Sarenren Bazee,183.0,right,Unknown,Celle,
283127,Oualid El Hajjam,181.0,right,France,Chteauroux,Europe
283141,Blendi Idrizi,179.0,right,Germany,Bonn,Europe
283528,Ignacio Pussetto,180.0,right,Argentina,Caada Rosqun,South America
283871,Florian Dietz,190.0,right,Germany,Bad Neustadt an der Saale,Europe
283994,Ludovic Ajorque,196.0,left,Runion,Saint-Joseph,
284248,Paul Jaeckel,186.0,right,Germany,Eisenhttenstadt,Europe
284595,Tommaso Augello,180.0,left,Italy,Milano,Europe
284727,Jonathan Calleri,181.0,right,Argentina,Buenos Aires,South America
284732,Ramy Bensebaini,187.0,left,Algeria,Constantine,Africa
284737,Törles Knöll,184.0,right,Germany,Dieburg,Europe
284854,Carles Aleñá,180.0,left,Spain,Matar,Europe
285323,Baptiste Santamaria,183.0,right,France,Saint-Doulchard,Europe
285845,Ainsley Maitland-Niles,180.0,right,England,London,Europe
285951,Nathan de Medina,183.0,right,Belgium,Brssel,Europe
286297,Lorenzo Pellegrini,186.0,right,Italy,Roma,Europe
286384,Eric Bailly,187.0,right,Cote d'Ivoire,Bingerville,
286596,Emir Karic,184.0,left,Austria,Linz,Europe
286779,Jorge Meré,182.0,right,Spain,Oviedo,Europe
286949,Adam Masina,191.0,left,Morocco,Khouribga,Africa
287188,Dejan Ljubicic,187.0,right,Austria,Wien,Europe
287367,Luca Vignali,186.0,right,Italy,La Spezia,Europe
287635,Assane Dioussé,175.0,left,Senegal,Dakar,Africa
287717,Emanuele Ndoj,189.0,right,Italy,Catania,Europe
287875,Luca Fiordilino,178.0,right,Italy,Palermo,Europe
287876,Antonino La Gumina,182.0,right,Italy,Palermo,Europe
287920,Tim Skarke,181.0,right,Germany,Heidenheim an der Brenz,Europe
288225,Ludovic Blas,180.0,left,France,Colombes,Europe
288230,Ousmane Dembélé,178.0,both,France,Vernon,Europe
288255,Donny van de Beek,184.0,right,Netherlands,Nijkerkerveen,Europe
288340,Phillip Tietz,190.0,right,Germany,Braunschweig,Europe
289061,Alessandro Murgia,185.0,right,Italy,Roma,Europe
289167,Kamil Jóźwiak,176.0,right,Poland,Midzyrzecz,Europe
289182,Christopher Antwi-Adjei,174.0,right,Germany,Hagen,Europe
289236,Jon Bautista,180.0,right,Spain,Mahn,Europe
289255,Andoni Gorosabel,174.0,right,Spain,Arrasate,Europe
289257,Jon Guridi,179.0,left,Spain,Azpeitia,Europe
289286,Luca Sangalli,167.0,right,Spain,San Sebastin,Europe
289432,Dylan Batubinsika,185.0,right,France,Cergy-Pontoise,Europe
289446,Yerry Mina,195.0,right,Colombia,Guachen,South America
289592,Orel Mangala,178.0,right,Belgium,Brussel,Europe
289802,Rafael Ratão,183.0,right,Unknown,Cascavel,
289835,Jens Stage,187.0,right,Denmark,Hjbjerg,Europe
290017,Hassane Kamara,170.0,left,France,Saint-Denis,Europe
290273,Álvaro Tejero,174.0,both,Spain,Madrid,Europe
290532,Saïd Benrahma,172.0,right,Algeria,An Tmouchent,Africa
290561,Alexandre Mendy,184.0,right,France,Toulon,Europe
290587,Ellyes Skhiri,185.0,right,France,Lunel,Europe
290593,Sada Thioub,179.0,right,France,Nanterre,Europe
291417,Ferland Mendy,180.0,left,France,Meulan-en-Yvelines,Europe
292139,Sammie Szmodics,168.0,right,England,Colchester,Europe
292417,Demarai Gray,183.0,right,England,Birmingham,Europe
292534,Eric Smith,192.0,right,Sweden,Halmstad,Europe
292749,Fabinho,180.0,right,Portugal,Santa Maria da Feira,Europe
292808,Wout Faes,187.0,right,Belgium,Mol,Europe
292818,Jonathan Bamba,175.0,right,France,Alfortville,Europe
293194,Borna Sosa,187.0,left,Croatia,Zagreb,Europe
293200,Nikola Vlašić,179.0,right,Croatia,Split,Europe
293210,Amer Gojak,184.0,right,Bosnia-Herzegovina,Sarajevo,
293281,Jacob Bruun Larsen,183.0,right,Denmark,Lyngby,Europe
293385,Dani Olmo,179.0,right,Spain,Terrassa,Europe
293569,Josh Brownhill,179.0,right,England,Warrington,Europe
293592,Brandon Borrello,178.0,right,Australia,Adelaide,Oceania
293944,Habib Maïga,181.0,right,Cote d'Ivoire,Gagnoa,
294057,James Maddison,175.0,right,England,Coventry,Europe
294808,Franck Kessié,183.0,right,Cote d'Ivoire,Ouragahio,
294817,Thiago Silva,188.0,right,Brazil,Rio de Janeiro,South America
294873,Thiago Maia,179.0,left,Brazil,Boa Vista,South America
295060,Koji Miyoshi,167.0,left,Japan,"Kawasaki, Kanagawa",Asia
295065,Toni Moya,185.0,right,Spain,Mrida,Europe
295183,Răzvan Marin,178.0,right,Romania,Bucharest,Europe
295313,Taiwo Awoniyi,183.0,right,Nigeria,Ilorin,Africa
295330,Kelechi Iheanacho,185.0,left,Nigeria,Imo,Africa
295331,Isaac Success,182.0,right,Nigeria,Benin City,Africa
295622,Keidi Bare,174.0,right,Albania,Fier,Europe
296359,Félix Eboa Eboa,186.0,right,Cameroon,Douala,Africa
296397,Arne Maier,186.0,right,Germany,Ludwigsfelde,Europe
296422,Fodé Ballo-Touré,182.0,left,France,Conflans-Sainte-Honorine,Europe
296879,Steffen Tigges,194.0,left,Germany,Osnabrck,Europe
296986,Tyler Roberts,180.0,right,England,Gloucester,Europe
297070,Hamari Traoré,175.0,right,Mali,Bamako,Africa
297212,Joe Rodon,193.0,right,Wales,Swansea,Europe
298091,Harry Souttar,198.0,right,Scotland,Aberdeen,Europe
298410,João Pedro,185.0,right,Portugal,So Miguel,Europe
298575,Kike Barja,179.0,right,Spain,Noin,Europe
298583,Eray Cömert,183.0,right,Switzerland,Rheinfelden,Europe
298589,David García,186.0,both,Spain,Ibero,Europe
298635,Grigoris Kastanos,179.0,left,Cyprus,Sotira,Asia
298975,Pol Lirola,183.0,right,Spain,Mollet del Valls,Europe
298976,Borja Mayoral,182.0,right,Spain,Parla,Europe
300532,Pontus Almqvist,183.0,left,Sweden,Nykping,Europe
300716,Kieran Tierney,180.0,left,Isle of Man,Douglas,
301236,Francesco Cassata,183.0,right,Italy,Sarzana,Europe
302215,Naby Keïta,172.0,right,Guinea,Conakry,Africa
302371,Toni Martínez,187.0,right,Spain,Barrio del Progreso,Europe
303116,Gaetano Castrovilli,187.0,right,Italy,Canosa di Puglia,Europe
303254,Fikayo Tomori,185.0,right,Canada,"Calgary, Alberta",North America
305274,Fred Onyedinma,185.0,right,Nigeria,Lagos,Africa
306024,Dominic Calvert-Lewin,189.0,right,England,Sheffield,Europe
306191,Jason Berthomier,177.0,left,France,Montluon,Europe
306382,Benjamin Tetteh,193.0,right,Ghana,Accra,Africa
307183,Sirlord Conteh,178.0,right,Germany,Hamburg,Europe
307519,Fede San Emeterio,176.0,right,Spain,Sierra de Ibio,Europe
308133,Ado Onaiwu,180.0,right,Japan,"Kamikawa, Saitama",Asia
308279,Rolando Mandragora,183.0,left,Italy,Napoli,Europe
309110,Brais Méndez,184.0,left,Spain,Mos,Europe
309400,Kai Havertz,193.0,left,Germany,Aachen,Europe
309944,Tyronne Ebuehi,187.0,right,Netherlands,Haarlem,Europe
310458,Giangiacomo Magnani,192.0,right,Italy,Correggio,Europe
310527,Paulo Azzi,188.0,right,Brazil,Bragana Paulista,South America
311044,Alfonso Espino,172.0,left,Uruguay,San Jacinto,South America
312314,Otávio,173.0,right,Brazil,Macei,South America
312731,Diego Moreno,186.0,right,Colombia,Apartad,South America
313477,Paolo Ghiglione,191.0,right,Italy,Voghera,Europe
314183,Karlan Grant,183.0,right,England,London,Europe
314210,Tom Davies,180.0,right,England,Liverpool,Europe
314288,Lukas Nmecha,185.0,right,Germany,Hamburg,Europe
314353,Trent Alexander-Arnold,175.0,right,England,Liverpool,Europe
314678,Brahim Díaz,170.0,both,Spain,Mlaga,Europe
314875,Jarrod Bowen,176.0,left,England,Leominster,Europe
314912,Jérôme Hergault,185.0,right,France,Montmorency,Europe
314940,Dimitri Liénard,181.0,left,France,Belfort,Europe
314965,Pedro Pereira,185.0,right,Portugal,Vendas Novas,Europe
315063,Nahitan Nández,172.0,right,Uruguay,Punta del Este,South America
315110,Karl Toko Ekambi,182.0,right,France,Paris,Europe
315131,Timothy Fosu-Mensah,185.0,right,Netherlands,Amsterdam,Europe
315145,Azor Matusiwa,173.0,right,Netherlands,Hilversum,Europe
315289,Myrto Uzuni,178.0,right,Albania,Berat,Europe
315332,Aymen Barkok,189.0,right,Germany,Frankfurt am Main,Europe
315762,Luca de la Torre,177.0,right,United States,"San Diego, California",North America
315779,Christian Pulisic,177.0,right,United States,"Hershey, Pennsylvania",North America
315843,Alessandro Semprini,183.0,right,Italy,Brescia,Europe
315853,Alessandro Bastoni,190.0,left,Italy,Casalmaggiore,Europe
315862,Filippo Melegoni,186.0,right,Italy,Bergamo,Europe
315865,Andrea Pinamonti,185.0,right,Italy,Cles,Europe
315867,Gianluca Scamacca,195.0,right,Italy,Roma,Europe
315969,Scott McTominay,191.0,right,England,Lancaster,Europe
316125,Ben Chilwell,180.0,left,England,Milton Keynes,Europe
316137,Moussa Doumbia,173.0,right,Cote d'Ivoire,Bouak,
316575,Moritz-Broni Kwarteng,175.0,both,Germany,Stuttgart,Europe
316889,Hirving Lozano,175.0,right,Mexico,Mexico City,North America
316934,Nikola Moro,184.0,right,Croatia,Split,Europe
318204,David Raum,181.0,left,Germany,Nrnberg,Europe
318523,Romain Perraud,173.0,left,France,Toulouse,Europe
319160,Jakub Jankto,184.0,left,Czech Republic,Praha,Europe
319301,Daniel James,171.0,right,England,Beverley,Europe
319745,Dani Ceballos,179.0,right,Spain,Utrera,Europe
319900,Elijah Adebayo,193.0,Unknown,England,London,Europe
320271,Toni Lato,171.0,left,Spain,La Pobla de Vallbona,Europe
320411,Philip Billing,193.0,left,Denmark,Copenhagen,Europe
321070,Hannes Wolf,179.0,left,Austria,Graz,Europe
321528,Denzel Dumfries,188.0,right,Netherlands,Rotterdam,Europe
322305,Jean-Victor Makengo,177.0,left,France,tampes,Europe
322655,Flavius Daniliuc,188.0,right,Austria,Wien,Europe
322985,Gustavo Hamer,169.0,right,Brazil,Itajai,South America
323147,Enrico Brignola,168.0,left,Italy,Caserta,Europe
323169,Sergio García,182.0,Unknown,Spain,Rota,Europe
323831,Rafael Borré,174.0,right,Colombia,Barranquilla,South America
323872,Andrés Cubas,166.0,right,Argentina,Aristbulo del Valle,South America
323954,Walace,188.0,right,Brazil,Salvador,South America
324223,James Bree,178.0,right,England,Wakefield,Europe
324278,Christoph Baumgartner,180.0,right,Austria,Horn,Europe
324282,Fabio Depaoli,182.0,right,Italy,Riva del Garda,Europe
324358,Ollie Watkins,180.0,right,England,Torquay,Europe
324377,Youssef Maleh,179.0,left,Italy,Castel San Pietro Terme,Europe
324804,Yann Karamoh,184.0,right,Cote d'Ivoire,Abidjan,
324811,Arnaud Nordin,170.0,both,France,Paris,Europe
325993,Oliver Abildgaard,192.0,left,Denmark,Aalborg,Europe
326029,Donyell Malen,176.0,right,Netherlands,Wieringen,Europe
326300,Jeff Reine-Adélaïde,184.0,right,France,Champigny-sur-Marne,Europe
326330,Frenkie de Jong,181.0,right,Netherlands,Arkel,Europe
326416,Dani Calvo,193.0,right,Spain,Huesca,Europe
327126,Anuar,173.0,right,Spain,Ceuta,Europe
327863,Akim Zedadka,173.0,right,France,Pertuis,Europe
328658,Kristoffer Ajer,198.0,right,Norway,Rlingen,Europe
329373,Carlo Boukhalfa,186.0,left,Germany,Freiburg im Breisgau,Europe
330208,Alessandro Vogliacco,186.0,right,Italy,Acquaviva delle Fonti,Europe
330223,Hendrik Weydandt,195.0,right,Germany,Gehrden,Europe
330659,Justin Kluivert,172.0,both,Netherlands,Zaandam,Europe
331362,Benedikt Pichler,188.0,right,Austria,Salzburg,Europe
331389,Andrés Tello,180.0,right,Colombia,Medelln,South America
331496,Valery Fernández,182.0,right,Spain,L'Escala,Europe
331505,Óscar Mingueza,184.0,right,Spain,Santa Perptua de Mogoda,Europe
331560,Takehiro Tomiyasu,188.0,right,Japan,"Fukuoka, Fukuoka",Asia
331726,Tammy Abraham,194.0,right,England,London,Europe
332560,Deiver Machado,180.0,left,Colombia,Tad,South America
332697,Weston McKennie,185.0,right,United States,"Little Elm, Texas",North America
332705,Tyler Adams,175.0,right,United States,"Wappingers Falls, New York",North America
332889,Valentin Rongier,172.0,right,France,Mcon,Europe
333014,Sander Berge,195.0,right,Norway,Brum,Europe
333241,Joelinton,186.0,right,Brazil,Aliana,South America
333361,Chumi,183.0,right,Spain,Laracha,Europe
333383,Bonke Innocent,178.0,right,Nigeria,Kaduna,Africa
333516,Sebastian Vasiliadis,177.0,right,Germany,Auenwald,Europe
333647,Jonathan Burkardt,183.0,right,Germany,Darmstadt,Europe
334186,Fabian Kunze,191.0,right,Germany,Bielefeld,Europe
334213,Lukas Daschner,185.0,both,Germany,Duisburg,Europe
334221,Amos Pieper,192.0,right,Germany,Ldinghausen,Europe
334222,Lucas Boyé,183.0,right,Argentina,San Gregorio,South America
334526,Denis Zakaria,190.0,right,Switzerland,Genf,Europe
334557,Chiquinho,175.0,right,Portugal,Santo Tirso,Europe
334835,Toma Bašić,190.0,left,Croatia,Zagreb,Europe
335103,Linton Maina,180.0,right,Germany,Berlin,Europe
335147,Junior Sambia,185.0,right,France,Lyon,Europe
335721,Ben White,186.0,right,England,Poole,Europe
336125,Mërgim Vojvoda,187.0,right,Germany,Hof (Saale),Europe
336747,Jorge Pombo,177.0,right,Spain,Zaragoza,Europe
336960,Giuseppe Pezzella,187.0,left,Italy,Napoli,Europe
337036,Florent Muslija,172.0,right,Germany,Achern,Europe
337066,Toni Villa,172.0,right,Spain,Lorqu,Europe
337333,Alex Král,186.0,right,Slovakia,Koice,Europe
