player_id,player,season,games,wins,draws,loses,wins_for_1,wins_for_2+
131075,Francesco Acerbi,2022,31,16,6,9,8,8
131075,Francesco Acerbi,2023,36,22,6,8,12,10
131075,Francesco Acerbi,2024,9,7,1,1,5,2
131102,Jeison Murillo,2020,36,11,15,10,5,6
131102,Jeison Murillo,2021,36,13,10,13,6,7
131109,Gastón Brugman,2019,19,9,4,6,5,4
131109,Gastón Brugman,2020,35,9,9,17,5,4
131225,Nicolás Tagliafico,2022,34,20,6,8,10,10
131225,Nicolás Tagliafico,2023,19,9,5,5,3,6
131225,Nicolás Tagliafico,2024,6,5,0,1,4,1
131248,Joel Campbell,2018,28,8,9,11,4,4
131667,Ramon Azeez,2019,19,8,3,8,4,4
131827,Jere Uronen,2021,27,11,6,10,7,4
131978,Ross Barkley,2018,36,25,6,5,13,12
131978,Ross Barkley,2019,45,25,8,12,11,14
131978,Ross Barkley,2021,43,20,11,12,10,10
131978,Ross Barkley,2022,29,16,7,6,11,5
131978,Ross Barkley,2023,21,9,7,5,5,4
131978,Ross Barkley,2024,11,2,3,6,1,1
132098,Harry Kane,2018,52,32,9,11,14,18
132098,Harry Kane,2019,36,16,7,13,7,9
132098,Harry Kane,2020,33,19,8,6,6,13
132098,Harry Kane,2021,42,22,6,14,6,16
132098,Harry Kane,2022,47,27,7,12,11,16
132098,Harry Kane,2023,27,11,4,12,5,6
132098,Harry Kane,2024,12,7,1,4,3,4
133731,Patrick Mainka,2023,0,0,0,0,0,0
133731,Patrick Mainka,2024,9,1,5,3,1,0
133964,Lorenzo Insigne,2018,45,28,9,8,14,14
133964,Lorenzo Insigne,2019,41,17,12,12,5,12
133964,Lorenzo Insigne,2020,44,26,7,10,14,12
133964,Lorenzo Insigne,2021,51,31,9,11,11,20
134270,Dan Burn,2020,30,5,14,11,4,1
134270,Dan Burn,2022,41,22,11,6,12,10
134270,Dan Burn,2023,23,10,7,5,4,6
134270,Dan Burn,2024,10,5,2,3,2,3
134294,Danny Ings,2018,37,16,10,11,6,10
134294,Danny Ings,2019,31,9,10,12,5,4
134294,Danny Ings,2020,33,16,7,10,6,10
134294,Danny Ings,2021,34,13,2,19,5,8
134294,Danny Ings,2022,38,11,8,17,4,7
134294,Danny Ings,2023,23,9,5,9,4,5
134294,Danny Ings,2024,11,3,4,4,0,3
134369,Andrea Tabanelli,2019,15,4,6,5,2,2
134425,Raheem Sterling,2018,45,32,5,8,6,26
134425,Raheem Sterling,2019,55,44,4,7,13,31
134425,Raheem Sterling,2020,44,29,7,8,10,19
134425,Raheem Sterling,2021,58,47,2,9,16,31
134425,Raheem Sterling,2022,49,30,10,8,12,18
134425,Raheem Sterling,2023,18,3,5,10,1,2
134883,Daniele Baselli,2018,38,16,13,9,7,9
134883,Daniele Baselli,2019,39,17,10,12,11,6
134883,Daniele Baselli,2020,3,0,0,3,0,0
134936,Jesé,2018,5,0,3,2,0,0
134936,Jesé,2022,15,4,4,7,2,2
134983,Andrea La Mantia,2019,19,4,6,9,2,2
135343,Fabian Schär,2018,33,6,11,16,6,0
135343,Fabian Schär,2019,36,14,6,16,7,7
135343,Fabian Schär,2020,28,9,8,11,5,4
135343,Fabian Schär,2021,28,4,8,16,2,2
135343,Fabian Schär,2022,39,21,9,7,11,10
135343,Fabian Schär,2023,21,10,7,3,4,6
135343,Fabian Schär,2024,10,5,2,3,2,3
135492,Youssouf Sabaly,2018,33,16,8,9,5,11
135492,Youssouf Sabaly,2019,22,5,6,11,3,2
135492,Youssouf Sabaly,2020,25,7,9,9,3,4
135492,Youssouf Sabaly,2021,17,7,1,9,4,3
135492,Youssouf Sabaly,2022,41,21,12,8,10,11
135617,Thiago Mendes,2018,35,15,7,13,10,5
135617,Thiago Mendes,2019,39,20,10,9,8,12
135617,Thiago Mendes,2020,22,12,6,4,6,6
135617,Thiago Mendes,2021,43,22,12,9,11,11
135617,Thiago Mendes,2022,35,16,7,12,9,7
136133,Andrea Schiavone,2021,18,2,1,15,2,0
136501,Kadeem Harris,2018,15,5,1,9,4,1
137841,Romain Amalfitano,2018,30,8,9,13,5,3
137841,Romain Amalfitano,2019,38,8,9,21,7,1
138055,Haris Belkebla,2019,17,5,6,6,2,3
138055,Haris Belkebla,2021,37,10,10,17,6,4
138055,Haris Belkebla,2022,31,9,5,17,5,4
138584,Luka Krajnc,2018,18,1,6,11,0,1
138803,Francisco Portillo,2018,31,11,11,9,8,3
138803,Francisco Portillo,2019,43,21,12,10,11,10
138803,Francisco Portillo,2022,17,5,2,10,3,2
138935,Sergio Álvarez,2020,36,11,10,15,5,6
139208,Virgil van Dijk,2018,50,33,8,9,10,23
139208,Virgil van Dijk,2019,52,42,6,4,18,24
139208,Virgil van Dijk,2021,22,16,4,2,4,12
139208,Virgil van Dijk,2022,53,38,8,7,14,24
139208,Virgil van Dijk,2023,19,11,3,5,5,6
139208,Virgil van Dijk,2024,15,11,2,2,2,9
139279,Nicolas Pallois,2018,28,8,9,11,4,4
139279,Nicolas Pallois,2019,35,16,4,15,14,2
139279,Nicolas Pallois,2020,19,4,6,9,1,3
139279,Nicolas Pallois,2021,36,13,10,13,5,8
139279,Nicolas Pallois,2022,36,10,12,14,4,6
139279,Nicolas Pallois,2023,16,3,5,8,3,0
139279,Nicolas Pallois,2024,8,2,1,5,2,0
140191,Ryan Fredericks,2018,11,2,3,6,0,2
140191,Ryan Fredericks,2020,23,7,8,8,3,4
140559,Raffaele Maiello,2018,17,1,7,9,0,1
140757,Daniel Bessa,2018,36,12,6,18,7,5
140757,Daniel Bessa,2020,0,0,0,0,0,0
140757,Daniel Bessa,2021,42,11,12,19,5,6
140776,Yannick Carrasco,2019,0,0,0,0,0,0
140776,Yannick Carrasco,2020,34,20,10,4,10,10
140776,Yannick Carrasco,2021,44,23,12,9,15,8
140776,Yannick Carrasco,2022,43,22,9,12,10,12
140776,Yannick Carrasco,2023,23,16,3,4,8,8
141050,Danilo Pereira,2020,34,21,3,10,4,17
141050,Danilo Pereira,2021,51,34,8,9,14,20
141050,Danilo Pereira,2022,39,28,7,4,10,18
141050,Danilo Pereira,2023,24,13,2,9,5,8
141660,Jesse Lingard,2018,44,27,6,11,13,14
141660,Jesse Lingard,2019,40,18,9,13,9,9
141660,Jesse Lingard,2020,23,10,6,7,5,5
141660,Jesse Lingard,2021,39,21,8,10,12,9
141660,Jesse Lingard,2022,38,10,10,16,7,3
141834,Cristian Tello,2018,38,21,9,8,13,8
141834,Cristian Tello,2019,31,9,5,17,6,3
141834,Cristian Tello,2020,39,12,7,20,4,8
141834,Cristian Tello,2021,45,26,9,10,14,12
142021,Sergi Darder,2018,35,11,10,14,6,5
142021,Sergi Darder,2019,47,17,14,16,7,10
142021,Sergi Darder,2021,21,9,4,8,7,2
142021,Sergi Darder,2022,36,8,13,15,5,3
142021,Sergi Darder,2023,25,7,6,12,6,1
142021,Sergi Darder,2024,12,5,3,4,5,0
142027,Pablo Hervías,2018,4,1,1,2,1,0
142027,Pablo Hervías,2019,19,3,7,9,0,3
142027,Pablo Hervías,2020,37,9,13,15,6,3
142031,Omar Mascarell,2019,35,14,11,10,8,6
142031,Omar Mascarell,2020,20,3,7,10,1,2
142031,Omar Mascarell,2021,34,6,8,20,4,2
142031,Omar Mascarell,2022,34,10,6,18,5,5
142031,Omar Mascarell,2024,11,5,3,3,5,0
142281,Anthony Ujah,2018,36,11,9,16,6,5
142281,Anthony Ujah,2019,36,15,3,18,4,11
142310,Willy Boly,2018,20,8,5,7,5,3
142310,Willy Boly,2019,37,19,9,9,11,8
142310,Willy Boly,2020,34,15,7,12,8,7
142310,Willy Boly,2021,24,10,2,12,9,1
142310,Willy Boly,2022,29,5,6,16,4,1
142310,Willy Boly,2023,10,4,4,1,4,0
144028,Leandro Trossard,2019,27,9,7,11,5,4
144028,Leandro Trossard,2020,32,4,15,13,3,1
144028,Leandro Trossard,2021,41,14,15,12,10,4
144028,Leandro Trossard,2022,36,14,9,12,7,7
144028,Leandro Trossard,2023,23,12,4,7,3,9
144028,Leandro Trossard,2024,10,9,0,1,2,7
144143,Bartosz Bereszyński,2018,34,14,8,12,8,6
144143,Bartosz Bereszyński,2019,31,10,6,15,5,5
144143,Bartosz Bereszyński,2020,30,12,4,14,5,7
144143,Bartosz Bereszyński,2023,27,18,5,4,5,13
145115,Valon Berisha,2020,39,11,15,13,6,5
145466,Tim Ream,2022,19,8,4,7,6,2
145466,Tim Ream,2023,20,8,3,9,4,4
145769,Sergio León,2018,32,18,6,8,11,7
145769,Sergio León,2019,35,12,5,18,7,5
145769,Sergio León,2020,33,12,11,10,6,6
145769,Sergio León,2022,17,7,2,8,4,3
146310,Wataru Endo,2020,16,6,6,4,3,3
146310,Wataru Endo,2021,39,12,8,19,5,7
146310,Wataru Endo,2022,32,8,11,13,6,2
146310,Wataru Endo,2023,22,6,7,9,4,2
146509,Conor Townsend,2020,11,3,3,5,3,0
146690,George Baldock,2019,20,7,8,5,4,3
146690,George Baldock,2020,36,8,6,22,6,2
146752,Gianluca Caprari,2018,37,16,7,14,8,8
146752,Gianluca Caprari,2019,28,7,6,15,4,3
146752,Gianluca Caprari,2020,33,10,7,16,6,4
146752,Gianluca Caprari,2021,38,9,14,15,7,2
146752,Gianluca Caprari,2022,34,14,6,14,7,7
146752,Gianluca Caprari,2024,0,0,0,0,0,0
146795,Ryan Fraser,2018,38,14,8,16,8,6
146795,Ryan Fraser,2019,38,10,8,20,4,6
146795,Ryan Fraser,2020,19,6,3,10,2,4
146795,Ryan Fraser,2021,29,2,11,16,1,1
146795,Ryan Fraser,2022,28,16,7,5,7,9
146795,Ryan Fraser,2024,1,0,1,0,0,0
146854,Wissam Ben Yedder,2018,55,31,10,14,15,16
146854,Wissam Ben Yedder,2019,41,18,7,16,7,11
146854,Wissam Ben Yedder,2020,26,10,6,10,8,2
146854,Wissam Ben Yedder,2021,50,29,12,9,12,17
146854,Wissam Ben Yedder,2022,44,24,9,11,11,13
146854,Wissam Ben Yedder,2023,22,10,4,8,5,5
147038,Cédric Brunner,2020,12,3,1,8,3,0
147485,Louis Schaub,2019,17,5,2,10,2,3
147485,Louis Schaub,2021,19,8,7,4,3,5
147573,Sebastian Andersson,2019,19,8,2,9,2,6
147573,Sebastian Andersson,2020,29,7,7,15,5,2
147573,Sebastian Andersson,2021,25,10,8,7,5,5
148153,Lewis Dunk,2018,39,14,9,16,10,4
148153,Lewis Dunk,2019,40,10,11,19,5,5
148153,Lewis Dunk,2020,31,5,14,12,4,1
148153,Lewis Dunk,2021,37,12,13,12,9,3
148153,Lewis Dunk,2022,35,13,7,13,5,8
148153,Lewis Dunk,2023,26,14,5,7,6,8
148153,Lewis Dunk,2024,12,5,2,5,2,3
148262,Jeff Hendrick,2018,44,11,11,22,7,4
148262,Jeff Hendrick,2019,39,15,7,17,7,8
148262,Jeff Hendrick,2020,25,10,7,8,4,6
148262,Jeff Hendrick,2021,39,8,11,20,5,3
148367,Christian Nørgaard,2021,17,5,5,7,3,2
148367,Christian Nørgaard,2022,28,12,4,11,4,8
148367,Christian Nørgaard,2023,15,5,6,4,1,4
148367,Christian Nørgaard,2024,8,1,1,6,0,1
148368,Divock Origi,2018,28,11,6,11,3,8
148368,Divock Origi,2019,52,42,7,3,18,24
148368,Divock Origi,2020,42,25,9,8,10,15
148368,Divock Origi,2021,34,22,3,9,5,17
148368,Divock Origi,2022,32,23,5,4,11,12
148455,Mohamed Salah,2018,49,33,7,9,10,23
148455,Mohamed Salah,2019,53,42,6,5,19,23
148455,Mohamed Salah,2020,45,26,10,9,11,15
148455,Mohamed Salah,2021,53,32,9,12,8,24
148455,Mohamed Salah,2022,49,33,8,7,13,20
148455,Mohamed Salah,2023,27,12,7,8,6,6
148455,Mohamed Salah,2024,5,3,1,1,0,3
148928,Saúl Ñíguez,2018,51,32,11,8,12,20
148928,Saúl Ñíguez,2019,42,23,10,9,10,13
148928,Saúl Ñíguez,2020,41,23,12,6,12,11
148928,Saúl Ñíguez,2022,48,26,9,13,14,12
148928,Saúl Ñíguez,2023,26,17,5,4,8,9
148928,Saúl Ñíguez,2024,14,7,2,5,4,3
149231,Fidel,2020,14,3,6,5,2,1
149231,Fidel,2021,36,9,9,18,5,4
149231,Fidel,2022,26,8,4,14,4,4
149716,Ivan Cavaleiro,2018,15,6,3,6,3,3
149716,Ivan Cavaleiro,2020,15,3,4,8,2,1
149716,Ivan Cavaleiro,2023,16,4,2,10,2,2
149928,Jubal,2022,16,3,4,9,3,0
149928,Jubal,2024,0,0,0,0,0,0
152963,Florian Niederlechner,2018,13,5,4,4,2,3
152963,Florian Niederlechner,2019,35,9,11,15,4,5
152963,Florian Niederlechner,2020,29,6,8,15,2,4
152963,Florian Niederlechner,2021,32,8,5,19,4,4
152963,Florian Niederlechner,2022,33,11,5,17,7,4
153084,Leon Goretzka,2018,40,26,8,6,11,15
153084,Leon Goretzka,2019,36,26,4,6,9,17
153084,Leon Goretzka,2020,40,35,4,1,11,24
153084,Leon Goretzka,2021,35,27,1,7,9,18
153084,Leon Goretzka,2022,29,20,6,3,2,18
153084,Leon Goretzka,2023,23,13,4,6,4,9
153084,Leon Goretzka,2024,12,7,1,4,3,4
153238,Jonathan Viera,2023,0,0,0,0,0,0
153427,Bebé,2021,23,13,3,7,5,8
153427,Bebé,2023,2,2,0,0,2,0
153555,Sebastian Griesbeck,2020,15,6,6,3,3,3
153661,Tobias Mohr,2022,16,3,2,11,1,2
154147,Hauke Wahl,2024,1,0,0,1,0,0
154171,Benjamin Corgnet,2018,26,6,10,10,2,4
154171,Benjamin Corgnet,2019,32,13,6,13,10,3
154199,Wesley Lautoa,2018,28,8,8,12,5,3
154199,Wesley Lautoa,2020,19,3,6,10,2,1
154209,Romain Métanire,2018,11,3,5,3,3,0
154396,Danilo Soares,2021,20,8,2,10,5,3
155423,Varazdat Haroyan,2021,18,3,7,8,3,0
156501,Felipe,2018,42,33,4,5,15,18
156501,Felipe,2019,38,17,12,9,5,12
156501,Felipe,2020,41,22,12,7,10,12
156501,Felipe,2021,46,22,11,13,13,9
156779,Erik Thommy,2018,32,12,6,14,8,4
156779,Erik Thommy,2019,32,7,7,18,4,3
156779,Erik Thommy,2020,19,3,9,7,1,2
156779,Erik Thommy,2021,23,8,3,12,4,4
156808,Unai Bustinza,2018,33,10,7,16,8,2
156808,Unai Bustinza,2019,33,8,9,16,5,3
157491,Jordan Ikoko,2018,32,6,11,15,3,3
157495,Benjamin Mendy,2018,15,12,3,0,2,10
157495,Benjamin Mendy,2019,23,18,3,2,5,13
157495,Benjamin Mendy,2020,31,21,5,5,7,14
157495,Benjamin Mendy,2023,0,0,0,0,0,0
157509,Kurt Zouma,2018,35,9,11,15,4,5
157509,Kurt Zouma,2019,44,20,7,17,11,9
157509,Kurt Zouma,2020,42,23,7,12,8,15
157509,Kurt Zouma,2021,54,34,9,11,16,18
157509,Kurt Zouma,2022,37,13,4,19,6,7
157509,Kurt Zouma,2023,14,5,2,7,2,3
157635,Yussuf Poulsen,2018,52,25,13,14,9,16
157635,Yussuf Poulsen,2019,39,24,9,6,10,14
157635,Yussuf Poulsen,2020,36,21,9,6,8,13
157635,Yussuf Poulsen,2021,38,18,8,12,9,9
157635,Yussuf Poulsen,2022,38,26,6,6,7,19
157635,Yussuf Poulsen,2023,21,13,3,5,5,8
157635,Yussuf Poulsen,2024,11,5,2,4,0,5
157672,Vladimír Coufal,2020,15,5,6,4,4,1
157672,Vladimír Coufal,2021,46,24,8,14,12,12
157672,Vladimír Coufal,2023,18,7,4,7,2,5
158623,Cyrus Christie,2018,22,4,5,13,2,2
158704,Jon Ander Garrido,2020,16,5,4,7,3,2
158764,Stuart Dallas,2020,17,7,2,8,4,3
158764,Stuart Dallas,2021,40,14,10,16,7,7
158791,Sergio Postigo,2018,27,11,3,13,8,3
158791,Sergio Postigo,2019,23,10,7,6,5,5
158795,David Timor,2019,21,13,4,4,7,6
158795,David Timor,2020,37,10,10,17,5,5
158863,Iñigo Martínez,2018,30,4,11,15,1,3
158863,Iñigo Martínez,2019,38,17,11,10,10,7
158863,Iñigo Martínez,2020,39,16,8,15,8,8
158863,Iñigo Martínez,2021,36,10,17,9,7,3
158863,Iñigo Martínez,2023,9,4,3,2,2,2
159372,Felipe Anderson,2018,47,21,10,16,5,16
159372,Felipe Anderson,2019,35,11,7,17,4,7
159372,Felipe Anderson,2021,40,19,11,10,5,14
159372,Felipe Anderson,2022,44,21,12,11,8,13
159372,Felipe Anderson,2023,25,14,5,6,7,7
159471,Serge Gnabry,2018,34,20,9,5,4,16
159471,Serge Gnabry,2019,47,34,7,6,10,24
159471,Serge Gnabry,2020,43,37,5,1,15,22
159471,Serge Gnabry,2021,43,36,2,5,11,25
159471,Serge Gnabry,2022,44,29,10,5,4,25
159471,Serge Gnabry,2023,25,14,5,6,5,9
159471,Serge Gnabry,2024,3,3,0,0,0,3
159844,Christopher Lenz,2019,18,8,2,8,2,6
159844,Christopher Lenz,2020,26,9,7,10,4,5
159844,Christopher Lenz,2022,31,15,7,9,9,6
159883,Ernesto Torregrossa,2019,8,2,1,5,1,1
159883,Ernesto Torregrossa,2020,18,2,4,12,1,1
160182,José Ángel,2018,0,0,0,0,0,0
160182,José Ángel,2021,0,0,0,0,0,0
160241,Kevin Akpoguma,2020,36,15,8,13,5,10
160241,Kevin Akpoguma,2021,23,11,6,6,3,8
160241,Kevin Akpoguma,2022,32,12,6,14,5,7
160438,Mohamed Elneny,2020,37,22,3,12,11,11
160438,Mohamed Elneny,2021,46,23,9,14,4,19
160560,Gaetano Letizia,2020,15,5,3,7,3,2
160561,Fabio Lucioni,2019,18,4,6,8,2,2
160968,Benno Schmitz,2021,39,14,11,14,8,6
160968,Benno Schmitz,2022,33,11,8,14,5,6
160968,Benno Schmitz,2023,17,5,7,5,1,4
161056,Joshua Kimmich,2018,51,37,7,7,8,29
161056,Joshua Kimmich,2019,48,35,7,6,10,25
161056,Joshua Kimmich,2020,37,35,1,1,15,20
161056,Joshua Kimmich,2021,45,34,4,7,10,24
161056,Joshua Kimmich,2022,44,29,10,5,4,25
161056,Joshua Kimmich,2023,24,13,5,6,5,8
161056,Joshua Kimmich,2024,10,5,1,4,2,3
161060,Streli Mamba,2019,18,4,3,11,2,2
161204,Julian Green,2021,19,1,2,16,1,0
161267,Josep Señé,2019,11,2,2,7,1,1
161869,Djibril Sidibé,2018,27,9,7,11,4,5
161869,Djibril Sidibé,2019,34,11,9,14,7,4
161869,Djibril Sidibé,2020,25,8,7,10,6,2
161869,Djibril Sidibé,2021,44,25,12,7,9,16
162029,Javier Manquillo,2018,37,12,10,15,9,3
162029,Javier Manquillo,2021,34,8,12,14,5,3
162056,Gonzalo Melero,2018,6,0,2,4,0,0
162056,Gonzalo Melero,2019,25,9,7,9,6,3
162056,Gonzalo Melero,2020,33,11,10,12,6,5
162056,Gonzalo Melero,2021,31,7,11,13,5,2
162056,Gonzalo Melero,2022,29,12,4,13,4,8
162056,Gonzalo Melero,2023,20,5,6,9,3,2
162074,Álvaro Vadillo,2019,18,7,3,8,3,4
162434,Niklas Stark,2018,27,9,10,8,4,5
162434,Niklas Stark,2019,31,10,6,15,5,5
162434,Niklas Stark,2020,27,7,6,14,2,5
162434,Niklas Stark,2021,38,11,10,17,6,5
162434,Niklas Stark,2022,27,9,6,12,5,4
162434,Niklas Stark,2023,17,3,3,11,1,2
162434,Niklas Stark,2024,5,3,0,2,2,1
162961,Valerio Verre,2019,17,5,4,8,4,1
162961,Valerio Verre,2020,37,13,11,13,7,6
162961,Valerio Verre,2021,37,16,8,13,9,7
162961,Valerio Verre,2022,28,4,9,15,4,0
163086,Cristiano Piccini,2018,28,10,10,8,6,4
163086,Cristiano Piccini,2021,19,8,6,5,3,5
163216,Dimitri Bisoli,2019,18,4,2,12,3,1
163222,Grégoire Defrel,2018,33,14,8,11,5,9
163222,Grégoire Defrel,2019,29,11,4,14,4,7
163222,Grégoire Defrel,2020,19,10,6,3,3,7
163222,Grégoire Defrel,2021,41,15,11,15,10,5
163222,Grégoire Defrel,2022,26,9,7,10,4,5
163222,Grégoire Defrel,2023,23,8,5,10,7,1
163532,Adam Smith,2018,2,0,1,1,0,0
163532,Adam Smith,2019,1,0,0,1,0,0
163532,Adam Smith,2022,4,0,0,1,0,0
163582,Salvatore Molina,2020,12,2,2,8,1,1
163744,Jack Stephens,2018,33,8,11,14,6,2
163744,Jack Stephens,2019,37,11,11,15,7,4
163744,Jack Stephens,2020,36,16,9,11,6,10
164055,David Juncà,2018,24,9,6,9,5,4
164108,Bruno Martella,2019,14,3,1,10,2,1
164230,Nicolas Benezet,2018,35,6,11,18,3,3
164771,Jordan Veretout,2018,33,12,11,10,6,6
164771,Jordan Veretout,2019,44,16,18,10,5,11
164771,Jordan Veretout,2020,40,23,6,11,10,13
164771,Jordan Veretout,2021,42,21,7,14,9,12
164771,Jordan Veretout,2022,41,20,9,12,9,11
164771,Jordan Veretout,2023,22,12,4,6,6,6
164771,Jordan Veretout,2024,7,4,1,2,0,4
165007,Denis Suárez,2019,32,13,5,14,3,10
165007,Denis Suárez,2020,31,12,10,9,5,7
165007,Denis Suárez,2021,41,15,9,17,7,8
165007,Denis Suárez,2022,21,7,5,9,2,5
165007,Denis Suárez,2024,0,0,0,0,0,0
165513,Berat Djimsiti,2018,40,13,7,20,6,7
165513,Berat Djimsiti,2019,46,26,10,10,9,17
165513,Berat Djimsiti,2020,40,22,10,8,10,12
165513,Berat Djimsiti,2021,51,29,12,10,14,15
165513,Berat Djimsiti,2024,10,5,3,2,1,4
165531,Jacopo Dezi,2018,5,1,2,2,1,0
165722,Antonio Di Gaudio,2018,18,5,4,9,3,2
165793,Takumi Minamino,2019,10,4,1,5,0,4
165793,Takumi Minamino,2020,44,26,9,9,11,15
165793,Takumi Minamino,2021,45,24,8,13,6,18
165793,Takumi Minamino,2022,42,28,5,9,9,19
165793,Takumi Minamino,2023,24,11,5,8,6,5
165793,Takumi Minamino,2024,7,3,3,1,3,0
165873,Federico Barba,2018,17,1,8,8,1,0
165873,Federico Barba,2019,24,3,7,14,1,2
165873,Federico Barba,2020,9,3,3,3,1,2
166237,Leandro Paredes,2018,35,20,7,8,12,8
166237,Leandro Paredes,2019,41,30,2,9,11,19
166237,Leandro Paredes,2020,27,18,4,5,4,14
166237,Leandro Paredes,2021,36,22,5,9,6,16
166237,Leandro Paredes,2023,32,16,6,10,10,6
166237,Leandro Paredes,2024,12,8,2,2,3,5
166240,Jürgen Locadia,2018,33,11,8,14,8,3
166601,Niklas Süle,2018,52,37,8,7,8,29
166601,Niklas Süle,2019,34,23,7,4,6,17
166601,Niklas Süle,2020,22,19,2,1,8,11
166601,Niklas Süle,2021,45,36,3,6,11,25
166601,Niklas Süle,2022,37,18,8,11,6,12
166601,Niklas Süle,2023,22,16,3,3,7,9
166601,Niklas Süle,2024,9,7,2,0,1,6
166677,Brian Oliván,2021,20,6,8,6,4,2
166677,Brian Oliván,2022,37,11,8,18,10,1
166677,Brian Oliván,2024,0,0,0,0,0,0
167329,Alassane Pléa,2018,37,17,8,12,4,13
167329,Alassane Pléa,2019,38,18,7,13,9,9
167329,Alassane Pléa,2020,29,12,9,8,5,7
167329,Alassane Pléa,2021,43,16,8,19,7,9
167329,Alassane Pléa,2022,32,12,8,12,3,9
167329,Alassane Pléa,2023,18,5,6,7,1,4
167329,Alassane Pléa,2024,2,0,1,1,0,0
167444,Luca Paganini,2018,0,0,0,0,0,0
167472,Youssouf M'Changama,2022,12,2,2,8,2,0
167491,Stefano Sabelli,2019,18,4,2,12,3,1
167491,Stefano Sabelli,2021,19,3,8,8,3,0
167491,Stefano Sabelli,2023,1,0,0,1,0,0
167796,Paolo Faragò,2018,38,11,10,17,9,2
167796,Paolo Faragò,2019,24,11,5,8,7,4
168933,Eddy Gnahoré,2018,17,4,2,11,3,1
168959,Nemanja Radoja,2019,14,6,2,6,4,2
168959,Nemanja Radoja,2021,31,8,12,11,5,3
168989,Silvan Widmer,2021,19,9,3,7,4,5
168989,Silvan Widmer,2022,31,10,7,14,5,5
168989,Silvan Widmer,2023,14,6,5,3,2,4
169555,Callum Paterson,2018,22,6,3,13,4,2
169801,Cauley Woodrow,2023,4,1,2,1,1,0
169880,Giovanni Di Lorenzo,2018,19,4,4,11,3,1
169880,Giovanni Di Lorenzo,2019,42,15,13,14,8,7
169880,Giovanni Di Lorenzo,2020,46,26,7,12,13,13
169880,Giovanni Di Lorenzo,2021,55,32,9,14,13,19
169880,Giovanni Di Lorenzo,2022,39,29,6,4,12,17
169880,Giovanni Di Lorenzo,2023,28,17,5,6,4,13
169880,Giovanni Di Lorenzo,2024,11,3,5,3,2,1
170321,Paul Dummett,2018,34,11,9,14,8,3
170321,Paul Dummett,2019,31,13,6,12,8,5
170321,Paul Dummett,2020,2,0,2,0,0,0
170472,Dimitri Foulquier,2018,29,7,9,13,5,2
170472,Dimitri Foulquier,2020,43,24,8,11,15,9
170472,Dimitri Foulquier,2023,26,7,5,14,5,2
170472,Dimitri Foulquier,2024,8,3,2,3,3,0
170527,Timo Werner,2018,48,24,11,13,9,15
170527,Timo Werner,2019,41,26,10,5,9,17
170527,Timo Werner,2020,42,20,15,7,3,17
170527,Timo Werner,2021,53,34,9,10,15,19
170527,Timo Werner,2022,43,27,5,11,10,17
170527,Timo Werner,2024,8,4,1,3,2,2
170961,Thomas Delaine,2019,14,2,5,7,1,1
170961,Thomas Delaine,2020,24,11,7,6,6,5
170961,Thomas Delaine,2021,34,7,12,15,4,3
170961,Thomas Delaine,2022,28,4,11,13,4,0
170961,Thomas Delaine,2023,9,3,2,4,0,3
170966,Jérémie Bela,2022,12,3,3,6,1,2
170966,Jérémie Bela,2023,16,9,2,5,7,2
171209,Branimir Hrgota,2021,19,1,2,16,1,0
171362,Pablo Insua,2018,14,3,4,7,3,0
171399,Nicola Murru,2018,34,14,8,12,6,8
171399,Nicola Murru,2019,36,11,5,20,7,4
171399,Nicola Murru,2020,32,10,6,16,3,7
171399,Nicola Murru,2021,40,12,13,15,6,6
173504,James Tarkowski,2018,37,11,7,19,7,4
173504,James Tarkowski,2019,40,15,7,18,7,8
173504,James Tarkowski,2020,33,13,10,10,9,4
173504,James Tarkowski,2021,41,9,12,20,4,5
173504,James Tarkowski,2022,39,8,12,18,6,2
173504,James Tarkowski,2023,22,5,6,11,4,1
173504,James Tarkowski,2024,8,0,4,4,0,0
173859,Davide Zappacosta,2018,47,28,10,9,13,15
173859,Davide Zappacosta,2020,16,10,1,5,6,4
173859,Davide Zappacosta,2021,47,19,16,12,11,8
173859,Davide Zappacosta,2022,26,9,7,10,3,6
173859,Davide Zappacosta,2023,20,10,3,7,4,6
173859,Davide Zappacosta,2024,10,5,3,2,1,4
173900,Hélder Costa,2018,22,8,6,8,5,3
173900,Hélder Costa,2020,16,6,2,8,4,2
174094,Morgan Sanson,2018,45,22,9,14,9,13
174094,Morgan Sanson,2019,38,20,9,9,12,8
174094,Morgan Sanson,2023,23,10,5,8,3,7
174196,Kenny Lala,2018,30,9,8,13,4,5
174196,Kenny Lala,2019,39,16,11,12,11,5
174196,Kenny Lala,2020,25,7,4,14,2,5
174196,Kenny Lala,2022,15,7,4,4,2,5
174196,Kenny Lala,2023,18,7,6,5,4,3
174196,Kenny Lala,2024,8,3,4,1,2,1
174304,Rémy Dugimont,2022,14,3,4,7,3,0
175014,Youcef Belaïli,2021,0,0,0,0,0,0
175014,Youcef Belaïli,2022,26,7,5,14,3,4
175323,Óscar Duarte,2019,17,9,3,5,6,3
175323,Óscar Duarte,2020,34,11,10,13,5,6
175323,Óscar Duarte,2021,47,10,16,21,6,4
175449,Moi Gómez,2018,12,0,4,8,0,0
175449,Moi Gómez,2019,40,14,11,15,6,8
