player_id,market_value_in_eur,player,competition_name,season,squad,decade
331560,9000000,Takehiro Tomiyasu,Premier League,2019,Bologna,2010s
381362,18000000,Wesley Moraes,Premier League,2019,Aston Villa,2010s
381950,3500000,Alexis Saelemaekers,Serie A,2019,Milan,2010s
450417,7000000,Dylan Bronn,Serie A,2019,Metz,2010s
33713,18000000,Theo Walcott,Premier League,2019,Everton,2010s
39153,45000000,Gonzalo Higuaín,Serie A,2019,Juventus,2010s
69633,85000000,Christian Eriksen,Premier League,2019,Tottenham,2010s
122153,90000000,Paul Pogba,Serie A,2019,Manchester Utd,2010s
129476,18000000,Gerard Deulofeu,Serie A,2019,Watford,2010s
131978,28000000,Ross Barkley,Premier League,2019,Chelsea,2010s
135343,7000000,Fabian Schär,Premier League,2019,Newcastle Utd,2010s
146795,18000000,Ryan Fraser,Premier League,2019,Bournemouth,2010s
157495,40000000,Benjamin Mendy,Ligue 1,2019,Manchester City,2010s
159372,40000000,Felipe Anderson,Serie A,2019,West Ham,2010s
177476,28000000,Nathan Aké,Premier League,2019,Bournemouth,2010s
183288,25000000,Luke Shaw,Premier League,2019,Manchester Utd,2010s
184573,35000000,Victor Lindelöf,Premier League,2019,Manchester Utd,2010s
200512,85000000,Sadio Mané,Bundesliga,2019,Liverpool,2010s
697714,45000000,Fabinho,Premier League,2019,Liverpool,2010s
234803,50000000,Andrew Robertson,Premier League,2019,Liverpool,2010s
241641,80000000,Bernardo Silva,Premier League,2019,Manchester City,2010s
243028,8000000,Jan Bednarek,Premier League,2019,Southampton,2010s
249126,20000000,Harry Winks,Premier League,2019,Tottenham,2010s
249565,22000000,Youri Tielemans,Premier League,2019,Leicester City,2010s
258889,18000000,Dominic Solanke,Premier League,2019,Bournemouth,2010s
272622,30000000,Issa Diop,Premier League,2019,West Ham,2010s
277033,20000000,David Brooks,Premier League,2019,Bournemouth,2010s
314353,50000000,Trent Alexander-Arnold,Premier League,2019,Liverpool,2010s
346707,2500000,Sean Longstaff,Premier League,2019,Newcastle Utd,2010s
357662,35000000,Declan Rice,Premier League,2019,West Ham,2010s
398065,7000000,Harvey Barnes,Premier League,2019,Leicester City,2010s
406635,25000000,Phil Foden,Premier League,2019,Manchester City,2010s
477758,25000000,Aaron Wan-Bissaka,Premier League,2019,Manchester Utd,2010s
480987,12000000,Chris Mepham,Premier League,2019,Bournemouth,2010s
44466,3000000,Sebastian Rode,Bundesliga,2019,Eint Frankfurt,2010s
53418,22000000,Kevin Kampl,Bundesliga,2019,RB Leipzig,2010s
57051,11000000,Sebastian Rudy,Bundesliga,2019,Hoffenheim,2010s
58500,2000000,Alfredo Morales,Bundesliga,2019,Dsseldorf,2010s
60444,70000000,Thiago Alcántara,Premier League,2019,Bayern Munich,2010s
61087,15000000,Karim Bellarabi,Bundesliga,2019,Leverkusen,2010s
72792,3500000,Niko Gießelmann,Bundesliga,2019,Dsseldorf,2010s
82070,17000000,Diego Demme,Serie A,2019,Napoli,2010s
85906,12000000,Danny da Costa,Bundesliga,2019,Eint Frankfurt,2010s
89591,2500000,Felix Klaus,Bundesliga,2019,Wolfsburg,2010s
93604,2500000,Lukas Kübler,Bundesliga,2019,Freiburg,2010s
106872,4000000,Kevin Stöger,Bundesliga,2019,Dsseldorf,2010s
118196,2750000,Jean Zimmer,Bundesliga,2019,Dsseldorf,2010s
119234,1500000,Karim Onisiwo,Bundesliga,2019,Mainz 05,2010s
119277,8500000,Yannick Gerhardt,Bundesliga,2019,Wolfsburg,2010s
126534,15000000,Salif Sané,Bundesliga,2019,Schalke 04,2010s
127076,15000000,Jérôme Roussillon,Bundesliga,2019,Wolfsburg,2010s
153084,50000000,Leon Goretzka,Bundesliga,2019,Bayern Munich,2010s
157635,30000000,Yussuf Poulsen,Bundesliga,2019,RB Leipzig,2010s
159471,45000000,Serge Gnabry,Bundesliga,2019,Bayern Munich,2010s
177779,8500000,Janik Haberer,Bundesliga,2019,Freiburg,2010s
178459,20000000,Davie Selke,Bundesliga,2019,Hertha BSC,2010s
187492,45000000,Julian Brandt,Bundesliga,2019,Dortmund,2010s
192635,35000000,Nico Elvedi,Bundesliga,2019,Gladbach,2010s
196095,10000000,Luca Waldschmidt,Bundesliga,2019,Freiburg,2010s
196357,35000000,Jonathan Tah,Bundesliga,2019,Leverkusen,2010s
215599,22000000,Lukas Klostermann,Bundesliga,2019,RB Leipzig,2010s
223967,14000000,Konrad Laimer,Bundesliga,2019,RB Leipzig,2010s
223974,5500000,Stefan Posch,Serie A,2019,Hoffenheim,2010s
232418,15000000,Ondrej Duda,Serie A,2019,Norwich City,2010s
237662,12000000,Breel Embolo,Ligue 1,2019,Gladbach,2010s
247459,2500000,Chadrac Akolo,Ligue 1,2019,Amiens,2010s
251303,7500000,Johannes Eggestein,Bundesliga,2019,Werder Bremen,2010s
251878,16000000,Aarón Martín,Serie A,2019,Mainz 05,2010s
257462,55000000,Luka Jović,Serie A,2019,Real Madrid,2010s
264956,20000000,Jean-Kévin Augustin,Ligue 1,2019,Monaco,2010s
278332,24000000,Florian Neuhaus,Bundesliga,2019,Gladbach,2010s
296397,22000000,Arne Maier,Bundesliga,2019,Hertha BSC,2010s
315779,60000000,Christian Pulisic,Serie A,2019,Chelsea,2010s
323954,10000000,Walace,Serie A,2019,Udinese,2010s
332697,20000000,Weston McKennie,Serie A,2019,Schalke 04,2010s
333241,35000000,Joelinton,Premier League,2019,Newcastle Utd,2010s
344598,30000000,Dan-Axel Zagadou,Bundesliga,2019,Dortmund,2010s
372711,15000000,Amine Harit,Ligue 1,2019,Schalke 04,2010s
398073,30000000,Achraf Hakimi,Ligue 1,2019,Dortmund,2010s
401173,80000000,Jadon Sancho,Premier League,2019,Dortmund,2010s
8806,20000000,Cesc Fàbregas,Ligue 1,2019,Monaco,2010s
18934,2500000,Thomas Mangani,Ligue 1,2019,Angers,2010s
43763,5000000,Erik Pieters,Premier League,2019,Burnley,2010s
45121,3000000,Loïc Rémy,Ligue 1,2019,Lille,2010s
48280,50000000,Edinson Cavani,La Liga,2019,Paris S-G,2010s
60540,8000000,Valère Germain,Ligue 1,2019,Marseille,2010s
68864,20000000,Kevin Strootman,Serie A,2019,Marseille,2010s
72479,7500000,Clément Grenier,La Liga,2019,Rennes,2010s
81460,2000000,Nolan Roux,Ligue 1,2019,Nmes,2010s
103565,16000000,Wahbi Khazri,Ligue 1,2019,Saint-tienne,2010s
118278,4000000,Xavier Chavalerin,Ligue 1,2019,Reims,2010s
122116,4000000,Nicolas de Préville,Ligue 1,2019,Bordeaux,2010s
126683,2000000,Tristan Dingomé,Ligue 1,2019,Reims,2010s
126719,15000000,Juan Bernat,La Liga,2019,Paris S-G,2010s
135492,10000000,Youssouf Sabaly,La Liga,2019,Bordeaux,2010s
135617,22000000,Thiago Mendes,Ligue 1,2019,Lyon,2010s
166237,40000000,Leandro Paredes,Serie A,2019,Paris S-G,2010s
174094,25000000,Morgan Sanson,Ligue 1,2019,Marseille,2010s
530902,10000000,Abdoulaye Touré,Ligue 1,2019,Nantes,2010s
182913,35000000,Adrien Rabiot,Ligue 1,2019,Juventus,2010s
216499,800000,Fouad Chafik,Ligue 1,2019,Dijon,2010s
229004,22000000,Moussa Dembélé,Ligue 1,2019,Lyon,2010s
241229,12000000,Jordan Amavi,Ligue 1,2019,Marseille,2010s
245078,7000000,Nemanja Radonjić,La Liga,2019,Marseille,2010s
251075,10000000,Zeki Çelik,Serie A,2019,Lille,2010s
277114,12500000,Jason Denayer,Ligue 1,2019,Lyon,2010s
283994,3000000,Ludovic Ajorque,Ligue 1,2019,Strasbourg,2010s
291417,30000000,Ferland Mendy,La Liga,2019,Real Madrid,2010s
296422,12000000,Fodé Ballo-Touré,Ligue 1,2019,Monaco,2010s
326300,7500000,Jeff Reine-Adélaïde,Ligue 1,2019,Angers,2010s
357072,6000000,Faitout Maouassa,La Liga,2019,Rennes,2010s
357164,12000000,Rafael Leão,Serie A,2019,Milan,2010s
375885,12000000,Ibrahim Sangaré,Premier League,2019,Toulouse,2010s
394327,15000000,Boubacar Kamara,Premier League,2019,Marseille,2010s
395236,5500000,Yacine Adli,Serie A,2019,Bordeaux,2010s
395516,12000000,Moussa Diaby,Premier League,2019,Leverkusen,2010s
411975,12000000,Jules Koundé,La Liga,2019,Sevilla,2010s
413112,7000000,Aurélien Tchouaméni,La Liga,2019,Bordeaux,2010s
424051,10000000,Samuel Kalu,Premier League,2019,Bordeaux,2010s
424709,500000,Cheick Timite,Ligue 1,2019,Amiens,2010s
435338,1500000,Gabriel Magalhães,Premier League,2019,Lille,2010s
453824,1700000,Josh Maja,Ligue 1,2019,Bordeaux,2010s
463603,9000000,Benoît Badiashile,Premier League,2019,Monaco,2010s
569598,5000000,Youssouf Fofana,Serie A,2019,Strasbourg,2010s
293385,15000000,Dani Olmo,La Liga,2019,RB Leipzig,2010s
106270,3000000,Florian Kainz,Bundesliga,2019,Kln,2010s
326330,75000000,Frenkie de Jong,La Liga,2019,Barcelona,2010s
213614,700000,Jhon Chancellor,Serie A,2019,Brescia,2010s
29434,2000000,Yohan Cabaye,Ligue 1,2019,Saint-tienne,2010s
441385,5000000,Gonzalo Maroni,Serie A,2019,Sampdoria,2010s
3455,3500000,Zlatan Ibrahimović,Serie A,2019,Milan,2010s
461906,500000,João Moutinho,Serie A,2019,Wolves,2010s
345041,500000,Vlatko Stojanovski,Ligue 1,2019,Nmes,2010s
5348,250000,Florent Balmont,Ligue 1,2019,Dijon,2010s
16136,1500000,Dante,Ligue 1,2019,Nice,2010s
18909,2500000,Jimmy Briand,Ligue 1,2019,Bordeaux,2010s
22386,750000,Daniel Congré,Ligue 1,2019,Montpellier,2010s
23960,250000,Jérémy Morel,Ligue 1,2019,Rennes,2010s
28335,500000,Christophe Jallet,Ligue 1,2019,Amiens,2010s
294817,10000000,Thiago Silva,Premier League,2019,Paris S-G,2010s
37647,12500000,Dimitri Payet,Ligue 1,2019,Marseille,2010s
57370,5000000,Damien Da Silva,Ligue 1,2019,Rennes,2010s
57372,2500000,Lucas Deaux,Ligue 1,2019,Nmes,2010s
57420,3000000,Lamine Koné,Ligue 1,2019,Strasbourg,2010s
57467,3000000,Romain Thomas,Ligue 1,2019,Angers,2010s
60583,2500000,Jérémy Pied,Ligue 1,2019,Lille,2010s
68290,180000000,Neymar,Ligue 1,2019,Paris S-G,2010s
80173,500000,Frédéric Sammaritano,Ligue 1,2019,Dijon,2010s
83132,2500000,Vincent Manceau,Ligue 1,2019,Angers,2010s
84085,6000000,Timothée Kolodziejczak,Bundesliga,2019,Saint-tienne,2010s
84301,10000000,Benjamin André,Ligue 1,2019,Lille,2010s
85791,12500000,Stefan Lainer,Bundesliga,2019,Gladbach,2010s
93726,2500000,Paul Lasne,Ligue 1,2019,Brest,2010s
98349,2500000,Romain Hamouma,Ligue 1,2019,Saint-tienne,2010s
100986,30000000,Thomas Meunier,Ligue 1,2019,Paris S-G,2010s
111048,2500000,Benjamin Jeannot,Ligue 1,2019,Dijon,2010s
118284,4000000,Jordan Ferri,Ligue 1,2019,Montpellier,2010s
122797,12500000,Andy Delort,Ligue 1,2019,Montpellier,2010s
127156,12000000,Téji Savanier,Ligue 1,2019,Montpellier,2010s
127182,3500000,Thomas Monconduit,Ligue 1,2019,Amiens,2010s
127194,2500000,Yaya Sanogo,Ligue 1,2019,Toulouse,2010s
137841,2000000,Romain Amalfitano,Ligue 1,2019,Dijon,2010s
139279,2500000,Nicolas Pallois,Ligue 1,2019,Nantes,2010s
154171,800000,Benjamin Corgnet,Ligue 1,2019,Strasbourg,2010s
161869,15000000,Djibril Sidibé,Ligue 1,2019,Everton,2010s
165793,5000000,Takumi Minamino,Ligue 1,2019,Liverpool,2010s
174196,14000000,Kenny Lala,Ligue 1,2019,Strasbourg,2010s
178313,7000000,Jean-Eudes Aholou,Ligue 1,2019,Saint-tienne,2010s
181378,10000000,Gaëtan Laborde,Ligue 1,2019,Montpellier,2010s
182889,14000000,Wylan Cyprien,Ligue 1,2019,Nice,2010s
182916,6000000,Wesley Saïd,Ligue 1,2019,Toulouse,2010s
184935,5000000,Kalifa Coulibaly,Ligue 1,2019,Nantes,2010s
189441,15000000,Lucas Ocampos,La Liga,2019,Sevilla,2010s
190338,5000000,Anthony Briançon,Ligue 1,2019,Nmes,2010s
190685,6000000,Bouna Sarr,Bundesliga,2019,Marseille,2010s
192492,3000000,Jordan Lefort,Ligue 1,2019,Amiens,2010s
193130,4000000,Rachid Alioui,Ligue 1,2019,Angers,2010s
199704,2500000,Yunis Abdelhamid,Ligue 1,2019,Reims,2010s
202591,15000000,Benjamin Henrichs,Bundesliga,2019,Monaco,2010s
203496,60000000,Nabil Fekir,La Liga,2019,Betis,2010s
203507,6000000,Adrien Hunou,Ligue 1,2019,Rennes,2010s
203746,8000000,Ruben Aguilar,Ligue 1,2019,Monaco,2010s
204294,5000000,Saman Ghoddos,Premier League,2019,Amiens,2010s
206746,8000000,Kenny Tete,Premier League,2019,Lyon,2010s
214532,2000000,Pierrick Capelle,Ligue 1,2019,Angers,2010s
215977,8000000,Adrien Thomasson,Ligue 1,2019,Strasbourg,2010s
220878,3500000,Issiaga Sylla,Ligue 1,2019,Toulouse,2010s
222859,9000000,Florent Mollet,Ligue 1,2019,Montpellier,2010s
223979,15000000,Xaver Schlager,Bundesliga,2019,Wolfsburg,2010s
228948,35000000,Thilo Kehrer,Ligue 1,2019,Paris S-G,2010s
234006,1300000,Keagan Dolly,Ligue 1,2019,Montpellier,2010s
236045,6000000,Denis Bouanga,Ligue 1,2019,Saint-tienne,2010s
250013,5000000,Angelo Fulgini,Ligue 1,2019,Angers,2010s
263918,25000000,Aleksandr Golovin,Ligue 1,2019,Monaco,2010s
266359,12000000,Benjamin Bourigeaud,Ligue 1,2019,Rennes,2010s
270051,3000000,Andrei Girotto,Ligue 1,2019,Nantes,2010s
270411,3500000,Saîf-Eddine Khaoui,Ligue 1,2019,Marseille,2010s
273438,8000000,Danilo Barbosa,Ligue 1,2019,Nice,2010s
282041,30000000,Presnel Kimpembe,Ligue 1,2019,Paris S-G,2010s
284732,8000000,Ramy Bensebaini,Bundesliga,2019,Gladbach,2010s
285323,6000000,Baptiste Santamaria,Ligue 1,2019,Angers,2010s
288225,5000000,Ludovic Blas,Ligue 1,2019,Nantes,2010s
290017,700000,Hassane Kamara,Serie A,2019,Reims,2010s
290561,2250000,Alexandre Mendy,Ligue 1,2019,Brest,2010s
290587,12000000,Ellyes Skhiri,Bundesliga,2019,Kln,2010s
290593,5500000,Sada Thioub,Ligue 1,2019,Angers,2010s
292818,17000000,Jonathan Bamba,La Liga,2019,Lille,2010s
297070,6000000,Hamari Traoré,La Liga,2019,Rennes,2010s
818495,7000000,Otávio,Ligue 1,2019,Bordeaux,2010s
314940,2000000,Dimitri Liénard,Ligue 1,2019,Strasbourg,2010s
316137,2000000,Moussa Doumbia,Ligue 1,2019,Reims,2010s
322305,4000000,Jean-Victor Makengo,Ligue 1,2019,Toulouse,2010s
324804,10000000,Yann Karamoh,Serie A,2019,Parma,2010s
324811,3500000,Arnaud Nordin,Bundesliga,2019,Saint-tienne,2010s
332889,15000000,Valentin Rongier,Ligue 1,2019,Marseille,2010s
334835,5000000,Toma Bašić,Serie A,2019,Bordeaux,2010s
335147,4000000,Junior Sambia,Serie A,2019,Montpellier,2010s
342209,4000000,Kévin N'Doram,Ligue 1,2019,Metz,2010s
342229,200000000,Kylian Mbappé,La Liga,2019,Paris S-G,2010s
343052,65000000,Nicolas Pépé,La Liga,2019,Arsenal,2010s
344072,5000000,Kelvin Amian,Ligue 1,2019,Toulouse,2010s
344381,12000000,Christopher Nkunku,Premier League,2019,RB Leipzig,2010s
353399,3500000,Romain Del Castillo,Ligue 1,2019,Rennes,2010s
353948,20000000,Lucas Tousart,Bundesliga,2019,Lyon,2010s
361914,1500000,Nayef Aguerd,La Liga,2019,Dijon,2010s
372712,6500000,Ibrahima Sissoko,Bundesliga,2019,Strasbourg,2010s
377393,8000000,Pierre Lees-Melou,Ligue 1,2019,Nice,2010s
386047,400000,Axel Disasi,Premier League,2019,Reims,2010s
392810,3000000,Casimir Ninga,Ligue 1,2019,Angers,2010s
395693,45000000,Houssem Aouar,Serie A,2019,Lyon,2010s
410059,3000000,Bakaye Dibassy,Ligue 1,2019,Amiens,2010s
418560,5000000,Erling Haaland,Premier League,2019,Dortmund,2010s
425400,800000,Farid El Melali,Ligue 1,2019,Angers,2010s
427161,7000000,Lebo Mothiba,Ligue 1,2019,Strasbourg,2010s
432772,3000000,Samuel Grandsir,Ligue 1,2019,Brest,2010s
434358,5000000,Sofiane Alakouch,Ligue 1,2019,Nmes,2010s
435485,7000000,Luiz Araújo,Ligue 1,2019,Lille,2010s
453016,3000000,Anthony Caci,Bundesliga,2019,Strasbourg,2010s
463613,150000,Yann Gboho,Ligue 1,2019,Rennes,2010s
531949,3000000,Ignatius Ganago,Ligue 1,2019,Nice,2010s
581781,5500000,Enzo Loiodice,La Liga,2019,Dijon,2010s
626913,2000000,Boulaye Dia,Serie A,2019,Reims,2010s
640428,4000000,Eduardo Camavinga,La Liga,2019,Rennes,2010s
4018,800000,Daniel Baier,Bundesliga,2019,Augsburg,2010s
5017,2000000,Niklas Moisander,Bundesliga,2019,Werder Bremen,2010s
7971,3000000,Salomon Kalou,Bundesliga,2019,Hertha BSC,2010s
16311,1500000,Rouwen Hennings,Bundesliga,2019,Dsseldorf,2010s
19112,1500000,Christian Gentner,Bundesliga,2019,Union Berlin,2010s
19305,2000000,Oscar Wendt,Bundesliga,2019,Gladbach,2010s
19819,2500000,Raffael,Bundesliga,2019,Gladbach,2010s
20778,400000,Adam Bodzek,Bundesliga,2019,Dsseldorf,2010s
22068,4000000,Franck Ribéry,Serie A,2019,Fiorentina,2010s
29962,500000,Daniele Dessena,Serie A,2019,Brescia,2010s
29993,9000000,Sven Bender,Bundesliga,2019,Leverkusen,2010s
30059,9000000,Lars Bender,Bundesliga,2019,Leverkusen,2010s
32711,4500000,Patrick Herrmann,Bundesliga,2019,Gladbach,2010s
34787,3500000,Julian Baumgartlinger,Bundesliga,2019,Leverkusen,2010s
35047,32000000,Axel Witsel,La Liga,2019,Dortmund,2010s
36207,1500000,Fin Bartels,Bundesliga,2019,Werder Bremen,2010s
38410,6500000,Daniel Caligiuri,Bundesliga,2019,Schalke 04,2010s
39025,4000000,Danny Latza,Bundesliga,2019,Mainz 05,2010s
39106,3000000,Ádám Szalai,Bundesliga,2019,Mainz 05,2010s
42783,3500000,André Hahn,Bundesliga,2019,Augsburg,2010s
42936,8000000,Nils Petersen,Bundesliga,2019,Freiburg,2010s
43984,2500000,Daniel Brosinski,Bundesliga,2019,Mainz 05,2010s
45662,1000000,Alexander Esswein,Bundesliga,2019,Hertha BSC,2010s
48298,10000000,Lars Stindl,Bundesliga,2019,Gladbach,2010s
49239,5500000,Guido Burgstaller,Bundesliga,2019,Schalke 04,2010s
49723,4000000,Timothy Chandler,Bundesliga,2019,Eint Frankfurt,2010s
52348,7000000,Benjamin Hübner,Bundesliga,2019,Hoffenheim,2010s
53437,4000000,Bastian Oczipka,Bundesliga,2019,Schalke 04,2010s
55099,4000000,Nicolas Höfler,Bundesliga,2019,Freiburg,2010s
58178,2500000,David Abraham,Bundesliga,2019,Eint Frankfurt,2010s
58358,35000000,Thomas Müller,Bundesliga,2019,Bayern Munich,2010s
59016,55000000,David Alaba,La Liga,2019,Bayern Munich,2010s
60632,2500000,Theodor Gebre Selassie,Bundesliga,2019,Werder Bremen,2010s
66005,2500000,Amir Abrashi,Bundesliga,2019,Freiburg,2010s
70285,5000000,Jonathan Schmid,Bundesliga,2019,Freiburg,2010s
75489,8000000,Niclas Füllkrug,Premier League,2019,Werder Bremen,2010s
77108,1500000,Jérôme Gondorf,Bundesliga,2019,Freiburg,2010s
79501,12000000,Daniel Ginczek,Bundesliga,2019,Wolfsburg,2010s
82009,30000000,Kevin Volland,Bundesliga,2019,Leverkusen,2010s
85867,25000000,Nico Schulz,Bundesliga,2019,Dortmund,2010s
88684,1500000,Giulio Donati,Serie A,2019,Lecce,2010s
89701,15000000,Charles Aránguiz,Bundesliga,2019,Leverkusen,2010s
93704,12000000,Josuha Guilavogui,Bundesliga,2019,Wolfsburg,2010s
93707,9000000,Christian Günter,Bundesliga,2019,Freiburg,2010s
93827,3500000,Steven Skrzybski,Bundesliga,2019,Dsseldorf,2010s
108650,5000000,Yuya Osako,Bundesliga,2019,Werder Bremen,2010s
110036,7500000,Dominique Heintz,Bundesliga,2019,Freiburg,2010s
111039,15000000,Ishak Belfodil,Bundesliga,2019,Hoffenheim,2010s
111078,25000000,Emil Forsberg,Bundesliga,2019,RB Leipzig,2010s
118397,5000000,Alessandro Schöpf,Bundesliga,2019,Schalke 04,2010s
118847,4000000,Dominik Kohr,Bundesliga,2019,Eint Frankfurt,2010s
124732,15000000,John Brooks,Bundesliga,2019,Wolfsburg,2010s
126281,2500000,Alexander Hack,Bundesliga,2019,Mainz 05,2010s
126716,37000000,Paco Alcácer,La Liga,2019,Villarreal,2010s
142031,8000000,Omar Mascarell,La Liga,2019,Schalke 04,2010s
142281,1500000,Anthony Ujah,Bundesliga,2019,Union Berlin,2010s
152963,3500000,Florian Niederlechner,Bundesliga,2019,Augsburg,2010s
156779,3000000,Erik Thommy,Bundesliga,2019,Dsseldorf,2010s
161056,70000000,Joshua Kimmich,Bundesliga,2019,Bayern Munich,2010s
162434,20000000,Niklas Stark,Bundesliga,2019,Hertha BSC,2010s
166601,60000000,Niklas Süle,Bundesliga,2019,Bayern Munich,2010s
167329,30000000,Alassane Pléa,Bundesliga,2019,Gladbach,2010s
170527,65000000,Timo Werner,Premier League,2019,RB Leipzig,2010s
181547,6000000,Gonçalo Paciência,Bundesliga,2019,Eint Frankfurt,2010s
182574,6000000,Jean-Paul Boëtius,Bundesliga,2019,Mainz 05,2010s
182579,15000000,Karim Rekik,La Liga,2019,Hertha BSC,2010s
190289,1500000,Gerrit Holtmann,Bundesliga,2019,Paderborn 07,2010s
190393,40000000,Corentin Tolisso,Ligue 1,2019,Bayern Munich,2010s
193782,17000000,Lucas Alario,Bundesliga,2019,Leverkusen,2010s
195736,22000000,Florian Grillitsch,La Liga,2019,Hoffenheim,2010s
196792,25000000,Julian Weigl,Bundesliga,2019,Dortmund,2010s
208167,9000000,Dawid Kownacki,Bundesliga,2019,Dsseldorf,2010s
216181,6500000,Almamy Touré,Bundesliga,2019,Eint Frankfurt,2010s
225657,4000000,Philipp Lienhart,Bundesliga,2019,Freiburg,2010s
229005,35000000,Abdou Diallo,Bundesliga,2019,Paris S-G,2010s
232454,17000000,Nadiem Amiri,Bundesliga,2019,Leverkusen,2010s
237164,12000000,Ihlas Bebou,Bundesliga,2019,Hoffenheim,2010s
243606,4000000,Anastasios Donis,Ligue 1,2019,Reims,2010s
243714,50000000,Kingsley Coman,Bundesliga,2019,Bayern Munich,2010s
248999,3000000,Lucas Höler,Bundesliga,2019,Freiburg,2010s
249157,2500000,Fredrik Jensen,Bundesliga,2019,Augsburg,2010s
261905,13000000,Suat Serdar,Serie A,2019,Schalke 04,2010s
283001,1250000,Noah Joel Sarenren Bazee,Bundesliga,2019,Augsburg,2010s
293592,800000,Brandon Borrello,Bundesliga,2019,Freiburg,2010s
309400,90000000,Kai Havertz,Premier League,2019,Leverkusen,2010s
332705,13000000,Tyler Adams,Premier League,2019,RB Leipzig,2010s
333647,1750000,Jonathan Burkardt,Bundesliga,2019,Mainz 05,2010s
334526,20000000,Denis Zakaria,Ligue 1,2019,Gladbach,2010s
341710,7000000,William,Bundesliga,2019,Wolfsburg,2010s
344695,30000000,Dayot Upamecano,Bundesliga,2019,RB Leipzig,2010s
348026,15000000,Nordi Mukiele,Bundesliga,2019,RB Leipzig,2010s
353366,30000000,Benjamin Pavard,Serie A,2019,Bayern Munich,2010s
358870,800000,Dennis Jastrzembski,Bundesliga,2019,Paderborn 07,2010s
387626,40000000,Leon Bailey,Premier League,2019,Leverkusen,2010s
393325,4000000,Josh Sargent,Premier League,2019,Werder Bremen,2010s
402008,20000000,Amadou Haidara,Bundesliga,2019,RB Leipzig,2010s
420002,22000000,Jean-Philippe Mateta,Premier League,2019,Mainz 05,2010s
424204,10000000,Alphonso Davies,Bundesliga,2019,Bayern Munich,2010s
8198,90000000,Cristiano Ronaldo,Premier League,2019,Juventus,2010s
12563,400000,Goran Pandev,Serie A,2019,Genoa,2010s
20005,16000000,Papu Gómez,La Liga,2019,Atalanta,2010s
21905,1000000,Valon Behrami,Serie A,2019,Genoa,2010s
22328,2500000,Fabio Quagliarella,Serie A,2019,Sampdoria,2010s
25488,5000000,Antonio Candreva,Serie A,2019,Inter,2010s
29260,7500000,Giorgio Chiellini,Serie A,2019,Juventus,2010s
30638,300000,Sergio Floccari,Serie A,2019,SPAL,2010s
808509,800000,Danilo,Serie A,2019,Juventus,2010s
33218,800000,Luca Cigarini,Serie A,2019,Cagliari,2010s
33571,4000000,Lorenzo De Silvestri,Serie A,2019,Torino,2010s
33923,22000000,Blaise Matuidi,Serie A,2019,Juventus,2010s
34344,2000000,Cristián Zapata,Serie A,2019,Genoa,2010s
35747,2000000,Simone Missiroli,Serie A,2019,SPAL,2010s
37834,3000000,Felipe Caicedo,Serie A,2019,Lazio,2010s
38607,4500000,Federico Di Francesco,Serie A,2019,SPAL,2010s
39828,1000000,Antonino Barillà,Serie A,2019,Parma,2010s
40372,2500000,Borja Valero,Serie A,2019,Inter,2010s
41414,9000000,Lucas Leiva,Serie A,2019,Lazio,2010s
44136,4000000,Domenico Criscito,Serie A,2019,Genoa,2010s
45314,6000000,Federico Fazio,Serie A,2019,Roma,2010s
46156,8000000,Aleksandar Kolarov,Serie A,2019,Roma,2010s
47085,600000,Nenad Tomović,Serie A,2019,SPAL,2010s
49275,5000000,Albin Ekdal,Serie A,2019,Sampdoria,2010s
55769,13000000,Danilo D'Ambrosio,Serie A,2019,Inter,2010s
55854,5000000,Cristian Ansaldi,Serie A,2019,Torino,2010s
56830,1000000,Sebastien De Maio,Serie A,2019,Udinese,2010s
57280,20000000,Giacomo Bonaventura,Serie A,2019,Milan,2010s
59340,17500000,Iago Falque,Serie A,2019,Torino,2010s
59699,1000000,Simone Iacoponi,Serie A,2019,Parma,2010s
61253,20000000,José Callejón,La Liga,2019,Napoli,2010s
63531,13000000,Kwadwo Asamoah,Serie A,2019,Inter,2010s
70411,3000000,Darko Lazović,Serie A,2019,Hellas Verona,2010s
72441,11000000,Rafael Tolói,Serie A,2019,Atalanta,2010s
75615,38000000,Douglas Costa,Serie A,2019,Juventus,2010s
75942,8000000,Tomás Rincón,Serie A,2019,Torino,2010s
79510,800000,Thiago Cionek,Serie A,2019,SPAL,2010s
79960,45000000,Alex Sandro,Serie A,2019,Juventus,2010s
82048,7500000,Nicola Sansone,Serie A,2019,Bologna,2010s
83877,4500000,Diego Farias,Serie A,2019,Lecce,2010s
84344,5000000,Davide Santon,Serie A,2019,Roma,2010s
84765,4000000,Francesco Caputo,Serie A,2019,Sassuolo,2010s
86079,800000,Luca Siligardi,Serie A,2019,Parma,2010s
87884,12000000,Mário Rui,Serie A,2019,Napoli,2010s
91970,18000000,Juan Cuadrado,Serie A,2019,Juventus,2010s
93128,75000000,Kalidou Koulibaly,Premier League,2019,Napoli,2010s
96806,1600000,Jacopo Sala,Serie A,2019,SPAL,2010s
96828,10000000,Simone Zaza,Serie A,2019,Torino,2010s
99180,6000000,Federico Santander,Serie A,2019,Bologna,2010s
101922,700000,Fabio Pisacane,Serie A,2019,Cagliari,2010s
102745,2500000,Luca Ceppitelli,Serie A,2019,Cagliari,2010s
111196,50000000,Stefan de Vrij,Serie A,2019,Inter,2010s
