player_id,player,nation,squad,comp,season,age,born,ninety_mins_played,shot_creating_actions,sca_per_90,pass_live_sca,pass_dead_sca,take_on_sca,shot_sca,foul_drawn_sca,defensive_action_sca,goal_creating_actions,gca_per_90,pass_live_gca,pass_dead_gca,take_on_gca,shot_gca,foul_drawn_gca,defensive_action_gca,position,age_range,general_position,country,continent
77760,Victor Wanyama,KEN,Tottenham,Premier League,2018,27.0,1991.0,5.7,8,1.4,4,0,2,0,2,0,2,0.35,0,0,2,0,0,0,MF,25-29,Midfielder,Kenya,Africa
203026,Danny Ward,ENG,Cardiff City,Premier League,2018,26.0,1991.0,4.9,15,3.04,11,1,0,1,2,0,0,0.0,0,0,0,0,0,0,FW,25-29,Forward,England,Europe
92572,Joel Ward,ENG,Crystal Palace,Premier League,2018,28.0,1989.0,6.1,8,1.3,7,1,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,England,Europe
34691,Stephen Ward,IRL,Burnley,Premier League,2018,32.0,1985.0,2.5,3,1.18,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Republic of Ireland,Europe
181579,James Ward-Prowse,ENG,Southampton,Premier League,2018,23.0,1994.0,21.6,72,3.33,32,30,0,2,3,5,3,0.14,2,0,0,0,0,1,"MF,DF",20-24,Midfielder,England,Europe
196792,Julian Weigl,GER,Dortmund,Bundesliga,2018,22.0,1995.0,16.2,6,0.37,6,0,0,0,0,0,2,0.12,2,0,0,0,0,0,"DF,MF",20-24,Defender,Germany,Europe
19305,Oscar Wendt,SWE,Gladbach,Bundesliga,2018,32.0,1985.0,30.3,53,1.75,41,7,1,2,2,0,2,0.07,2,0,0,0,0,0,DF,30-34,Defender,Sweden,Europe
170527,Timo Werner,GER,RB Leipzig,Bundesliga,2018,22.0,1996.0,27.9,91,3.26,57,4,12,9,9,0,13,0.47,7,0,6,0,0,0,FW,20-24,Forward,Germany,Europe
91317,Ashley Westwood,ENG,Burnley,Premier League,2018,28.0,1990.0,31.4,83,2.65,58,17,1,3,4,0,12,0.38,10,1,0,1,0,0,MF,25-29,Midfielder,England,Europe
330223,Hendrik Weydandt,GER,Hannover 96,Bundesliga,2018,23.0,1995.0,19.1,53,2.77,36,0,4,7,6,0,2,0.1,2,0,0,0,0,0,FW,20-24,Forward,Germany,Europe
49499,Georginio Wijnaldum,NED,Liverpool,Premier League,2018,27.0,1990.0,30.3,57,1.88,44,3,3,3,2,2,6,0.2,5,0,0,1,0,0,MF,25-29,Midfielder,Netherlands,Europe
341710,William,BRA,Wolfsburg,Bundesliga,2018,23.0,1995.0,29.7,78,2.62,64,8,3,1,1,1,7,0.24,4,2,0,1,0,0,DF,20-24,Defender,Brazil,South America
255508,Iaki Williams,GHA,Athletic Club,La Liga,2018,24.0,1994.0,33.6,76,2.26,41,1,16,8,8,2,10,0.3,6,0,3,1,0,0,FW,20-24,Forward,Ghana,Africa
55338,Willian,BRA,Chelsea,Premier League,2018,29.0,1988.0,23.3,144,6.18,88,35,6,5,8,2,8,0.34,5,2,0,0,1,0,FW,25-29,Forward,Brazil,South America
450826,Callum Wilson,ENG,Bournemouth,Premier League,2018,26.0,1992.0,28.1,78,2.78,53,0,8,6,11,0,19,0.68,12,0,3,2,2,0,FW,25-29,Forward,England,Europe
249126,Harry Winks,ENG,Tottenham,Premier League,2018,22.0,1996.0,17.7,29,1.63,27,1,0,1,0,0,3,0.17,3,0,0,0,0,0,MF,20-24,Midfielder,England,Europe
35047,Axel Witsel,BEL,Dortmund,Bundesliga,2018,29.0,1989.0,31.9,56,1.75,45,1,2,3,4,1,8,0.25,8,0,0,0,0,0,MF,25-29,Midfielder,Belgium,Europe
72519,Bobby Wood,USA,Hannover 96,Bundesliga,2018,25.0,1992.0,13.1,22,1.67,18,0,0,2,2,0,4,0.3,4,0,0,0,0,0,"FW,MF",25-29,Forward,United States,North America
108725,Chris Wood,NZL,Burnley,Premier League,2018,26.0,1991.0,28.8,48,1.67,33,1,1,9,4,0,7,0.24,5,0,0,2,0,0,FW,25-29,Forward,New Zealand,Oceania
111455,Granit Xhaka,SUI,Arsenal,Premier League,2018,25.0,1992.0,27.8,80,2.88,60,20,0,0,0,0,5,0.18,1,4,0,0,0,0,"MF,DF",25-29,Midfielder,Switzerland,Europe
439914,John Yeboah,ECU,Wolfsburg,Bundesliga,2018,18.0,2000.0,0.6,4,6.55,2,0,1,0,1,0,0,0.0,0,0,0,0,0,0,"MF,FW",Under 20,Midfielder,Ecuador,South America
14086,Ashley Young,ENG,Manchester Utd,Premier League,2018,33.0,1985.0,28.5,77,2.7,42,31,1,2,1,0,9,0.32,5,2,1,1,0,0,DF,30-34,Defender,England,Europe
20007,Pablo Zabaleta,ARG,West Ham,Premier League,2018,33.0,1985.0,23.2,22,0.95,16,3,0,1,2,0,3,0.13,3,0,0,0,0,0,DF,30-34,Defender,Argentina,South America
344598,Dan-Axel Zagadou,FRA,Dortmund,Bundesliga,2018,19.0,1999.0,14.1,8,0.57,6,0,0,2,0,0,1,0.07,1,0,0,0,0,0,DF,Under 20,Defender,France,Europe
334526,Denis Zakaria,SUI,Gladbach,Bundesliga,2018,21.0,1996.0,21.8,39,1.79,34,0,1,4,0,0,7,0.32,5,0,0,2,0,0,MF,20-24,Midfielder,Switzerland,Europe
216872,Francesco Zampano,ITA,Frosinone,Serie A,2018,24.0,1993.0,23.4,43,1.84,31,10,0,0,2,0,2,0.09,1,1,0,0,0,0,"DF,MF",20-24,Defender,Italy,Europe
392085,Nicol Zaniolo,ITA,Roma,Serie A,2018,19.0,1999.0,19.6,63,3.21,39,0,7,9,6,2,6,0.31,4,0,0,1,1,0,"MF,FW",Under 20,Midfielder,Italy,Europe
34344,Cristin Zapata,COL,Milan,Serie A,2018,31.0,1986.0,11.4,6,0.53,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Colombia,South America
73794,Duvn Zapata,COL,Atalanta,Serie A,2018,27.0,1991.0,32.2,130,4.04,89,0,17,16,7,1,17,0.53,10,0,3,4,0,0,FW,25-29,Forward,Colombia,South America
173859,Davide Zappacosta,ITA,Chelsea,Premier League,2018,26.0,1992.0,1.4,3,2.11,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Italy,Europe
96828,Simone Zaza,ITA,Torino,Serie A,2018,27.0,1991.0,16.0,48,3.01,28,0,2,9,8,1,6,0.38,3,0,0,3,0,0,"FW,MF",25-29,Forward,Italy,Europe
37917,Nabil El Zhar,MAR,Legans,La Liga,2018,31.0,1986.0,10.7,35,3.26,25,4,3,2,1,0,1,0.09,1,0,0,0,0,0,"MF,FW",30-34,Midfielder,Morocco,Africa
118196,Jean Zimmer,GER,Dsseldorf,Bundesliga,2018,24.0,1993.0,15.9,51,3.2,30,16,0,2,2,1,4,0.25,3,0,0,1,0,0,"DF,FW",20-24,Defender,Germany,Europe
203853,Oleksandr Zinchenko,UKR,Manchester City,Premier League,2018,21.0,1996.0,12.8,30,2.35,27,2,1,0,0,0,5,0.39,5,0,0,0,0,0,DF,20-24,Defender,Ukraine,Europe
157509,Kurt Zouma,FRA,Everton,Premier League,2018,23.0,1994.0,29.0,18,0.62,15,0,1,2,0,0,3,0.1,3,0,0,0,0,0,DF,20-24,Defender,France,Europe
85370,Sergi Roberto,ESP,Barcelona,La Liga,2018,26.0,1992.0,23.2,52,2.24,44,3,0,1,4,0,10,0.43,8,1,0,0,1,0,"DF,MF",25-29,Defender,Spain,Europe
67548,Rubn Rochina,ESP,Levante,La Liga,2018,27.0,1991.0,20.0,78,3.84,43,12,10,5,7,1,11,0.54,6,3,1,1,0,0,MF,25-29,Midfielder,Spain,Europe
51510,ngel Rodrguez,ESP,Getafe,La Liga,2018,31.0,1987.0,20.2,46,2.28,27,0,5,7,6,1,7,0.35,4,0,3,0,0,0,FW,30-34,Forward,Spain,Europe
66100,Oriol Romeu,ESP,Southampton,Premier League,2018,26.0,1991.0,23.7,31,1.31,25,0,0,6,0,0,3,0.13,2,0,0,1,0,0,MF,25-29,Midfielder,Spain,Europe
62920,Vctor Ruiz,ESP,Villarreal,La Liga,2018,29.0,1989.0,21.9,21,0.96,20,0,0,1,0,0,3,0.14,2,0,0,1,0,0,DF,25-29,Defender,Spain,Europe
71019,Bartosz Salamon,POL,Frosinone,Serie A,2018,27.0,1991.0,19.2,15,0.78,14,0,0,0,0,1,1,0.05,1,0,0,0,0,0,DF,25-29,Defender,Poland,Europe
63290,Vctor Snchez,ESP,Espanyol,La Liga,2018,30.0,1987.0,14.1,24,1.71,20,2,0,0,1,1,1,0.07,1,0,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
289286,Luca Sangalli,ESP,Real Sociedad,La Liga,2018,23.0,1995.0,11.1,25,2.25,14,0,2,1,6,2,3,0.27,2,0,0,0,1,0,"MF,FW",20-24,Midfielder,Spain,Europe
74230,Pablo Sarabia,ESP,Sevilla,La Liga,2018,26.0,1992.0,30.3,152,5.02,120,18,4,5,5,0,21,0.69,20,1,0,0,0,0,"MF,FW",25-29,Midfielder,Spain,Europe
242086,Patrik Schick,CZE,Roma,Serie A,2018,22.0,1996.0,14.6,34,2.33,23,0,3,6,2,0,5,0.34,1,0,1,1,2,0,"FW,MF",20-24,Forward,Czech Republic,Europe
86759,David Silva,ESP,Manchester City,Premier League,2018,32.0,1986.0,26.7,152,5.7,124,8,6,11,3,0,19,0.71,18,1,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
372246,Carlos Soler,ESP,Valencia,La Liga,2018,21.0,1997.0,27.3,66,2.41,44,5,5,6,6,0,10,0.37,6,1,0,1,2,0,MF,20-24,Midfielder,Spain,Europe
111961,Suso,ESP,Milan,Serie A,2018,24.0,1993.0,33.5,196,5.84,150,17,18,3,7,1,18,0.54,15,1,1,1,0,0,"FW,MF",20-24,Forward,Spain,Europe
238407,Alexander Srloth,NOR,Crystal Palace,Premier League,2018,22.0,1995.0,2.1,7,3.41,6,0,0,0,1,0,1,0.49,1,0,0,0,0,0,FW,20-24,Forward,Norway,Europe
141834,Cristian Tello,ESP,Betis,La Liga,2018,26.0,1991.0,17.5,49,2.8,39,2,4,2,1,1,11,0.63,7,0,1,2,1,0,"DF,FW",25-29,Defender,Spain,Europe
128295,Tito,ESP,Rayo Vallecano,La Liga,2018,33.0,1985.0,12.2,18,1.48,11,5,0,1,1,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Spain,Europe
47085,Nenad Tomovi,SRB,Chievo,Serie A,2018,30.0,1987.0,8.2,6,0.73,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Serbia,Europe
76285,Too,ESP,Levante,La Liga,2018,28.0,1989.0,19.6,33,1.68,25,2,3,2,0,1,4,0.2,4,0,0,0,0,0,"DF,FW",25-29,Defender,Spain,Europe
213670,Lucas Torr,ESP,Eint Frankfurt,Bundesliga,2018,24.0,1994.0,6.2,8,1.29,8,0,0,0,0,0,1,0.16,1,0,0,0,0,0,MF,20-24,Midfielder,Spain,Europe
40372,Borja Valero,ESP,Inter,Serie A,2018,33.0,1985.0,13.7,53,3.87,50,0,1,0,1,1,5,0.37,5,0,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
221316,Lucas Vzquez,ESP,Real Madrid,La Liga,2018,27.0,1991.0,16.8,54,3.22,47,1,3,2,1,0,4,0.24,4,0,0,0,0,0,"FW,MF",25-29,Forward,Spain,Europe
88490,Aleix Vidal,ESP,Sevilla,La Liga,2018,28.0,1989.0,5.9,24,4.09,18,2,1,1,2,0,3,0.51,3,0,0,0,0,0,"DF,MF",25-29,Defender,Spain,Europe
67090,Ddac Vil,ESP,Espanyol,La Liga,2018,29.0,1989.0,26.2,41,1.57,33,3,0,3,2,0,4,0.15,3,0,0,1,0,0,DF,25-29,Defender,Spain,Europe
337066,Toni Villa,ESP,Valladolid,La Liga,2018,23.0,1995.0,19.6,71,3.63,50,0,9,6,4,2,5,0.26,2,0,1,1,1,0,"MF,FW",20-24,Midfielder,Spain,Europe
67082,Vitolo,ESP,Atltico Madrid,La Liga,2018,28.0,1989.0,8.4,29,3.47,17,0,5,1,5,1,4,0.48,2,0,0,0,2,0,"MF,FW",25-29,Midfielder,Spain,Europe
181136,Piotr Zieliski,POL,Napoli,Serie A,2018,24.0,1994.0,31.9,133,4.16,119,4,2,5,2,1,9,0.28,8,0,0,1,0,0,MF,20-24,Midfielder,Poland,Europe
355628,Igor Zubeldia,ESP,Real Sociedad,La Liga,2018,21.0,1997.0,28.3,17,0.6,14,0,1,0,0,2,4,0.14,3,0,1,0,0,0,MF,20-24,Midfielder,Spain,Europe
59375,David Zurutuza,ESP,Real Sociedad,La Liga,2018,32.0,1986.0,13.6,25,1.84,23,1,0,0,1,0,0,0.0,0,0,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
393323,Brenden Aaronson,USA,Union Berlin,Bundesliga,2023,22.0,2000.0,14.1,53,3.76,41,1,8,3,0,0,8,0.57,6,0,2,0,0,0,"MF,FW",20-24,Midfielder,United States,North America
199704,Yunis Abdelhamid,MAR,Reims,Ligue 1,2023,35.0,1987.0,30.9,24,0.78,19,1,0,3,1,0,1,0.03,0,0,0,1,0,0,DF,35-39,Defender,Morocco,Africa
238626,Laurent Abergel,FRA,Lorient,Ligue 1,2023,30.0,1993.0,31.8,81,2.55,67,3,2,1,2,6,5,0.16,3,0,1,0,0,1,MF,30-34,Midfielder,France,Europe
393238,Zakaria Aboukhlal,MAR,Toulouse,Ligue 1,2023,23.0,2000.0,8.4,20,2.39,10,0,2,3,3,2,2,0.24,0,0,0,1,1,0,"MF,FW",20-24,Midfielder,Morocco,Africa
559979,Abdel Abqar,MAR,Alavs,La Liga,2023,24.0,1999.0,25.7,12,0.47,9,0,0,2,1,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Morocco,Africa
131075,Francesco Acerbi,ITA,Inter,Serie A,2023,35.0,1988.0,26.5,22,0.83,19,0,0,3,0,0,1,0.04,1,0,0,0,0,0,DF,35-39,Defender,Italy,Europe
607034,Akor Adams,NGA,Montpellier,Ligue 1,2023,23.0,2000.0,25.0,43,1.72,29,0,5,8,1,0,3,0.12,0,0,2,1,0,0,FW,20-24,Forward,Nigeria,Africa
452477,Junior Adamu,AUT,Freiburg,Bundesliga,2023,22.0,2001.0,1.2,2,1.73,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"FW,MF",20-24,Forward,Austria,Europe
125614,Sargis Adamyan,ARM,Kln,Bundesliga,2023,30.0,1993.0,8.9,31,3.48,22,0,1,1,6,1,3,0.34,1,0,0,1,1,0,"FW,MF",30-34,Forward,Armenia,Asia
258878,Tosin Adarabioyo,ENG,Fulham,Premier League,2023,25.0,1997.0,18.0,10,0.56,6,0,0,4,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,England,Europe
319900,Elijah Adebayo,ENG,Luton Town,Premier League,2023,25.0,1998.0,15.8,31,1.97,19,0,5,5,2,0,5,0.32,2,0,0,3,0,0,FW,25-29,Forward,England,Europe
496094,Karim Adeyemi,GER,Dortmund,Bundesliga,2023,21.0,2002.0,10.1,25,2.46,13,1,3,2,6,0,2,0.2,2,0,0,0,0,0,"FW,MF",20-24,Forward,Germany,Europe
658536,Simon Adingra,CIV,Brighton,Premier League,2023,21.0,2002.0,24.7,77,3.12,51,1,13,7,3,2,4,0.16,3,0,0,0,0,1,FW,20-24,Forward,Ivory Coast,Africa
532776,Amine Adli,MAR,Leverkusen,Bundesliga,2023,23.0,2000.0,10.0,52,5.22,39,0,6,3,4,0,9,0.9,5,0,2,1,1,0,"MF,FW",20-24,Midfielder,Morocco,Africa
395236,Yacine Adli,FRA,Milan,Serie A,2023,23.0,2000.0,15.6,62,3.97,41,18,3,0,0,0,8,0.51,4,3,1,0,0,0,MF,20-24,Midfielder,France,Europe
683895,Emmanuel Agbadou,CIV,Reims,Ligue 1,2023,26.0,1997.0,28.8,47,1.63,43,0,0,4,0,0,1,0.03,1,0,0,0,0,0,DF,25-29,Defender,Ivory Coast,Africa
361914,Nayef Aguerd,MAR,West Ham,Premier League,2023,27.0,1996.0,20.6,14,0.68,12,1,0,1,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Morocco,Africa
203746,Ruben Aguilar,FRA,Lens,Ligue 1,2023,30.0,1993.0,21.4,47,2.2,43,1,1,2,0,0,5,0.23,5,0,0,0,0,0,DF,30-34,Defender,France,Europe
538971,Naouirou Ahamada,FRA,Crystal Palace,Premier League,2023,21.0,2002.0,3.9,9,2.3,9,0,0,0,0,0,3,0.77,3,0,0,0,0,0,"MF,FW",20-24,Midfielder,France,Europe
236490,Ola Aina,NGA,Nott'ham Forest,Premier League,2023,26.0,1996.0,18.8,38,2.02,25,5,3,1,3,1,1,0.05,1,0,0,0,0,0,DF,25-29,Defender,Nigeria,Africa
283994,Ludovic Ajorque,FRA,Mainz 05,Bundesliga,2023,29.0,1994.0,15.1,37,2.45,29,1,0,1,5,1,0,0.0,0,0,0,0,0,0,FW,25-29,Forward,France,Europe
177476,Nathan Ak,NED,Manchester City,Premier League,2023,28.0,1995.0,22.7,36,1.59,28,0,2,4,1,1,6,0.26,3,0,1,2,0,0,DF,25-29,Defender,Netherlands,Europe
709969,Ilias Akhomach,MAR,Villarreal,La Liga,2023,19.0,2004.0,16.8,57,3.4,34,2,13,2,5,1,3,0.18,2,0,1,0,0,0,"MF,FW",Under 20,Midfielder,Morocco,Africa
748319,Carlos Alcaraz,ARG,Juventus,Serie A,2023,20.0,2002.0,4.2,6,1.42,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0,MF,20-24,Midfielder,Argentina,South America
353032,Omar Alderete,PAR,Getafe,La Liga,2023,26.0,1996.0,24.4,31,1.27,24,0,4,2,1,0,3,0.12,3,0,0,0,0,0,DF,25-29,Defender,Paraguay,South America
314353,Trent Alexander-Arnold,ENG,Liverpool,Premier League,2023,24.0,1998.0,23.9,126,5.27,80,33,5,6,0,2,7,0.29,4,3,0,0,0,0,DF,20-24,Defender,England,Europe
456492,Faride Alidou,GER,Kln,Bundesliga,2023,22.0,2001.0,14.2,34,2.39,23,0,5,1,5,0,3,0.21,1,0,1,0,1,0,"FW,MF",20-24,Forward,Germany,Europe
872184,Tadeo Allende,ARG,Celta Vigo,La Liga,2023,24.0,1999.0,3.7,9,2.41,4,0,1,3,1,0,0,0.0,0,0,0,0,0,0,"MF,FW",20-24,Midfielder,Argentina,South America
646733,Jim Allevinah,GAB,Clermont Foot,Ligue 1,2023,28.0,1995.0,20.7,58,2.8,37,2,6,6,6,1,3,0.15,3,0,0,0,0,0,"MF,DF",25-29,Midfielder,Gabon,Africa
300532,Pontus Almqvist,SWE,Lecce,Serie A,2023,24.0,1999.0,23.4,64,2.74,38,1,9,5,8,3,7,0.3,4,0,0,0,2,1,"FW,MF",20-24,Forward,Sweden,Europe
401356,Edson lvarez,MEX,West Ham,Premier League,2023,25.0,1997.0,26.4,32,1.21,24,0,2,3,0,3,2,0.08,2,0,0,0,0,0,MF,25-29,Midfielder,Mexico,North America
577486,Gastn lvarez,URU,Getafe,La Liga,2023,23.0,2000.0,28.2,22,0.78,17,1,1,3,0,0,1,0.04,1,0,0,0,0,0,DF,20-24,Defender,Uruguay,South America
855134,Skelly Alvero,FRA,Lyon,Ligue 1,2023,21.0,2002.0,4.7,12,2.54,7,1,1,2,1,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,France,Europe
1099726,Papa Amadou Diallo,SEN,Metz,Ligue 1,2023,19.0,2004.0,9.9,20,2.02,18,0,0,1,0,1,1,0.1,1,0,0,0,0,0,FW,Under 20,Forward,Senegal,Africa
377219,Selim Amallah,MAR,Valencia,La Liga,2023,26.0,1996.0,6.7,14,2.09,7,0,3,0,4,0,1,0.15,1,0,0,0,0,0,"FW,MF",25-29,Forward,Morocco,Africa
241229,Jordan Amavi,FRA,Brest,Ligue 1,2023,29.0,1994.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,France,Europe
644676,Bruno Amione,ARG,Hellas Verona,Serie A,2023,21.0,2002.0,6.4,3,0.47,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Argentina,South America
260827,Joachim Andersen,DEN,Crystal Palace,Premier League,2023,27.0,1996.0,37.9,47,1.24,41,1,0,3,0,2,5,0.13,5,0,0,0,0,0,DF,25-29,Defender,Denmark,Europe
567576,Elliot Anderson,ENG,Newcastle Utd,Premier League,2023,20.0,2002.0,11.4,34,2.98,28,0,4,2,0,0,3,0.26,3,0,0,0,0,0,"MF,FW",20-24,Midfielder,England,Europe
159372,Felipe Anderson,BRA,Lazio,Serie A,2023,30.0,1993.0,30.8,92,2.99,76,2,4,5,2,3,12,0.39,10,0,1,0,0,1,"FW,MF",30-34,Forward,Brazil,South America
84301,Benjamin Andr,FRA,Lille,Ligue 1,2023,32.0,1990.0,28.6,49,1.72,41,1,0,0,5,2,3,0.11,1,0,0,0,2,0,MF,30-34,Midfielder,France,Europe
743598,ngelo,BRA,Strasbourg,Ligue 1,2023,18.0,2004.0,12.2,54,4.45,43,2,5,1,2,1,6,0.49,5,0,0,0,1,0,"FW,MF",Under 20,Forward,Brazil,South America
684210,Jaidon Anthony,ENG,Bournemouth,Premier League,2023,23.0,1999.0,1.7,3,1.78,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,FW,20-24,Forward,England,Europe
193004,Waldemar Anton,GER,Stuttgart,Bundesliga,2023,27.0,1996.0,32.1,39,1.22,33,0,0,4,1,1,9,0.28,8,0,0,1,0,0,DF,25-29,Defender,Germany,Europe
798687,Antony,BRA,Manchester Utd,Premier League,2023,23.0,2000.0,14.7,55,3.74,45,1,2,0,4,3,3,0.2,1,0,0,0,0,2,FW,20-24,Forward,Brazil,South America
289182,Christopher Antwi-Adjei,GHA,Bochum,Bundesliga,2023,29.0,1994.0,13.5,48,3.55,31,9,2,3,3,0,4,0.3,4,0,0,0,0,0,"FW,MF",25-29,Forward,Ghana,Africa
395693,Houssem Aouar,ALG,Roma,Serie A,2023,25.0,1998.0,8.4,21,2.5,12,4,1,2,2,0,0,0.0,0,0,0,0,0,0,"MF,FW",25-29,Midfielder,Algeria,Africa
874066,Oliver Arblaster,ENG,Sheffield Utd,Premier League,2023,19.0,2004.0,10.5,23,2.2,19,2,0,1,0,1,2,0.19,1,0,0,1,0,0,MF,Under 20,Midfielder,England,Europe
652275,Hkon Arnar Haraldsson,ISL,Lille,Ligue 1,2023,20.0,2003.0,14.3,35,2.45,23,2,3,2,5,0,1,0.07,0,0,0,0,1,0,"FW,MF",20-24,Forward,Iceland,Europe
977464,Arthur,BRA,Leverkusen,Bundesliga,2023,20.0,2003.0,2.0,7,3.41,5,1,0,0,0,1,2,0.97,2,0,0,0,0,0,DF,20-24,Defender,Brazil,South America
245744,Takuma Asano,JPN,Bochum,Bundesliga,2023,28.0,1994.0,22.1,65,2.95,44,1,5,8,6,1,5,0.23,3,0,0,2,0,0,"FW,MF",25-29,Forward,Japan,Asia
543771,Kristjan Asllani,ALB,Inter,Serie A,2023,21.0,2002.0,8.7,19,2.18,13,4,1,1,0,0,5,0.57,4,1,0,0,0,0,MF,20-24,Midfielder,Albania,Europe
375391,Joel Asoro,SWE,Metz,Ligue 1,2023,24.0,1999.0,9.4,21,2.23,11,2,2,1,5,0,3,0.32,1,0,1,0,1,0,"FW,MF",20-24,Forward,Sweden,Europe
855308,Arthur Atta,FRA,Metz,Ligue 1,2023,20.0,2003.0,10.3,19,1.85,15,0,2,2,0,0,3,0.29,1,0,0,2,0,0,"MF,FW",20-24,Midfielder,France,Europe
58864,Pierre-Emerick Aubameyang,GAB,Marseille,Ligue 1,2023,34.0,1989.0,29.1,75,2.57,45,0,6,18,5,1,14,0.48,8,0,1,5,0,0,FW,30-34,Forward,Gabon,Africa
284595,Tommaso Augello,ITA,Cagliari,Serie A,2023,28.0,1994.0,26.9,56,2.08,32,19,0,1,2,2,2,0.07,2,0,0,0,0,0,DF,25-29,Defender,Italy,Europe
585982,Carlos Augusto,BRA,Inter,Serie A,2023,24.0,1999.0,19.2,36,1.88,29,4,1,0,1,1,6,0.31,4,1,1,0,0,0,DF,20-24,Defender,Brazil,South America
127032,Serge Aurier,CIV,Nott'ham Forest,Premier League,2023,30.0,1992.0,9.3,15,1.62,12,1,1,0,1,0,2,0.22,2,0,0,0,0,0,"DF,MF",30-34,Defender,Ivory Coast,Africa
295313,Taiwo Awoniyi,NGA,Nott'ham Forest,Premier League,2023,25.0,1997.0,11.6,30,2.6,22,0,2,0,4,2,6,0.52,5,0,1,0,0,0,FW,25-29,Forward,Nigeria,Africa
45403,Andr Ayew,GHA,Le Havre,Ligue 1,2023,33.0,1989.0,12.3,27,2.2,18,0,5,2,0,2,1,0.08,1,0,0,0,0,0,FW,30-34,Forward,Ghana,Africa
108354,Jordan Ayew,GHA,Crystal Palace,Premier League,2023,31.0,1991.0,28.3,72,2.55,40,5,5,7,12,3,12,0.42,10,0,1,0,1,0,"FW,MF",30-34,Forward,Ghana,Africa
901019,Neil El Aynaoui,FRA,Lens,Ligue 1,2023,22.0,2001.0,17.4,25,1.44,20,0,0,1,3,1,3,0.17,2,0,0,0,1,0,MF,20-24,Midfielder,France,Europe
180337,Sardar Azmoun,IRN,Roma,Serie A,2023,28.0,1995.0,6.5,18,2.77,10,0,1,5,2,0,5,0.77,1,0,0,2,2,0,"FW,MF",25-29,Forward,Iran,Asia
310527,Paulo Azzi,BRA,Cagliari,Serie A,2023,29.0,1994.0,10.6,25,2.37,18,0,2,4,0,1,0,0.0,0,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
531065,Oussama El Azzouzi,MAR,Bologna,Serie A,2023,22.0,2001.0,6.1,10,1.65,8,1,0,0,1,0,3,0.49,3,0,0,0,0,0,MF,20-24,Midfielder,Morocco,Africa
442805,Iddrisu Baba,GHA,Almera,La Liga,2023,27.0,1996.0,15.9,18,1.13,14,0,0,1,0,3,0,0.0,0,0,0,0,0,0,MF,25-29,Midfielder,Ghana,Africa
916920,Shavy Babicka,GAB,Toulouse,Ligue 1,2023,23.0,2000.0,4.1,9,2.17,7,0,0,2,0,0,2,0.48,2,0,0,0,0,0,"FW,MF",20-24,Forward,Gabon,Africa
463603,Benot Badiashile,FRA,Chelsea,Premier League,2023,22.0,2001.0,14.9,23,1.55,18,0,0,2,1,2,3,0.2,3,0,0,0,0,0,DF,20-24,Defender,France,Europe
238654,Jaime Bez,URU,Frosinone,Serie A,2023,28.0,1995.0,5.6,16,2.88,7,6,1,0,2,0,2,0.36,1,0,0,0,1,0,"FW,MF",25-29,Forward,Uruguay,South America
387626,Leon Bailey,JAM,Aston Villa,Premier League,2023,25.0,1997.0,23.0,97,4.22,70,7,9,7,3,1,11,0.48,7,1,1,2,0,0,"MF,FW",25-29,Midfielder,Jamaica,North America
540664,Dilane Bakwa,FRA,Strasbourg,Ligue 1,2023,20.0,2002.0,24.2,107,4.42,54,27,13,5,7,1,10,0.41,4,4,1,1,0,0,"FW,MF",20-24,Forward,France,Europe
641537,Tommaso Baldanzi,ITA,Empoli,Serie A,2023,20.0,2003.0,8.3,36,4.35,24,4,3,1,4,0,2,0.24,2,0,0,0,0,0,"MF,FW",20-24,Midfielder,Italy,Europe
575998,Leonardo Balerdi,ARG,Marseille,Ligue 1,2023,24.0,1999.0,25.2,27,1.07,24,1,1,0,1,0,3,0.12,2,0,0,0,1,0,DF,20-24,Defender,Argentina,South America
85295,Ivn Balliu,ALB,Rayo Vallecano,La Liga,2023,31.0,1992.0,31.9,51,1.6,36,9,2,3,0,1,3,0.09,0,2,0,1,0,0,DF,30-34,Defender,Albania,Europe
