player_id,player,nation,squad,comp,season,age,born,ninety_mins_played,passes_completed,passes_attempted,pass_completion_pct,total_pass_distance,progressive_pass_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,position,age_range,general_position,country,continent
444523,Lucas Paquet,BRA,Milan,Serie A,2018,20.0,1997.0,9.4,282,372,75.8,3845,1334,176,210,83.8,72,99,72.7,16,29,55.2,1,0.8,0.7,0.2,9,32,8,0,48,MF,20-24,Midfielder,Brazil,South America
412092,Gatan Paquiez,FRA,Nmes,Ligue 1,2018,24.0,1994.0,14.8,502,647,77.6,7005,3368,316,352,89.8,148,195,75.9,18,60,30.0,0,0.3,0.3,-0.3,9,27,4,0,40,DF,20-24,Defender,France,Europe
166237,Leandro Paredes,ARG,Paris S-G,Ligue 1,2018,24.0,1994.0,13.9,1179,1315,89.7,20069,6570,581,608,95.6,439,464,94.6,117,175,66.9,2,2.7,2.7,-0.7,18,106,11,0,112,MF,20-24,Midfielder,Argentina,South America
238981,Vittorio Parigini,ITA,Torino,Serie A,2018,22.0,1996.0,4.2,86,139,61.9,1314,440,37,43,86.0,35,53,66.0,5,14,35.7,0,1.1,0.2,-1.1,8,8,4,3,7,"MF,DF",20-24,Midfielder,Italy,Europe
230784,Thomas Partey,GHA,Atltico Madrid,La Liga,2018,25.0,1993.0,23.0,1133,1381,82.0,19019,6337,570,646,88.2,396,458,86.5,126,195,64.6,4,1.3,2.1,2.7,19,121,19,1,147,MF,25-29,Midfielder,Ghana,Africa
55215,Javier Pastore,ARG,Roma,Serie A,2018,29.0,1989.0,6.6,327,391,83.6,5059,1541,169,184,91.8,110,127,86.6,27,39,69.2,0,0.9,1.4,-0.9,18,39,18,2,62,"MF,FW",25-29,Midfielder,Argentina,South America
169555,Callum Paterson,SCO,Cardiff City,Premier League,2018,23.0,1994.0,22.2,272,580,46.9,3936,1738,157,282,55.7,83,172,48.3,16,37,43.2,1,2.8,2.1,-1.8,23,50,16,3,68,"FW,MF",20-24,Forward,Scotland,Europe
353366,Benjamin Pavard,FRA,Stuttgart,Bundesliga,2018,22.0,1996.0,29.0,1275,1517,84.0,25232,8776,462,515,89.7,621,702,88.5,175,261,67.0,0,0.6,1.2,-0.6,11,74,12,5,92,DF,20-24,Defender,France,Europe
64793,Leonardo Pavoletti,ITA,Cagliari,Serie A,2018,29.0,1988.0,30.4,585,853,68.6,7001,908,334,450,74.2,133,217,61.3,23,42,54.8,1,1.6,1.1,-0.6,25,29,11,0,40,FW,25-29,Forward,Italy,Europe
37647,Dimitri Payet,FRA,Marseille,Ligue 1,2018,31.0,1987.0,21.2,842,1225,68.7,13632,4745,435,512,85.0,248,341,72.7,102,256,39.8,6,6.7,6.2,-0.7,83,76,39,14,119,"MF,FW",30-34,Midfielder,France,Europe
286297,Lorenzo Pellegrini,ITA,Roma,Serie A,2018,22.0,1996.0,20.2,727,982,74.0,11822,3912,371,426,87.1,224,301,74.4,88,165,53.3,3,4.6,4.1,-1.6,59,61,27,6,93,MF,20-24,Midfielder,Italy,Europe
238716,Tho Pellenard,FRA,Angers,Ligue 1,2018,24.0,1994.0,5.5,260,330,78.8,3551,1537,160,175,91.4,83,109,76.1,7,23,30.4,0,0.3,0.4,-0.3,4,21,5,2,28,DF,20-24,Defender,France,Europe
5928,Sergio Pellissier,ITA,Chievo,Serie A,2018,39.0,1979.0,10.6,139,196,70.9,1919,234,78,98,79.6,39,52,75.0,9,14,64.3,1,2.0,0.7,-1.0,12,3,4,0,13,FW,35-39,Forward,Italy,Europe
38094,Lee Peltier,ENG,Cardiff City,Premier League,2018,31.0,1986.0,17.2,274,443,61.9,4726,2187,117,163,71.8,113,171,66.1,27,65,41.5,0,0.1,0.2,-0.1,2,24,3,0,33,DF,30-34,Defender,England,Europe
21763,Federico Peluso,ITA,Sassuolo,Serie A,2018,34.0,1984.0,15.1,711,844,84.2,13262,5110,269,293,91.8,364,406,89.7,70,119,58.8,0,0.0,0.1,0.0,0,41,3,1,47,DF,30-34,Defender,Italy,Europe
343052,Nicolas Pp,CIV,Lille,Ligue 1,2018,23.0,1995.0,36.9,982,1295,75.8,13144,3500,531,628,84.6,276,374,73.8,54,104,51.9,11,9.6,7.3,1.4,70,84,38,4,116,"FW,MF",20-24,Forward,Ivory Coast,Africa
203394,Andreas Pereira,BRA,Manchester Utd,Premier League,2018,22.0,1996.0,6.7,297,368,80.7,4795,1505,145,168,86.3,114,130,87.7,20,39,51.3,1,0.9,0.5,0.1,9,21,8,2,33,MF,20-24,Midfielder,Brazil,South America
73636,Hernn Prez,PAR,Espanyol,La Liga,2018,29.0,1989.0,8.8,171,270,63.3,2737,822,97,127,76.4,56,91,61.5,13,28,46.4,2,2.0,1.3,0.0,14,13,15,5,28,"FW,MF",25-29,Forward,Paraguay,South America
54984,Diego Perotti,ARG,Roma,Serie A,2018,30.0,1988.0,7.4,254,346,73.4,3490,827,150,176,85.2,69,95,72.6,16,35,45.7,0,2.4,1.5,-2.4,18,16,11,4,30,"FW,MF",30-34,Forward,Argentina,South America
22390,Loc Perrin,FRA,Saint-tienne,Ligue 1,2018,32.0,1985.0,30.0,1388,1620,85.7,26292,10574,538,588,91.5,689,761,90.5,152,240,63.3,1,0.8,1.3,0.2,9,78,10,1,102,DF,30-34,Defender,France,Europe
199258,Andrea Petagna,ITA,SPAL,Serie A,2018,23.0,1995.0,33.7,600,776,77.3,9670,1525,307,357,86.0,184,228,80.7,69,98,70.4,1,2.2,1.9,-1.2,28,41,19,7,68,FW,20-24,Forward,Italy,Europe
42936,Nils Petersen,GER,Freiburg,Bundesliga,2018,29.0,1988.0,21.4,349,523,66.7,4426,846,196,270,72.6,77,119,64.7,21,42,50.0,3,1.8,1.9,1.2,21,16,8,0,30,FW,25-29,Forward,Germany,Europe
113133,Germn Pezzella,ARG,Fiorentina,Serie A,2018,27.0,1991.0,31.7,1404,1637,85.8,29211,10606,372,413,90.1,823,900,91.4,196,289,67.8,1,0.6,0.6,0.4,6,68,3,0,84,DF,25-29,Defender,Argentina,South America
56067,Pablo Piatti,ARG,Espanyol,La Liga,2018,29.0,1989.0,8.3,185,282,65.6,2775,801,105,126,83.3,62,92,67.4,12,36,33.3,0,1.4,1.0,-1.4,13,12,12,3,28,"FW,MF",25-29,Forward,Argentina,South America
163086,Cristiano Piccini,ITA,Valencia,La Liga,2018,25.0,1992.0,20.8,779,1013,76.9,12997,4576,396,443,89.4,308,394,78.2,60,127,47.2,0,0.2,1.3,-0.2,5,53,19,9,75,DF,25-29,Defender,Italy,Europe
43763,Erik Pieters,NED,Amiens,Ligue 1,2018,29.0,1988.0,14.0,515,736,70.0,9014,3983,236,281,84.0,216,297,72.7,51,115,44.3,1,0.7,1.1,0.3,12,41,14,5,60,DF,25-29,Defender,Netherlands,Europe
315865,Andrea Pinamonti,ITA,Frosinone,Serie A,2018,19.0,1999.0,18.1,292,412,70.9,4237,707,169,220,76.8,84,113,74.3,19,24,79.2,3,0.5,0.6,2.5,16,21,9,2,31,FW,Under 20,Forward,Italy,Europe
101922,Fabio Pisacane,ITA,Cagliari,Serie A,2018,32.0,1986.0,25.2,973,1166,83.4,18444,5900,329,369,89.2,501,562,89.1,113,181,62.4,1,1.2,0.8,-0.2,6,25,1,1,44,DF,30-34,Defender,Italy,Europe
532,Claudio Pizarro,PER,Werder Bremen,Bundesliga,2018,39.0,1978.0,7.7,186,265,70.2,2673,705,108,145,74.5,55,75,73.3,12,16,75.0,2,0.7,0.8,1.3,10,15,5,1,26,FW,35-39,Forward,Peru,South America
167329,Alassane Pla,FRA,Gladbach,Bundesliga,2018,25.0,1993.0,27.8,450,641,70.2,6351,1594,261,335,77.9,116,158,73.4,31,44,70.5,4,2.8,2.1,1.2,33,41,19,2,63,FW,25-29,Forward,France,Europe
122153,Paul Pogba,FRA,Manchester Utd,Premier League,2018,25.0,1993.0,33.4,1728,2129,81.2,29890,8747,811,899,90.2,598,725,82.5,214,308,69.5,9,4.7,5.0,4.3,54,212,59,2,295,MF,25-29,Midfielder,France,Europe
223974,Stefan Posch,AUT,Hoffenheim,Bundesliga,2018,21.0,1997.0,15.6,878,1001,87.7,15575,5293,361,392,92.1,433,466,92.9,63,107,58.9,0,0.4,0.5,-0.4,1,61,7,2,94,DF,20-24,Defender,Austria,Europe
157635,Yussuf Poulsen,DEN,RB Leipzig,Bundesliga,2018,24.0,1994.0,27.2,477,795,60.0,5657,1347,305,452,67.5,86,171,50.3,21,33,63.6,3,4.2,2.7,-1.2,33,34,22,4,64,FW,20-24,Forward,Denmark,Europe
122116,Nicolas de Prville,FRA,Bordeaux,Ligue 1,2018,27.0,1991.0,14.1,332,506,65.6,5517,1465,164,203,80.8,111,158,70.3,38,94,40.4,3,3.8,2.2,-0.8,24,35,9,2,46,"FW,MF",25-29,Forward,France,Europe
60028,Edgar Prib,GER,Hannover 96,Bundesliga,2018,28.0,1989.0,2.2,71,107,66.4,1114,439,37,41,90.2,25,35,71.4,5,19,26.3,1,0.5,0.4,0.5,6,8,3,1,10,MF,25-29,Midfielder,Germany,Europe
215616,Erick Pulgar,CHI,Bologna,Serie A,2018,24.0,1994.0,26.2,1243,1583,78.5,23165,8006,530,597,88.8,522,618,84.5,171,309,55.3,2,3.8,3.7,-1.8,60,135,20,4,151,MF,20-24,Midfielder,Chile,South America
315779,Christian Pulisic,USA,Dortmund,Bundesliga,2018,19.0,1998.0,10.4,397,531,74.8,5479,1006,261,295,88.5,110,146,75.3,14,39,35.9,4,2.6,2.6,1.4,18,17,7,1,20,FW,Under 20,Forward,United States,North America
283528,Ignacio Pussetto,ARG,Udinese,Serie A,2018,22.0,1995.0,24.2,493,725,68.0,6426,1722,315,410,76.8,124,188,66.0,21,45,46.7,4,2.3,1.7,1.7,22,30,12,4,45,"FW,MF",20-24,Forward,Argentina,South America
22328,Fabio Quagliarella,ITA,Sampdoria,Serie A,2018,35.0,1983.0,35.5,598,899,66.5,8560,1791,337,443,76.1,188,277,67.9,36,79,45.6,8,4.5,3.6,3.5,37,40,31,4,66,FW,35-39,Forward,Italy,Europe
391719,Domingos Quina,POR,Watford,Premier League,2018,18.0,1999.0,3.8,195,232,84.1,3385,980,89,104,85.6,80,88,90.9,20,25,80.0,0,0.1,0.2,-0.1,2,25,3,1,20,MF,Under 20,Midfielder,Portugal,Europe
182913,Adrien Rabiot,FRA,Paris S-G,Ligue 1,2018,23.0,1995.0,11.8,980,1060,92.5,15745,4166,512,540,94.8,357,382,93.5,77,89,86.5,1,0.3,1.2,0.7,6,90,9,0,122,MF,20-24,Midfielder,France,Europe
84467,Rafael,BRA,Lyon,Ligue 1,2018,28.0,1990.0,11.4,591,746,79.2,8431,3367,368,404,91.1,182,234,77.8,21,55,38.2,1,0.7,1.1,0.3,11,47,10,7,63,DF,25-29,Defender,Brazil,South America
19819,Raffael,BRA,Gladbach,Bundesliga,2018,33.0,1985.0,6.0,178,220,80.9,2296,461,102,118,86.4,47,54,87.0,9,17,52.9,1,1.3,0.9,-0.3,16,19,6,1,24,FW,30-34,Forward,Brazil,South America
195680,Joe Ralls,ENG,Cardiff City,Premier League,2018,24.0,1993.0,21.8,563,864,65.2,11256,4265,224,283,79.2,214,271,79.0,107,247,43.3,0,3.2,2.6,-3.2,33,106,11,4,111,MF,20-24,Midfielder,England,Europe
51118,Adil Rami,FRA,Marseille,Ligue 1,2018,32.0,1985.0,15.7,703,847,83.0,13016,4809,274,301,91.0,308,357,86.3,99,147,67.3,1,1.6,0.2,-0.6,6,34,4,0,44,DF,30-34,Defender,France,Europe
123742,Gastn Ramrez,URU,Sampdoria,Serie A,2018,27.0,1990.0,17.5,650,875,74.3,9116,2518,396,454,87.2,159,214,74.3,49,115,42.6,4,3.7,3.7,0.3,33,54,25,4,70,MF,25-29,Midfielder,Uruguay,South America
646658,Aaron Ramsey,WAL,Arsenal,Premier League,2018,27.0,1990.0,14.8,652,807,80.8,9568,2275,368,419,87.8,192,226,85.0,43,59,72.9,6,2.0,2.3,4.0,25,51,16,4,88,MF,25-29,Midfielder,Wales,Europe
187587,Ante Rebi,CRO,Eint Frankfurt,Bundesliga,2018,24.0,1993.0,22.0,293,548,53.5,3970,1050,193,283,68.2,67,134,50.0,17,51,33.3,4,5.4,5.0,-1.4,32,24,17,7,59,"FW,MF",20-24,Forward,Croatia,Europe
129078,Nathan Redmond,ENG,Southampton,Premier League,2018,24.0,1994.0,36.3,871,1205,72.3,13701,3495,477,583,81.8,283,364,77.7,72,143,50.3,4,4.7,5.6,-0.7,52,75,62,16,129,"MF,FW",20-24,Midfielder,England,Europe
29124,Aritz Aduriz,ESP,Athletic Club,La Liga,2018,37.0,1981.0,10.5,146,238,61.3,1751,325,90,139,64.7,38,66,57.6,3,7,42.9,0,0.7,0.8,-0.7,8,9,4,1,15,FW,35-39,Forward,Spain,Europe
75820,Juan Aguilera,ESP,Huesca,La Liga,2018,32.0,1985.0,3.8,166,189,87.8,2706,846,90,93,96.8,58,68,85.3,14,19,73.7,0,0.0,0.2,0.0,0,16,3,2,21,MF,30-34,Midfielder,Spain,Europe
69751,Jordi Alba,ESP,Barcelona,La Liga,2018,29.0,1989.0,33.2,2279,2695,84.6,33032,10768,1392,1511,92.1,716,852,84.0,110,188,58.5,8,6.7,5.9,1.3,47,140,57,7,207,DF,25-29,Defender,Spain,Europe
128220,Luis Alberto,ESP,Lazio,Serie A,2018,25.0,1992.0,22.1,1115,1487,75.0,17984,6331,591,659,89.7,325,411,79.1,129,274,47.1,5,5.9,5.5,-0.9,76,136,54,7,200,"MF,FW",25-29,Midfielder,Spain,Europe
126716,Paco Alccer,ESP,Dortmund,Bundesliga,2018,24.0,1993.0,13.5,213,290,73.4,2420,456,147,182,80.8,39,60,65.0,5,9,55.6,0,1.6,2.5,-1.6,15,13,7,0,17,FW,20-24,Forward,Spain,Europe
51663,Pedro Alcal,ESP,Girona,La Liga,2018,29.0,1989.0,20.8,686,869,78.9,14910,5012,168,200,84.0,408,462,88.3,106,190,55.8,1,0.6,0.4,0.4,5,30,5,0,47,DF,25-29,Defender,Spain,Europe
60444,Thiago Alcntara,ESP,Bayern Munich,Bundesliga,2018,27.0,1991.0,26.8,2325,2587,89.9,45160,12086,850,907,93.7,1047,1115,93.9,353,451,78.3,6,3.5,5.0,2.5,38,266,26,1,310,MF,25-29,Midfielder,Spain,Europe
247250,Rubn Alcaraz,ESP,Valladolid,La Liga,2018,27.0,1991.0,33.1,1438,1757,81.8,29343,7859,556,603,92.2,604,681,88.7,254,402,63.2,2,0.9,1.1,1.1,20,172,2,0,181,MF,25-29,Midfielder,Spain,Europe
178187,lex Alegra,ESP,Rayo Vallecano,La Liga,2018,25.0,1992.0,1.6,22,32,68.8,293,51,13,18,72.2,6,8,75.0,1,1,100.0,0,0.4,0.1,-0.4,3,2,1,0,5,"FW,MF",25-29,Forward,Spain,Europe
284854,Carles Ale,ESP,Barcelona,La Liga,2018,20.0,1998.0,7.1,536,587,91.3,8645,1908,272,288,94.4,208,218,95.4,43,55,78.2,0,0.7,0.8,-0.7,9,58,6,0,65,MF,20-24,Midfielder,Spain,Europe
255488,Yeray lvarez,ESP,Athletic Club,La Liga,2018,23.0,1995.0,29.0,1031,1294,79.7,20322,8052,348,390,89.2,542,625,86.7,126,241,52.3,0,0.1,0.4,-0.1,2,76,4,1,93,DF,20-24,Defender,Spain,Europe
160182,Jos ngel,ESP,Eibar,La Liga,2018,28.0,1989.0,33.6,1386,2173,63.8,29556,13592,488,569,85.8,582,822,70.8,289,663,43.6,1,5.7,5.5,-4.7,56,174,68,42,195,DF,25-29,Defender,Spain,Europe
62144,Antoito,ESP,Valladolid,La Liga,2018,30.0,1987.0,20.7,644,896,71.9,9991,4264,357,400,89.3,213,296,72.0,50,132,37.9,1,1.9,1.4,-0.9,23,59,25,13,71,"DF,MF",30-34,Defender,Spain,Europe
71548,Anaitz Arbilla,ESP,Eibar,La Liga,2018,31.0,1987.0,21.7,863,1152,74.9,20574,7115,222,266,83.5,408,478,85.4,228,380,60.0,2,1.1,1.3,0.9,4,124,5,1,109,DF,30-34,Defender,Spain,Europe
72047,Iago Aspas,ESP,Celta Vigo,La Liga,2018,30.0,1987.0,25.0,731,919,79.5,11112,2271,393,462,85.1,217,263,82.5,67,84,79.8,6,6.7,3.9,-0.7,57,46,27,2,89,"FW,MF",30-34,Forward,Spain,Europe
57500,Csar Azpilicueta,ESP,Chelsea,Premier League,2018,28.0,1989.0,37.8,2494,2950,84.5,34344,11515,1557,1687,92.3,761,904,84.2,87,153,56.9,5,2.4,3.1,2.6,25,156,46,18,160,DF,25-29,Defender,Spain,Europe
85324,Borja Bastn,ESP,Alavs,La Liga,2018,25.0,1992.0,16.0,197,320,61.6,2358,429,136,189,72.0,42,74,56.8,5,9,55.6,1,1.3,0.6,-0.3,8,11,4,2,16,FW,25-29,Forward,Spain,Europe
289236,Jon Bautista,ESP,Real Sociedad,La Liga,2018,23.0,1995.0,6.6,84,137,61.3,1059,173,55,84,65.5,20,32,62.5,2,4,50.0,0,0.9,0.6,-0.9,4,7,0,0,6,FW,20-24,Forward,Spain,Europe
237164,Ihlas Bebou,TOG,Hannover 96,Bundesliga,2018,24.0,1994.0,11.8,293,443,66.1,4523,1581,160,208,76.9,85,123,69.1,29,53,54.7,3,1.9,2.3,1.1,16,18,17,5,48,"MF,FW",20-24,Midfielder,Togo,Africa
243028,Jan Bednarek,POL,Southampton,Premier League,2018,22.0,1996.0,23.9,607,888,68.4,10728,5283,269,319,84.3,285,409,69.7,43,133,32.3,1,0.7,0.5,0.3,9,43,1,0,68,DF,20-24,Defender,Poland,Europe
191217,Hctor Bellern,ESP,Arsenal,Premier League,2018,23.0,1995.0,17.0,794,958,82.9,11966,3670,425,474,89.7,299,357,83.8,43,62,69.4,5,2.2,2.5,2.8,8,38,25,7,88,DF,20-24,Defender,Spain,Europe
423444,Fran Beltrn,ESP,Celta Vigo,La Liga,2018,19.0,1999.0,16.9,783,865,90.5,13504,2928,346,371,93.3,335,364,92.0,78,86,90.7,0,0.8,0.8,-0.8,10,55,6,0,67,MF,Under 20,Midfielder,Spain,Europe
61812,Yuri Berchiche,ESP,Athletic Club,La Liga,2018,28.0,1990.0,34.7,1384,1753,79.0,21246,7938,768,873,88.0,504,619,81.4,71,153,46.4,2,2.0,2.3,0.0,19,80,32,14,137,"DF,FW",25-29,Defender,Spain,Europe
338425,lex Berenguer,ESP,Torino,Serie A,2018,23.0,1995.0,16.5,535,764,70.0,8169,2104,294,350,84.0,152,222,68.5,51,109,46.8,3,3.7,3.4,-0.7,35,21,22,7,45,"MF,DF",20-24,Midfielder,Spain,Europe
144143,Bartosz Bereszyski,POL,Sampdoria,Serie A,2018,26.0,1992.0,24.4,1298,1580,82.2,18512,7514,789,865,91.2,395,477,82.8,64,128,50.0,2,0.7,1.4,1.3,11,113,16,7,150,DF,25-29,Defender,Poland,Europe
126719,Juan Bernat,ESP,Paris S-G,Ligue 1,2018,25.0,1993.0,20.4,1042,1178,88.5,13611,3058,642,682,94.1,289,328,88.1,35,57,61.4,2,2.7,3.6,-0.7,20,50,19,6,73,"DF,MF",25-29,Defender,Spain,Europe
26105,Valter Birsa,SVN,Cagliari,Serie A,2018,31.0,1986.0,3.9,189,245,77.1,3056,788,98,106,92.5,55,75,73.3,22,38,57.9,0,0.7,0.7,-0.7,9,12,4,3,20,"MF,FW",30-34,Midfielder,Slovenia,Europe
246277,Burgui,ESP,Alavs,La Liga,2018,24.0,1993.0,6.2,164,216,75.9,2599,827,88,103,85.4,57,75,76.0,15,23,65.2,0,0.5,0.5,-0.5,12,15,7,2,28,"MF,FW",20-24,Midfielder,Spain,Europe
156808,Unai Bustinza,ESP,Legans,La Liga,2018,26.0,1992.0,22.5,717,1051,68.2,14328,6245,275,327,84.1,316,424,74.5,118,269,43.9,1,0.7,0.7,0.3,9,71,11,6,89,DF,25-29,Defender,Spain,Europe
357884,Fernando Calero,ESP,Valladolid,La Liga,2018,22.0,1995.0,34.8,1218,1466,83.1,23897,9547,414,450,92.0,640,715,89.5,150,262,57.3,0,0.3,0.6,-0.3,5,102,7,0,102,DF,20-24,Defender,Spain,Europe
61253,Jos Callejn,ESP,Napoli,Serie A,2018,31.0,1987.0,29.4,1359,1681,80.8,21179,4538,730,804,90.8,441,547,80.6,112,201,55.7,10,8.3,7.4,1.7,72,80,52,20,135,"MF,FW",30-34,Midfielder,Spain,Europe
58874,Ignacio Camacho,ESP,Wolfsburg,Bundesliga,2018,28.0,1990.0,6.0,236,305,77.4,4828,1838,76,95,80.0,106,122,86.9,43,59,72.9,0,0.5,0.4,-0.5,2,38,2,0,43,MF,25-29,Midfielder,Spain,Europe
26148,Juanjo Camacho,ESP,Huesca,La Liga,2018,37.0,1980.0,0.4,12,24,50.0,103,49,9,14,64.3,1,4,25.0,0,3,0.0,0,0.2,0.2,-0.2,2,0,0,0,2,"MF,DF",35-39,Midfielder,Spain,Europe
263856,Vctor Camarasa,ESP,Cardiff City,Premier League,2018,24.0,1994.0,28.5,710,1017,69.8,12178,3357,343,419,81.9,227,300,75.7,100,197,50.8,4,3.8,4.0,0.2,50,63,21,6,77,MF,20-24,Midfielder,Spain,Europe
120095,Jos Campaa,ESP,Levante,La Liga,2018,25.0,1993.0,35.7,1617,2021,80.0,27765,9200,755,863,87.5,611,722,84.6,177,302,58.6,9,5.1,5.0,3.9,58,162,26,6,215,MF,25-29,Midfielder,Spain,Europe
66106,Sergio Canales,ESP,Betis,La Liga,2018,27.0,1991.0,29.5,1581,1898,83.3,25620,5038,787,846,93.0,585,664,88.1,133,254,52.4,2,4.8,5.5,-2.8,55,106,38,9,181,MF,25-29,Midfielder,Spain,Europe
197545,Ander Capa,ESP,Athletic Club,La Liga,2018,26.0,1992.0,18.2,670,930,72.0,10178,4018,368,420,87.6,231,323,71.5,44,103,42.7,0,1.0,1.2,-1.0,12,48,23,6,70,"DF,FW",25-29,Defender,Spain,Europe
195171,Samu Castillejo,ESP,Milan,Serie A,2018,23.0,1995.0,11.4,399,505,79.0,6056,1403,237,257,92.2,118,151,78.1,32,59,54.2,2,1.8,1.3,0.2,19,39,15,2,42,"FW,MF",20-24,Forward,Spain,Europe
59606,Craig Cathcart,NIR,Watford,Premier League,2018,29.0,1989.0,34.4,1046,1288,81.2,19726,7449,387,432,89.6,499,559,89.3,131,248,52.8,0,0.2,0.4,-0.2,1,56,4,0,71,DF,25-29,Defender,Northern Ireland,Europe
15799,Santi Cazorla,ESP,Villarreal,La Liga,2018,33.0,1984.0,29.4,1415,1750,80.9,26810,9060,619,675,91.7,548,635,86.3,213,357,59.7,10,6.8,6.8,3.2,71,170,51,10,255,"MF,FW",30-34,Midfielder,Spain,Europe
319745,Dani Ceballos,ESP,Real Madrid,La Liga,2018,21.0,1996.0,13.9,953,1037,91.9,15425,3344,520,551,94.4,346,362,95.6,74,84,88.1,0,1.2,1.2,-1.2,24,93,14,2,140,"MF,FW",20-24,Midfielder,Spain,Europe
18918,Per Ciljan Skjelbred,NOR,Hertha BSC,Bundesliga,2018,31.0,1987.0,11.1,494,576,85.8,7382,2122,285,318,89.6,160,188,85.1,29,40,72.5,1,0.3,0.8,0.7,8,40,3,0,57,MF,30-34,Midfielder,Norway,Europe
79510,Thiago Cionek,POL,SPAL,Serie A,2018,32.0,1986.0,28.2,1312,1626,80.7,21900,10049,634,690,91.9,528,638,82.8,113,220,51.4,3,1.5,0.9,1.5,17,103,17,8,118,DF,30-34,Defender,Poland,Europe
71905,Coke,ESP,Levante,La Liga,2018,31.0,1987.0,20.2,696,934,74.5,11062,5019,372,440,84.5,259,327,79.2,51,108,47.2,0,1.3,1.6,-1.3,12,48,20,7,65,DF,30-34,Defender,Spain,Europe
380598,Santi Comesaa,ESP,Rayo Vallecano,La Liga,2018,21.0,1996.0,22.6,910,1078,84.4,16841,5054,367,426,86.2,386,437,88.3,123,150,82.0,1,0.4,0.4,0.6,13,77,6,3,99,MF,20-24,Midfielder,Spain,Europe
546212,Diego Costa,ESP,Atltico Madrid,La Liga,2018,29.0,1988.0,12.4,214,310,69.0,2551,330,129,163,79.1,44,70,62.9,10,12,83.3,2,0.9,0.7,1.1,8,6,5,0,12,FW,25-29,Forward,Spain,Europe
65318,Jaume Costa,ESP,Villarreal,La Liga,2018,30.0,1988.0,16.6,768,967,79.4,12964,4939,365,408,89.5,336,402,83.6,58,119,48.7,0,0.8,1.8,-0.8,8,78,19,6,95,DF,30-34,Defender,Spain,Europe
276111,David Costas,ESP,Celta Vigo,La Liga,2018,23.0,1995.0,13.0,603,688,87.6,11990,3800,198,216,91.7,313,334,93.7,83,111,74.8,0,0.0,0.1,0.0,0,31,0,0,34,DF,20-24,Defender,Spain,Europe
142021,Sergi Darder,ESP,Espanyol,La Liga,2018,24.0,1993.0,30.1,1010,1307,77.3,17918,5586,468,535,87.5,402,494,81.4,120,200,60.0,2,3.8,3.9,-1.8,37,125,30,7,169,MF,20-24,Midfielder,Spain,Europe
129476,Gerard Deulofeu,ESP,Watford,Premier League,2018,24.0,1994.0,23.0,568,793,71.6,7572,1800,347,419,82.8,160,220,72.7,18,48,37.5,5,4.1,4.3,0.9,30,39,37,3,67,"FW,MF",20-24,Forward,Spain,Europe
355335,Adrin Diguez,ESP,Huesca,La Liga,2018,22.0,1996.0,8.3,151,208,72.6,2766,1141,65,76,85.5,68,86,79.1,15,41,36.6,0,0.0,0.0,0.0,1,3,0,0,8,DF,20-24,Defender,Spain,Europe
221150,Djen,TOG,Getafe,La Liga,2018,26.0,1991.0,33.1,705,991,71.1,15319,6000,193,257,75.1,385,475,81.1,119,222,53.6,0,0.2,0.4,-0.2,5,62,8,2,81,DF,25-29,Defender,Togo,Africa
177046,Rubn Duarte,ESP,Alavs,La Liga,2018,22.0,1995.0,30.8,814,1230,66.2,14285,6793,411,481,85.4,300,445,67.4,93,256,36.3,0,1.7,1.7,-1.7,25,89,22,15,105,DF,20-24,Defender,Spain,Europe
229804,Aritz Elustondo,ESP,Real Sociedad,La Liga,2018,24.0,1994.0,25.0,965,1236,78.1,17700,6583,370,422,87.7,510,611,83.5,78,159,49.1,0,0.6,0.9,-0.6,9,44,12,9,71,DF,20-24,Defender,Spain,Europe
81988,Sergi Enrich,ESP,Eibar,La Liga,2018,28.0,1990.0,28.7,667,941,70.9,8211,1035,430,583,73.8,141,187,75.4,25,36,69.4,4,2.7,1.5,1.3,28,28,13,0,58,FW,25-29,Forward,Spain,Europe
93935,Sergio Escudero,ESP,Sevilla,La Liga,2018,28.0,1989.0,17.2,753,958,78.6,12000,4798,394,435,90.6,290,348,83.3,51,121,42.1,1,1.2,2.1,-0.2,11,57,26,6,107,"DF,FW",25-29,Defender,Spain,Europe
40888,Beat Etxebarria,ESP,Athletic Club,La Liga,2018,31.0,1987.0,22.6,1026,1287,79.7,19358,5684,433,482,89.8,395,457,86.4,160,277,57.8,2,2.6,3.6,-0.6,32,117,17,2,138,MF,30-34,Midfielder,Spain,Europe
59340,Iago Falque,ESP,Torino,Serie A,2018,28.0,1990.0,17.9,717,932,76.9,11609,2648,351,410,85.6,238,297,80.1,77,127,60.6,4,3.4,3.5,0.6,50,49,36,9,88,"FW,MF",25-29,Forward,Spain,Europe
76467,Kiko Femena,ESP,Watford,Premier League,2018,27.0,1991.0,22.8,945,1178,80.2,13597,5195,569,634,89.7,292,378,77.2,51,102,50.0,1,1.6,2.1,-0.6,13,52,26,12,106,DF,25-29,Defender,Spain,Europe
