player_id,player,nation,squad,comp,season,age,born,ninety_mins_played,passes_attempted,live_ball_passes,dead_ball_passes,free_kick_passes,through_balls,switches,crosses,throw_ins,corner_kicks,inswinging_corners,outswinging_corners,straight_corners,passes_completed,passes_offside,passes_blocked,position,age_range,general_position,country,continent
188888,Sheraldo Becker,SUR,Union Berlin,Bundesliga,2019,24.0,1995.0,6.0,134,132,1,0,0,2,17,1,0,0,0,0,77,1,6,"MF,FW",20-24,Midfielder,Suriname,South America
282349,Timo Becker,GER,Schalke 04,Bundesliga,2019,22.0,1997.0,3.7,147,120,25,1,0,0,4,24,0,0,0,0,112,2,5,"DF,MF",20-24,Defender,Germany,Europe
21905,Valon Behrami,SUI,Genoa,Serie A,2019,34.0,1985.0,12.3,441,424,14,14,0,2,1,0,0,0,0,0,365,3,9,MF,30-34,Midfielder,Switzerland,Europe
111039,Ishak Belfodil,ALG,Hoffenheim,Bundesliga,2019,27.0,1992.0,3.0,58,56,2,0,2,0,0,0,0,0,0,0,45,0,2,"FW,MF",25-29,Forward,Algeria,Africa
138055,Haris Belkebla,ALG,Brest,Ligue 1,2019,25.0,1994.0,20.2,851,834,17,17,1,4,4,0,0,0,0,0,730,0,16,MF,25-29,Midfielder,Algeria,Africa
61087,Karim Bellarabi,GER,Leverkusen,Bundesliga,2019,29.0,1990.0,15.8,704,651,47,1,3,4,110,46,0,0,0,0,470,6,29,"FW,DF",25-29,Forward,Germany,Europe
450050,Jean-Ricner Bellegarde,FRA,Strasbourg,Ligue 1,2019,21.0,1998.0,16.6,705,679,25,13,1,15,33,1,11,2,7,0,589,1,11,MF,20-24,Midfielder,France,Europe
146854,Wissam Ben Yedder,FRA,Monaco,Ligue 1,2019,28.0,1990.0,24.0,819,776,38,4,12,3,32,5,0,0,0,0,591,5,34,FW,25-29,Forward,France,Europe
30059,Lars Bender,GER,Leverkusen,Bundesliga,2019,30.0,1989.0,15.3,1077,913,162,15,0,8,20,147,0,0,0,0,907,2,22,"DF,MF",30-34,Defender,Germany,Europe
29993,Sven Bender,GER,Leverkusen,Bundesliga,2019,30.0,1989.0,30.3,2565,2505,51,50,1,7,1,1,0,0,0,0,2333,9,5,DF,30-34,Defender,Germany,Europe
92693,Daro Benedetto,ARG,Marseille,Ligue 1,2019,29.0,1990.0,23.3,503,449,51,0,4,22,6,2,0,0,0,0,328,3,15,FW,25-29,Forward,Argentina,South America
119085,Loris Benito,SUI,Bordeaux,Ligue 1,2019,27.0,1992.0,21.1,1333,1137,193,22,0,2,46,170,1,0,0,0,1098,3,31,DF,25-29,Defender,Switzerland,Europe
351816,Ismal Bennacer,ALG,Milan,Serie A,2019,21.0,1997.0,27.6,1806,1682,117,72,1,22,34,3,25,3,20,0,1571,7,21,MF,20-24,Midfielder,Algeria,Africa
284732,Ramy Bensebaini,ALG,Gladbach,Bundesliga,2019,24.0,1995.0,16.1,953,772,179,28,2,2,28,151,0,0,0,0,732,2,19,DF,20-24,Defender,Algeria,Africa
50201,Christian Benteke,BEL,Crystal Palace,Premier League,2019,28.0,1990.0,14.0,342,330,12,0,2,2,5,0,0,0,0,0,184,0,4,FW,25-29,Forward,Belgium,Europe
18922,Karim Benzema,FRA,Real Madrid,La Liga,2019,31.0,1987.0,34.9,1315,1255,53,1,9,15,23,0,0,0,0,0,1108,7,24,FW,30-34,Forward,France,Europe
177843,Domenico Berardi,ITA,Sassuolo,Serie A,2019,24.0,1994.0,27.7,1212,1101,104,33,12,12,113,5,60,37,20,0,876,7,30,FW,20-24,Forward,Italy,Europe
197300,Federico Bernardeschi,ITA,Juventus,Serie A,2019,25.0,1994.0,17.5,692,639,51,17,3,11,55,10,23,3,16,0,565,2,18,"MF,FW",25-29,Midfielder,Italy,Europe
719646,Bernardo,BRA,Brighton,Premier League,2019,24.0,1995.0,7.5,395,346,49,1,0,0,17,48,0,0,0,0,286,0,10,"DF,MF",20-24,Defender,Brazil,South America
40611,Ryan Bertrand,ENG,Southampton,Premier League,2019,29.0,1989.0,30.5,1702,1278,417,48,2,9,122,344,25,10,10,3,1250,7,50,DF,25-29,Defender,England,Europe
320411,Philip Billing,DEN,Bournemouth,Premier League,2019,23.0,1996.0,28.1,1216,1149,62,19,1,10,14,43,0,0,0,0,879,5,22,MF,20-24,Midfielder,Denmark,Europe
124555,Cristiano Biraghi,ITA,Inter,Serie A,2019,26.0,1992.0,17.5,902,686,208,21,0,3,138,144,43,23,6,0,633,8,33,DF,25-29,Defender,Italy,Europe
163216,Dimitri Bisoli,ITA,Brescia,Serie A,2019,25.0,1994.0,23.9,785,751,25,1,1,6,64,20,0,0,0,0,494,9,36,MF,25-29,Midfielder,Italy,Europe
410425,Yves Bissouma,MLI,Brighton,Premier League,2019,22.0,1996.0,14.0,629,615,12,10,3,7,6,2,0,0,0,0,529,2,10,MF,20-24,Midfielder,Mali,Africa
288225,Ludovic Blas,FRA,Nantes,Ligue 1,2019,21.0,1997.0,20.5,676,654,19,4,2,15,11,3,0,0,0,0,527,3,22,"FW,MF",20-24,Forward,France,Europe
75446,Pablo de Blasis,ARG,Eibar,La Liga,2019,31.0,1988.0,17.8,963,787,171,31,2,11,85,131,8,4,3,0,659,5,23,"DF,MF",30-34,Defender,Argentina,South America
16922,Kevin-Prince Boateng,GHA,Fiorentina,Serie A,2019,32.0,1987.0,6.7,193,181,12,0,0,0,4,1,0,0,0,0,152,0,2,FW,30-34,Forward,Ghana,Africa
20778,Adam Bodzek,GER,Dsseldorf,Bundesliga,2019,33.0,1985.0,22.4,714,690,21,19,0,13,2,2,0,0,0,0,574,3,7,MF,30-34,Midfielder,Germany,Europe
182574,Jean-Paul Botius,NED,Mainz 05,Bundesliga,2019,25.0,1994.0,25.2,923,883,33,11,11,12,13,10,0,0,0,0,690,7,21,MF,25-29,Midfielder,Netherlands,Europe
412671,Quentin Boisgard,FRA,Toulouse,Ligue 1,2019,22.0,1997.0,12.7,497,456,40,8,1,1,24,11,14,12,0,0,391,1,11,"MF,FW",20-24,Midfielder,France,Europe
142310,Willy Boly,CIV,Wolves,Premier League,2019,28.0,1991.0,22.0,991,975,13,11,0,4,2,2,0,0,0,0,798,3,12,DF,25-29,Defender,Ivory Coast,Africa
57280,Giacomo Bonaventura,ITA,Milan,Serie A,2019,29.0,1989.0,14.9,692,659,30,9,3,3,28,1,16,8,5,0,570,3,13,"MF,FW",25-29,Midfielder,Italy,Europe
241527,Federico Bonazzoli,ITA,Sampdoria,Serie A,2019,22.0,1997.0,8.3,210,198,11,1,1,6,10,1,0,0,0,0,147,1,8,FW,20-24,Forward,Italy,Europe
247377,Kevin Bonifazi,ITA,Torino,Serie A,2019,23.0,1996.0,2.7,97,94,3,3,0,1,0,0,0,0,0,0,80,0,0,DF,20-24,Defender,Italy,Europe
338629,Sebastiaan Bornauw,BEL,Kln,Bundesliga,2019,20.0,1999.0,27.2,1248,1212,28,25,1,21,6,3,0,0,0,0,1008,8,11,DF,20-24,Defender,Belgium,Europe
293592,Brandon Borrello,AUS,Freiburg,Bundesliga,2019,24.0,1995.0,3.3,68,68,0,0,1,0,4,0,0,0,0,0,50,0,0,"MF,FW",20-24,Midfielder,Australia,Oceania
236045,Denis Bouanga,GAB,Saint-tienne,Ligue 1,2019,24.0,1994.0,22.7,606,531,72,6,1,9,59,49,7,5,0,0,410,3,24,"FW,MF",20-24,Forward,Gabon,Africa
560593,Hicham Boudaoui,ALG,Nice,Ligue 1,2019,19.0,1999.0,5.4,196,193,2,0,1,0,17,2,0,0,0,0,150,1,7,"MF,FW",Under 20,Midfielder,Algeria,Africa
77826,Ryad Boudebouz,ALG,Saint-tienne,Ligue 1,2019,29.0,1990.0,17.7,965,836,125,53,6,16,106,2,52,36,13,1,693,4,12,"MF,FW",25-29,Midfielder,Algeria,Africa
202318,Farid Boulaya,ALG,Metz,Ligue 1,2019,26.0,1993.0,9.1,418,381,34,5,6,2,51,1,26,8,14,0,279,3,16,FW,25-29,Forward,Algeria,Africa
266359,Benjamin Bourigeaud,FRA,Rennes,Ligue 1,2019,25.0,1994.0,21.1,1211,1066,140,66,2,37,123,17,57,23,28,1,902,5,24,MF,25-29,Midfielder,France,Europe
314875,Jarrod Bowen,ENG,West Ham,Premier League,2019,22.0,1996.0,10.2,273,243,30,3,0,6,60,0,26,20,1,1,179,0,12,"FW,MF",20-24,Forward,England,Europe
85585,John Boye,GHA,Metz,Ligue 1,2019,32.0,1987.0,23.5,918,898,19,17,0,7,0,2,0,0,0,0,783,1,2,DF,30-34,Defender,Ghana,Africa
187492,Julian Brandt,GER,Dortmund,Bundesliga,2019,23.0,1996.0,24.5,1670,1623,41,13,12,23,38,7,17,8,7,0,1370,6,34,"MF,FW",20-24,Midfielder,Germany,Europe
190338,Anthony Brianon,FRA,Nmes,Ligue 1,2019,24.0,1994.0,19.3,881,807,73,69,0,23,4,3,0,0,0,0,720,1,8,DF,20-24,Defender,France,Europe
18909,Jimmy Briand,FRA,Bordeaux,Ligue 1,2019,33.0,1985.0,16.9,332,292,38,2,1,0,3,2,0,0,0,0,258,2,3,FW,30-34,Forward,France,Europe
450417,Dylan Bronn,TUN,Metz,Ligue 1,2019,24.0,1995.0,9.0,315,303,12,10,0,10,0,2,0,0,0,0,248,0,2,DF,20-24,Defender,Tunisia,Africa
277033,David Brooks,WAL,Bournemouth,Premier League,2019,22.0,1997.0,5.6,180,160,19,3,0,1,24,2,7,4,2,0,121,1,8,"MF,FW",20-24,Midfielder,Wales,Europe
124732,John Brooks,USA,Wolfsburg,Bundesliga,2019,26.0,1993.0,24.7,1235,1187,47,43,0,17,1,4,0,0,0,0,1008,1,5,DF,25-29,Defender,United States,North America
43984,Daniel Brosinski,GER,Mainz 05,Bundesliga,2019,31.0,1988.0,19.0,1073,708,356,57,0,5,173,218,81,30,45,1,662,9,20,DF,30-34,Defender,Germany,Europe
131109,Gastn Brugman,URU,Parma,Serie A,2019,26.0,1992.0,16.2,674,637,36,23,2,13,12,2,9,2,7,0,557,1,6,MF,25-29,Midfielder,Uruguay,South America
46413,Ante Budimir,CRO,Mallorca,La Liga,2019,28.0,1991.0,30.7,587,550,35,0,0,0,6,1,1,0,0,0,372,2,15,FW,25-29,Forward,Croatia,Europe
337922,Esteban Burgos,ARG,Eibar,La Liga,2019,27.0,1992.0,12.4,394,368,25,23,0,19,1,2,0,0,0,0,246,1,2,DF,25-29,Defender,Argentina,South America
49239,Guido Burgstaller,AUT,Schalke 04,Bundesliga,2019,30.0,1989.0,13.7,297,261,31,0,1,1,12,1,0,0,0,0,197,5,12,FW,30-34,Forward,Austria,Europe
333647,Jonathan Burkardt,GER,Mainz 05,Bundesliga,2019,19.0,2000.0,2.8,48,41,7,1,0,0,2,3,0,0,0,0,37,0,4,"FW,MF",Under 20,Forward,Germany,Europe
341317,Oliver Burke,SCO,Alavs,La Liga,2019,22.0,1997.0,15.9,340,330,9,1,1,0,17,6,0,0,0,0,218,1,9,"MF,FW",20-24,Midfielder,Scotland,Europe
236953,Sam Byram,ENG,Norwich City,Premier League,2019,25.0,1993.0,14.4,771,632,137,11,0,0,7,126,0,0,0,0,609,2,15,DF,25-29,Defender,England,Europe
