rk,player,nation,squad,comp,season,age,born,ninety_mins_played,ga,penalties_allowed,free_kick_goals_allowed,corner_goals_allowed,own_goals,post_shot_xg,post_shot_xg_on_target,post_shot_xg_minus_ga,post_shot_xg_minus_ga_per_90,passes_completed_plus_40_yards,passes_attempted_plus_40_yards,passes_pct_plus_40_yards,total_passes_attempted,throws_attempted,launch_pct,avg_pass_length,goal_kicks_attempted,goal_kick_launch_pct,avg_goal_kick_length,crosses_faced,crosses_stopped,crosses_stopped_pct,defensive_actions_outside_penalty_area,defensive_opa_per_90,avg_defensive_action_distance,position,age_range,general_position,country,continent
61,Mark Flekken,NED,Brentford,Premier League,2023,30,1993,36.5,63,2,0,6,0,55.4,0.31,-7.6,-0.21,242,647,37.4,1288,131,36.6,34.5,289,60.9,46.7,568,44,7.7,37,1.01,12.6,GK,30-34,Goalkeeper,Netherlands,Europe
62,Wes Foderingham,ENG,Sheffield Utd,Premier League,2023,32,1991,29.4,79,5,0,8,5,70.5,0.33,-3.5,-0.12,206,619,33.3,782,101,54.6,40.2,262,73.3,52.3,468,28,6.0,42,1.43,14.7,GK,30-34,Goalkeeper,England,Europe
63,Daniel Fuzato,BRA,Getafe,La Liga,2023,26,1997,0.1,2,0,0,1,0,1.3,0.63,-0.7,-9.63,2,7,28.6,6,1,50.0,39.2,4,100.0,71.8,5,1,20.0,0,0.00,10.7,GK,25-29,Goalkeeper,Brazil,South America
64,Paulo Gazzaniga,ARG,Girona,La Liga,2023,31,1992,38.0,46,5,0,8,0,51.1,0.28,+5.1,+0.13,155,420,36.9,1140,178,25.6,30.0,246,52.0,44.8,534,41,7.7,33,0.87,13.2,GK,30-34,Goalkeeper,Argentina,South America
65,Luca Gemello,ITA,Torino,Serie A,2023,23,2000,2.0,5,1,0,0,0,3.6,0.31,-1.4,-0.72,10,29,34.5,104,8,26.9,31.1,12,8.3,19.7,24,3,12.5,3,1.50,12.0,GK,20-24,Goalkeeper,Italy,Europe
67,Pierluigi Gollini,ITA,Napoli,Serie A,2023,28,1995,7.0,8,0,0,1,0,8.2,0.34,+0.2,+0.02,27,68,39.7,213,28,22.1,29.5,53,39.6,36.3,82,5,6.1,9,1.29,16.2,GK,25-29,Goalkeeper,Italy,Europe
68,Mathieu Gorgelin,FRA,Le Havre,Ligue 1,2023,32,1990,1.0,2,1,0,0,0,2.9,0.39,+0.9,+0.92,3,9,33.3,17,0,47.1,33.1,2,50.0,32.5,12,0,0.0,1,1.00,14.5,GK,30-34,Goalkeeper,France,Europe
69,Jens Grahl,GER,Eint Frankfurt,Bundesliga,2023,34,1988,2.0,2,0,0,0,0,1.4,0.15,-0.6,-0.31,4,29,13.8,77,15,31.2,34.4,15,33.3,37.9,33,4,12.1,4,2.00,15.7,GK,30-34,Goalkeeper,Germany,Europe
70,Ivo Grbić,CRO,Sheffield Utd,Premier League,2023,27,1996,8.6,25,0,0,4,2,14.7,0.25,-8.3,-0.97,65,199,32.7,207,25,57.5,41.2,89,89.9,59.4,193,11,5.7,14,1.63,14.4,GK,25-29,Goalkeeper,Croatia,Europe
71,Dominik Greif,SVK,Mallorca,La Liga,2023,26,1997,1.0,0,0,0,0,0,0.7,0.16,+0.7,+0.66,10,18,55.6,23,3,52.2,42.0,9,66.7,54.2,12,0,0.0,1,1.00,23.0,GK,25-29,Goalkeeper,Slovakia,Europe
73,Péter Gulácsi,HUN,RB Leipzig,Bundesliga,2023,33,1990,13.0,9,0,1,1,1,10.3,0.25,+2.3,+0.17,22,79,27.8,373,58,12.9,25.1,97,32.0,32.2,175,7,4.0,14,1.08,14.5,GK,30-34,Goalkeeper,Hungary,Europe
74,Dean Henderson,ENG,Crystal Palace,Premier League,2023,26,1997,18.0,30,1,0,3,1,27.4,0.31,-1.6,-0.09,59,245,24.1,377,52,46.7,38.6,105,65.7,47.0,246,5,2.0,17,0.94,13.8,GK,25-29,Goalkeeper,England,Europe
76,Lukáš Hrádecký,FIN,Leverkusen,Bundesliga,2023,33,1989,33.0,24,0,0,4,0,27.5,0.27,+3.5,+0.11,71,202,35.1,736,165,20.8,27.6,145,33.8,34.5,313,27,8.6,39,1.18,16.5,GK,30-34,Goalkeeper,Finland,Europe
77,Sam Johnstone,ENG,Crystal Palace,Premier League,2023,30,1993,20.0,27,2,0,4,1,20.0,0.27,-6.0,-0.30,117,355,33.0,453,63,55.0,41.2,141,75.2,52.8,339,24,7.1,12,0.60,11.2,GK,30-34,Goalkeeper,England,Europe
78,Filip Jørgensen,DEN,Villarreal,La Liga,2023,21,2002,36.0,63,6,1,9,1,59.8,0.27,-2.2,-0.06,144,360,40.0,1055,178,24.5,29.7,245,41.6,37.8,650,34,5.2,36,1.00,13.4,GK,20-24,Goalkeeper,Denmark,Europe
79,Thomas Kaminski,BEL,Luton Town,Premier League,2023,30,1992,37.8,85,4,0,13,4,77.6,0.34,-3.4,-0.09,271,808,33.5,1121,150,52.0,39.5,341,66.0,47.5,558,16,2.9,76,2.01,20.5,GK,30-34,Goalkeeper,Belgium,Europe
80,Loris Karius,GER,Newcastle Utd,Premier League,2023,30,1993,1.0,4,0,0,1,1,2.0,0.29,-1.0,-0.99,3,18,16.7,27,5,48.1,36.3,9,55.6,41.8,10,1,10.0,3,3.00,19.5,GK,30-34,Goalkeeper,Germany,Europe
81,Caoimhín Kelleher,IRL,Liverpool,Premier League,2023,24,1998,10.0,11,0,0,3,1,11.3,0.30,+1.3,+0.13,32,102,31.4,411,52,22.4,27.3,28,35.7,34.9,77,5,6.5,13,1.30,17.0,GK,20-24,Goalkeeper,Republic of Ireland,Europe
82,Gregor Kobel,SUI,Dortmund,Bundesliga,2023,25,1997,26.3,34,5,0,9,1,36.8,0.28,+3.8,+0.14,106,268,39.6,1006,106,19.6,28.1,165,43.0,38.5,359,7,1.9,17,0.65,12.5,GK,25-29,Goalkeeper,Switzerland,Europe
83,Philipp Köhn,SUI,Monaco,Ligue 1,2023,25,1998,22.0,32,5,1,6,1,32.0,0.27,+1.0,+0.05,82,249,32.9,536,91,32.5,32.1,130,57.7,43.5,282,22,7.8,19,0.86,11.3,GK,25-29,Goalkeeper,Switzerland,Europe
86,Alban Lafont,FRA,Nantes,Ligue 1,2023,24,1999,27.7,43,8,0,2,0,42.4,0.31,-0.6,-0.02,123,388,31.7,839,145,34.2,34.0,166,60.8,46.9,385,33,8.6,33,1.19,13.0,GK,20-24,Goalkeeper,France,Europe
87,Nicola Leali,ITA,Genoa,Serie A,2023,30,1993,2.0,2,0,0,0,0,2.8,0.31,+0.8,+0.40,18,48,37.5,62,3,69.4,44.7,10,50.0,40.6,27,2,7.4,1,0.51,15.2,GK,30-34,Goalkeeper,Italy,Europe
88,Jean-Louis Leca,FRA,Lens,Ligue 1,2023,37,1985,1.0,2,0,0,0,0,1.0,0.49,-1.0,-1.03,1,10,10.0,22,5,31.8,29.0,4,75.0,60.5,8,0,0.0,0,0.00,9.8,GK,35-39,Goalkeeper,France,Europe
89,Benjamin Lecomte,FRA,Montpellier,Ligue 1,2023,32,1991,30.0,37,4,2,3,3,36.8,0.24,+2.8,+0.09,150,436,34.4,781,137,44.2,36.6,221,41.2,36.4,471,29,6.2,13,0.43,9.5,GK,30-34,Goalkeeper,France,Europe
90,Jeremías Ledesma,ARG,Cádiz,La Liga,2023,30,1993,33.9,47,2,0,6,0,46.4,0.30,-0.6,-0.02,313,785,39.9,897,115,60.4,44.0,284,85.6,62.1,526,53,10.1,45,1.33,12.9,GK,30-34,Goalkeeper,Argentina,South America
91,Bernd Leno,GER,Fulham,Premier League,2023,31,1992,38.0,61,8,2,3,4,55.7,0.26,-1.3,-0.03,144,439,32.8,1372,167,23.7,28.5,201,56.7,44.7,472,19,4.0,40,1.05,14.2,GK,30-34,Goalkeeper,Germany,Europe
92,Anthony Lopes,POR,Lyon,Ligue 1,2023,32,1990,31.0,49,4,1,7,1,43.5,0.25,-4.5,-0.15,132,362,36.5,839,156,34.1,32.4,196,38.8,34.1,438,36,8.2,28,0.90,12.4,GK,30-34,Goalkeeper,Portugal,Europe
94,Andriy Lunin,UKR,Real Madrid,La Liga,2023,24,1999,21.0,17,1,0,2,0,21.2,0.31,+4.2,+0.20,35,99,35.4,548,95,13.7,25.2,116,20.7,28.7,283,27,9.5,23,1.10,12.2,GK,20-24,Goalkeeper,Ukraine,Europe
95,Andreas Luthe,GER,Bochum,Bundesliga,2023,36,1987,1.0,4,0,0,0,1,2.7,0.68,-0.3,-0.30,20,43,46.5,42,2,85.7,51.3,7,100.0,61.1,13,0,0.0,0,0.00,7.7,GK,35-39,Goalkeeper,Germany,Europe
96,Mike Maignan,FRA,Milan,Serie A,2023,28,1995,29.0,34,7,2,3,0,29.8,0.19,-4.2,-0.14,119,284,41.9,1070,188,21.1,28.2,147,39.5,38.0,339,37,10.9,36,1.24,15.2,GK,25-29,Goalkeeper,France,Europe
98,Giorgi Mamardashvili,GEO,Valencia,La Liga,2023,22,2000,36.5,41,3,0,4,2,49.2,0.31,+10.2,+0.28,185,671,27.6,864,142,57.3,41.4,245,71.8,53.4,530,45,8.5,31,0.85,12.3,GK,20-24,Goalkeeper,Georgia,Asia
99,Steve Mandanda,FRA,Rennes,Ligue 1,2023,38,1985,34.0,46,3,0,5,3,38.2,0.25,-4.8,-0.14,134,416,32.2,1017,149,29.9,31.5,192,58.3,43.1,451,36,8.0,37,1.09,15.1,GK,35-39,Goalkeeper,France,Europe
100,Christos Mandas,GRE,Lazio,Serie A,2023,21,2001,8.0,6,0,0,2,0,7.0,0.25,+1.0,+0.12,38,114,33.3,240,29,42.5,37.7,29,41.4,37.9,99,6,6.1,5,0.62,13.1,GK,20-24,Goalkeeper,Greece,Europe
101,Vito Mannone,ITA,Lille,Ligue 1,2023,35,1988,1.0,2,0,0,0,0,1.7,0.35,-0.3,-0.26,5,16,31.3,37,1,40.5,35.9,1,100.0,61.0,11,2,18.2,4,3.96,15.0,GK,35-39,Goalkeeper,Italy,Europe
104,Tommaso Martinelli,ITA,Fiorentina,Serie A,2023,17,2006,1.0,2,0,0,0,0,1.4,0.45,-0.6,-0.65,4,15,26.7,40,3,30.0,32.3,9,33.3,32.0,14,0,0.0,0,0.00,11.0,GK,Under 20,Goalkeeper,Italy,Europe
105,Emiliano Martínez,ARG,Aston Villa,Premier League,2023,30,1992,33.5,48,1,0,10,4,50.8,0.37,+6.8,+0.20,121,332,36.4,1270,157,21.0,27.7,159,40.9,36.1,373,45,12.1,69,2.06,17.5,GK,30-34,Goalkeeper,Argentina,South America
108,Remi Matthews,ENG,Crystal Palace,Premier League,2023,29,1994,0.0,1,0,0,0,0,0.1,0.15,-0.9,-19.20,0,5,0.0,4,0,100.0,53.8,1,100.0,63.0,1,1,100.0,0,0.00,3.5,GK,25-29,Goalkeeper,England,Europe
109,Luís Maximiano,POR,Almería,La Liga,2023,24,1999,33.0,63,4,0,7,0,59.7,0.32,-3.3,-0.10,158,543,29.1,995,146,38.4,35.5,264,61.0,46.3,551,25,4.5,38,1.15,14.5,GK,20-24,Goalkeeper,Portugal,Europe
110,Alex Meret,ITA,Napoli,Serie A,2023,26,1997,30.8,40,2,1,5,0,38.0,0.33,-2.0,-0.07,56,174,32.2,774,120,18.5,27.9,137,22.6,29.5,334,9,2.7,29,0.94,15.4,GK,25-29,Goalkeeper,Italy,Europe
111,Alexander Meyer,GER,Dortmund,Bundesliga,2023,32,1991,7.7,9,0,0,0,1,7.8,0.30,-0.2,-0.03,27,81,33.3,334,29,20.1,28.3,31,45.2,42.1,107,8,7.5,7,0.91,14.5,GK,30-34,Goalkeeper,Germany,Europe
113,Antonio Mirante,ITA,Milan,Serie A,2023,40,1983,2.0,3,0,0,1,0,3.1,0.41,+0.1,+0.05,5,14,35.7,46,5,26.1,29.2,8,25.0,29.4,17,1,5.9,1,0.51,11.9,GK,Over 40,Goalkeeper,Italy,Europe
114,Lorenzo Montipò,ITA,Hellas Verona,Serie A,2023,27,1996,37.0,49,2,0,6,1,40.7,0.26,-7.3,-0.20,323,763,42.3,960,109,54.5,41.1,305,78.7,56.4,487,22,4.5,43,1.16,15.3,GK,25-29,Goalkeeper,Italy,Europe
115,Kevin Müller,GER,Heidenheim,Bundesliga,2023,32,1991,34.0,55,7,0,7,3,53.6,0.27,+1.6,+0.05,249,595,41.8,1164,167,35.2,35.9,316,58.5,46.1,495,24,4.8,17,0.50,13.2,GK,30-34,Goalkeeper,Germany,Europe
117,Juan Musso,ARG,Atalanta,Serie A,2023,29,1994,11.0,12,2,0,2,1,9.8,0.23,-1.2,-0.11,40,120,33.3,299,70,24.4,29.6,70,67.1,48.6,110,10,9.1,16,1.45,16.7,GK,25-29,Goalkeeper,Argentina,South America
118,Yvon Mvogo,SUI,Lorient,Ligue 1,2023,29,1994,34.0,66,8,1,8,1,63.1,0.27,-1.9,-0.06,139,378,36.8,921,162,29.1,31.4,228,48.2,38.8,591,24,4.1,13,0.38,8.9,GK,25-29,Goalkeeper,Switzerland,Europe
119,Lapo Nava,ITA,Milan,Serie A,2023,19,2004,0.0,1,0,0,0,0,0.9,0.50,-0.1,-2.83,1,1,100.0,1,0,100.0,43.0,0,,,0,0,,0,0.00,,GK,Under 20,Goalkeeper,Italy,Europe
120,Keylor Navas,CRC,Paris S-G,Ligue 1,2023,36,1986,4.0,6,1,0,0,0,4.7,0.31,-1.3,-0.33,4,9,44.4,80,12,10.0,23.5,18,5.6,22.2,37,0,0.0,5,1.25,16.3,GK,35-39,Goalkeeper,Costa Rica,North America
121,Massamba Ndiaye,SEN,Clermont Foot,Ligue 1,2023,21,2001,4.0,6,1,0,1,0,7.8,0.29,+1.8,+0.45,20,55,36.4,148,28,29.7,30.9,24,45.8,35.1,75,7,9.3,3,0.75,10.1,GK,20-24,Goalkeeper,Senegal,Africa
122,Neto,BRA,Bournemouth,Premier League,2023,34,1989,32.0,55,5,1,3,1,55.2,0.31,+1.2,+0.04,172,494,34.8,833,154,44.1,36.9,223,57.0,44.2,413,26,6.3,34,1.06,13.7,GK,30-34,Goalkeeper,Brazil,South America
123,Manuel Neuer,GER,Bayern Munich,Bundesliga,2023,37,1986,22.8,33,2,1,1,0,29.1,0.29,-3.9,-0.17,73,159,45.9,779,110,18.6,27.7,97,14.4,26.0,231,9,3.9,32,1.40,17.5,GK,35-39,Goalkeeper,Germany,Europe
124,Moritz Nicolas,GER,Gladbach,Bundesliga,2023,25,1997,27.0,49,4,0,6,0,45.1,0.26,-3.9,-0.14,112,315,35.6,888,140,26.0,29.7,161,52.2,42.5,460,21,4.6,22,0.81,13.2,GK,25-29,Goalkeeper,Germany,Europe
125,Alexander Nübel,GER,Stuttgart,Bundesliga,2023,26,1996,30.0,36,3,0,5,3,30.8,0.27,-2.2,-0.07,126,291,43.3,1103,132,23.1,28.7,112,32.1,32.7,341,30,8.8,57,1.90,17.3,GK,25-29,Goalkeeper,Germany,Europe
128,Guillermo Ochoa,MEX,Salernitana,Serie A,2023,38,1985,21.0,44,7,0,3,1,37.2,0.27,-5.8,-0.28,85,323,26.3,479,73,46.3,37.5,171,59.1,44.4,342,9,2.6,11,0.52,13.6,GK,35-39,Goalkeeper,Mexico,North America
129,Maduka Okoye,NGA,Udinese,Serie A,2023,23,1999,21.0,25,3,2,3,1,23.9,0.24,-0.1,0.00,99,263,37.6,286,45,55.9,41.7,161,64.0,49.0,365,7,1.9,2,0.10,8.7,GK,20-24,Goalkeeper,Nigeria,Africa
130,Robin Olsen,SWE,Aston Villa,Premier League,2023,33,1990,4.5,13,0,1,0,0,11.1,0.30,-1.9,-0.43,15,48,31.3,176,19,20.5,27.1,27,44.4,35.9,46,6,13.0,1,0.22,8.4,GK,30-34,Goalkeeper,Sweden,Europe
131,Jonas Omlin,SUI,Gladbach,Bundesliga,2023,29,1994,7.0,18,2,0,1,0,13.3,0.24,-4.7,-0.67,32,90,35.6,242,37,30.2,32.3,34,50.0,41.8,78,7,9.0,12,1.71,15.3,GK,25-29,Goalkeeper,Switzerland,Europe
132,André Onana,CMR,Manchester Utd,Premier League,2023,27,1996,38.0,58,7,1,11,1,59.1,0.27,+2.1,+0.06,149,513,29.0,1351,140,31.0,31.2,162,58.0,44.6,601,42,7.0,37,0.97,12.9,GK,25-29,Goalkeeper,Cameroon,Africa
133,Stefan Ortega,GER,Manchester City,Premier League,2023,30,1992,7.1,7,0,0,1,0,9.0,0.33,+2.0,+0.28,28,68,41.2,247,24,24.7,27.9,19,36.8,34.4,65,6,9.2,13,1.84,16.8,GK,30-34,Goalkeeper,Germany,Europe
134,Alexandre Oukidja,ALG,Metz,Ligue 1,2023,35,1988,33.2,57,6,1,7,0,52.3,0.26,-4.7,-0.14,209,666,31.4,708,125,57.3,42.4,292,89.0,59.0,569,46,8.1,22,0.66,10.3,GK,35-39,Goalkeeper,Algeria,Africa
135,Jesús Owono,EQG,Alavés,La Liga,2023,22,2001,4.0,8,0,0,1,0,6.4,0.27,-1.6,-0.40,36,77,46.8,88,9,54.5,41.7,31,93.5,66.8,29,4,13.8,8,2.00,15.2,GK,20-24,Goalkeeper,Equatorial Guinea,Africa
136,Rui Patrício,POR,Roma,Serie A,2023,35,1988,23.0,27,2,0,2,2,23.4,0.29,-1.6,-0.07,90,211,42.7,492,86,31.5,31.0,137,40.9,34.9,309,16,5.2,8,0.35,11.7,GK,35-39,Goalkeeper,Portugal,Europe
139,Daniel Peretz,ISR,Bayern Munich,Bundesliga,2023,23,2000,0.2,0,0,0,0,0,0.0,,0.0,0.00,0,4,0.0,15,3,26.7,33.1,2,0.0,16.5,2,0,0.0,0,0.00,,GK,20-24,Goalkeeper,Israel,Asia
140,Simone Perilli,ITA,Hellas Verona,Serie A,2023,28,1995,1.0,2,0,0,0,0,2.7,0.29,+0.7,+0.75,8,28,28.6,32,2,75.0,49.5,5,80.0,62.0,5,0,0.0,2,2.00,18.0,GK,25-29,Goalkeeper,Italy,Europe
141,Mattia Perin,ITA,Juventus,Serie A,2023,30,1992,2.5,1,0,0,0,0,1.2,0.25,+0.2,+0.10,5,15,33.3,54,9,25.9,29.4,12,8.3,19.5,29,2,6.9,3,1.20,16.7,GK,30-34,Goalkeeper,Italy,Europe
142,Samuele Perisan,ITA,Empoli,Serie A,2023,25,1997,1.0,2,0,0,0,0,0.7,0.14,-1.3,-1.32,1,8,12.5,22,8,27.3,26.3,12,16.7,29.6,18,0,0.0,1,1.00,21.0,GK,25-29,Goalkeeper,Italy,Europe
143,Pavao Pervan,AUT,Wolfsburg,Bundesliga,2023,35,1987,9.0,17,0,2,2,1,11.5,0.32,-4.5,-0.51,40,104,38.5,263,39,33.5,32.8,37,43.2,39.6,127,1,0.8,3,0.33,12.1,GK,35-39,Goalkeeper,Austria,Europe
146,Jordan Pickford,ENG,Everton,Premier League,2023,29,1994,38.0,51,8,0,9,3,52.4,0.28,+4.4,+0.12,360,901,40.0,1297,141,56.7,41.6,273,60.8,48.3,570,30,5.3,54,1.42,15.9,GK,25-29,Goalkeeper,England,Europe
147,Carlo Pinsoglio,ITA,Juventus,Serie A,2023,33,1990,0.5,0,0,0,0,0,0.5,0.18,+0.5,+1.06,2,5,40.0,21,1,23.8,31.4,0,,,17,0,0.0,0,0.00,5.0,GK,30-34,Goalkeeper,Italy,Europe
148,Nick Pope,ENG,Newcastle Utd,Premier League,2023,31,1992,14.9,16,0,1,2,0,16.8,0.30,+0.8,+0.05,41,118,34.7,304,88,21.1,28.6,95,56.8,43.8,143,9,6.3,28,1.87,19.0,GK,30-34,Goalkeeper,England,Europe
149,Ivan Provedel,ITA,Lazio,Serie A,2023,29,1994,30.0,33,2,0,1,0,31.3,0.24,-1.7,-0.06,101,252,40.1,841,103,22.6,30.8,176,35.2,37.0,377,15,4.0,18,0.60,13.0,GK,25-29,Goalkeeper,Italy,Europe
150,Ionuț Radu,ROU,Bournemouth,Premier League,2023,26,1997,2.0,7,0,0,3,0,2.9,0.27,-4.1,-2.04,5,15,33.3,57,10,19.3,26.9,11,36.4,29.2,19,2,10.5,0,0.00,9.6,GK,25-29,Goalkeeper,Romania,Europe
153,Aaron Ramsdale,ENG,Arsenal,Premier League,2023,25,1998,6.0,5,0,0,1,0,3.7,0.26,-1.3,-0.22,19,69,27.5,169,30,34.9,33.3,19,52.6,41.4,46,8,17.4,9,1.50,14.6,GK,25-29,Goalkeeper,England,Europe
154,Federico Ravaglia,ITA,Bologna,Serie A,2023,23,1999,5.9,3,0,1,0,0,5.5,0.25,+2.5,+0.43,14,49,28.6,172,23,18.0,25.4,34,52.9,41.0,73,1,1.4,4,0.67,17.1,GK,20-24,Goalkeeper,Italy,Europe
158,Guillaume Restes,FRA,Toulouse,Ligue 1,2023,18,2005,34.0,46,4,2,6,0,45.3,0.30,-0.7,-0.02,92,285,32.3,702,93,27.4,29.3,193,48.2,38.9,490,7,1.4,16,0.47,10.7,GK,Under 20,Goalkeeper,France,Europe
159,Manuel Riemann,GER,Bochum,Bundesliga,2023,34,1988,33.0,70,9,0,9,3,59.6,0.27,-7.4,-0.22,430,1041,41.3,1498,89,61.0,42.5,208,61.1,46.9,510,35,6.9,104,3.15,19.8,GK,30-34,Goalkeeper,Germany,Europe
160,Rémy Riou,FRA,Lyon,Ligue 1,2023,35,1987,3.0,6,0,1,0,0,4.7,0.33,-1.3,-0.44,5,24,20.8,81,13,16.0,26.1,23,47.8,39.0,32,3,9.4,3,1.00,13.4,GK,35-39,Goalkeeper,France,Europe
161,Francesco Rossi,ITA,Atalanta,Serie A,2023,32,1991,0.1,0,0,0,0,0,0.8,0.75,+0.8,+13.52,0,1,0.0,1,1,0.0,14.0,1,100.0,67.0,2,0,0.0,0,0.00,,GK,30-34,Goalkeeper,Italy,Europe
162,Frederik Rønnow,DEN,Union Berlin,Bundesliga,2023,30,1992,33.0,56,5,2,7,1,51.7,0.28,-3.3,-0.10,198,525,37.7,1096,174,35.2,33.6,218,63.8,47.4,539,54,10.0,37,1.12,12.9,GK,30-34,Goalkeeper,Denmark,Europe
163,José Sá,POR,Wolves,Premier League,2023,30,1993,33.7,58,8,1,7,1,65.9,0.31,+8.9,+0.26,87,424,20.5,841,190,33.3,33.0,253,56.9,42.6,522,45,8.6,28,0.83,12.6,GK,30-34,Goalkeeper,Portugal,Europe
164,Brice Samba,FRA,Lens,Ligue 1,2023,29,1994,33.0,35,6,0,6,1,42.3,0.27,+8.3,+0.25,163,369,44.2,948,143,31.8,31.5,170,40.0,33.5,388,32,8.2,39,1.18,14.8,GK,25-29,Goalkeeper,France,Europe
166,Marcel Schuhen,GER,Darmstadt 98,Bundesliga,2023,30,1993,31.0,76,1,2,7,2,68.0,0.34,-6.0,-0.19,245,618,39.6,1204,182,36.3,34.8,289,62.6,48.5,453,24,5.3,51,1.65,16.5,GK,30-34,Goalkeeper,Germany,Europe
167,Marvin Schwäbe,GER,Köln,Bundesliga,2023,28,1995,34.0,60,3,0,10,0,62.0,0.36,+2.0,+0.06,135,372,36.3,1148,101,28.4,31.4,149,30.9,34.3,504,14,2.8,21,0.62,13.4,GK,25-29,Goalkeeper,Germany,Europe
168,Alexander Schwolow,GER,Union Berlin,Bundesliga,2023,31,1992,1.0,2,0,0,0,0,1.2,0.20,-0.8,-0.81,4,10,40.0,28,4,32.1,34.1,8,12.5,28.4,13,0,0.0,0,0.00,5.0,GK,30-34,Goalkeeper,Germany,Europe
169,Simone Scuffet,ITA,Cagliari,Serie A,2023,27,1996,31.0,55,3,3,9,2,45.1,0.33,-7.9,-0.25,161,452,35.6,684,106,43.3,37.1,243,64.2,46.9,482,22,4.6,20,0.65,12.1,GK,25-29,Goalkeeper,Italy,Europe
170,Matz Sels,BEL,Nott'ham Forest,Premier League,2023,31,1992,16.0,27,1,0,9,2,17.2,0.27,-7.8,-0.49,75,179,41.9,283,51,45.9,36.6,93,52.7,41.4,223,11,4.9,4,0.25,9.4,GK,30-34,Goalkeeper,Belgium,Europe
171,Matz Sels,BEL,Strasbourg,Ligue 1,2023,31,1992,19.0,24,1,0,2,2,20.0,0.31,-2.0,-0.11,88,226,38.9,505,68,37.4,34.5,113,32.7,33.7,257,6,2.3,19,1.00,13.9,GK,30-34,Goalkeeper,Belgium,Europe
172,James Shea,ENG,Luton Town,Premier League,2023,32,1991,0.2,0,0,0,0,0,0.1,0.06,+0.1,+0.75,3,6,50.0,6,1,83.3,50.8,3,33.3,37.3,3,0,0.0,1,6.00,19.0,GK,30-34,Goalkeeper,England,Europe
173,Rui Silva,POR,Betis,La Liga,2023,29,1994,27.5,36,7,2,3,2,37.5,0.26,+3.5,+0.13,129,380,33.9,772,119,36.0,33.5,183,55.7,43.0,375,31,8.3,34,1.24,14.9,GK,25-29,Goalkeeper,Portugal,Europe
174,Marco Silvestri,ITA,Udinese,Serie A,2023,32,1991,17.0,28,6,0,2,0,25.7,0.29,-2.3,-0.14,57,168,33.9,345,68,33.6,32.3,105,49.5,42.1,282,5,1.8,7,0.41,13.1,GK,30-34,Goalkeeper,Italy,Europe
178,Daniele Sommariva,ITA,Genoa,Serie A,2023,26,1997,0.1,0,0,0,0,0,0.0,,0.0,0.00,0,3,0.0,2,0,100.0,54.5,1,100.0,76.0,2,1,50.0,0,0.00,15.0,GK,25-29,Goalkeeper,Italy,Europe
179,Yann Sommer,SUI,Inter,Serie A,2023,34,1988,34.0,19,2,0,3,0,25.5,0.23,+6.5,+0.19,104,226,46.0,1033,120,17.4,26.1,201,22.9,27.9,395,18,4.6,14,0.41,12.1,GK,30-34,Goalkeeper,Switzerland,Europe
181,Alessandro Sorrentino,ITA,Monza,Serie A,2023,21,2002,6.1,16,4,0,1,0,14.4,0.34,-1.6,-0.27,18,56,32.1,151,29,26.5,30.6,42,38.1,36.1,62,3,4.8,3,0.49,16.8,GK,20-24,Goalkeeper,Italy,Europe
182,Marco Sportiello,ITA,Milan,Serie A,2023,31,1992,7.0,11,1,0,0,1,8.9,0.25,-1.1,-0.15,20,51,39.2,230,40,20.4,26.9,17,23.5,29.1,81,5,6.2,9,1.29,15.4,GK,30-34,Goalkeeper,Italy,Europe
183,Jason Steele,ENG,Brighton,Premier League,2023,32,1990,17.0,34,3,1,5,2,25.7,0.32,-6.3,-0.37,47,132,35.6,617,69,20.1,26.6,54,14.8,18.8,173,7,4.0,41,2.41,20.6,GK,30-34,Goalkeeper,England,Europe
184,Thomas Strakosha,ALB,Brentford,Premier League,2023,28,1995,1.5,2,0,0,0,0,1.5,0.20,-0.5,-0.30,12,30,40.0,56,5,41.1,35.8,15,46.7,39.9,37,2,5.4,1,0.67,10.0,GK,25-29,Goalkeeper,Albania,Europe
188,Marc-André ter Stegen,GER,Barcelona,La Liga,2023,31,1992,28.0,27,2,0,1,0,27.7,0.25,+0.7,+0.03,92,167,55.1,871,115,14.4,26.3,163,25.8,30.9,334,13,3.9,31,1.11,15.6,GK,30-34,Goalkeeper,Germany,Europe
189,Pietro Terracciano,ITA,Fiorentina,Serie A,2023,33,1990,33.0,35,6,3,5,0,40.2,0.27,+5.2,+0.16,164,382,42.9,1051,120,29.0,32.1,176,43.8,38.2,307,7,2.3,23,0.70,14.6,GK,30-34,Goalkeeper,Italy,Europe
190,James Trafford,ENG,Burnley,Premier League,2023,20,2002,28.0,62,5,0,10,2,54.1,0.30,-5.9,-0.21,138,606,22.8,1332,162,33.9,31.3,198,78.3,54.2,419,30,7.2,43,1.54,15.0,GK,20-24,Goalkeeper,England,Europe
191,Kevin Trapp,GER,Eint Frankfurt,Bundesliga,2023,33,1990,32.0,48,9,0,4,0,48.3,0.28,+0.3,+0.01,102,361,28.3,949,137,28.9,29.8,212,41.0,36.2,452,16,3.5,30,0.94,15.2,GK,30-34,Goalkeeper,Germany,Europe
